レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202608240301,2026-08-24,03,江戸川,1R,第２６回スカッとさわやか杯,４日目,IP,D,予選,11:14,
202608240302,2026-08-24,03,江戸川,2R,第２６回スカッとさわやか杯,４日目,IP,D,予選,11:41,
202608240303,2026-08-24,03,江戸川,3R,第２６回スカッとさわやか杯,４日目,IP,D,予選,12:08,
202608240304,2026-08-24,03,江戸川,4R,第２６回スカッとさわやか杯,４日目,IP,D,予選,12:35,
202608240305,2026-08-24,03,江戸川,5R,第２６回スカッとさわやか杯,４日目,IP,D,予選,13:02,
202608240306,2026-08-24,03,江戸川,6R,第２６回スカッとさわやか杯,４日目,IP,D,予選,13:29,
202608240307,2026-08-24,03,江戸川,7R,第２６回スカッとさわやか杯,４日目,IP,D,予選,13:56,
202608240308,2026-08-24,03,江戸川,8R,第２６回スカッとさわやか杯,４日目,IP,D,予選,14:24,
202608240309,2026-08-24,03,江戸川,9R,第２６回スカッとさわやか杯,４日目,IP,D,予選特賞,14:52,
202608240310,2026-08-24,03,江戸川,10R,第２６回スカッとさわやか杯,４日目,IP,D,予選特賞,15:22,
202608240311,2026-08-24,03,江戸川,11R,第２６回スカッとさわやか杯,４日目,IP,D,予選特選,15:53,
202608240312,2026-08-24,03,江戸川,12R,第２６回スカッとさわやか杯,４日目,IP,D,記者選抜戦,16:25,
202608240601,2026-08-24,06,浜名湖,1R,デイリースポーツ杯,４日目,IP,S,予選,11:32,
202608240602,2026-08-24,06,浜名湖,2R,デイリースポーツ杯,４日目,IP,S,予選,11:57,
202608240603,2026-08-24,06,浜名湖,3R,デイリースポーツ杯,４日目,IP,S,予選,12:23,
202608240604,2026-08-24,06,浜名湖,4R,デイリースポーツ杯,４日目,IP,S,ランチタイム戦,12:51,
202608240605,2026-08-24,06,浜名湖,5R,デイリースポーツ杯,４日目,IP,S,予選,13:21,
202608240606,2026-08-24,06,浜名湖,6R,デイリースポーツ杯,４日目,IP,S,予選,13:53,
202608240607,2026-08-24,06,浜名湖,7R,デイリースポーツ杯,４日目,IP,S,予選,14:31,
202608240608,2026-08-24,06,浜名湖,8R,デイリースポーツ杯,４日目,IP,S,ブレイクタイム,15:00,
202608240609,2026-08-24,06,浜名湖,9R,デイリースポーツ杯,４日目,IP,S,予選特賞,15:34,
202608240610,2026-08-24,06,浜名湖,10R,デイリースポーツ杯,４日目,IP,S,予選特賞,16:05,
