レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202608050101,2026-08-05,01,桐生,1R,オールレディース　第５９回日刊スポーツ杯,最終日,G3,N,一般,15:18,
202608050102,2026-08-05,01,桐生,2R,オールレディース　第５９回日刊スポーツ杯,最終日,G3,N,一般,15:42,
202608050103,2026-08-05,01,桐生,3R,オールレディース　第５９回日刊スポーツ杯,最終日,G3,N,一般,16:07,
202608050104,2026-08-05,01,桐生,4R,オールレディース　第５９回日刊スポーツ杯,最終日,G3,N,一般,16:33,
202608050105,2026-08-05,01,桐生,5R,オールレディース　第５９回日刊スポーツ杯,最終日,G3,N,一般,17:01,
202608050106,2026-08-05,01,桐生,6R,オールレディース　第５９回日刊スポーツ杯,最終日,G3,N,ドラドキ目玉,17:28,
202608050107,2026-08-05,01,桐生,7R,オールレディース　第５９回日刊スポーツ杯,最終日,G3,N,ドラドキ３,17:55,
202608050108,2026-08-05,01,桐生,8R,オールレディース　第５９回日刊スポーツ杯,最終日,G3,N,ドラドキ５,18:23,
202608050109,2026-08-05,01,桐生,9R,オールレディース　第５９回日刊スポーツ杯,最終日,G3,N,一般,18:54,
202608050110,2026-08-05,01,桐生,10R,オールレディース　第５９回日刊スポーツ杯,最終日,G3,N,選抜戦,19:25,
202608050111,2026-08-05,01,桐生,11R,オールレディース　第５９回日刊スポーツ杯,最終日,G3,N,選抜戦,19:58,
202608050112,2026-08-05,01,桐生,12R,オールレディース　第５９回日刊スポーツ杯,最終日,G3,N,優勝戦,20:30,
202608050401,2026-08-05,04,平和島,1R,第３９回キリンカップ,３日目,G3,S,予選,11:55,
202608050402,2026-08-05,04,平和島,2R,第３９回キリンカップ,３日目,G3,S,東京ベイランチ,12:24,
202608050403,2026-08-05,04,平和島,3R,第３９回キリンカップ,３日目,G3,S,予選,12:54,
202608050404,2026-08-05,04,平和島,4R,第３９回キリンカップ,３日目,G3,S,予選,13:24,
202608050405,2026-08-05,04,平和島,5R,第３９回キリンカップ,３日目,G3,S,予選,13:55,
202608050406,2026-08-05,04,平和島,6R,第３９回キリンカップ,３日目,G3,S,予選,14:26,
202608050407,2026-08-05,04,平和島,7R,第３９回キリンカップ,３日目,G3,S,予選,14:58,
