レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202608190501,2026-08-19,05,多摩川,1R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,５日目,IP,S,一般,11:33,
202608190502,2026-08-19,05,多摩川,2R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,５日目,IP,S,一般,12:05,
202608190503,2026-08-19,05,多摩川,3R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,５日目,IP,S,一般,12:31,
202608190504,2026-08-19,05,多摩川,4R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,５日目,IP,S,一般,13:04,
202608190505,2026-08-19,05,多摩川,5R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,５日目,IP,S,一般,13:33,
202608190506,2026-08-19,05,多摩川,6R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,５日目,IP,S,一般,14:04,
202608190507,2026-08-19,05,多摩川,7R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,５日目,IP,S,一般,14:35,
202608190508,2026-08-19,05,多摩川,8R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,５日目,IP,S,一般,15:07,
202608190509,2026-08-19,05,多摩川,9R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,５日目,IP,S,一般,15:40,
202608190510,2026-08-19,05,多摩川,10R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,５日目,IP,S,準優勝戦,16:14,
202608190511,2026-08-19,05,多摩川,11R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,５日目,IP,S,準優勝戦,16:47,
202608190512,2026-08-19,05,多摩川,12R,ＢＴＳ大郷開設記念第２８回大郷葉月杯,５日目,IP,S,準優勝戦,17:25,
202608190901,2026-08-19,09,津,1R,中京スポーツ納涼しぶき杯争奪戦,５日目,IP,D,ツッキーレース,10:30,
202608190902,2026-08-19,09,津,2R,中京スポーツ納涼しぶき杯争奪戦,５日目,IP,D,一般,11:00,
202608190903,2026-08-19,09,津,3R,中京スポーツ納涼しぶき杯争奪戦,５日目,IP,D,一般,11:31,
202608190904,2026-08-19,09,津,4R,中京スポーツ納涼しぶき杯争奪戦,５日目,IP,D,一般,12:02,
202608190905,2026-08-19,09,津,5R,中京スポーツ納涼しぶき杯争奪戦,５日目,IP,D,５ールドレース,12:32,
202608190906,2026-08-19,09,津,6R,中京スポーツ納涼しぶき杯争奪戦,５日目,IP,D,一般,13:01,
202608190907,2026-08-19,09,津,7R,中京スポーツ納涼しぶき杯争奪戦,５日目,IP,D,一般,13:30,
202608190908,2026-08-19,09,津,8R,中京スポーツ納涼しぶき杯争奪戦,５日目,IP,D,一般,14:02,
202608190909,2026-08-19,09,津,9R,中京スポーツ納涼しぶき杯争奪戦,５日目,IP,D,一般,14:35,
202608190910,2026-08-19,09,津,10R,中京スポーツ納涼しぶき杯争奪戦,５日目,IP,D,準優勝戦,15:09,
202608190911,2026-08-19,09,津,11R,中京スポーツ納涼しぶき杯争奪戦,５日目,IP,D,準優勝戦,15:42,
202608190912,2026-08-19,09,津,12R,中京スポーツ納涼しぶき杯争奪戦,５日目,IP,D,準優勝戦,16:15,
202608191001,2026-08-19,10,三国,1R,第５４回しぶき賞,最終日,IP,M,みくにあさイチ,08:32,
202608191002,2026-08-19,10,三国,2R,第５４回しぶき賞,最終日,IP,M,みくにあさガチ,08:58,
202608191003,2026-08-19,10,三国,3R,第５４回しぶき賞,最終日,IP,M,みくにあさズバ,09:24,
202608191004,2026-08-19,10,三国,4R,第５４回しぶき賞,最終日,IP,M,みくにあさ推し,09:50,
202608191005,2026-08-19,10,三国,5R,第５４回しぶき賞,最終日,IP,M,一般,10:18,
202608191006,2026-08-19,10,三国,6R,第５４回しぶき賞,最終日,IP,M,一般,10:48,
202608191007,2026-08-19,10,三国,7R,第５４回しぶき賞,最終日,IP,M,一般,11:21,
