レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202608120101,2026-08-12,01,桐生,1R,第６０回報知新聞社杯　お盆レース,２日目,IP,N,予選,15:17,
202608120102,2026-08-12,01,桐生,2R,第６０回報知新聞社杯　お盆レース,２日目,IP,N,予選,15:40,
202608120103,2026-08-12,01,桐生,3R,第６０回報知新聞社杯　お盆レース,２日目,IP,N,予選,16:07,
202608120104,2026-08-12,01,桐生,4R,第６０回報知新聞社杯　お盆レース,２日目,IP,N,予選,16:32,
202608120105,2026-08-12,01,桐生,5R,第６０回報知新聞社杯　お盆レース,２日目,IP,N,予選,17:01,
202608120106,2026-08-12,01,桐生,6R,第６０回報知新聞社杯　お盆レース,２日目,IP,N,ドラドキ目玉,17:25,
202608120107,2026-08-12,01,桐生,7R,第６０回報知新聞社杯　お盆レース,２日目,IP,N,ドラドキ３,17:52,
202608120108,2026-08-12,01,桐生,8R,第６０回報知新聞社杯　お盆レース,２日目,IP,N,ドラドキ５,18:22,
202608120109,2026-08-12,01,桐生,9R,第６０回報知新聞社杯　お盆レース,２日目,IP,N,予選,18:52,
202608120110,2026-08-12,01,桐生,10R,第６０回報知新聞社杯　お盆レース,２日目,IP,N,予選特別,19:24,
202608120111,2026-08-12,01,桐生,11R,第６０回報知新聞社杯　お盆レース,２日目,IP,N,予選特別,20:02,
202608120112,2026-08-12,01,桐生,12R,第６０回報知新聞社杯　お盆レース,２日目,IP,N,桐生特選,20:31,
202608120201,2026-08-12,02,戸田,1R,第４９回戸田ボート大賞・サンケイスポーツ杯,初　日,IP,D,予選,10:47,
202608120202,2026-08-12,02,戸田,2R,第４９回戸田ボート大賞・サンケイスポーツ杯,初　日,IP,D,予選,11:16,
202608120203,2026-08-12,02,戸田,3R,第４９回戸田ボート大賞・サンケイスポーツ杯,初　日,IP,D,予選,11:45,
202608120204,2026-08-12,02,戸田,4R,第４９回戸田ボート大賞・サンケイスポーツ杯,初　日,IP,D,予選,12:14,
202608120205,2026-08-12,02,戸田,5R,第４９回戸田ボート大賞・サンケイスポーツ杯,初　日,IP,D,ウインウイン５,12:44,
202608120206,2026-08-12,02,戸田,6R,第４９回戸田ボート大賞・サンケイスポーツ杯,初　日,IP,D,予選,13:14,
202608120207,2026-08-12,02,戸田,7R,第４９回戸田ボート大賞・サンケイスポーツ杯,初　日,IP,D,ウインウイン７,13:45,
202608120208,2026-08-12,02,戸田,8R,第４９回戸田ボート大賞・サンケイスポーツ杯,初　日,IP,D,予選,14:16,
202608120209,2026-08-12,02,戸田,9R,第４９回戸田ボート大賞・サンケイスポーツ杯,初　日,IP,D,予選,14:48,
202608120210,2026-08-12,02,戸田,10R,第４９回戸田ボート大賞・サンケイスポーツ杯,初　日,IP,D,予選特別,15:21,
202608120211,2026-08-12,02,戸田,11R,第４９回戸田ボート大賞・サンケイスポーツ杯,初　日,IP,D,予選特別,15:55,
202608120212,2026-08-12,02,戸田,12R,第４９回戸田ボート大賞・サンケイスポーツ杯,初　日,IP,D,ウインビー選抜,16:30,
202608120301,2026-08-12,03,江戸川,1R,第４８回大江戸賞,３日目,IP,D,予選,11:14,
202608120302,2026-08-12,03,江戸川,2R,第４８回大江戸賞,３日目,IP,D,予選,11:41,
202608120303,2026-08-12,03,江戸川,3R,第４８回大江戸賞,３日目,IP,D,予選,12:08,
202608120304,2026-08-12,03,江戸川,4R,第４８回大江戸賞,３日目,IP,D,予選,12:35,
202608120305,2026-08-12,03,江戸川,5R,第４８回大江戸賞,３日目,IP,D,予選,13:02,
202608120306,2026-08-12,03,江戸川,6R,第４８回大江戸賞,３日目,IP,D,予選,13:29,
202608120307,2026-08-12,03,江戸川,7R,第４８回大江戸賞,３日目,IP,D,予選,13:56,
202608120308,2026-08-12,03,江戸川,8R,第４８回大江戸賞,３日目,IP,D,予選,14:24,
202608120309,2026-08-12,03,江戸川,9R,第４８回大江戸賞,３日目,IP,D,予選,14:52,
202608120310,2026-08-12,03,江戸川,10R,第４８回大江戸賞,３日目,IP,D,予選ラリー選抜,15:22,
202608120311,2026-08-12,03,江戸川,11R,第４８回大江戸賞,３日目,IP,D,予選バディ選抜,15:53,
202608120312,2026-08-12,03,江戸川,12R,第４８回大江戸賞,３日目,IP,D,予選特別選抜,16:25,
202608120401,2026-08-12,04,平和島,1R,第６６回デイリースポーツサマーカップ,２日目,IP,S,予選,11:55,
202608120402,2026-08-12,04,平和島,2R,第６６回デイリースポーツサマーカップ,２日目,IP,S,東京ベイランチ,12:24,
202608120403,2026-08-12,04,平和島,3R,第６６回デイリースポーツサマーカップ,２日目,IP,S,予選,12:54,
202608120404,2026-08-12,04,平和島,4R,第６６回デイリースポーツサマーカップ,２日目,IP,S,予選,13:24,
202608120405,2026-08-12,04,平和島,5R,第６６回デイリースポーツサマーカップ,２日目,IP,S,予選,13:55,
202608120406,2026-08-12,04,平和島,6R,第６６回デイリースポーツサマーカップ,２日目,IP,S,予選,14:26,
202608120407,2026-08-12,04,平和島,7R,第６６回デイリースポーツサマーカップ,２日目,IP,S,予選,14:58,
202608120408,2026-08-12,04,平和島,8R,第６６回デイリースポーツサマーカップ,２日目,IP,S,ベイブレイク,15:31,
202608120409,2026-08-12,04,平和島,9R,第６６回デイリースポーツサマーカップ,２日目,IP,S,予選,16:05,
202608120410,2026-08-12,04,平和島,10R,第６６回デイリースポーツサマーカップ,２日目,IP,S,予選特別,16:37,
202608120411,2026-08-12,04,平和島,11R,第６６回デイリースポーツサマーカップ,２日目,IP,S,予選特別,17:08,
202608120412,2026-08-12,04,平和島,12R,第６６回デイリースポーツサマーカップ,２日目,IP,S,記者選抜,17:42,
202608120601,2026-08-12,06,浜名湖,1R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,２日目,IP,S,予選,11:27,
202608120602,2026-08-12,06,浜名湖,2R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,２日目,IP,S,予選,11:59,
202608120603,2026-08-12,06,浜名湖,3R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,２日目,IP,S,予選,12:27,
202608120604,2026-08-12,06,浜名湖,4R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,２日目,IP,S,ランチタイム戦,12:57,
202608120605,2026-08-12,06,浜名湖,5R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,２日目,IP,S,予選,13:32,
202608120606,2026-08-12,06,浜名湖,6R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,２日目,IP,S,予選,13:59,
202608120607,2026-08-12,06,浜名湖,7R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,２日目,IP,S,予選,14:34,
202608120608,2026-08-12,06,浜名湖,8R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,２日目,IP,S,ブレイクタイム,15:02,
202608120609,2026-08-12,06,浜名湖,9R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,２日目,IP,S,予選,15:29,
202608120610,2026-08-12,06,浜名湖,10R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,２日目,IP,S,予選,15:59,
202608120611,2026-08-12,06,浜名湖,11R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,２日目,IP,S,予選特選,16:34,
202608120612,2026-08-12,06,浜名湖,12R,中日スポーツ後援　湖西市長杯争奪戦　黒潮杯,２日目,IP,S,ドリーム戦,17:04,
202608120701,2026-08-12,07,蒲郡,1R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,２日目,IP,N,予選,15:18,
202608120702,2026-08-12,07,蒲郡,2R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,２日目,IP,N,予選,15:46,
202608120703,2026-08-12,07,蒲郡,3R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,２日目,IP,N,予選,16:11,
202608120704,2026-08-12,07,蒲郡,4R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,２日目,IP,N,予選,16:39,
202608120705,2026-08-12,07,蒲郡,5R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,２日目,IP,N,予選,17:06,
202608120706,2026-08-12,07,蒲郡,6R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,２日目,IP,N,予選,17:31,
202608120707,2026-08-12,07,蒲郡,7R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,２日目,IP,N,予選,17:58,
202608120708,2026-08-12,07,蒲郡,8R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,２日目,IP,N,予選,18:28,
202608120709,2026-08-12,07,蒲郡,9R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,２日目,IP,N,予選,18:58,
202608120710,2026-08-12,07,蒲郡,10R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,２日目,IP,N,予選,19:36,
202608120711,2026-08-12,07,蒲郡,11R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,２日目,IP,N,予選特賞,20:08,
202608120712,2026-08-12,07,蒲郡,12R,第１０回愛知・名古屋アジア・アジアパラ大会協賛競走,２日目,IP,N,予選特選,20:36,
202608120801,2026-08-12,08,常滑,1R,名鉄杯争奪２０２６納涼お盆レース,３日目,IP,D,朝トコ小判Ｒ,10:33,
202608120802,2026-08-12,08,常滑,2R,名鉄杯争奪２０２６納涼お盆レース,３日目,IP,D,予選,11:05,
202608120803,2026-08-12,08,常滑,3R,名鉄杯争奪２０２６納涼お盆レース,３日目,IP,D,予選,11:37,
202608120804,2026-08-12,08,常滑,4R,名鉄杯争奪２０２６納涼お盆レース,３日目,IP,D,予選,12:06,
202608120805,2026-08-12,08,常滑,5R,名鉄杯争奪２０２６納涼お盆レース,３日目,IP,D,三Ａ傑戦,12:33,
