レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
201710092201,Ｇ３福岡ソフトバンクホークス杯,第6日,2017/10/09,福岡,01R,一般戦,1800,晴,北,2,3,,2,1720,2,160,1,130,2-1,2010,8,1-2,500,2,1-2,210,2,2-5,530,11,1-5,210,3,2-1-5,8210,32,1-2-5,390,1,1,2,4253,西 川 真 人,53,120,6.9,2,0.18,111.5,2,1,4272,大 場 広 孝,66,102,6.88,1,0.17,112.9,3,5,4509,平 見 真 彦,64,159,6.92,5,0.22,114.3,4,4,4355,小 川 広 大,34,132,7.01,4,0.25,114.8,5,3,4007,榮 田 将 彦,22,117,6.87,3,0.14,,6,6,4037,別 府 正 幸,35,110,6.85,6,0.33,
201710092202,Ｇ３福岡ソフトバンクホークス杯,第6日,2017/10/09,福岡,02R,一般戦,1800,晴,北,2,3,逃げ,1,220,1,140,3,410,1-3,610,3,1-3,540,3,1-3,320,5,1-4,220,2,3-4,350,8,1-3-4,2180,8,1-3-4,980,6,1,1,4302,西 野 翔 太,47,119,6.83,1,0.18,110.7,2,3,3879,中 村 格,33,124,6.96,3,0.19,112.9,3,4,3614,谷 勝 幸,15,134,6.91,4,0.12,113.6,4,6,4703,森 永 隆,59,145,6.92,6,0.09,114.0,5,2,4151,下 河 誉 史,55,160,6.82,2,0.3,,6,5,4521,小 池 公 生,16,149,6.93,5,0.13,
201710092203,Ｇ３福岡ソフトバンクホークス杯,第6日,2017/10/09,福岡,03R,一般戦,1800,晴,北,2,3,逃げ,1,240,1,100,4,110,1-4,700,2,1-4,320,1,1-4,230,3,1-5,350,7,4-5,320,6,1-4-5,2690,9,1-4-5,1020,4,1,1,4491,田 中 堅,44,109,6.94,1,0.12,110.9,2,4,4463,三 苫 晃 幸,52,141,6.87,4,0.2,112.6,3,5,3224,栗 山 繁 洋,61,136,6.95,5,0.24,114.4,4,3,4180,上 野 秀 和,12,118,6.99,3,0.21,115.2,5,2,4442,松 竹 大 輔,14,115,6.9,2,0.21,,6,6,3776,横 井 健 太,50,125,6.94,6,0.43,
201710092204,Ｇ３福岡ソフトバンクホークス杯,第6日,2017/10/09,福岡,04R,一般戦,1800,晴,北,2,3,逃げ,1,420,1,130,6,100,1-6,660,3,1-6,400,3,1-6,130,2,1-2,100,1,2-6,150,3,1-6-2,1580,4,1-2-6,300,1,1,1,4006,小 野 勇 作,29,105,6.93,1,0.25,110.4,2,6,3783,瓜 生 正 義,13,116,6.9,2,0.31,112.2,3,2,4748,渡 邉 雄 朗,56,121,6.88,3,0.3,112.9,4,5,3729,松 田 英 数,71,167,6.92,6,0.25,114.0,5,3,3796,長 野 道 臣,24,164,6.92,5,0.27,,6,4,3107,平 岡 重 典,40,152,6.92,4,0.26,
201710092205,Ｇ３福岡ソフトバンクホークス杯,第6日,2017/10/09,福岡,05R,一般戦,1800,晴,北,2,3,差し,3,430,3,210,2,140,3-2,4960,17,2-3,1880,8,2-3,610,7,3-5,1460,11,2-5,610,7,3-2-5,21060,57,2-3-5,3240,9,1,3,4037,別 府 正 幸,35,110,6.93,3,0.18,111.9,2,2,3534,野 澤 大 二,68,122,6.98,2,0.15,112.7,3,5,3746,岡 瀬 正 人,23,103,6.93,5,0.19,114.0,4,1,3837,秋 山 広 一,30,161,6.92,1,0.26,114.6,5,4,4109,谷 津 幸 宏,42,104,6.88,4,0.18,,6,6,4355,小 川 広 大,34,132,6.97,6,0.27,
201710092206,Ｇ３福岡ソフトバンクホークス杯,第6日,2017/10/09,福岡,06R,一般戦,1800,晴,北,2,3,まくり,3,380,3,210,4,130,3-4,540,1,3-4,380,2,3-4,140,1,1-3,190,4,1-4,140,2,3-4-1,1800,5,1-3-4,250,1,1,3,3319,山 崎 義 明,67,148,6.85,3,0.11,111.1,2,4,3623,深 川 真 二,69,156,6.94,1,0.19,112.7,3,1,4521,小 池 公 生,16,149,6.91,2,0.22,113.9,4,6,3877,松 浦 博 人,20,112,6.94,6,0.21,114.1,5,2,4272,大 場 広 孝,66,102,6.93,4,0.21,,6,5,4151,下 河 誉 史,55,160,6.92,5,0.24,
201710092207,Ｇ３福岡ソフトバンクホークス杯,第6日,2017/10/09,福岡,07R,一般戦,1800,晴,北,2,3,逃げ,1,460,1,120,3,100,1-3,390,1,1-3,170,1,1-3,130,1,1-4,250,5,3-4,290,6,1-3-4,1190,3,1-3-4,370,2,1,1,4509,平 見 真 彦,64,159,6.87,1,0.16,111.9,2,3,4545,岡 村 慶 太,28,142,6.86,3,0.12,112.9,3,4,4703,森 永 隆,59,145,6.95,4,0.15,113.5,4,5,4314,青 木 幸太郎,27,114,6.95,5,0.14,115.0,5,6,4180,上 野 秀 和,12,118,6.97,6,0.19,,6,2,4007,榮 田 将 彦,22,117,6.92,2,0.11,
201710092208,Ｇ３福岡ソフトバンクホークス杯,第6日,2017/10/09,福岡,08R,一般戦,1800,晴,北,2,3,逃げ,1,190,1,170,4,100,1-4,270,1,1-4,140,1,1-4,120,1,1-3,290,3,3-4,350,7,1-4-3,1180,3,1-3-4,520,3,1,1,3582,吉 川 昭 男,58,133,6.86,1,0.08,111.3,2,4,3783,瓜 生 正 義,13,116,6.89,4,0.21,111.8,3,3,3729,松 田 英 数,71,167,6.91,3,0.15,113.4,4,2,3224,栗 山 繁 洋,61,136,6.89,2,0.16,113.5,5,5,4253,西 川 真 人,53,120,6.95,5,0.26,,6,6,4560,庄 司 樹良々,32,150,6.96,6,0.23,
201710092209,Ｇ３福岡ソフトバンクホークス杯,第6日,2017/10/09,福岡,09R,ペラ坊特賞,1800,晴,北,2,3,逃げ,1,160,1,110,2,780,1-2,640,3,1-2,320,3,1-2,250,3,1-3,200,2,2-3,300,5,1-2-3,1730,3,1-2-3,740,2,1,1,3796,長 野 道 臣,24,164,6.86,1,0.22,110.7,2,2,3879,中 村 格,33,124,6.9,2,0.23,112.7,3,3,3614,谷 勝 幸,15,134,6.9,3,0.26,113.6,4,4,3837,秋 山 広 一,30,161,6.88,4,0.17,114.4,5,5,4442,松 竹 大 輔,14,115,6.92,5,0.19,,6,6,4006,小 野 勇 作,29,105,6.91,6,0.22,
201710092210,Ｇ３福岡ソフトバンクホークス杯,第6日,2017/10/09,福岡,10R,那の津選抜,1800,晴,北,2,3,逃げ,1,450,1,130,2,100,1-2,810,3,1-2,220,1,1-2,150,1,1-4,230,5,2-4,160,2,1-2-4,1660,2,1-2-4,300,1,1,1,3107,平 岡 重 典,40,152,6.9,1,0.11,110.7,2,2,3623,深 川 真 二,69,156,6.89,2,0.16,111.6,3,4,4545,岡 村 慶 太,28,142,6.83,4,0.16,113.5,4,3,3746,岡 瀬 正 人,23,103,6.88,3,0.19,114.1,5,5,4748,渡 邉 雄 朗,56,121,6.83,5,0.18,,6,6,4491,田 中 堅,44,109,6.92,6,0.25,
201710092211,Ｇ３福岡ソフトバンクホークス杯,第6日,2017/10/09,福岡,11R,舞鶴特選,1800,晴,北,1,3,差し,4,530,4,100,1,130,4-1,1900,7,1-4,690,4,1-4,320,5,3-4,410,10,1-3,220,1,4-1-3,10080,30,1-3-4,960,6,1,4,3319,山 崎 義 明,67,148,6.8,5,0.17,109.9,2,1,4463,三 苫 晃 幸,52,141,6.78,1,0.15,112.3,3,3,4314,青 木 幸太郎,27,114,6.88,3,0.22,114.3,4,5,3534,野 澤 大 二,68,122,6.9,6,0.27,114.7,5,6,3582,吉 川 昭 男,58,133,6.83,4,0.24,,6,2,4109,谷 津 幸 宏,42,104,6.86,2,0.17,
