レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
202107100301,江戸川大好き選手集結！４代目江戸川番長決定戦,2021-07-10,3,01R,4.0,3,5.0,1,31.0,24.0,1,1,52.0,0.0,6.89,0.5,0.02,2,2,51.0,1.0,6.94,1.0,0.07,3,3,55.9,0.0,7.07,0.5,0.09,4,4,50.0,2.0,6.97,0.5,0.06,5,5,52.6,0.0,6.95,0.5,0.06,6,6,54.9,0.0,6.89,0.0,0.11
202107100302,江戸川大好き選手集結！４代目江戸川番長決定戦,2021-07-10,3,02R,4.0,3,5.0,2,30.0,24.0,1,1,51.5,0.5,7.04,0.0,0.19,2,2,52.1,0.0,7.08,0.0,0.06,3,3,51.5,0.5,6.96,0.0,0.04,4,4,52.0,0.0,7.04,0.5,0.03,5,5,53.2,0.0,6.93,0.5,-0.01,6,6,52.2,0.0,6.89,1.0,-0.05
202107100303,江戸川大好き選手集結！４代目江戸川番長決定戦,2021-07-10,3,03R,4.0,3,5.0,1,31.0,24.0,1,1,52.0,0.0,7.04,0.5,-0.03,2,2,54.4,0.0,7.06,0.0,0.05,3,3,52.6,0.0,6.97,0.0,-0.02,4,4,52.0,0.0,6.95,0.0,0.13,5,5,54.1,0.0,7.0,-0.5,0.14,6,6,51.5,0.5,6.95,1.0,0.04
202107100304,江戸川大好き選手集結！４代目江戸川番長決定戦,2021-07-10,3,04R,6.0,3,10.0,1,31.0,24.0,1,1,51.0,1.0,7.02,0.0,0.07,2,2,53.1,0.0,7.04,0.5,0.02,3,3,52.0,0.0,6.97,1.0,-0.15,4,4,52.3,0.0,7.17,0.0,-0.2,5,5,52.2,0.0,7.01,0.0,-0.19,6,6,52.2,0.0,6.92,1.0,-0.09
202107100305,江戸川大好き選手集結！４代目江戸川番長決定戦,2021-07-10,3,05R,7.0,3,10.0,1,32.0,24.0,1,1,49.0,3.0,7.15,0.0,0.47,2,2,57.8,0.0,7.16,0.0,0.13,3,3,58.0,0.0,7.01,0.5,-0.01,4,4,52.6,0.0,7.09,0.5,0.08,5,5,52.9,0.0,7.1,0.5,0.05,6,6,52.0,0.0,7.05,0.5,0.09
202107100306,江戸川大好き選手集結！４代目江戸川番長決定戦,2021-07-10,3,06R,5.0,3,5.0,1,32.0,24.0,1,1,51.5,0.5,7.2,0.5,0.34,2,2,52.6,0.0,7.1,0.5,0.25,3,3,54.9,0.0,7.04,0.0,0.15,4,4,56.1,0.0,7.0,0.5,-0.09,5,5,52.1,0.0,7.16,0.5,-0.01,6,6,53.0,0.0,7.08,0.5,-0.05
202107100307,江戸川大好き選手集結！４代目江戸川番長決定戦,2021-07-10,3,07R,6.0,3,5.0,1,32.0,24.0,1,1,50.0,2.0,7.11,0.5,0.05,2,2,52.0,0.0,7.08,0.5,0.26,3,3,52.0,0.0,7.08,0.0,0.08,4,4,52.3,0.0,7.03,1.0,0.36,5,5,54.4,0.0,7.09,0.0,0.04,6,6,55.7,0.0,7.0,0.0,0.02
202107100308,江戸川大好き選手集結！４代目江戸川番長決定戦,2021-07-10,3,08R,10.0,3,15.0,1,33.0,24.0,1,1,52.0,0.0,7.03,1.0,0.03,2,2,52.2,0.0,7.01,0.0,0.17,3,3,56.1,0.0,7.14,0.0,0.13,4,4,54.7,0.0,7.1,0.5,-0.14,5,5,52.0,0.0,7.16,0.5,-0.08,6,6,52.0,0.0,7.1,0.0,-0.05
202107100309,江戸川大好き選手集結！４代目江戸川番長決定戦,2021-07-10,3,09R,8.0,3,10.0,1,33.0,24.0,1,1,51.0,1.0,7.15,0.5,0.05,2,2,52.0,0.0,7.11,0.5,0.21,3,3,52.2,0.0,6.95,1.0,0.17,4,4,51.0,1.0,7.05,0.5,0.09,5,5,57.8,0.0,7.14,0.0,0.09,6,6,52.7,0.0,7.08,0.0,0.34
202107100310,江戸川大好き選手集結！４代目江戸川番長決定戦,2021-07-10,3,10R,8.0,3,10.0,1,32.0,24.0,1,1,53.9,0.0,7.26,1.5,0.04,2,2,52.6,0.0,7.15,0.5,0.06,3,3,56.1,0.0,6.99,0.5,0.11,4,4,52.9,0.0,7.02,0.0,0.01,5,5,53.1,0.0,7.07,0.0,0.15,6,6,55.9,0.0,7.14,0.5,0.18
