レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
201610312401,オラレ島原開設８周年記念競走,第1日,2016/10/31,大村,01R,めざまし戦予,1800,曇り,南東,1,1,まくり,4,1460,4,1170,5,1230,4-5,10770,12,4-5,4800,9,4-5,1570,11,1-4,280,3,1-5,330,4,4-5-1,24570,37,1-4-5,1120,6,1,4,4453,永 田 郁 弥,68,32,6.8,4,0.11,109.0,2,5,3974,深 山 祐 二,37,73,6.83,5,0.11,110.3,3,1,3406,中 里 英 夫,50,14,6.89,1,0.13,112.4,4,2,3864,小 島 大 輔,29,44,6.85,2,0.31,113.3,5,6,4894,原 村 拓 也,57,60,6.86,6,0.09,,6,3,4212,宮 地 孝四朗,75,26,6.81,3,0.17,
201610312402,オラレ島原開設８周年記念競走,第1日,2016/10/31,大村,02R,朝ガチ戦予選,1800,曇り,東,1,1,逃げ,1,130,1,130,4,160,1-4,370,1,1-4,450,3,1-4,120,1,1-2,170,2,2-4,580,10,1-4-2,1820,9,1-2-4,520,1,1,1,3711,江 本 真 治,76,69,6.86,1,0.14,109.8,2,4,3878,胡 本 悟 志,53,48,6.83,4,0.24,110.9,3,2,4323,山 田 佑 樹,40,33,6.88,2,0.19,112.2,4,5,4241,大 串 重 幸,47,23,6.86,5,0.27,112.7,5,3,2912,尾 崎 鉄 也,72,59,6.87,3,0.19,,6,6,3433,諏 訪 忠 宏,52,15,6.83,6,0.3,
201610312403,オラレ島原開設８周年記念競走,第1日,2016/10/31,大村,03R,予選,1800,曇り,南西,1,1,差し,3,180,3,140,2,120,3-2,810,1,2-3,530,3,2-3,150,1,1-3,170,2,1-2,210,3,3-2-1,2900,7,1-2-3,390,1,1,3,4512,高 野 哲 史,15,35,6.79,3,0.16,108.7,2,2,4220,深 川 和 仁,24,11,6.85,2,0.15,110.2,3,1,3372,加 藤 雅 之,20,22,6.9,1,0.11,112.1,4,5,3212,亀 本 勇 樹,51,21,6.92,5,0.22,113.3,5,4,3339,泉 具 巳,63,25,6.85,4,0.17,,6,6,3904,森 貴 洋,36,18,6.86,6,0.27,
201610312404,オラレ島原開設８周年記念競走,第1日,2016/10/31,大村,04R,予選,1800,曇り,西,1,1,まくり,3,480,3,270,4,310,3-4,2100,8,3-4,1810,8,3-4,390,7,3-6,310,4,4-6,310,4,3-4-6,5780,21,3-4-6,1370,7,1,3,4452,松 尾 祭,65,20,6.83,3,0.13,109.7,2,4,3925,大 田 誠,19,40,6.76,4,0.09,110.1,3,6,4033,伊 藤 将 吉,43,28,6.83,6,0.15,112.3,4,1,3523,寳 田 亮 治,49,41,6.82,1,0.16,113.0,5,5,3397,沖 本 健 二,45,17,6.93,5,0.14,,6,2,3891,谷 口 健 一,31,46,6.9,2,0.24,
201610312405,オラレ島原開設８周年記念競走,第1日,2016/10/31,大村,05R,予選  進入固定,1800,曇り,南,1,1,逃げ,1,100,1,100,5,190,1-5,450,3,1-5,670,4,1-5,380,5,1-6,330,4,5-6,610,9,1-5-6,2230,10,1-5-6,1180,7,1,1,3284,渡 邊 伸太郎,59,31,6.87,1,0.17,110.4,2,5,4176,樋 口 喜 彦,13,29,6.91,5,0.12,111.7,3,6,3804,中 渡 修 作,21,71,6.83,6,0.16,112.7,4,2,4212,宮 地 孝四朗,75,26,6.88,2,0.17,113.9,5,4,4167,片 岡 秀 樹,74,49,6.95,4,0.13,,6,3,3281,塚 本 太二郎,41,36,6.89,3,0.24,
201610312406,オラレ島原開設８周年記念競走,第1日,2016/10/31,大村,06R,予選,1800,曇り,南,2,1,逃げ,1,250,1,160,4,410,1-4,4110,16,1-4,1210,7,1-4,410,6,1-2,250,4,2-4,920,12,1-4-2,13610,37,1-2-4,6000,14,1,1,4281,大 澤 大 夢,35,43,6.87,1,0.06,110.1,2,4,3433,諏 訪 忠 宏,52,15,6.99,4,0.11,111.3,3,2,4453,永 田 郁 弥,68,32,6.86,2,0.11,111.6,4,3,4539,金 子 賢 志,30,37,6.92,3,0.12,113.3,5,6,4276,鈴 木 勝 博,23,72,6.89,5,0.07,,6,5,4820,上 野 励,39,38,6.92,6,0.06,
201610312407,オラレ島原開設８周年記念競走,第1日,2016/10/31,大村,07R,予選,1800,曇り,北東,2,1,差し,6,600,6,230,2,250,6-2,7770,25,2-6,1180,6,2-6,270,3,4-6,770,15,2-4,440,8,6-2-4,23310,96,2-4-6,2050,11,1,6,3746,岡 瀬 正 人,11,27,6.93,6,0.25,109.2,2,2,3445,加 藤 高 史,16,13,6.91,2,0.22,110.7,3,4,3372,加 藤 雅 之,20,22,6.88,4,0.23,111.8,4,3,4323,山 田 佑 樹,40,33,6.9,3,0.26,113.2,5,1,3052,原 田 正 己,64,39,6.92,1,0.18,,6,5,3726,桂 林 寛,28,16,6.9,5,0.28,
201610312408,オラレ島原開設８周年記念競走,第1日,2016/10/31,大村,08R,予選,1800,雨,東,3,2,,1,130,1,100,3,130,1-3,240,1,1-3,180,1,1-3,110,1,1-6,240,4,3-6,300,6,1-3-6,910,2,1-3-6,560,3,1,1,4100,松 田 隆 司,67,24,6.86,1,0.21,110.0,2,3,4241,大 串 重 幸,47,23,6.83,3,0.17,111.0,3,6,3461,渡 邊 哲 也,22,53,6.93,6,0.12,111.5,4,5,4167,片 岡 秀 樹,74,49,6.92,5,0.13,114.2,5,4,3397,沖 本 健 二,45,17,6.9,4,0.17,,6,2,3794,前 田 昭 広,54,58,6.83,2,0.43,
201610312409,オラレ島原開設８周年記念競走,第1日,2016/10/31,大村,09R,予選,1800,雨,東,2,1,差し,5,150,5,480,2,120,5-2,2040,9,2-5,520,3,2-5,210,3,1-5,590,7,1-2,240,5,5-2-1,6790,26,1-2-5,770,3,1,5,4452,松 尾 祭,65,20,6.79,5,0.23,108.9,2,2,4294,古 賀 繁 輝,27,51,6.88,2,0.22,110.7,3,1,3281,塚 本 太二郎,41,36,6.82,1,0.29,111.7,4,4,4220,深 川 和 仁,24,11,6.86,4,0.24,112.1,5,3,3864,小 島 大 輔,29,44,6.92,3,0.25,,6,6,4820,上 野 励,39,38,6.84,6,0.17,
201610312410,オラレ島原開設８周年記念競走,第1日,2016/10/31,大村,10R,特賞,1800,雨,東,2,1,差し,5,3420,5,320,3,380,5-3,8070,28,3-5,1320,7,3-5,280,2,4-5,480,11,3-4,440,9,5-3-4,14490,67,3-4-5,1560,8,1,5,3925,大 田 誠,19,40,6.78,5,0.17,109.1,2,3,3974,深 山 祐 二,37,73,6.81,3,0.18,111.3,3,4,3804,中 渡 修 作,21,71,6.85,4,0.21,112.7,4,6,3212,亀 本 勇 樹,51,21,6.92,6,0.31,112.9,5,2,4539,金 子 賢 志,30,37,6.89,2,0.14,,6,1,2912,尾 崎 鉄 也,72,59,6.92,1,0.21,
