レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連単_1-2-3,3連単_1-2-4,3連単_1-2-5,3連単_1-2-6,3連単_1-3-2,3連単_1-3-4,3連単_1-3-5,3連単_1-3-6,3連単_1-4-2,3連単_1-4-3,3連単_1-4-5,3連単_1-4-6,3連単_1-5-2,3連単_1-5-3,3連単_1-5-4,3連単_1-5-6,3連単_1-6-2,3連単_1-6-3,3連単_1-6-4,3連単_1-6-5,3連単_2-1-3,3連単_2-1-4,3連単_2-1-5,3連単_2-1-6,3連単_2-3-1,3連単_2-3-4,3連単_2-3-5,3連単_2-3-6,3連単_2-4-1,3連単_2-4-3,3連単_2-4-5,3連単_2-4-6,3連単_2-5-1,3連単_2-5-3,3連単_2-5-4,3連単_2-5-6,3連単_2-6-1,3連単_2-6-3,3連単_2-6-4,3連単_2-6-5,3連単_3-1-2,3連単_3-1-4,3連単_3-1-5,3連単_3-1-6,3連単_3-2-1,3連単_3-2-4,3連単_3-2-5,3連単_3-2-6,3連単_3-4-1,3連単_3-4-2,3連単_3-4-5,3連単_3-4-6,3連単_3-5-1,3連単_3-5-2,3連単_3-5-4,3連単_3-5-6,3連単_3-6-1,3連単_3-6-2,3連単_3-6-4,3連単_3-6-5,3連単_4-1-2,3連単_4-1-3,3連単_4-1-5,3連単_4-1-6,3連単_4-2-1,3連単_4-2-3,3連単_4-2-5,3連単_4-2-6,3連単_4-3-1,3連単_4-3-2,3連単_4-3-5,3連単_4-3-6,3連単_4-5-1,3連単_4-5-2,3連単_4-5-3,3連単_4-5-6,3連単_4-6-1,3連単_4-6-2,3連単_4-6-3,3連単_4-6-5,3連単_5-1-2,3連単_5-1-3,3連単_5-1-4,3連単_5-1-6,3連単_5-2-1,3連単_5-2-3,3連単_5-2-4,3連単_5-2-6,3連単_5-3-1,3連単_5-3-2,3連単_5-3-4,3連単_5-3-6,3連単_5-4-1,3連単_5-4-2,3連単_5-4-3,3連単_5-4-6,3連単_5-6-1,3連単_5-6-2,3連単_5-6-3,3連単_5-6-4,3連単_6-1-2,3連単_6-1-3,3連単_6-1-4,3連単_6-1-5,3連単_6-2-1,3連単_6-2-3,3連単_6-2-4,3連単_6-2-5,3連単_6-3-1,3連単_6-3-2,3連単_6-3-4,3連単_6-3-5,3連単_6-4-1,3連単_6-4-2,3連単_6-4-3,3連単_6-4-5,3連単_6-5-1,3連単_6-5-2,3連単_6-5-3,3連単_6-5-4
202608151001,2026-08-15,10,01R,08:32,2026-08-15T08:22:26.803531+09:00,26.5,39.2,52.8,108.9,26.8,10.5,4.5,12.6,44.4,23.1,21.4,42.6,49.8,9.6,25.1,21.9,130.7,34.6,59.6,42.7,198.7,260.2,264.9,612.7,245.0,700.2,612.7,1225,372.2,717.3,840.3,948.7,420.1,840.3,1089,1176,1278,1278,1547,1838,99.3,43.6,21.1,53.0,217.8,354.3,482.1,948.7,123.5,498.4,219.4,408.4,49.0,346.0,193.4,162.4,157.2,754.1,482.1,372.2,180.4,142.7,110.5,239.1,306.3,816.9,525.1,865.0,194.7,794.8,330.4,683.9,171.9,544.6,358.6,397.4,482.1,1050,919.0,588.2,216.2,51.7,122.5,133.0,426.2,554.9,544.6,1225,74.8,600.2,420.1,377.0,184.9,554.9,534.7,466.8,316.2,1633,565.5,773.9,576.6,216.2,534.7,367.6,1336,1089,1089,1960,280.1,1050,754.1,554.9,612.7,1014,1131,980.3,490.1,1730,612.7,773.9
202608152101,2026-08-15,21,01R,08:40,2026-08-15T08:30:31.238495+09:00,7.8,13.7,13.4,103.9,9.4,8.6,8.2,68.7,20.0,21.1,20.7,103.5,19.3,17.6,24.6,76.0,280.6,181.0,286.3,153.3,73.6,101.3,81.1,389.7,132.3,379.2,257.4,719.6,197.6,400.9,267.2,1403,155.9,475.6,561.3,1220,825.4,1650,1079,1403,63.2,55.4,43.5,220.9,146.1,286.3,298.5,850.4,175.4,231.9,222.7,850.4,99.5,262.2,267.2,452.6,501.1,1871,3118,877.0,139.6,152.5,104.7,395.2,237.8,475.6,418.8,935.5,275.1,610.1,346.4,1220,173.2,346.4,379.2,597.1,967.7,1403,2551,1477,70.8,75.8,102.4,203.3,147.7,384.4,269.8,825.4,142.4,438.5,374.2,637.8,199.0,269.8,572.7,1122,445.4,1403,738.5,1871,905.3,610.1,1650,719.6,1559,1871,1403,1559,758.5,1650,2806,1169,1169,1477,2551,2806,877.0,1871,825.4,2338
202608151801,2026-08-15,18,01R,08:48,2026-08-15T08:38:27.746215+09:00,6.1,9.6,9.0,63.6,10.8,15.7,12.4,77.3,19.4,25.7,19.1,82.1,17.4,17.5,23.4,72.9,201.3,254.7,196.2,251.4,60.0,80.4,68.2,307.7,117.9,366.3,284.9,1326,160.9,493.1,287.0,1479,159.6,418.1,337.4,1068,725.7,1326,1282,1479,63.3,83.8,65.3,267.1,108.6,300.5,245.0,620.4,202.4,469.0,388.5,1538,152.6,307.7,356.1,961.6,894.5,1748,1602,1424,83.4,133.1,66.4,377.1,167.2,565.6,230.3,854.8,231.7,674.8,388.5,1068,108.9,217.3,302.8,480.8,915.8,1602,1831,2137,86.0,106.5,101.2,359.4,159.6,384.6,259.9,915.8,206.8,447.2,557.4,1202,165.0,349.6,549.5,961.6,769.3,1538,1282,2024,725.7,1672,1326,1326,915.8,2024,2262,1923,1602,2262,1479,1923,1202,1923,1923,2024,1282,1602,2564,1831
202608151002,2026-08-15,10,02R,08:58,2026-08-15T08:48:34.716683+09:00,7.0,23.6,12.7,152.8,23.2,46.6,49.3,189.7,57.3,85.3,123.6,250.1,37.3,68.7,137.5,314.5,275.1,355.0,647.5,1572,5.5,17.6,10.7,114.6,17.1,35.0,27.6,250.1,61.1,76.9,144.8,440.3,28.8,48.4,114.6,355.0,393.1,393.1,550.3,733.8,52.6,85.3,74.8,255.9,55.5,67.5,90.2,250.1,142.9,112.3,333.5,550.3,164.2,164.2,323.7,917.3,733.8,440.3,846.7,1834,152.8,180.4,183.4,786.2,183.4,155.0,239.2,407.6,200.1,203.8,355.0,647.5,255.9,244.6,393.1,786.2,611.5,1223,2201,2751,85.3,159.5,200.1,343.9,88.0,120.9,289.6,393.1,234.2,215.8,733.8,786.2,407.6,478.5,1000,1375,1375,2201,1000,1834,611.5,550.3,1572,2751,1000,423.3,1223,917.3,1223,611.5,1223,1572,2201,846.7,2751,0.0,1572,1375,1834,5503
202608152102,2026-08-15,21,02R,09:06,2026-08-15T08:56:35.077076+09:00,32.4,18.3,41.4,146.5,34.3,16.9,33.7,100.9,9.8,11.6,11.0,28.9,67.5,87.3,37.1,139.4,267.4,231.6,100.9,137.9,125.3,80.5,198.0,375.9,195.0,328.3,381.4,603.2,102.9,231.6,154.4,393.0,305.1,540.4,270.2,551.9,836.8,1297,518.8,762.9,129.7,50.8,115.2,273.0,174.1,210.9,345.8,576.4,64.2,163.1,128.4,393.0,275.9,411.7,171.7,665.1,589.5,894.5,540.4,741.1,15.5,18.8,14.3,38.4,51.9,106.3,70.4,183.9,47.3,122.3,93.6,235.8,31.9,70.4,90.3,70.8,81.5,121.2,201.0,76.7,201.0,227.5,112.7,399.1,387.1,480.4,350.5,551.9,360.3,701.1,576.4,741.1,137.2,259.4,455.1,332.5,720.6,810.6,926.4,471.6,648.5,894.5,370.5,529.4,1179,997.7,741.1,682.6,1127,960.8,1179,1037,328.3,425.2,1080,294.7,741.1,786.1,864.7,399.1
202608151802,2026-08-15,18,02R,09:14,2026-08-15T09:04:31.652320+09:00,10.5,8.1,15.9,85.4,25.0,12.9,18.6,76.9,8.0,13.4,7.2,51.9,26.0,35.4,19.4,102.1,230.1,252.3,177.4,218.1,138.6,69.5,108.5,354.9,225.1,380.7,436.2,1163,103.1,373.9,286.8,380.7,205.3,402.7,361.0,775.6,1047,1231,951.9,1610,138.6,89.8,93.4,271.9,290.8,185.3,225.1,445.5,192.1,312.5,246.3,747.9,235.3,410.6,303.5,837.6,872.5,1495,951.9,1231,48.2,110.2,42.0,178.9,117.6,183.7,156.2,387.8,258.5,475.9,317.3,997.2,94.3,174.5,235.3,192.1,551.1,487.0,1308,581.7,137.7,207.3,106.3,317.3,237.9,427.3,243.5,1047,418.8,566.0,598.3,1163,171.6,410.6,566.0,498.6,1102,2617,997.2,675.5,805.4,1396,1102,1396,1396,2094,1102,1903,1903,1610,837.6,2326,1231,271.9,775.6,837.6,1745,2326,2326,837.6
202608151003,2026-08-15,10,03R,09:24,2026-08-15T09:14:33.453976+09:00,9.5,14.3,46.7,29.3,9.0,18.0,29.7,40.0,20.7,36.9,67.3,46.8,89.6,74.1,120.3,126.3,73.5,79.1,133.0,197.3,26.1,28.0,72.5,34.0,46.5,66.2,121.1,85.2,53.5,84.0,197.3,42.6,135.1,234.2,292.7,258.3,89.1,110.4,74.1,262.1,38.5,45.6,58.3,89.6,60.1,71.9,150.1,132.0,100.9,142.8,231.1,164.1,146.3,243.9,308.1,373.7,201.9,231.1,302.8,548.9,68.6,109.7,142.8,126.3,87.3,195.1,231.1,89.6,151.4,209.1,418.2,313.7,173.9,250.9,337.8,199.6,173.9,134.1,313.7,270.2,270.2,204.2,254.5,308.1,408.5,390.3,548.9,548.9,292.7,516.6,1171,605.7,373.7,650.6,1097,487.9,975.9,763.7,836.5,763.7,195.1,287.9,428.4,731.9,247.4,234.2,188.8,702.6,501.9,399.2,836.5,1254,462.2,197.3,675.6,585.5,924.5,878.3,924.5,627.4
202608152103,2026-08-15,21,03R,09:32,2026-08-15T09:22:33.437372+09:00,8.6,24.2,31.7,59.2,6.3,8.3,8.7,40.4,37.4,23.6,42.6,101.4,36.9,27.0,57.0,68.1,172.2,138.3,198.4,260.8,48.0,138.3,172.2,434.7,53.7,246.7,198.4,304.3,234.1,338.1,253.6,760.8,260.8,253.6,456.5,396.9,760.8,760.8,608.7,1014,25.7,30.7,35.5,97.1,45.6,102.5,175.5,260.8,112.7,107.4,179.0,365.2,110.0,175.5,190.2,212.3,365.2,507.2,285.3,570.6,160.1,106.1,66.6,111.3,276.6,276.6,415.0,338.1,128.5,434.7,228.2,338.1,102.5,396.9,285.3,253.6,326.0,913.0,830.0,415.0,160.1,117.0,160.1,246.7,253.6,276.6,415.0,456.5,169.0,507.2,338.1,608.7,194.2,760.8,652.1,702.3,537.0,1826,830.0,1304,830.0,702.3,1304,760.8,1304,456.5,1826,1014,760.8,456.5,652.1,1304,830.0,830.0,1521,1826,1304,1826,830.0,1014
202608151803,2026-08-15,18,03R,09:40,2026-08-15T09:30:27.542310+09:00,20.1,7.9,29.7,17.3,35.2,27.4,56.4,51.8,6.1,21.1,13.5,6.9,63.6,90.2,47.1,63.6,30.0,78.1,17.2,61.4,143.3,81.1,183.9,178.3,231.3,467.2,530.9,778.7,119.8,497.0,543.3,458.0,370.8,569.8,898.5,973.4,486.7,753.6,599.0,973.4,193.0,142.4,157.8,329.0,259.5,365.0,338.5,343.5,265.4,667.5,614.8,648.9,432.6,530.9,409.8,687.1,1015,1015,1168,1460,40.8,109.1,59.7,33.7,107.1,519.1,292.0,243.3,307.4,1061,530.9,730.0,148.8,424.7,402.8,162.2,73.9,256.7,476.7,186.9,315.7,449.2,233.6,348.6,376.8,667.5,556.2,1168,599.0,753.6,934.5,934.5,329.0,865.2,934.5,467.2,667.5,1557,631.4,519.1,218.3,543.3,107.6,409.8,486.7,599.0,778.7,1668,1112,898.5,1168,1557,140.7,569.8,973.4,424.7,667.5,1946,1797,476.7
202608151004,2026-08-15,10,04R,09:50,2026-08-15T09:40:29.356746+09:00,33.9,49.1,72.0,51.9,29.0,10.4,21.6,7.8,64.2,25.5,59.0,23.0,110.6,60.5,105.7,65.0,53.0,12.8,22.7,49.5,110.6,194.3,222.8,187.7,168.8,257.1,245.7,288.1,327.7,334.2,576.3,539.1,249.4,417.8,596.9,642.8,379.8,298.4,491.5,795.8,68.2,28.8,42.4,18.6,206.3,124.7,174.1,145.3,73.3,189.9,219.9,64.0,127.5,273.9,288.1,150.5,31.4,167.1,69.9,112.9,348.2,116.8,189.9,119.3,491.5,439.8,619.0,491.5,139.2,428.5,265.2,165.4,225.8,451.7,278.5,225.8,151.9,477.5,157.6,278.5,341.0,141.6,203.8,194.3,477.5,355.6,759.7,696.4,192.1,388.6,795.8,293.2,315.3,1114,642.8,334.2,298.4,879.6,232.1,451.7,149.2,31.4,100.0,174.1,269.5,278.5,726.6,668.5,40.7,315.3,101.2,192.1,183.6,795.8,162.2,522.3,327.7,835.6,269.5,388.6
