レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
201604130201,第３２回日本モーターボート選手会会長賞,2016-04-13,2,01R,0.0,1,0.0,2,12.0,16.0,1,1,52.9,0.0,6.68,0.0,0.35,2,2,55.4,0.0,6.58,-0.5,0.26,3,3,55.0,0.0,6.68,-0.5,0.28,4,4,55.6,0.0,6.72,-0.5,0.21,5,5,51.0,0.0,6.69,-0.5,0.03,6,6,52.0,0.0,6.77,-0.5,0.16
201604130202,第３２回日本モーターボート選手会会長賞,2016-04-13,2,02R,0.0,1,0.0,2,13.0,16.0,1,1,50.0,1.0,6.69,-0.5,0.06,2,2,54.7,0.0,6.76,-0.5,0.11,3,3,50.7,0.0,6.75,-0.5,0.21,4,4,51.8,0.0,6.75,-0.5,0.01,5,6,47.0,0.0,6.73,-0.5,-0.02,6,5,53.3,0.0,6.64,-0.5,-0.01
201604130203,第３２回日本モーターボート選手会会長賞,2016-04-13,2,03R,0.0,1,0.0,2,14.0,16.0,1,1,56.3,0.0,6.74,-0.5,0.21,2,2,51.0,0.0,6.64,-0.5,0.21,3,3,52.3,0.0,6.67,-0.5,0.17,4,4,51.5,0.0,6.66,-0.5,0.16,5,5,52.5,0.0,6.7,-0.5,0.18,6,6,51.2,0.0,6.71,-0.5,0.07
201604130204,第３２回日本モーターボート選手会会長賞,2016-04-13,2,04R,0.0,1,0.0,2,14.0,16.0,1,1,51.0,0.0,6.68,-0.5,0.01,2,2,51.1,0.0,6.69,-0.5,0.06,3,3,52.2,0.0,6.74,-0.5,-0.03,4,4,54.1,0.0,6.69,-0.5,0.04,5,5,52.8,0.0,6.7,-0.5,0.05,6,6,51.0,0.0,6.71,-0.5,0.02
201604130205,第３２回日本モーターボート選手会会長賞,2016-04-13,2,05R,1.0,1,1.0,2,16.0,16.0,1,1,51.0,0.0,6.64,-0.5,0.14,2,2,55.6,0.0,6.69,-0.5,-0.05,3,3,51.8,0.0,6.65,-0.5,-0.01,4,4,51.8,0.0,6.73,-0.5,0.02,5,5,51.3,0.0,6.7,-0.5,-0.03,6,6,51.0,0.0,6.7,0.0,0.04
201604130206,第３２回日本モーターボート選手会会長賞,2016-04-13,2,06R,1.0,1,1.0,2,17.0,16.0,1,1,54.7,0.0,6.68,-0.5,0.23,2,2,51.0,0.0,6.62,-0.5,0.16,3,3,52.0,0.0,6.62,-0.5,0.15,4,4,51.7,0.0,6.65,-0.5,0.09,5,5,46.0,1.0,6.68,-0.5,0.11,6,6,54.4,0.0,6.64,-0.5,0.16
201604130207,第３２回日本モーターボート選手会会長賞,2016-04-13,2,07R,1.0,1,1.0,2,17.0,16.0,1,1,53.7,0.0,6.6,-0.5,0.05,2,2,56.3,0.0,6.81,-0.5,0.01,3,3,51.0,0.0,6.7,-0.5,-0.02,4,4,51.2,0.0,6.72,-0.5,0.3,5,5,50.7,0.0,6.83,-0.5,0.15,6,6,55.6,0.0,6.84,-0.5,0.02
201604130208,第３２回日本モーターボート選手会会長賞,2016-04-13,2,08R,1.0,1,1.0,2,18.0,16.0,1,1,51.0,0.0,6.72,-0.5,0.06,2,2,51.3,0.0,6.64,-0.5,0.16,3,3,53.3,0.0,6.63,-0.5,0.13,4,4,51.0,0.0,6.74,-0.5,0.05,5,5,53.8,0.0,6.69,-0.5,-0.01,6,6,55.0,0.0,6.74,-0.5,0.05
201604130209,第３２回日本モーターボート選手会会長賞,2016-04-13,2,09R,3.0,1,2.0,1,18.0,16.0,1,1,52.2,0.0,6.67,-0.5,-0.1,2,2,52.9,0.0,6.7,-0.5,-0.09,3,3,50.0,1.0,6.71,-0.5,-0.02,4,4,51.2,0.0,6.76,-0.5,-0.06,5,5,50.0,1.0,6.63,0.0,0.18,6,6,51.8,0.0,6.79,-0.5,0.08
201604130210,第３２回日本モーターボート選手会会長賞,2016-04-13,2,10R,4.0,1,2.0,1,18.0,16.0,1,1,47.0,0.0,6.71,-0.5,0.07,2,2,52.2,0.0,6.73,-0.5,0.01,3,3,52.1,0.0,6.75,-0.5,0.17,4,5,51.0,0.0,6.69,0.0,0.07,5,4,59.0,0.0,6.78,-0.5,-0.06,6,6,51.8,0.0,6.66,-0.5,0.04
