レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607230101,2026-07-23,01,1R,daily,61.86,21.86,44.28,9.29,47.12,6.46,50.0,10.83,50.0,4.15,52.6,50.78,17.95,44.28,9.29,32.1,4.4,50.0,10.83,50.0,4.15,46.62,50.46,17.83,48.2,10.11,29.81,4.09,50.0,10.83,50.0,4.15,47.01,50.1,17.7,50.16,10.52,38.24,5.25,50.0,10.83,50.0,4.15,48.45,45.85,16.2,46.24,9.7,21.82,2.99,50.0,10.83,50.0,4.15,43.88,40.84,14.43,50.16,10.52,43.95,6.03,50.0,10.83,50.0,4.15,45.97
202607230101,2026-07-23,01,1R,realtime,61.86,21.86,44.28,9.29,48.39,6.64,69.77,15.12,28.35,2.35,55.26,50.78,17.95,44.28,9.29,27.94,3.83,56.53,12.25,53.12,4.41,47.72,50.46,17.83,48.2,10.11,38.44,5.27,44.37,9.61,38.46,3.19,46.02,50.1,17.7,50.16,10.52,29.91,4.1,45.05,9.76,62.51,5.19,47.28,45.85,16.2,46.24,9.7,50.0,6.86,32.62,7.07,53.99,4.48,44.31,40.84,14.43,50.16,10.52,42.96,5.89,51.64,11.19,63.53,5.28,47.31
202607230102,2026-07-23,01,2R,daily,61.24,21.64,46.24,9.7,53.02,7.27,50.0,10.83,50.0,4.15,53.6,48.94,17.3,46.24,9.7,46.35,6.36,50.0,10.83,50.0,4.15,48.34,51.68,18.26,50.16,10.52,43.97,6.03,50.0,10.83,50.0,4.15,49.8,48.26,17.06,44.28,9.29,48.54,6.66,50.0,10.83,50.0,4.15,47.99,47.69,16.85,42.32,8.88,54.66,7.5,50.0,10.83,50.0,4.15,48.21,42.06,14.87,46.24,9.7,41.86,5.74,50.0,10.83,50.0,4.15,45.29
202607230102,2026-07-23,01,2R,realtime,61.24,21.64,46.24,9.7,50.97,6.99,55.3,11.98,30.03,2.49,52.81,48.94,17.3,46.24,9.7,48.16,6.61,61.23,13.27,51.34,4.26,51.13,51.68,18.26,50.16,10.52,45.05,6.18,56.53,12.25,39.81,3.31,50.52,48.26,17.06,44.28,9.29,50.0,6.86,44.84,9.72,60.31,5.01,47.93,47.69,16.85,42.32,8.88,53.49,7.34,48.39,10.48,53.74,4.46,48.01,42.06,14.87,46.24,9.7,46.93,6.44,33.72,7.31,64.75,5.38,43.68
202607230103,2026-07-23,01,3R,daily,61.97,21.9,46.24,9.7,48.35,6.63,50.0,10.83,50.0,4.15,53.21,48.38,17.1,40.36,8.46,69.15,9.49,50.0,10.83,50.0,4.15,50.03,51.12,18.07,44.28,9.29,46.88,6.43,50.0,10.83,50.0,4.15,48.77,48.31,17.07,46.24,9.7,46.75,6.41,50.0,10.83,50.0,4.15,48.17,47.72,16.86,42.32,8.88,40.26,5.52,50.0,10.83,50.0,4.15,46.25,42.39,14.98,65.84,13.81,57.16,7.84,50.0,10.83,50.0,4.15,51.61
202607230103,2026-07-23,01,3R,realtime,61.97,21.9,46.24,9.7,56.26,7.72,62.53,13.55,37.54,3.12,55.98,48.38,17.1,40.36,8.46,66.4,9.11,47.37,10.26,46.59,3.87,48.8,51.12,18.07,44.28,9.29,44.88,6.16,58.13,12.59,33.12,2.75,48.85,48.31,17.07,46.24,9.7,41.49,5.69,41.92,9.08,64.8,5.38,46.92,47.72,16.86,42.32,8.88,32.17,4.41,32.51,7.04,53.21,4.42,41.61,42.39,14.98,65.84,13.81,58.7,8.05,57.56,12.47,64.72,5.37,54.69
202607230104,2026-07-23,01,4R,daily,63.38,22.4,42.32,8.88,64.2,8.81,50.0,10.83,50.0,4.15,55.07,49.56,17.51,48.2,10.11,54.19,7.43,50.0,10.83,50.0,4.15,50.04,47.7,16.86,42.32,8.88,15.97,2.19,50.0,10.83,50.0,4.15,42.91,51.32,18.14,50.16,10.52,51.61,7.08,50.0,10.83,50.0,4.15,50.72,44.93,15.88,30.56,6.41,45.02,6.18,50.0,10.83,50.0,4.15,43.45,42.98,15.19,63.88,13.4,51.4,7.05,50.0,10.83,50.0,4.15,50.62
202607230104,2026-07-23,01,4R,realtime,63.38,22.4,42.32,8.88,57.99,7.96,30.15,6.53,36.31,3.02,48.78,49.56,17.51,48.2,10.11,45.78,6.28,56.8,12.31,51.96,4.31,50.52,47.7,16.86,42.32,8.88,32.74,4.49,53.1,11.5,42.3,3.51,45.24,51.32,18.14,50.16,10.52,68.6,9.41,42.34,9.17,57.4,4.77,52.01,42.98,15.19,30.56,6.41,50.0,6.86,48.8,10.57,59.58,4.95,43.98,44.93,15.88,63.88,13.4,38.9,5.34,68.79,14.9,52.43,4.35,53.87
202607230105,2026-07-23,01,5R,daily,63.38,22.4,44.28,9.29,44.28,6.08,50.0,10.83,50.0,4.15,52.75,49.25,17.41,52.12,10.93,44.82,6.15,50.0,10.83,50.0,4.15,49.47,49.23,17.4,48.2,10.11,39.69,5.45,50.0,10.83,50.0,4.15,47.94,50.71,17.92,58.0,12.16,64.19,8.81,50.0,10.83,50.0,4.15,53.87,45.55,16.1,40.36,8.46,35.85,4.92,50.0,10.83,50.0,4.15,44.46,41.76,14.76,59.96,12.57,45.8,6.28,50.0,10.83,50.0,4.15,48.6
202607230105,2026-07-23,01,5R,realtime,63.38,22.4,44.28,9.29,31.22,4.28,47.83,10.36,36.31,3.02,49.35,49.25,17.41,52.12,10.93,46.65,6.4,43.23,9.37,51.96,4.31,48.42,49.23,17.4,48.2,10.11,26.49,3.63,34.04,7.37,42.3,3.51,42.03,50.71,17.92,58.0,12.16,59.73,8.19,77.71,16.84,57.4,4.77,59.88,45.55,16.1,40.36,8.46,43.8,6.01,34.04,7.37,52.43,4.35,42.3,41.76,14.76,59.96,12.57,51.87,7.12,63.16,13.68,59.58,4.95,53.08
202607230106,2026-07-23,01,6R,daily,80.39,28.41,54.08,11.34,62.01,8.51,50.0,10.83,50.0,4.15,63.24,43.47,15.36,44.28,9.29,50.76,6.96,50.0,10.83,50.0,4.15,46.6,44.06,15.57,44.28,9.29,47.12,6.46,50.0,10.83,50.0,4.15,46.31,46.16,16.31,42.32,8.88,73.59,10.1,50.0,10.83,50.0,4.15,50.27,44.34,15.67,44.28,9.29,55.27,7.58,50.0,10.83,50.0,4.15,47.53,41.46,14.65,34.48,7.23,56.85,7.8,50.0,10.83,50.0,4.15,44.67
202607230106,2026-07-23,01,6R,realtime,80.39,28.41,54.08,11.34,64.26,8.82,74.62,16.17,37.54,3.12,67.85,43.47,15.36,44.28,9.29,48.67,6.68,42.56,9.22,46.59,3.87,44.42,44.06,15.57,44.28,9.29,48.39,6.64,52.23,11.32,33.12,2.75,45.56,46.16,16.31,42.32,8.88,77.79,10.67,39.2,8.49,64.8,5.38,49.73,44.34,15.67,44.28,9.29,55.66,7.64,43.88,9.51,53.21,4.42,46.52,41.46,14.65,34.48,7.23,54.35,7.46,47.48,10.29,64.72,5.37,45.0
202607230107,2026-07-23,01,7R,daily,77.69,27.46,50.16,10.52,43.94,6.03,50.0,10.83,50.0,4.15,58.99,43.81,15.48,46.24,9.7,21.82,2.99,50.0,10.83,50.0,4.15,43.16,50.61,17.89,56.04,11.75,60.24,8.27,50.0,10.83,50.0,4.15,52.89,44.98,15.9,42.32,8.88,49.15,6.74,50.0,10.83,50.0,4.15,46.5,42.53,15.03,46.24,9.7,53.02,7.27,50.0,10.83,50.0,4.15,46.99,40.24,14.22,38.4,8.05,47.22,6.48,50.0,10.83,50.0,4.15,43.74
202607230108,2026-07-23,01,8R,daily,70.41,24.88,50.16,10.52,38.24,5.25,50.0,10.83,50.0,4.15,55.63,43.52,15.38,44.28,9.29,48.54,6.66,50.0,10.83,50.0,4.15,46.31,46.31,16.37,42.32,8.88,40.26,5.52,50.0,10.83,50.0,4.15,45.75,47.19,16.68,42.32,8.88,51.62,7.08,50.0,10.83,50.0,4.15,47.62,51.27,18.12,61.92,12.99,50.71,6.96,50.0,10.83,50.0,4.15,53.05,41.18,14.55,34.48,7.23,45.14,6.19,50.0,10.83,50.0,4.15,42.96
202607230109,2026-07-23,01,9R,daily,71.2,25.16,58.0,12.16,64.19,8.81,50.0,10.83,50.0,4.15,61.12,46.99,16.6,48.2,10.11,41.2,5.65,50.0,10.83,50.0,4.15,47.35,47.91,16.93,48.2,10.11,71.1,9.75,50.0,10.83,50.0,4.15,51.78,47.23,16.69,44.28,9.29,32.1,4.4,50.0,10.83,50.0,4.15,45.37,45.38,16.04,46.24,9.7,46.35,6.36,50.0,10.83,50.0,4.15,47.08,41.18,14.55,44.28,9.29,46.88,6.43,50.0,10.83,50.0,4.15,45.26
202607230110,2026-07-23,01,10R,daily,75.77,26.78,50.16,10.52,51.61,7.08,50.0,10.83,50.0,4.15,59.36,46.71,16.51,50.16,10.52,43.95,6.03,50.0,10.83,50.0,4.15,48.04,45.11,15.94,46.24,9.7,41.86,5.74,50.0,10.83,50.0,4.15,46.37,47.58,16.82,52.12,10.93,20.53,2.82,50.0,10.83,50.0,4.15,45.55,43.83,15.49,46.24,9.7,48.35,6.63,50.0,10.83,50.0,4.15,46.81,40.88,14.45,48.2,10.11,39.69,5.45,50.0,10.83,50.0,4.15,44.99
202607230111,2026-07-23,01,11R,daily,77.97,27.55,50.16,10.52,43.97,6.03,50.0,10.83,50.0,4.15,59.09,46.08,16.28,46.24,9.7,46.75,6.41,50.0,10.83,50.0,4.15,47.38,45.43,16.06,52.12,10.93,44.82,6.15,50.0,10.83,50.0,4.15,48.12,46.95,16.59,48.2,10.11,29.81,4.09,50.0,10.83,50.0,4.15,45.77,42.57,15.05,50.16,10.52,43.94,6.03,50.0,10.83,50.0,4.15,46.58,40.88,14.45,48.2,10.11,54.19,7.43,50.0,10.83,50.0,4.15,46.97
202607230112,2026-07-23,01,12R,daily,79.23,28.0,61.92,12.99,50.71,6.96,50.0,10.83,50.0,4.15,62.93,44.82,15.84,65.84,13.81,57.16,7.84,50.0,10.83,50.0,4.15,52.47,46.38,16.39,63.88,13.4,51.4,7.05,50.0,10.83,50.0,4.15,51.82,44.75,15.81,59.96,12.57,45.8,6.28,50.0,10.83,50.0,4.15,49.66,44.15,15.6,54.08,11.34,62.01,8.51,50.0,10.83,50.0,4.15,50.44,40.56,14.33,56.04,11.75,60.24,8.27,50.0,10.83,50.0,4.15,49.34
