レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607260101,2026-07-26,01,1R,daily,61.86,21.86,44.28,9.29,49.66,6.81,50.0,10.83,50.0,4.15,52.94,50.78,17.95,42.32,8.88,68.85,9.45,50.0,10.83,50.0,4.15,51.25,50.46,17.83,40.36,8.46,59.05,8.1,50.0,10.83,50.0,4.15,49.38,50.1,17.7,50.16,10.52,38.61,5.3,50.0,10.83,50.0,4.15,48.51,45.85,16.2,44.28,9.29,50.17,6.88,50.0,10.83,50.0,4.15,47.36,40.84,14.43,34.48,7.23,47.27,6.49,50.0,10.83,50.0,4.15,43.14
202607260102,2026-07-26,01,2R,daily,61.24,21.64,42.32,8.88,17.44,2.39,50.0,10.83,50.0,4.15,47.9,48.94,17.3,46.24,9.7,54.55,7.48,50.0,10.83,50.0,4.15,49.46,51.68,18.26,48.2,10.11,36.8,5.05,50.0,10.83,50.0,4.15,48.41,48.26,17.06,52.12,10.93,46.89,6.43,50.0,10.83,50.0,4.15,49.4,47.69,16.85,50.16,10.52,44.26,6.07,50.0,10.83,50.0,4.15,48.43,42.06,14.87,40.36,8.46,31.28,4.29,50.0,10.83,50.0,4.15,42.61
202607260103,2026-07-26,01,3R,daily,61.97,21.9,42.32,8.88,48.26,6.62,50.0,10.83,50.0,4.15,52.38,48.38,17.1,48.2,10.11,71.79,9.85,50.0,10.83,50.0,4.15,52.04,51.12,18.07,48.2,10.11,56.44,7.74,50.0,10.83,50.0,4.15,50.9,48.31,17.07,42.32,8.88,48.95,6.72,50.0,10.83,50.0,4.15,47.65,47.72,16.86,50.16,10.52,56.89,7.81,50.0,10.83,50.0,4.15,50.17,42.39,14.98,65.84,13.81,61.25,8.4,50.0,10.83,50.0,4.15,52.18
202607260104,2026-07-26,01,4R,daily,63.38,22.4,46.24,9.7,48.61,6.67,50.0,10.83,50.0,4.15,53.75,49.56,17.51,42.32,8.88,49.61,6.81,50.0,10.83,50.0,4.15,48.18,47.7,16.86,59.96,12.57,47.0,6.45,50.0,10.83,50.0,4.15,50.87,51.32,18.14,46.24,9.7,57.86,7.94,50.0,10.83,50.0,4.15,50.76,44.93,15.88,30.56,6.41,43.89,6.02,50.0,10.83,50.0,4.15,43.3,42.98,15.19,52.12,10.93,28.57,3.92,50.0,10.83,50.0,4.15,45.02
202607260105,2026-07-26,01,5R,daily,63.38,22.4,54.08,11.34,56.77,7.79,50.0,10.83,50.0,4.15,56.51,49.25,17.41,48.2,10.11,39.78,5.46,50.0,10.83,50.0,4.15,47.96,49.23,17.4,58.0,12.16,61.95,8.5,50.0,10.83,50.0,4.15,53.05,50.71,17.92,44.28,9.29,46.6,6.39,50.0,10.83,50.0,4.15,48.58,45.55,16.1,38.4,8.05,47.61,6.53,50.0,10.83,50.0,4.15,45.67,41.76,14.76,63.88,13.4,52.02,7.14,50.0,10.83,50.0,4.15,50.28
202607260106,2026-07-26,01,6R,daily,80.39,28.41,50.16,10.52,45.96,6.31,50.0,10.83,50.0,4.15,60.22,43.47,15.36,42.32,8.88,36.64,5.03,50.0,10.83,50.0,4.15,44.25,44.06,15.57,46.24,9.7,23.84,3.27,50.0,10.83,50.0,4.15,43.53,46.16,16.31,40.36,8.46,31.28,4.29,50.0,10.83,50.0,4.15,44.05,44.34,15.67,34.48,7.23,47.27,6.49,50.0,10.83,50.0,4.15,44.37,41.46,14.65,42.32,8.88,55.04,7.55,50.0,10.83,50.0,4.15,46.06
202607260107,2026-07-26,01,7R,daily,77.69,27.46,56.04,11.75,64.73,8.88,50.0,10.83,50.0,4.15,63.07,43.81,15.48,44.28,9.29,37.84,5.19,50.0,10.83,50.0,4.15,44.95,50.61,17.89,48.2,10.11,39.5,5.42,50.0,10.83,50.0,4.15,48.4,44.98,15.9,44.28,9.29,49.66,6.81,50.0,10.83,50.0,4.15,46.98,42.53,15.03,44.28,9.29,48.29,6.63,50.0,10.83,50.0,4.15,45.93,40.24,14.22,42.32,8.88,68.85,9.45,50.0,10.83,50.0,4.15,47.53
202607260108,2026-07-26,01,8R,daily,70.41,24.88,46.24,9.7,40.58,5.57,50.0,10.83,50.0,4.15,55.13,43.52,15.38,44.28,9.29,50.84,6.98,50.0,10.83,50.0,4.15,46.63,46.31,16.37,42.32,8.88,48.26,6.62,50.0,10.83,50.0,4.15,46.85,47.19,16.68,34.48,7.23,53.35,7.32,50.0,10.83,50.0,4.15,46.21,51.27,18.12,50.16,10.52,42.14,5.78,50.0,10.83,50.0,4.15,49.4,41.18,14.55,40.36,8.46,59.05,8.1,50.0,10.83,50.0,4.15,46.1
202607260109,2026-07-26,01,9R,daily,71.2,25.16,52.12,10.93,28.57,3.92,50.0,10.83,50.0,4.15,55.0,46.99,16.6,50.16,10.52,44.26,6.07,50.0,10.83,50.0,4.15,48.18,47.91,16.93,46.24,9.7,54.55,7.48,50.0,10.83,50.0,4.15,49.1,47.23,16.69,59.96,12.57,47.0,6.45,50.0,10.83,50.0,4.15,50.7,45.38,16.04,48.2,10.11,71.79,9.85,50.0,10.83,50.0,4.15,50.98,41.18,14.55,54.08,11.34,56.77,7.79,50.0,10.83,50.0,4.15,48.67
202607260110,2026-07-26,01,10R,daily,75.77,26.78,65.84,13.81,61.25,8.4,50.0,10.83,50.0,4.15,63.97,46.71,16.51,50.16,10.52,45.96,6.31,50.0,10.83,50.0,4.15,48.32,45.11,15.94,52.12,10.93,46.89,6.43,50.0,10.83,50.0,4.15,48.29,47.58,16.82,48.2,10.11,56.44,7.74,50.0,10.83,50.0,4.15,49.65,43.83,15.49,46.24,9.7,48.61,6.67,50.0,10.83,50.0,4.15,46.84,40.88,14.45,48.2,10.11,39.78,5.46,50.0,10.83,50.0,4.15,45.0
