レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607300401,2026-07-30,04,1R,daily,62.85,18.89,42.31,11.78,36.05,4.37,50.0,10.52,50.0,4.47,50.03,49.1,14.75,44.76,12.46,49.77,6.04,50.0,10.52,50.0,4.47,48.24,50.61,15.21,44.76,12.46,44.2,5.36,50.0,10.52,50.0,4.47,48.02,50.32,15.12,30.06,8.37,57.28,6.95,50.0,10.52,50.0,4.47,45.43,45.78,13.76,54.56,15.19,35.39,4.29,50.0,10.52,50.0,4.47,48.23,41.31,12.42,30.06,8.37,32.14,3.9,50.0,10.52,50.0,4.47,39.67
202607300402,2026-07-30,04,2R,daily,65.82,19.78,34.96,9.74,43.78,5.31,50.0,10.52,50.0,4.47,49.81,48.25,14.5,52.11,14.51,48.35,5.87,50.0,10.52,50.0,4.47,49.86,52.72,15.84,42.31,11.78,65.75,7.98,50.0,10.52,50.0,4.47,50.59,48.63,14.61,30.06,8.37,57.62,6.99,50.0,10.52,50.0,4.47,44.96,43.66,13.12,34.96,9.74,51.92,6.3,50.0,10.52,50.0,4.47,44.14,40.89,12.29,34.96,9.74,48.5,5.88,50.0,10.52,50.0,4.47,42.89
202607300403,2026-07-30,04,3R,daily,61.59,18.51,34.96,9.74,48.59,5.9,50.0,10.52,50.0,4.47,49.12,51.64,15.52,66.81,18.6,45.89,5.57,50.0,10.52,50.0,4.47,54.67,53.15,15.97,47.21,13.15,40.45,4.91,50.0,10.52,50.0,4.47,49.01,48.2,14.48,49.66,13.83,74.53,9.04,50.0,10.52,50.0,4.47,52.34,44.93,13.5,32.51,9.05,58.13,7.05,50.0,10.52,50.0,4.47,44.59,40.47,12.16,52.11,14.51,46.18,5.6,50.0,10.52,50.0,4.47,47.26
202607300404,2026-07-30,04,4R,daily,66.24,19.91,37.41,10.42,68.85,8.35,50.0,10.52,50.0,4.47,53.66,50.79,15.26,37.41,10.42,57.61,6.99,50.0,10.52,50.0,4.47,47.65,51.87,15.59,47.21,13.15,57.39,6.96,50.0,10.52,50.0,4.47,50.68,46.51,13.98,47.21,13.15,45.04,5.46,50.0,10.52,50.0,4.47,47.57,42.81,12.87,47.21,13.15,46.54,5.65,50.0,10.52,50.0,4.47,46.64,41.73,12.54,57.01,15.88,52.88,6.42,50.0,10.52,50.0,4.47,49.82
202607300405,2026-07-30,04,5R,daily,78.71,23.65,47.21,13.15,58.19,7.06,50.0,10.52,50.0,4.47,58.84,45.66,13.72,44.76,12.46,52.62,6.38,50.0,10.52,50.0,4.47,47.55,45.9,13.79,37.41,10.42,56.49,6.85,50.0,10.52,50.0,4.47,46.05,48.57,14.59,44.76,12.46,44.2,5.36,50.0,10.52,50.0,4.47,47.41,41.1,12.35,30.06,8.37,32.14,3.9,50.0,10.52,50.0,4.47,39.61,40.03,12.03,52.11,14.51,30.12,3.65,50.0,10.52,50.0,4.47,45.18
202607300406,2026-07-30,04,6R,daily,66.91,20.11,54.56,15.19,93.14,11.3,50.0,10.52,50.0,4.47,61.59,49.87,14.99,47.21,13.15,63.53,7.71,50.0,10.52,50.0,4.47,50.82,50.53,15.19,32.51,9.05,57.87,7.02,50.0,10.52,50.0,4.47,46.24,47.31,14.22,34.96,9.74,43.78,5.31,50.0,10.52,50.0,4.47,44.25,45.31,13.62,30.06,8.37,57.62,6.99,50.0,10.52,50.0,4.47,43.96,40.03,12.03,54.56,15.19,55.75,6.76,50.0,10.52,50.0,4.47,48.97
202607300407,2026-07-30,04,7R,daily,61.44,18.46,32.51,9.05,58.13,7.05,50.0,10.52,50.0,4.47,49.55,53.66,16.12,49.66,13.83,57.41,6.96,50.0,10.52,50.0,4.47,51.9,51.37,15.44,42.31,11.78,36.05,4.37,50.0,10.52,50.0,4.47,46.58,47.31,14.22,49.66,13.83,55.99,6.79,50.0,10.52,50.0,4.47,49.82,46.15,13.87,34.96,9.74,48.5,5.88,50.0,10.52,50.0,4.47,44.47,40.03,12.03,47.21,13.15,62.7,7.61,50.0,10.52,50.0,4.47,47.77
202607300408,2026-07-30,04,8R,daily,70.91,21.31,47.21,13.15,46.54,5.65,50.0,10.52,50.0,4.47,55.09,45.71,13.74,47.21,13.15,40.45,4.91,50.0,10.52,50.0,4.47,46.77,48.49,14.57,34.96,9.74,51.92,6.3,50.0,10.52,50.0,4.47,45.59,52.44,15.76,37.41,10.42,57.61,6.99,50.0,10.52,50.0,4.47,48.15,41.96,12.61,30.06,8.37,57.28,6.95,50.0,10.52,50.0,4.47,42.92,40.47,12.16,52.11,14.51,32.25,3.91,50.0,10.52,50.0,4.47,45.57
202607300409,2026-07-30,04,9R,daily,73.24,22.01,47.21,13.15,57.39,6.96,50.0,10.52,50.0,4.47,57.1,49.16,14.77,49.66,13.83,53.78,6.52,50.0,10.52,50.0,4.47,50.11,47.69,14.33,47.21,13.15,45.04,5.46,50.0,10.52,50.0,4.47,47.93,45.71,13.74,54.56,15.19,35.39,4.29,50.0,10.52,50.0,4.47,48.21,44.12,13.26,47.21,13.15,58.19,7.06,50.0,10.52,50.0,4.47,48.45,40.05,12.04,34.96,9.74,48.59,5.9,50.0,10.52,50.0,4.47,42.65
202607300410,2026-07-30,04,10R,daily,73.24,22.01,49.66,13.83,74.53,9.04,50.0,10.52,50.0,4.47,59.86,50.44,15.16,42.31,11.78,65.75,7.98,50.0,10.52,50.0,4.47,49.9,49.83,14.97,37.41,10.42,68.85,8.35,50.0,10.52,50.0,4.47,48.73,44.85,13.48,66.81,18.6,45.89,5.57,50.0,10.52,50.0,4.47,52.64,41.99,12.62,44.76,12.46,52.62,6.38,50.0,10.52,50.0,4.47,46.45,39.63,11.91,52.11,14.51,48.35,5.87,50.0,10.52,50.0,4.47,47.27
