レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607290401,2026-07-29,04,1R,daily,62.85,18.89,42.31,11.78,63.18,7.66,50.0,10.52,50.0,4.47,53.32,49.1,14.75,47.21,13.15,58.95,7.15,50.0,10.52,50.0,4.47,50.04,50.61,15.21,47.21,13.15,42.28,5.13,50.0,10.52,50.0,4.47,48.47,50.32,15.12,49.66,13.83,55.26,6.7,50.0,10.52,50.0,4.47,50.64,45.78,13.76,54.56,15.19,45.9,5.57,50.0,10.52,50.0,4.47,49.5,41.31,12.42,30.06,8.37,59.01,7.16,50.0,10.52,50.0,4.47,42.93
202607290401,2026-07-29,04,1R,realtime,62.85,18.89,42.31,11.78,49.84,6.05,73.98,15.56,54.53,4.87,57.15,49.1,14.75,47.21,13.15,56.8,6.89,55.28,11.63,49.09,4.39,50.8,50.61,15.21,47.21,13.15,42.1,5.11,40.61,8.54,54.61,4.88,46.88,50.32,15.12,49.66,13.83,54.1,6.56,41.77,8.79,51.42,4.59,48.89,45.78,13.76,54.56,15.19,42.92,5.21,44.44,9.35,62.07,5.54,49.05,41.31,12.42,30.06,8.37,61.85,7.5,43.94,9.24,28.05,2.51,40.04
202607290402,2026-07-29,04,2R,daily,65.82,19.78,49.66,13.83,55.38,6.72,50.0,10.52,50.0,4.47,55.31,48.25,14.5,34.96,9.74,47.63,5.78,50.0,10.52,50.0,4.47,45.0,52.72,15.84,47.21,13.15,63.6,7.72,50.0,10.52,50.0,4.47,51.69,48.63,14.61,37.41,10.42,59.08,7.17,50.0,10.52,50.0,4.47,47.18,43.66,13.12,52.11,14.51,58.65,7.12,50.0,10.52,50.0,4.47,49.73,40.89,12.29,30.06,8.37,34.67,4.21,50.0,10.52,50.0,4.47,39.85
202607290402,2026-07-29,04,2R,realtime,65.82,19.78,49.66,13.83,54.13,6.57,52.21,10.98,57.73,5.16,56.32,48.25,14.5,34.96,9.74,48.38,5.87,42.86,9.02,46.78,4.18,43.3,52.72,15.84,47.21,13.15,67.18,8.15,67.26,14.15,51.67,4.62,55.9,48.63,14.61,37.41,10.42,53.64,6.51,55.58,11.69,50.74,4.53,47.76,43.66,13.12,52.11,14.51,59.54,7.22,58.46,12.3,57.35,5.12,52.28,40.89,12.29,30.06,8.37,33.62,4.08,23.66,4.98,35.5,3.17,32.89
202607290403,2026-07-29,04,3R,daily,61.59,18.51,44.76,12.46,46.96,5.7,50.0,10.52,50.0,4.47,51.65,51.64,15.52,47.21,13.15,59.43,7.21,50.0,10.52,50.0,4.47,50.86,53.15,15.97,37.41,10.42,53.07,6.44,50.0,10.52,50.0,4.47,47.81,48.2,14.48,49.66,13.83,76.58,9.29,50.0,10.52,50.0,4.47,52.59,44.93,13.5,54.56,15.19,90.96,11.03,50.0,10.52,50.0,4.47,54.72,40.47,12.16,52.11,14.51,57.58,6.98,50.0,10.52,50.0,4.47,48.64
202607290403,2026-07-29,04,3R,realtime,61.59,18.51,44.76,12.46,48.23,5.85,58.46,12.3,56.76,5.07,54.19,51.64,15.52,47.21,13.15,56.14,6.81,44.08,9.27,46.85,4.19,48.93,53.15,15.97,37.41,10.42,52.86,6.41,32.76,6.89,51.44,4.6,44.29,48.2,14.48,49.66,13.83,82.08,9.96,58.01,12.2,50.6,4.52,54.99,44.93,13.5,54.56,15.19,94.1,11.41,52.45,11.03,58.35,5.21,56.36,40.47,12.16,52.11,14.51,56.71,6.88,54.26,11.42,35.77,3.2,48.16
202607290404,2026-07-29,04,4R,daily,66.24,19.91,44.76,12.46,53.32,6.47,50.0,10.52,50.0,4.47,53.82,50.79,15.26,52.11,14.51,38.65,4.69,50.0,10.52,50.0,4.47,49.45,51.87,15.59,49.66,13.83,55.55,6.74,50.0,10.52,50.0,4.47,51.14,46.51,13.98,52.11,14.51,45.29,5.49,50.0,10.52,50.0,4.47,48.97,42.81,12.87,32.51,9.05,59.54,7.22,50.0,10.52,50.0,4.47,44.13,41.73,12.54,30.06,8.37,62.47,7.58,50.0,10.52,50.0,4.47,43.48
202607290404,2026-07-29,04,4R,realtime,66.24,19.91,44.76,12.46,54.83,6.65,59.41,12.5,55.5,4.96,56.48,50.79,15.26,52.11,14.51,46.78,5.68,34.37,7.23,49.02,4.38,47.06,51.87,15.59,49.66,13.83,56.13,6.81,55.19,11.61,54.84,4.9,52.74,46.51,13.98,52.11,14.51,52.97,6.43,52.87,11.12,51.56,4.61,50.64,42.81,12.87,32.51,9.05,60.47,7.34,59.09,12.43,61.07,5.46,47.14,41.73,12.54,30.06,8.37,57.93,7.03,39.09,8.22,27.78,2.48,38.64
202607290405,2026-07-29,04,5R,daily,78.71,23.65,37.41,10.42,71.36,8.66,50.0,10.52,50.0,4.47,57.71,45.66,13.72,47.21,13.15,46.9,5.69,50.0,10.52,50.0,4.47,47.54,45.9,13.79,47.21,13.15,36.87,4.47,50.0,10.52,50.0,4.47,46.4,48.57,14.59,66.81,18.6,52.09,6.32,50.0,10.52,50.0,4.47,54.5,41.1,12.35,59.46,16.56,41.87,5.08,50.0,10.52,50.0,4.47,48.97,40.03,12.03,34.96,9.74,48.31,5.86,50.0,10.52,50.0,4.47,42.61
202607290405,2026-07-29,04,5R,realtime,78.71,23.65,37.41,10.42,74.67,9.06,58.44,12.3,59.43,5.31,60.73,45.66,13.72,47.21,13.15,45.81,5.56,22.35,4.7,41.01,3.66,40.79,45.9,13.79,47.21,13.15,39.28,4.77,44.66,9.4,54.49,4.87,45.97,48.57,14.59,66.81,18.6,51.37,6.23,56.22,11.83,52.72,4.71,55.97,41.1,12.35,59.46,16.56,43.57,5.28,64.46,13.56,60.46,5.4,53.16,40.03,12.03,34.96,9.74,51.12,6.2,53.87,11.33,31.66,2.83,42.13
