場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
04,2026-07-30,10,2026-07-18,2026-07-21,一般,ＤＭＭ．ｃｏｍ杯,山下 和彦,３１５３１　１２
04,2026-07-30,10,2026-07-11,2026-07-14,一般,ＢＩＧＦＵＮ平和島杯,田中 瀬里奈,６　５　６４５６
04,2026-07-30,10,2026-06-24,2026-06-28,一般,第２６回日刊ゲンダイボートレースＷＥＢ杯,楠 将太郎,４６６　１５１３
04,2026-07-30,11,2026-07-25,2026-07-30,一般,マクール杯　ヴィーナスシリーズ第９戦,小林 愛実,３　２５５３１　４４１３
04,2026-07-30,11,2026-07-18,2026-07-21,一般,ＤＭＭ．ｃｏｍ杯,蒲原 健太,６　１２２６６３
04,2026-07-30,11,2026-07-02,2026-07-07,一般,第２回アサヒビールカップ～平和島マスターズ～,林 恵祐,５　５４３　１４４６５
04,2026-07-30,12,2026-07-25,2026-07-30,一般,マクール杯　ヴィーナスシリーズ第９戦,長嶋 万記,２３２　３２１１１５１１
04,2026-07-30,12,2026-07-18,2026-07-21,一般,ＤＭＭ．ｃｏｍ杯,酒井 俊弘,４２２　１１２４
04,2026-07-30,12,2026-07-11,2026-07-14,一般,ＢＩＧＦＵＮ平和島杯,品川 二千翔,３１１１１　[１]
04,2026-07-30,13,2026-07-18,2026-07-21,一般,ＤＭＭ．ｃｏｍ杯,佐竹 友樹,１６５　６６６６
04,2026-07-30,13,2026-07-02,2026-07-07,一般,第２回アサヒビールカップ～平和島マスターズ～,新田 智彰,４　６６５　３５３　５２
04,2026-07-30,13,2026-06-24,2026-06-28,一般,第２６回日刊ゲンダイボートレースＷＥＢ杯,伊藤 啓三,１　２１２３[３]
04,2026-07-30,14,2026-07-25,2026-07-30,一般,マクール杯　ヴィーナスシリーズ第９戦,西橋 奈未,２２１１２　１２３１[３]
04,2026-07-30,14,2026-07-11,2026-07-14,一般,ＢＩＧＦＵＮ平和島杯,金山 立樹,１　３５２２４３
04,2026-07-30,14,2026-07-02,2026-07-07,一般,第２回アサヒビールカップ～平和島マスターズ～,野見山 拓己,５６２　５　４５５　３４
04,2026-07-30,15,2026-07-25,2026-07-30,一般,マクール杯　ヴィーナスシリーズ第９戦,市川 瑚幸,６　３６６　５５６　５６
04,2026-07-30,15,2026-07-18,2026-07-21,一般,ＤＭＭ．ｃｏｍ杯,大塚 康雅,１　１５妨３２
04,2026-07-30,15,2026-07-02,2026-07-07,一般,第２回アサヒビールカップ～平和島マスターズ～,中里 英夫,１　２４３２３　６４２４
04,2026-07-30,16,2026-07-18,2026-07-21,一般,ＤＭＭ．ｃｏｍ杯,梶原 正,１４２６５　２３
04,2026-07-30,16,2026-07-11,2026-07-14,一般,ＢＩＧＦＵＮ平和島杯,高石 梨菜,１３５　６２６
04,2026-07-30,16,2026-06-24,2026-06-28,一般,第２６回日刊ゲンダイボートレースＷＥＢ杯,中村 辰也,４１５　５２２５
04,2026-07-30,17,2026-07-25,2026-07-30,一般,マクール杯　ヴィーナスシリーズ第９戦,西岡 育未,１６５　６欠
04,2026-07-30,17,2026-07-11,2026-07-14,一般,ＢＩＧＦＵＮ平和島杯,前原 大道,２５４５１２１４
04,2026-07-30,17,2026-07-02,2026-07-07,一般,第２回アサヒビールカップ～平和島マスターズ～,茅原 悠紀,１５２　４３１１２２[４]
04,2026-07-30,18,2026-07-25,2026-07-30,一般,マクール杯　ヴィーナスシリーズ第９戦,浜田 亜理沙,２５４　２３２　１６１２
04,2026-07-30,18,2026-07-18,2026-07-21,一般,ＤＭＭ．ｃｏｍ杯,藤井 徹,６２６　４５１
04,2026-07-30,18,2026-07-02,2026-07-07,一般,第２回アサヒビールカップ～平和島マスターズ～,森定 晃史,２５３　２６６　３３３
04,2026-07-30,19,2026-07-25,2026-07-30,一般,マクール杯　ヴィーナスシリーズ第９戦,土屋 千明,４　４４４３転１２４３２
04,2026-07-30,19,2026-07-18,2026-07-21,一般,ＤＭＭ．ｃｏｍ杯,山ノ内 雅人,２２３　２５３５
04,2026-07-30,19,2026-07-02,2026-07-07,一般,第２回アサヒビールカップ～平和島マスターズ～,塚越 海斗,１５２　２６６１１６１６
04,2026-07-30,20,2026-07-25,2026-07-30,一般,マクール杯　ヴィーナスシリーズ第９戦,長尾 萌加,４４５　３　１３４３４６
04,2026-07-30,20,2026-07-18,2026-07-21,一般,ＤＭＭ．ｃｏｍ杯,三嶌 誠司,３１４　３３５４
04,2026-07-30,20,2026-07-11,2026-07-14,一般,ＢＩＧＦＵＮ平和島杯,黄金井 力良,２　６３５５４
04,2026-07-30,21,2026-07-25,2026-07-30,一般,マクール杯　ヴィーナスシリーズ第９戦,津田 裕絵,５２４　２６２　１１１５
04,2026-07-30,21,2026-07-18,2026-07-21,一般,ＤＭＭ．ｃｏｍ杯,吉田 宗弘,５３４　４３３５
04,2026-07-30,21,2026-07-02,2026-07-07,一般,第２回アサヒビールカップ～平和島マスターズ～,長岡 良也,２１１　３３３３３３２
04,2026-07-30,22,2026-07-25,2026-07-30,一般,マクール杯　ヴィーナスシリーズ第９戦,前田 紗希,５２Ｆ３６　５　３　４
