場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
01,2026-07-09,11,2026-06-25,2026-06-30,ＧⅢ,サッポロビールカップ,原 豊土,３　４６５　４３４　５３
01,2026-07-09,11,2026-06-14,2026-06-18,一般,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,仲口 博崇,２３１４２　１５２４
01,2026-07-09,11,2026-06-05,2026-06-10,一般,ＭＢＰ津幡開設１３周年記念,川崎 公靖,３２５　４６３６６　４５
01,2026-07-09,12,2026-06-25,2026-06-30,ＧⅢ,サッポロビールカップ,新井 英孝,２　４６６　３５３　３２
01,2026-07-09,12,2026-06-05,2026-06-10,一般,ＭＢＰ津幡開設１３周年記念,泥谷 一毅,１３４　３３４　１５３４
01,2026-07-09,12,2026-05-28,2026-06-02,一般,第３３回桐生タイムス杯,久保原 秀人,３２５　３　３１４２
01,2026-07-09,13,2026-07-04,2026-07-09,一般,にっぽん未来プロジェクト競走ｉｎ桐生,村上 彰一,５４５　１３５　６　６５
01,2026-07-09,13,2026-06-14,2026-06-18,一般,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,廣瀬 真也,６　１３４１６４３５
01,2026-07-09,13,2026-06-05,2026-06-10,一般,ＭＢＰ津幡開設１３周年記念,畑 竜生,５　６３６　４４
01,2026-07-09,14,2026-07-04,2026-07-09,一般,にっぽん未来プロジェクト競走ｉｎ桐生,三村 岳人,２４１４１　１１５３２１
01,2026-07-09,14,2026-06-25,2026-06-30,ＧⅢ,サッポロビールカップ,河村 了,１　３１４２１４２１[３]
01,2026-07-09,14,2026-06-05,2026-06-10,一般,ＭＢＰ津幡開設１３周年記念,島崎 丈一朗,４４５　３３１　３３１３
01,2026-07-09,15,2026-06-25,2026-06-30,ＧⅢ,サッポロビールカップ,尾崎 雄二,４２４　６　４６３　６６
01,2026-07-09,15,2026-06-05,2026-06-10,一般,ＭＢＰ津幡開設１３周年記念,篠原 晟弥,５　５４２　４１
01,2026-07-09,15,2026-05-19,2026-05-24,一般,第９回赤城カントリー倶楽部杯,河野 大,３１１６１　４６１４３３
01,2026-07-09,16,2026-07-04,2026-07-09,一般,にっぽん未来プロジェクト競走ｉｎ桐生,上村 純一,１２２　３４１３４６１４
01,2026-07-09,16,2026-06-14,2026-06-18,一般,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,本橋 克洋,３　１３６４４　５５
01,2026-07-09,16,2026-05-28,2026-06-02,一般,第３３回桐生タイムス杯,庄司 樹良々,３　３４６４４　３４
01,2026-07-09,17,2026-07-04,2026-07-09,一般,にっぽん未来プロジェクト競走ｉｎ桐生,久富 政弘,５　５３１　５３２１４６
01,2026-07-09,17,2026-06-25,2026-06-30,ＧⅢ,サッポロビールカップ,木下 大將,２　１４３４１５４６２３
01,2026-07-09,17,2026-06-14,2026-06-18,一般,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,若林 樹蘭,３　２５４　３　１５
01,2026-07-09,18,2026-06-14,2026-06-18,一般,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,芦澤 望,２６６２４　６
01,2026-07-09,18,2026-05-28,2026-06-02,一般,第３３回桐生タイムス杯,増本 杏珠,６　６５５　６５６
01,2026-07-09,18,2026-05-12,2026-05-16,一般,第５９回サンケイスポーツ杯,乙津 康志,５　６５６　６　６
01,2026-07-09,19,2026-07-04,2026-07-09,一般,にっぽん未来プロジェクト競走ｉｎ桐生,佐竹 恒彦,６６６
01,2026-07-09,19,2026-06-14,2026-06-18,一般,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,土屋 太朗,６２６　５　４６
01,2026-07-09,19,2026-05-28,2026-06-02,一般,第３３回桐生タイムス杯,渡邉 俊介,２６１１１４４５１３
01,2026-07-09,20,2026-06-25,2026-06-30,ＧⅢ,サッポロビールカップ,北村 征嗣,３５３　２１３４３６１５
01,2026-07-09,20,2026-06-05,2026-06-10,一般,ＭＢＰ津幡開設１３周年記念,渡邉 和将,３１１６２　２２１４１３
01,2026-07-09,20,2026-05-19,2026-05-24,一般,第９回赤城カントリー倶楽部杯,山本 英志,１４２３１　２３３３１４
