場コード,基準節終了日,モーター番号,使用開始日,使用終了日,グレード,タイトル,使用者名,着順列
21,2026-07-06,1,2026-06-25,2026-06-29,一般,モーヴィ芦屋オープン５周年記念,青木 幸太郎,１　３４１２５３５１
21,2026-07-06,1,2026-06-15,2026-06-20,一般,ＰａｙＰａｙ銀行賞,山下 心一,　　　　　　　　６６３６
21,2026-07-06,1,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,羽野 諒,４　１４６　５２５　１４
21,2026-07-06,2,2026-06-25,2026-06-29,一般,モーヴィ芦屋オープン５周年記念,長畑 友輔,６　４６５４２　６
21,2026-07-06,2,2026-06-15,2026-06-20,一般,ＰａｙＰａｙ銀行賞,中嶋 誠一郎,２　１２４６３５５　２５
21,2026-07-06,2,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,馬場 剛,３　２１１３１３４２[２]
21,2026-07-06,3,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,佐藤 右京,１　１２１４２６１６
21,2026-07-06,3,2026-06-25,2026-06-29,一般,モーヴィ芦屋オープン５周年記念,石田 貴洋,６４１１３　２２[４]
21,2026-07-06,3,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,渡邉 英児,１３２　２２３３２４１３
21,2026-07-06,4,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,北川 幸典,４３１５３　４６３Ｆ
21,2026-07-06,4,2026-06-25,2026-06-29,一般,モーヴィ芦屋オープン５周年記念,乙藤 智史,１４５　２６５２３１
21,2026-07-06,4,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,松田 竜馬,３１４　３５３２２６３６
21,2026-07-06,5,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,山崎 祥,６２２２３　５５３５
21,2026-07-06,5,2026-06-25,2026-06-29,一般,モーヴィ芦屋オープン５周年記念,小玉 啓太,２　６　４４３　３４
21,2026-07-06,5,2026-06-15,2026-06-20,一般,ＰａｙＰａｙ銀行賞,山室 展弘,６６６　５
21,2026-07-06,6,2026-06-25,2026-06-29,一般,モーヴィ芦屋オープン５周年記念,後藤 隼之,５６４　沈４３　５
21,2026-07-06,6,2026-06-15,2026-06-20,一般,ＰａｙＰａｙ銀行賞,安武 一也,　　　　　　　　６６６６
21,2026-07-06,6,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,楠原 翔太,２　１６３５３２１６３４
21,2026-07-06,7,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,前田 将太,３４３２２２２５１３
21,2026-07-06,7,2026-06-25,2026-06-29,一般,モーヴィ芦屋オープン５周年記念,小澤 和也,２　３４６５３　２５
21,2026-07-06,7,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,谷津 幸宏,４２３１３６１３３３１５
21,2026-07-06,8,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,内田 壮,４　５５３　６６１
21,2026-07-06,8,2026-06-25,2026-06-29,一般,モーヴィ芦屋オープン５周年記念,幸田 智裕,６３４　３１３　４２
21,2026-07-06,8,2026-06-15,2026-06-20,一般,ＰａｙＰａｙ銀行賞,里岡 右貴,１２１４２　２４３１[１]
21,2026-07-06,9,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,黒田 誠司,４　５６６　４４２
21,2026-07-06,9,2026-06-15,2026-06-20,一般,ＰａｙＰａｙ銀行賞,大谷 直弘,５　６６３４
21,2026-07-06,9,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,栗山 繁洋,４６６　６５５　２　３転
21,2026-07-06,10,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,尾嶋 一広,６６４１６１２３１２
21,2026-07-06,10,2026-06-25,2026-06-29,一般,モーヴィ芦屋オープン５周年記念,中野 和裕,２　４５３６４６６
21,2026-07-06,10,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,荒井 輝年,１２５　２４２１２１[Ｆ]
21,2026-07-06,11,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,榎 幸司,３５２３４　３２２
21,2026-07-06,11,2026-06-25,2026-06-29,一般,モーヴィ芦屋オープン５周年記念,白水 勝也,３４２３１６１３２５
21,2026-07-06,11,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,川崎 智稔,４　４２４３６　３３２
21,2026-07-06,12,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,吉川 颯汰,６　６３６　転　転６
21,2026-07-06,12,2026-06-25,2026-06-29,一般,モーヴィ芦屋オープン５周年記念,宮本 琉正,５　４６６　６４５
21,2026-07-06,12,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,森永 隆,２５１２３２１　１６１２
21,2026-07-06,13,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,山口 隆史,６　６２５５５　２１
21,2026-07-06,13,2026-06-25,2026-06-29,一般,モーヴィ芦屋オープン５周年記念,永田 啓二,２１１１１１３１[１]
21,2026-07-06,13,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,大瀧 明日香,２１２６２　４２２３３１
21,2026-07-06,14,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,松浦 勝,６　５６５　３５６
21,2026-07-06,14,2026-06-15,2026-06-20,一般,ＰａｙＰａｙ銀行賞,占部 一真,６　６４６
21,2026-07-06,14,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,齊藤 優,３２５　２３３　５２５
21,2026-07-06,15,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,西丸 侑太朗,４１１　３１３４エ３
21,2026-07-06,15,2026-06-15,2026-06-20,一般,ＰａｙＰａｙ銀行賞,大神 康司,４３６３１　４２４１１３
21,2026-07-06,15,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,中野 和裕,５１５　６　５６４　５２
21,2026-07-06,16,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,吉原 快誓,５　６　４４４　５３
21,2026-07-06,16,2026-06-15,2026-06-20,一般,ＰａｙＰａｙ銀行賞,田村 慶,１３６　２５４１６２[５]
21,2026-07-06,16,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,倉田 茂将,４５４６１　４６５５１
21,2026-07-06,17,2026-06-25,2026-06-29,一般,モーヴィ芦屋オープン５周年記念,高岡 竜也,４１１　２３２２[６]
21,2026-07-06,17,2026-06-15,2026-06-20,一般,ＰａｙＰａｙ銀行賞,久田 武,３５５　１５５４５　３
21,2026-07-06,17,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,横川 聖志,６４３４４２３　５　Ｆ５
21,2026-07-06,18,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,今坂 晃広,２６３　６６３　４６
21,2026-07-06,18,2026-06-15,2026-06-20,一般,ＰａｙＰａｙ銀行賞,岡部 大輝,５　２１４２４３２５１４
21,2026-07-06,18,2026-06-03,2026-06-08,一般,ＢＯＡＴＢｏｙカップ,松尾 昂明,３　５３１６３４１　３３
21,2026-07-06,19,2026-07-02,2026-07-06,一般,ＤＭＭボートちゃんねる杯,花本 夏樹,５　４５５　４５３
21,2026-07-06,19,2026-06-25,2026-06-29,一般,モーヴィ芦屋オープン５周年記念,永井 亮次,２　６６５５４　３５
