レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202601142301,1,2,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.08,0.2,0.23,0.24,0.25,0.09
202601142302,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.19,0.07,0.02,0.18,0.07,0.26
202601142303,1,4,3,逃げ,,,,,,,,,,,,
202601142304,2,1,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.03,0.13,0.05,-0.18,-0.13,-0.03
202601142305,1,5,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.09,0.06,0.04,0.03,0.16,0.47
202601142306,4,2,3,差し,1.0,2.0,3.0,4.0,5.0,6.0,0.14,0.16,0.06,0.08,-0.12,-0.12
202601142307,1,2,5,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,-0.03,0.02,-0.01,-0.11,0.01,-0.06
202601142308,1,3,6,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.0,-0.04,0.14,0.12,0.11,-0.08
202601142309,2,3,5,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.06,0.19,0.15,0.03,-0.03,0.02
202601142310,1,3,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.03,-0.03,-0.12,-0.06,-0.09,-0.11
202601142311,1,2,3,逃げ,1.0,4.0,3.0,5.0,6.0,2.0,-0.08,-0.05,0.14,0.19,0.28,0.01
202601142312,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.06,0.01,0.38,0.19,0.06,0.01
202601140112,1,1,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.01,0.22,-0.07,-0.05,-0.01,0.02
202601142201,1,3,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.14,0.16,0.22,0.17,0.19,0.28
202601142202,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.03,0.12,-0.1,-0.11,-0.09,-0.06
202601142204,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.0,0.03,0.07,0.17,0.11,0.1
202601142205,1,2,6,逃げ,1.0,3.0,4.0,5.0,6.0,2.0,-0.04,0.01,0.07,0.19,0.28,-0.04
202601142206,1,3,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.17,0.1,0.01,0.02,-0.17,-0.15
202601142208,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.05,0.16,0.22,0.09,0.16,0.18
202601142209,1,2,3,逃げ,1.0,2.0,3.0,5.0,4.0,6.0,0.21,0.19,0.04,0.06,0.03,0.04
202601142210,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.01,0.09,0.11,0.16,0.03,0.01
202601142211,1,3,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.11,0.23,0.13,0.08,0.12,0.06
202601142212,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.03,0.12,0.11,0.23,0.15,0.09
202601142001,1,2,3,逃げ,,,,,,,,,,,,
202601142002,1,2,4,逃げ,,,,,,,,,,,,
202601142003,1,2,3,逃げ,,,,,,,,,,,,
202601142004,1,2,3,逃げ,,,,,,,,,,,,
202601142005,1,4,2,逃げ,,,,,,,,,,,,
202601142006,6,3,2,逃げ,,,,,,,,,,,,
202601142007,1,4,3,逃げ,,,,,,,,,,,,
202601142008,1,3,2,逃げ,,,,,,,,,,,,
202601142009,1,6,2,逃げ,,,,,,,,,,,,
202601142010,1,2,4,逃げ,,,,,,,,,,,,
202601142011,2,3,6,逃げ,,,,,,,,,,,,
202601142012,4,6,3,逃げ,,,,,,,,,,,,
202601141701,1,2,4,逃げ,,,,,,,,,,,,
202601141702,1,4,5,逃げ,,,,,,,,,,,,
202601141703,3,1,2,逃げ,,,,,,,,,,,,
202601141704,3,1,6,逃げ,,,,,,,,,,,,
202601141705,1,5,2,逃げ,,,,,,,,,,,,
202601141706,1,2,3,逃げ,,,,,,,,,,,,
202601141707,1,3,2,逃げ,,,,,,,,,,,,
202601141708,1,5,2,逃げ,,,,,,,,,,,,
202601141709,1,4,2,逃げ,,,,,,,,,,,,
202601141710,1,2,4,逃げ,,,,,,,,,,,,
202601141711,1,2,3,逃げ,,,,,,,,,,,,
202601141712,1,2,3,逃げ,,,,,,,,,,,,
202601141601,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,-0.01,0.26,0.08,-0.01,0.04,-0.06
202601141602,1,2,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.07,-0.12,-0.09,0.01,0.06,0.2
