レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202601092301,1,2,5,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.16,0.21,0.27,0.28,0.13,0.04
202601092302,1,3,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.18,0.21,0.22,0.28,0.25,0.38
202601092303,1,5,2,逃げ,,,,,,,,,,,,
202601092304,2,1,5,差し,1.0,2.0,3.0,4.0,5.0,6.0,0.14,0.19,0.06,0.19,0.23,0.08
202601092305,1,3,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.16,0.14,0.18,0.14,0.22,0.11
202601092306,1,6,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.17,0.42,0.12,0.12,0.11,0.09
202601092307,2,5,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.31,0.07,0.03,0.08,0.01,0.16
202601092308,1,2,6,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.08,0.17,0.18,0.07,0.13,0.25
202601092309,1,3,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.09,0.53,0.25,0.22,0.21,0.22
202601092310,1,3,4,逃げ,1.0,2.0,5.0,3.0,4.0,6.0,-0.11,-0.01,-0.02,0.04,0.04,0.12
202601092311,1,2,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.16,0.01,0.07,-0.01,-0.05,0.09
202601092312,1,3,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.05,-0.06,-0.04,0.03,0.05,0.02
202601092101,1,5,2,逃げ,,,,,,,,,,,,
202601092102,1,2,4,逃げ,,,,,,,,,,,,
202601092103,1,2,3,逃げ,,,,,,,,,,,,
202601092104,1,3,6,逃げ,,,,,,,,,,,,
202601092105,1,3,2,逃げ,,,,,,,,,,,,
202601092106,1,2,4,逃げ,,,,,,,,,,,,
202601092107,1,4,2,逃げ,,,,,,,,,,,,
202601092108,1,3,4,逃げ,,,,,,,,,,,,
202601092109,1,2,3,逃げ,,,,,,,,,,,,
202601092110,1,3,4,逃げ,,,,,,,,,,,,
202601092111,1,2,4,逃げ,,,,,,,,,,,,
202601092112,1,4,2,逃げ,,,,,,,,,,,,
202601092001,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.04,0.01,-0.01,0.03,0.08,0.07
202601092002,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.05,0.09,0.07,0.16,0.08,0.09
202601092003,1,4,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.09,0.14,0.05,0.32,0.24,0.31
202601092004,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.2,0.16,0.29,0.08,0.14,0.29
202601092005,1,4,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.05,0.08,0.17,0.07,0.13,0.11
202601092006,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.03,0.41,0.15,0.04,0.02,-0.01
202601092007,1,3,2,逃げ,1.0,2.0,3.0,6.0,4.0,5.0,0.26,0.24,0.1,-0.02,0.08,0.05
202601092008,1,3,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.05,0.05,0.13,0.27,0.06,0.16
202601092009,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.06,0.08,0.11,0.02,0.09,0.06
202601092010,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,-0.08,-0.01,0.04,0.08,0.31,0.17
202601092011,1,2,3,逃げ,1.0,2.0,,3.0,4.0,5.0,0.15,0.24,,0.17,0.05,0.17
202601092012,1,3,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.15,0.21,0.19,0.02,0.03,0.03
202601091801,1,4,2,逃げ,,,,,,,,,,,,
202601091802,1,4,5,逃げ,,,,,,,,,,,,
202601091803,1,4,5,逃げ,,,,,,,,,,,,
202601091804,1,5,2,逃げ,,,,,,,,,,,,
202601091805,1,2,4,逃げ,,,,,,,,,,,,
202601091806,1,3,4,逃げ,,,,,,,,,,,,
202601091807,1,2,4,逃げ,,,,,,,,,,,,
202601091808,1,3,6,逃げ,,,,,,,,,,,,
202601091809,1,4,3,逃げ,,,,,,,,,,,,
202601091810,1,4,6,逃げ,,,,,,,,,,,,
202601091811,1,2,3,逃げ,,,,,,,,,,,,
202601091812,1,2,5,逃げ,,,,,,,,,,,,
202601091701,1,3,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.14,0.14,0.03,0.25,0.23,0.07
