レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202601242401,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.06,-0.08,-0.02,-0.02,-0.01,0.01
202601242402,1,2,6,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.18,0.04,0.04,0.01,0.04,0.02
202601242403,3,2,1,差し,1.0,2.0,3.0,4.0,5.0,6.0,0.0,-0.06,0.07,0.21,0.03,0.04
202601242404,3,1,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,-0.04,0.05,-0.04,0.04,-0.02,0.17
202601242405,1,2,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.01,0.09,0.21,0.14,0.05,0.14
202601242406,1,4,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.12,0.06,0.0,0.08,0.22,0.1
202601242407,1,4,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.01,-0.03,-0.07,0.04,0.03,-0.01
202601242408,2,1,3,差し,1.0,2.0,3.0,4.0,5.0,6.0,0.07,0.13,0.09,-0.01,0.1,-0.08
202601242409,1,2,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.17,0.28,0.27,0.19,0.07,-0.09
202601242410,1,5,4,逃げ,1.0,6.0,2.0,3.0,4.0,5.0,0.23,0.17,0.19,0.24,0.15,0.05
202601242411,1,4,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,-0.04,0.11,0.14,0.01,0.13,-0.25
202601242412,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.12,0.28,0.07,-0.01,0.09,-0.06
202601242301,1,4,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.04,0.08,0.25,0.04,0.03,0.15
202601242302,1,2,6,逃げ,1.0,2.0,3.0,4.0,5.0,,0.14,0.07,0.08,0.03,-0.01,
202601242303,1,3,2,逃げ,,,,,,,,,,,,
202601242304,1,3,2,差し,1.0,2.0,3.0,4.0,5.0,6.0,-0.04,-0.09,-0.03,0.11,0.16,0.05
202601242305,1,3,2,逃げ,1.0,2.0,4.0,3.0,6.0,5.0,0.09,0.04,-0.11,0.01,0.25,0.17
202601242306,1,4,2,逃げ,1.0,2.0,3.0,,4.0,5.0,0.12,-0.09,-0.01,,-0.03,-0.11
202601242307,1,4,3,差し,1.0,2.0,3.0,4.0,5.0,6.0,0.06,0.17,0.07,0.04,0.04,0.07
202601242308,5,1,4,差し,,,,,,,,,,,,
202601242309,3,1,4,差し,1.0,2.0,3.0,,4.0,5.0,0.07,0.13,0.12,,0.12,-0.11
202601242310,1,3,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,-0.09,-0.13,-0.03,-0.02,0.17,0.12
202601242311,1,4,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,-0.06,-0.11,-0.04,0.02,0.28,0.02
202601242312,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,-0.05,-0.06,0.03,-0.15,-0.22,0.14
202601242001,1,2,4,逃げ,,,,,,,,,,,,
202601242002,3,2,4,逃げ,,,,,,,,,,,,
202601242003,1,2,4,逃げ,,,,,,,,,,,,
202601242004,1,4,6,逃げ,,,,,,,,,,,,
202601242005,3,1,5,逃げ,,,,,,,,,,,,
202601242006,3,2,1,逃げ,,,,,,,,,,,,
202601242007,1,3,2,逃げ,,,,,,,,,,,,
202601242008,1,2,3,逃げ,,,,,,,,,,,,
202601242009,1,4,3,逃げ,,,,,,,,,,,,
202601242010,1,3,2,逃げ,,,,,,,,,,,,
202601242011,1,4,6,逃げ,,,,,,,,,,,,
202601242012,1,2,4,逃げ,,,,,,,,,,,,
202601241801,1,4,3,逃げ,,,,,,,,,,,,
202601241802,2,4,5,逃げ,,,,,,,,,,,,
202601241803,1,5,2,逃げ,,,,,,,,,,,,
202601241804,1,2,3,逃げ,,,,,,,,,,,,
202601241805,1,4,3,逃げ,,,,,,,,,,,,
202601241806,1,2,4,逃げ,,,,,,,,,,,,
202601241807,1,3,2,逃げ,,,,,,,,,,,,
202601241808,1,2,5,逃げ,,,,,,,,,,,,
202601241809,1,2,6,逃げ,,,,,,,,,,,,
202601241810,1,2,6,逃げ,,,,,,,,,,,,
202601241811,1,4,6,逃げ,,,,,,,,,,,,
202601241812,1,3,4,逃げ,,,,,,,,,,,,
202601241701,1,3,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.06,0.17,0.14,0.21,0.03,0.22
202601241702,1,4,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.08,0.12,0.04,0.04,-0.02,0.28
202601241703,1,3,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,-0.01,0.06,0.09,0.03,0.06,-0.02
202601241704,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.16,0.05,0.28,0.16,0.08,0.12
202601241705,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,-0.08,0.03,0.06,0.07,0.1,0.21
202601241706,1,3,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.22,0.02,-0.02,0.29,0.17,0.26
202601241707,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.11,0.31,0.11,0.06,0.15,0.16
202601241708,1,3,2,逃げ,1.0,2.0,3.0,4.0,,5.0,0.23,-0.01,0.18,0.19,,0.04
202601241709,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.05,-0.03,0.05,-0.01,0.03,0.0
202601241710,1,2,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.05,0.2,0.12,0.37,0.24,0.23
202601241711,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.09,-0.02,0.15,0.06,0.17,0.28
202601241712,1,3,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,-0.09,0.04,-0.01,0.08,0.26,0.08
202601241601,1,2,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.2,0.09,0.1,0.09,0.04,0.1
202601241602,1,2,3,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,-0.14,0.03,0.04,-0.03,0.09,0.01
202601241603,1,3,4,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.03,-0.06,0.08,0.02,0.06,-0.04
202601241604,1,4,2,逃げ,1.0,2.0,3.0,4.0,5.0,6.0,0.19,0.14,0.2,0.3,0.1,0.33
