レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202605050101,2026-05-05,01,桐生,1R,第５３回上毛新聞社杯,５日目,IP,N,一般,確定,
202605050102,2026-05-05,01,桐生,2R,第５３回上毛新聞社杯,５日目,IP,N,一般,確定,
202605050103,2026-05-05,01,桐生,3R,第５３回上毛新聞社杯,５日目,IP,N,一般,確定,
202605050104,2026-05-05,01,桐生,4R,第５３回上毛新聞社杯,５日目,IP,N,一般,確定,
202605050105,2026-05-05,01,桐生,5R,第５３回上毛新聞社杯,５日目,IP,N,一般,確定,
202605050106,2026-05-05,01,桐生,6R,第５３回上毛新聞社杯,５日目,IP,N,ドラドキ目玉,確定,
202605050107,2026-05-05,01,桐生,7R,第５３回上毛新聞社杯,５日目,IP,N,ドラドキ３,確定,
202605050108,2026-05-05,01,桐生,8R,第５３回上毛新聞社杯,５日目,IP,N,ドラドキ５,確定,
202605050109,2026-05-05,01,桐生,9R,第５３回上毛新聞社杯,５日目,IP,N,準優勝戦,確定,
202605050110,2026-05-05,01,桐生,10R,第５３回上毛新聞社杯,５日目,IP,N,準優勝戦,確定,
202605050111,2026-05-05,01,桐生,11R,第５３回上毛新聞社杯,５日目,IP,N,準優勝戦,確定,
202605050112,2026-05-05,01,桐生,12R,第５３回上毛新聞社杯,５日目,IP,N,一般特選,確定,
202605050201,2026-05-05,02,戸田,1R,第３７回ウインビーカップ,５日目,IP,D,一般戦,確定,
202605050202,2026-05-05,02,戸田,2R,第３７回ウインビーカップ,５日目,IP,D,一般戦,確定,
202605050203,2026-05-05,02,戸田,3R,第３７回ウインビーカップ,５日目,IP,D,一般戦,確定,
202605050204,2026-05-05,02,戸田,4R,第３７回ウインビーカップ,５日目,IP,D,一般戦,確定,
202605050205,2026-05-05,02,戸田,5R,第３７回ウインビーカップ,５日目,IP,D,ウインウイン５,確定,
202605050206,2026-05-05,02,戸田,6R,第３７回ウインビーカップ,５日目,IP,D,一般戦,確定,
