レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202605250301,2026-05-25,03,江戸川,1R,秋川渓谷カップ・第５１回スポーツニッポン杯,初　日,IP,D,予選,11:14,
202605250302,2026-05-25,03,江戸川,2R,秋川渓谷カップ・第５１回スポーツニッポン杯,初　日,IP,D,予選,11:41,
202605250303,2026-05-25,03,江戸川,3R,秋川渓谷カップ・第５１回スポーツニッポン杯,初　日,IP,D,予選,12:08,
202605250304,2026-05-25,03,江戸川,4R,秋川渓谷カップ・第５１回スポーツニッポン杯,初　日,IP,D,予選,12:35,
202605250305,2026-05-25,03,江戸川,5R,秋川渓谷カップ・第５１回スポーツニッポン杯,初　日,IP,D,予選,13:02,
202605250306,2026-05-25,03,江戸川,6R,秋川渓谷カップ・第５１回スポーツニッポン杯,初　日,IP,D,予選,13:29,
202605250307,2026-05-25,03,江戸川,7R,秋川渓谷カップ・第５１回スポーツニッポン杯,初　日,IP,D,予選,13:56,
202605250308,2026-05-25,03,江戸川,8R,秋川渓谷カップ・第５１回スポーツニッポン杯,初　日,IP,D,予選,14:24,
202605250309,2026-05-25,03,江戸川,9R,秋川渓谷カップ・第５１回スポーツニッポン杯,初　日,IP,D,予選特賞,14:52,
202605250310,2026-05-25,03,江戸川,10R,秋川渓谷カップ・第５１回スポーツニッポン杯,初　日,IP,D,予選特賞,15:22,
202605250311,2026-05-25,03,江戸川,11R,秋川渓谷カップ・第５１回スポーツニッポン杯,初　日,IP,D,予選特選,15:53,
202605250312,2026-05-25,03,江戸川,12R,秋川渓谷カップ・第５１回スポーツニッポン杯,初　日,IP,D,江戸川選抜,16:25,
202605250501,2026-05-25,05,多摩川,1R,第２１回日刊ゲンダイ杯,最終日,IP,S,一般,11:40,
202605250502,2026-05-25,05,多摩川,2R,第２１回日刊ゲンダイ杯,最終日,IP,S,一般,12:12,
202605250503,2026-05-25,05,多摩川,3R,第２１回日刊ゲンダイ杯,最終日,IP,S,一般,12:44,
202605250504,2026-05-25,05,多摩川,4R,第２１回日刊ゲンダイ杯,最終日,IP,S,一般,13:16,
202605250505,2026-05-25,05,多摩川,5R,第２１回日刊ゲンダイ杯,最終日,IP,S,一般,13:45,
202605250506,2026-05-25,05,多摩川,6R,第２１回日刊ゲンダイ杯,最終日,IP,S,一般,14:12,
202605250507,2026-05-25,05,多摩川,7R,第２１回日刊ゲンダイ杯,最終日,IP,S,一般,14:41,
202605250508,2026-05-25,05,多摩川,8R,第２１回日刊ゲンダイ杯,最終日,IP,S,一般,15:12,
202605250509,2026-05-25,05,多摩川,9R,第２１回日刊ゲンダイ杯,最終日,IP,S,静波まつり選抜,15:44,
202605250510,2026-05-25,05,多摩川,10R,第２１回日刊ゲンダイ杯,最終日,IP,S,選抜戦,16:18,
202605250511,2026-05-25,05,多摩川,11R,第２１回日刊ゲンダイ杯,最終日,IP,S,選抜戦,16:48,
202605250512,2026-05-25,05,多摩川,12R,第２１回日刊ゲンダイ杯,最終日,IP,S,優勝戦,17:20,
202605250701,2026-05-25,07,蒲郡,1R,サッポロビールカップ,初　日,IP,N,予選,15:28,
202605250702,2026-05-25,07,蒲郡,2R,サッポロビールカップ,初　日,IP,N,予選,16:04,
202605250703,2026-05-25,07,蒲郡,3R,サッポロビールカップ,初　日,IP,N,予選,16:42,
202605250704,2026-05-25,07,蒲郡,4R,サッポロビールカップ,初　日,IP,N,予選,17:17,
202605250705,2026-05-25,07,蒲郡,5R,サッポロビールカップ,初　日,IP,N,予選,17:42,
202605250706,2026-05-25,07,蒲郡,6R,サッポロビールカップ,初　日,IP,N,予選,18:07,
202605250707,2026-05-25,07,蒲郡,7R,サッポロビールカップ,初　日,IP,N,予選,18:32,
202605250708,2026-05-25,07,蒲郡,8R,サッポロビールカップ,初　日,IP,N,予選,18:57,
202605250709,2026-05-25,07,蒲郡,9R,サッポロビールカップ,初　日,IP,N,予選特賞,19:23,
202605250710,2026-05-25,07,蒲郡,10R,サッポロビールカップ,初　日,IP,N,予選特賞,19:50,
202605250711,2026-05-25,07,蒲郡,11R,サッポロビールカップ,初　日,IP,N,予選特選,20:17,
202605250712,2026-05-25,07,蒲郡,12R,サッポロビールカップ,初　日,IP,N,ドリーム戦,20:45,
202605250901,2026-05-25,09,津,1R,日刊スポーツちどり杯争奪戦,最終日,IP,D,ツッキーレース,10:31,
202605250902,2026-05-25,09,津,2R,日刊スポーツちどり杯争奪戦,最終日,IP,D,一般,10:58,
202605250903,2026-05-25,09,津,3R,日刊スポーツちどり杯争奪戦,最終日,IP,D,一般,11:25,
202605250904,2026-05-25,09,津,4R,日刊スポーツちどり杯争奪戦,最終日,IP,D,一般,11:53,
202605250905,2026-05-25,09,津,5R,日刊スポーツちどり杯争奪戦,最終日,IP,D,５ールドレース,12:22,
202605250906,2026-05-25,09,津,6R,日刊スポーツちどり杯争奪戦,最終日,IP,D,一般,12:52,
202605250907,2026-05-25,09,津,7R,日刊スポーツちどり杯争奪戦,最終日,IP,D,一般,13:22,
202605250908,2026-05-25,09,津,8R,日刊スポーツちどり杯争奪戦,最終日,IP,D,一般,13:53,
202605250909,2026-05-25,09,津,9R,日刊スポーツちどり杯争奪戦,最終日,IP,D,一般特選,14:24,
202605250910,2026-05-25,09,津,10R,日刊スポーツちどり杯争奪戦,最終日,IP,D,選抜戦,15:00,
202605250911,2026-05-25,09,津,11R,日刊スポーツちどり杯争奪戦,最終日,IP,D,選抜戦,15:36,
202605250912,2026-05-25,09,津,12R,日刊スポーツちどり杯争奪戦,最終日,IP,D,優勝戦,16:15,
202605251001,2026-05-25,10,三国,1R,三国巧者決定戦,３日目,IP,M,みくにあさイチ,08:39,
202605251002,2026-05-25,10,三国,2R,三国巧者決定戦,３日目,IP,M,みくにあさガチ,09:05,
202605251003,2026-05-25,10,三国,3R,三国巧者決定戦,３日目,IP,M,みくにあさズバ,09:31,
202605251004,2026-05-25,10,三国,4R,三国巧者決定戦,３日目,IP,M,みくにあさ推し,09:57,
202605251005,2026-05-25,10,三国,5R,三国巧者決定戦,３日目,IP,M,予選,10:23,
202605251006,2026-05-25,10,三国,6R,三国巧者決定戦,３日目,IP,M,予選,10:51,
202605251007,2026-05-25,10,三国,7R,三国巧者決定戦,３日目,IP,M,予選,11:21,
202605251008,2026-05-25,10,三国,8R,三国巧者決定戦,３日目,IP,M,予選,11:55,
202605251009,2026-05-25,10,三国,9R,三国巧者決定戦,３日目,IP,M,予選特賞,12:25,
202605251010,2026-05-25,10,三国,10R,三国巧者決定戦,３日目,IP,M,予選特賞,12:55,
202605251011,2026-05-25,10,三国,11R,三国巧者決定戦,３日目,IP,M,記者特選,13:27,
202605251012,2026-05-25,10,三国,12R,三国巧者決定戦,３日目,IP,M,カニ坊選抜,14:05,
202605251101,2026-05-25,11,びわこ,1R,第７０回結核予防事業協賛　秩父宮妃記念杯,最終日,G2,D,一般,10:32,
202605251102,2026-05-25,11,びわこ,2R,第７０回結核予防事業協賛　秩父宮妃記念杯,最終日,G2,D,一般,11:00,
