レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202605160101,2026-05-16,01,桐生,1R,第５９回サンケイスポーツ杯,最終日,IP,N,一般,15:23,
202605160102,2026-05-16,01,桐生,2R,第５９回サンケイスポーツ杯,最終日,IP,N,一般,15:57,
202605160103,2026-05-16,01,桐生,3R,第５９回サンケイスポーツ杯,最終日,IP,N,一般,16:30,
202605160104,2026-05-16,01,桐生,4R,第５９回サンケイスポーツ杯,最終日,IP,N,一般,17:00,
202605160105,2026-05-16,01,桐生,5R,第５９回サンケイスポーツ杯,最終日,IP,N,一般,17:24,
202605160106,2026-05-16,01,桐生,6R,第５９回サンケイスポーツ杯,最終日,IP,N,ドラドキ目玉,17:50,
202605160107,2026-05-16,01,桐生,7R,第５９回サンケイスポーツ杯,最終日,IP,N,ドラドキ３,18:14,
202605160108,2026-05-16,01,桐生,8R,第５９回サンケイスポーツ杯,最終日,IP,N,ドラドキ５,18:40,
202605160109,2026-05-16,01,桐生,9R,第５９回サンケイスポーツ杯,最終日,IP,N,ＤＫ特選,19:09,
202605160110,2026-05-16,01,桐生,10R,第５９回サンケイスポーツ杯,最終日,IP,N,選抜戦,19:36,
202605160111,2026-05-16,01,桐生,11R,第５９回サンケイスポーツ杯,最終日,IP,N,選抜戦,20:02,
202605160112,2026-05-16,01,桐生,12R,第５９回サンケイスポーツ杯,最終日,IP,N,優勝戦,20:31,
202605160201,2026-05-16,02,戸田,1R,第４２回日本モーターボート選手会カップ,３日目,IP,D,予選,10:47,
202605160202,2026-05-16,02,戸田,2R,第４２回日本モーターボート選手会カップ,３日目,IP,D,予選,11:16,
202605160203,2026-05-16,02,戸田,3R,第４２回日本モーターボート選手会カップ,３日目,IP,D,予選,11:45,
202605160204,2026-05-16,02,戸田,4R,第４２回日本モーターボート選手会カップ,３日目,IP,D,予選,12:14,
202605160205,2026-05-16,02,戸田,5R,第４２回日本モーターボート選手会カップ,３日目,IP,D,ウインウイン５,12:44,
202605160206,2026-05-16,02,戸田,6R,第４２回日本モーターボート選手会カップ,３日目,IP,D,予選,13:14,
202605160207,2026-05-16,02,戸田,7R,第４２回日本モーターボート選手会カップ,３日目,IP,D,ウインウイン７,13:45,
202605160208,2026-05-16,02,戸田,8R,第４２回日本モーターボート選手会カップ,３日目,IP,D,予選,14:16,
202605160209,2026-05-16,02,戸田,9R,第４２回日本モーターボート選手会カップ,３日目,IP,D,戸田特賞,14:48,
202605160210,2026-05-16,02,戸田,10R,第４２回日本モーターボート選手会カップ,３日目,IP,D,戸田特賞,15:21,
202605160211,2026-05-16,02,戸田,11R,第４２回日本モーターボート選手会カップ,３日目,IP,D,戸田特選,15:55,
202605160212,2026-05-16,02,戸田,12R,第４２回日本モーターボート選手会カップ,３日目,IP,D,記者選抜戦,16:30,
202605160301,2026-05-16,03,江戸川,1R,江戸川６３４杯　モーターボート大賞,最終日,G2,D,一般,10:54,
202605160302,2026-05-16,03,江戸川,2R,江戸川６３４杯　モーターボート大賞,最終日,G2,D,一般,11:21,
202605160303,2026-05-16,03,江戸川,3R,江戸川６３４杯　モーターボート大賞,最終日,G2,D,一般,11:48,
202605160304,2026-05-16,03,江戸川,4R,江戸川６３４杯　モーターボート大賞,最終日,G2,D,一般,12:15,
202605160305,2026-05-16,03,江戸川,5R,江戸川６３４杯　モーターボート大賞,最終日,G2,D,一般,12:43,
202605160306,2026-05-16,03,江戸川,6R,江戸川６３４杯　モーターボート大賞,最終日,G2,D,一般,13:12,
202605160307,2026-05-16,03,江戸川,7R,江戸川６３４杯　モーターボート大賞,最終日,G2,D,一般,13:42,
202605160308,2026-05-16,03,江戸川,8R,江戸川６３４杯　モーターボート大賞,最終日,G2,D,一般,14:12,
202605160309,2026-05-16,03,江戸川,9R,江戸川６３４杯　モーターボート大賞,最終日,G2,D,一般,14:43,
202605160310,2026-05-16,03,江戸川,10R,江戸川６３４杯　モーターボート大賞,最終日,G2,D,特別選抜戦,15:16,
202605160311,2026-05-16,03,江戸川,11R,江戸川６３４杯　モーターボート大賞,最終日,G2,D,特別選抜戦,15:50,
202605160312,2026-05-16,03,江戸川,12R,江戸川６３４杯　モーターボート大賞,最終日,G2,D,優勝戦,16:25,
202605160401,2026-05-16,04,平和島,1R,ＢＯＡＴＢｏｙカップ,最終日,IP,S,一般,11:56,
202605160402,2026-05-16,04,平和島,2R,ＢＯＡＴＢｏｙカップ,最終日,IP,S,一般,12:26,
202605160403,2026-05-16,04,平和島,3R,ＢＯＡＴＢｏｙカップ,最終日,IP,S,一般,12:56,
202605160404,2026-05-16,04,平和島,4R,ＢＯＡＴＢｏｙカップ,最終日,IP,S,一般,13:25,
202605160405,2026-05-16,04,平和島,5R,ＢＯＡＴＢｏｙカップ,最終日,IP,S,一般,13:52,
202605160406,2026-05-16,04,平和島,6R,ＢＯＡＴＢｏｙカップ,最終日,IP,S,一般,14:28,
202605160407,2026-05-16,04,平和島,7R,ＢＯＡＴＢｏｙカップ,最終日,IP,S,一般,14:59,
202605160408,2026-05-16,04,平和島,8R,ＢＯＡＴＢｏｙカップ,最終日,IP,S,一般,15:34,
202605160409,2026-05-16,04,平和島,9R,ＢＯＡＴＢｏｙカップ,最終日,IP,S,一般特選,16:08,
202605160410,2026-05-16,04,平和島,10R,ＢＯＡＴＢｏｙカップ,最終日,IP,S,選抜,16:36,
202605160411,2026-05-16,04,平和島,11R,ＢＯＡＴＢｏｙカップ,最終日,IP,S,選抜,17:10,
202605160412,2026-05-16,04,平和島,12R,ＢＯＡＴＢｏｙカップ,最終日,IP,S,優勝戦,17:45,
202605160601,2026-05-16,06,浜名湖,1R,日伯友好記念　ブラジル杯,初　日,IP,S,予選,11:34,
202605160602,2026-05-16,06,浜名湖,2R,日伯友好記念　ブラジル杯,初　日,IP,S,予選,12:05,
202605160603,2026-05-16,06,浜名湖,3R,日伯友好記念　ブラジル杯,初　日,IP,S,予選,12:30,
202605160604,2026-05-16,06,浜名湖,4R,日伯友好記念　ブラジル杯,初　日,IP,S,ランチタイム戦,13:00,
202605160605,2026-05-16,06,浜名湖,5R,日伯友好記念　ブラジル杯,初　日,IP,S,予選,13:30,
202605160606,2026-05-16,06,浜名湖,6R,日伯友好記念　ブラジル杯,初　日,IP,S,予選,13:57,
202605160607,2026-05-16,06,浜名湖,7R,日伯友好記念　ブラジル杯,初　日,IP,S,予選,14:24,
202605160608,2026-05-16,06,浜名湖,8R,日伯友好記念　ブラジル杯,初　日,IP,S,ブレイクタイム,14:56,
202605160609,2026-05-16,06,浜名湖,9R,日伯友好記念　ブラジル杯,初　日,IP,S,予選特賞,15:26,
