レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202605240101,2026-05-24,01,桐生,1R,第９回赤城カントリー倶楽部杯,最終日,IP,N,一般,15:23,
202605240102,2026-05-24,01,桐生,2R,第９回赤城カントリー倶楽部杯,最終日,IP,N,一般,15:55,
202605240103,2026-05-24,01,桐生,3R,第９回赤城カントリー倶楽部杯,最終日,IP,N,一般,16:27,
202605240104,2026-05-24,01,桐生,4R,第９回赤城カントリー倶楽部杯,最終日,IP,N,一般,17:06,
202605240105,2026-05-24,01,桐生,5R,第９回赤城カントリー倶楽部杯,最終日,IP,N,一般,17:30,
202605240106,2026-05-24,01,桐生,6R,第９回赤城カントリー倶楽部杯,最終日,IP,N,ドラドキ目玉,17:57,
202605240107,2026-05-24,01,桐生,7R,第９回赤城カントリー倶楽部杯,最終日,IP,N,ドラドキ３,18:21,
202605240108,2026-05-24,01,桐生,8R,第９回赤城カントリー倶楽部杯,最終日,IP,N,ドラドキ５,18:47,
202605240109,2026-05-24,01,桐生,9R,第９回赤城カントリー倶楽部杯,最終日,IP,N,ＤＫ特選,19:16,
202605240110,2026-05-24,01,桐生,10R,第９回赤城カントリー倶楽部杯,最終日,IP,N,選抜戦,19:43,
202605240111,2026-05-24,01,桐生,11R,第９回赤城カントリー倶楽部杯,最終日,IP,N,選抜戦,20:09,
202605240112,2026-05-24,01,桐生,12R,第９回赤城カントリー倶楽部杯,最終日,IP,N,優勝戦,20:38,
202605240501,2026-05-24,05,多摩川,1R,第２１回日刊ゲンダイ杯,５日目,IP,S,一般,11:40,
202605240502,2026-05-24,05,多摩川,2R,第２１回日刊ゲンダイ杯,５日目,IP,S,一般,12:12,
202605240503,2026-05-24,05,多摩川,3R,第２１回日刊ゲンダイ杯,５日目,IP,S,一般,12:44,
202605240504,2026-05-24,05,多摩川,4R,第２１回日刊ゲンダイ杯,５日目,IP,S,一般,13:16,
202605240505,2026-05-24,05,多摩川,5R,第２１回日刊ゲンダイ杯,５日目,IP,S,一般,13:45,
202605240506,2026-05-24,05,多摩川,6R,第２１回日刊ゲンダイ杯,５日目,IP,S,一般,14:12,
202605240507,2026-05-24,05,多摩川,7R,第２１回日刊ゲンダイ杯,５日目,IP,S,一般,14:41,
202605240508,2026-05-24,05,多摩川,8R,第２１回日刊ゲンダイ杯,５日目,IP,S,一般,15:12,
202605240509,2026-05-24,05,多摩川,9R,第２１回日刊ゲンダイ杯,５日目,IP,S,一般,15:44,
202605240510,2026-05-24,05,多摩川,10R,第２１回日刊ゲンダイ杯,５日目,IP,S,準優勝戦,16:18,
202605240511,2026-05-24,05,多摩川,11R,第２１回日刊ゲンダイ杯,５日目,IP,S,準優勝戦,16:48,
202605240512,2026-05-24,05,多摩川,12R,第２１回日刊ゲンダイ杯,５日目,IP,S,準優勝戦,17:20,
202605240801,2026-05-24,08,常滑,1R,にっぽん未来プロジェクト競走ｉｎとこなめ,最終日,IP,D,朝トコ小判Ｒ,10:31,
202605240802,2026-05-24,08,常滑,2R,にっぽん未来プロジェクト競走ｉｎとこなめ,最終日,IP,D,一般,10:56,
202605240803,2026-05-24,08,常滑,3R,にっぽん未来プロジェクト競走ｉｎとこなめ,最終日,IP,D,一般,11:23,
202605240804,2026-05-24,08,常滑,4R,にっぽん未来プロジェクト競走ｉｎとこなめ,最終日,IP,D,一般,11:50,
202605240805,2026-05-24,08,常滑,5R,にっぽん未来プロジェクト競走ｉｎとこなめ,最終日,IP,D,一般特選,12:17,
202605240806,2026-05-24,08,常滑,6R,にっぽん未来プロジェクト競走ｉｎとこなめ,最終日,IP,D,昼トコ小判Ｒ,12:46,
202605240807,2026-05-24,08,常滑,7R,にっぽん未来プロジェクト競走ｉｎとこなめ,最終日,IP,D,一般,13:19,
202605240808,2026-05-24,08,常滑,8R,にっぽん未来プロジェクト競走ｉｎとこなめ,最終日,IP,D,一般,13:51,
202605240809,2026-05-24,08,常滑,9R,にっぽん未来プロジェクト競走ｉｎとこなめ,最終日,IP,D,一般,14:19,
202605240810,2026-05-24,08,常滑,10R,にっぽん未来プロジェクト競走ｉｎとこなめ,最終日,IP,D,選抜戦,14:50,
202605240811,2026-05-24,08,常滑,11R,にっぽん未来プロジェクト競走ｉｎとこなめ,最終日,IP,D,選抜戦,15:18,
202605240812,2026-05-24,08,常滑,12R,にっぽん未来プロジェクト競走ｉｎとこなめ,最終日,IP,D,優勝戦,15:56,
202605240901,2026-05-24,09,津,1R,日刊スポーツちどり杯争奪戦,５日目,IP,D,ツッキーレース,10:31,
202605240902,2026-05-24,09,津,2R,日刊スポーツちどり杯争奪戦,５日目,IP,D,一般,10:58,
202605240903,2026-05-24,09,津,3R,日刊スポーツちどり杯争奪戦,５日目,IP,D,一般,11:25,
202605240904,2026-05-24,09,津,4R,日刊スポーツちどり杯争奪戦,５日目,IP,D,一般,11:53,
202605240905,2026-05-24,09,津,5R,日刊スポーツちどり杯争奪戦,５日目,IP,D,５ールドレース,12:22,
202605240906,2026-05-24,09,津,6R,日刊スポーツちどり杯争奪戦,５日目,IP,D,一般,12:52,
