レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202605090501,2026-05-09,05,多摩川,1R,第２１回マンスリーＢＯＡＴＲＡＣＥ杯,４日目,IP,S,予選,11:40,
202605090502,2026-05-09,05,多摩川,2R,第２１回マンスリーＢＯＡＴＲＡＣＥ杯,４日目,IP,S,予選,12:08,
202605090503,2026-05-09,05,多摩川,3R,第２１回マンスリーＢＯＡＴＲＡＣＥ杯,４日目,IP,S,予選,12:39,
202605090504,2026-05-09,05,多摩川,4R,第２１回マンスリーＢＯＡＴＲＡＣＥ杯,４日目,IP,S,予選,13:07,
202605090505,2026-05-09,05,多摩川,5R,第２１回マンスリーＢＯＡＴＲＡＣＥ杯,４日目,IP,S,予選,13:41,
202605090506,2026-05-09,05,多摩川,6R,第２１回マンスリーＢＯＡＴＲＡＣＥ杯,４日目,IP,S,予選,14:09,
202605090507,2026-05-09,05,多摩川,7R,第２１回マンスリーＢＯＡＴＲＡＣＥ杯,４日目,IP,S,予選,14:38,
202605090508,2026-05-09,05,多摩川,8R,第２１回マンスリーＢＯＡＴＲＡＣＥ杯,４日目,IP,S,予選,15:12,
202605090509,2026-05-09,05,多摩川,9R,第２１回マンスリーＢＯＡＴＲＡＣＥ杯,４日目,IP,S,予選特賞,15:45,
202605090510,2026-05-09,05,多摩川,10R,第２１回マンスリーＢＯＡＴＲＡＣＥ杯,４日目,IP,S,予選特賞,16:17,
202605090511,2026-05-09,05,多摩川,11R,第２１回マンスリーＢＯＡＴＲＡＣＥ杯,４日目,IP,S,予選特選,16:48,
202605090512,2026-05-09,05,多摩川,12R,第２１回マンスリーＢＯＡＴＲＡＣＥ杯,４日目,IP,S,記者選抜戦,17:20,
202605090901,2026-05-09,09,津,1R,三交マキシーカップ,初　日,G3,D,ツッキーレース,10:39,
202605090902,2026-05-09,09,津,2R,三交マキシーカップ,初　日,G3,D,予選,11:07,
202605090903,2026-05-09,09,津,3R,三交マキシーカップ,初　日,G3,D,予選,11:37,
202605090904,2026-05-09,09,津,4R,三交マキシーカップ,初　日,G3,D,予選,12:07,
202605090905,2026-05-09,09,津,5R,三交マキシーカップ,初　日,G3,D,５ールドレース,12:38,
202605090906,2026-05-09,09,津,6R,三交マキシーカップ,初　日,G3,D,予選,13:09,
202605090907,2026-05-09,09,津,7R,三交マキシーカップ,初　日,G3,D,予選,13:40,
202605090908,2026-05-09,09,津,8R,三交マキシーカップ,初　日,G3,D,予選,14:14,
202605090909,2026-05-09,09,津,9R,三交マキシーカップ,初　日,G3,D,予選,14:48,
202605090910,2026-05-09,09,津,10R,三交マキシーカップ,初　日,G3,D,予選特賞,15:23,
202605090911,2026-05-09,09,津,11R,三交マキシーカップ,初　日,G3,D,予選特選,15:58,
202605090912,2026-05-09,09,津,12R,三交マキシーカップ,初　日,G3,D,ドリーム戦,16:35,
202605091101,2026-05-09,11,びわこ,1R,サンケイスポーツ杯争奪　第４８回さざなみ賞,初　日,IP,D,予選,10:31,
202605091102,2026-05-09,11,びわこ,2R,サンケイスポーツ杯争奪　第４８回さざなみ賞,初　日,IP,D,予選,10:58,
202605091103,2026-05-09,11,びわこ,3R,サンケイスポーツ杯争奪　第４８回さざなみ賞,初　日,IP,D,予選,11:30,
202605091104,2026-05-09,11,びわこ,4R,サンケイスポーツ杯争奪　第４８回さざなみ賞,初　日,IP,D,予選,12:02,
202605091105,2026-05-09,11,びわこ,5R,サンケイスポーツ杯争奪　第４８回さざなみ賞,初　日,IP,D,予選,12:36,
202605091106,2026-05-09,11,びわこ,6R,サンケイスポーツ杯争奪　第４８回さざなみ賞,初　日,IP,D,予選,13:13,
202605091107,2026-05-09,11,びわこ,7R,サンケイスポーツ杯争奪　第４８回さざなみ賞,初　日,IP,D,予選,13:44,
202605091108,2026-05-09,11,びわこ,8R,サンケイスポーツ杯争奪　第４８回さざなみ賞,初　日,IP,D,予選,14:11,
202605091109,2026-05-09,11,びわこ,9R,サンケイスポーツ杯争奪　第４８回さざなみ賞,初　日,IP,D,予選特賞,14:42,
202605091110,2026-05-09,11,びわこ,10R,サンケイスポーツ杯争奪　第４８回さざなみ賞,初　日,IP,D,予選特賞,15:10,
202605091111,2026-05-09,11,びわこ,11R,サンケイスポーツ杯争奪　第４８回さざなみ賞,初　日,IP,D,予選特選,15:54,
202605091112,2026-05-09,11,びわこ,12R,サンケイスポーツ杯争奪　第４８回さざなみ賞,初　日,IP,D,サンスポＤＲ,16:28,
202605091301,2026-05-09,13,尼崎,1R,第５８回報知金杯争奪　六甲賞競走,最終日,IP,D,朝からセンプル,10:34,
202605091302,2026-05-09,13,尼崎,2R,第５８回報知金杯争奪　六甲賞競走,最終日,IP,D,一般,11:02,
202605091303,2026-05-09,13,尼崎,3R,第５８回報知金杯争奪　六甲賞競走,最終日,IP,D,一般,11:25,
202605091304,2026-05-09,13,尼崎,4R,第５８回報知金杯争奪　六甲賞競走,最終日,IP,D,一般,11:48,
202605091305,2026-05-09,13,尼崎,5R,第５８回報知金杯争奪　六甲賞競走,最終日,IP,D,一般,12:20,
202605091306,2026-05-09,13,尼崎,6R,第５８回報知金杯争奪　六甲賞競走,最終日,IP,D,昼どきピンクル,12:53,
202605091307,2026-05-09,13,尼崎,7R,第５８回報知金杯争奪　六甲賞競走,最終日,IP,D,一般,13:27,
202605091308,2026-05-09,13,尼崎,8R,第５８回報知金杯争奪　六甲賞競走,最終日,IP,D,一般,14:06,
202605091309,2026-05-09,13,尼崎,9R,第５８回報知金杯争奪　六甲賞競走,最終日,IP,D,一般,14:36,
202605091310,2026-05-09,13,尼崎,10R,第５８回報知金杯争奪　六甲賞競走,最終日,IP,D,特別選抜戦,15:06,
202605091311,2026-05-09,13,尼崎,11R,第５８回報知金杯争奪　六甲賞競走,最終日,IP,D,特別選抜戦,15:41,
