レースコード,レース日,レース場,レース回,締切時刻,取得日時,状態,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト
202511240201,2025-11-24,02,01R,,backfill-from-daily,,52.0,0.0,6.7,-0.5,52.0,0.0,6.71,-0.5,54.7,0.0,6.74,-0.5,52.3,0.0,6.82,-0.5,52.1,0.0,6.73,0.0,52.3,0.0,6.85,-0.5
202511240202,2025-11-24,02,02R,,backfill-from-daily,,53.7,0.0,6.78,-0.5,56.0,0.0,6.74,-0.5,54.8,0.0,6.75,-0.5,52.7,0.0,6.86,-0.5,53.3,0.0,6.75,-0.5,52.8,0.0,6.78,-0.5
202511240203,2025-11-24,02,03R,,backfill-from-daily,,53.5,0.0,6.72,-0.5,52.1,0.0,6.79,-0.5,52.1,0.0,6.73,0.0,52.0,0.0,6.87,0.0,52.4,0.0,6.85,-0.5,54.5,0.0,6.76,-0.5
202511240204,2025-11-24,02,04R,,backfill-from-daily,,53.1,0.0,6.81,-0.5,52.0,0.0,6.78,-0.5,53.1,0.0,6.69,-0.5,52.0,0.0,6.72,0.0,52.0,0.0,6.67,-0.5,56.2,0.0,6.82,-0.5
202511240205,2025-11-24,02,05R,,backfill-from-daily,,52.8,0.0,6.75,-0.5,52.2,0.0,6.76,-0.5,52.0,0.0,6.68,-0.5,52.7,0.0,6.71,-0.5,56.2,0.0,6.8,-0.5,54.3,0.0,6.93,0.0
202511240206,2025-11-24,02,06R,,backfill-from-daily,,52.5,0.0,6.72,-0.5,52.8,0.0,6.71,-0.5,52.7,0.0,6.79,-0.5,51.0,1.0,6.79,-0.5,56.3,0.0,6.84,-0.5,54.8,0.0,6.8,-0.5
202511240207,2025-11-24,02,07R,,backfill-from-daily,,52.1,0.0,6.75,-0.5,54.8,0.0,6.72,-0.5,52.0,0.0,6.72,0.0,53.7,0.0,6.84,-0.5,52.0,0.0,6.81,-0.5,52.3,0.0,6.9,-0.5
202511240208,2025-11-24,02,08R,,backfill-from-daily,,52.1,0.0,6.72,0.0,52.3,0.0,6.71,-0.5,52.5,0.0,6.73,-0.5,52.6,0.0,6.7,0.0,56.0,0.0,6.79,-0.5,52.5,0.0,6.83,-0.5
202511240209,2025-11-24,02,09R,,backfill-from-daily,,53.3,0.0,6.74,-0.5,52.0,0.0,6.74,-0.5,52.5,0.0,6.73,-0.5,54.7,0.0,6.76,-0.5,52.1,0.0,6.75,-0.5,52.0,0.0,6.76,-0.5
202511240210,2025-11-24,02,10R,,backfill-from-daily,,52.0,0.0,6.73,-0.5,52.8,0.0,6.72,-0.5,56.2,0.0,6.77,-0.5,52.0,0.0,6.8,-0.5,51.0,1.0,6.78,-0.5,53.1,0.0,6.73,-0.5
202511240211,2025-11-24,02,11R,,backfill-from-daily,,52.0,0.0,6.74,-0.5,52.0,0.0,6.77,-0.5,52.2,0.0,6.88,-0.5,52.7,0.0,6.77,-0.5,52.0,0.0,6.71,-0.5,52.6,0.0,6.81,-0.5
202511240212,2025-11-24,02,12R,,backfill-from-daily,,52.7,0.0,6.78,-0.5,52.3,0.0,6.81,-0.5,56.2,0.0,6.78,-0.5,52.1,0.0,6.78,0.0,52.5,0.0,6.73,-0.5,56.3,0.0,6.75,-0.5
202511240301,2025-11-24,03,01R,,backfill-from-daily,,52.9,0.0,6.92,0.5,52.9,0.0,6.87,-0.5,52.0,0.0,6.86,0.0,56.1,0.0,6.95,0.5,53.1,0.0,7.02,0.0,49.8,0.0,6.83,0.0
202511240302,2025-11-24,03,02R,,backfill-from-daily,,52.3,0.0,6.88,0.0,52.9,0.0,6.84,0.0,52.1,0.0,6.73,1.0,54.7,0.0,6.79,-0.5,,,,,46.5,0.5,6.87,0.5
202511240303,2025-11-24,03,03R,,backfill-from-daily,,53.2,0.0,6.82,0.5,52.0,0.0,6.9,0.5,54.6,0.0,6.88,0.0,51.5,0.5,6.88,-0.5,52.0,0.0,6.79,0.5,46.5,0.5,6.85,1.0
202511240304,2025-11-24,03,04R,,backfill-from-daily,,45.0,2.0,6.81,0.0,54.1,0.0,6.83,0.5,52.0,0.0,6.89,1.0,52.7,0.0,6.71,0.5,55.1,0.0,6.93,0.5,51.0,1.0,6.88,0.5
202511240305,2025-11-24,03,05R,,backfill-from-daily,,54.2,0.0,6.72,0.5,52.9,0.0,6.89,0.5,52.0,0.0,6.89,0.5,47.0,0.0,6.84,0.5,55.2,0.0,6.95,0.5,44.0,3.0,6.93,0.5
202511240306,2025-11-24,03,06R,,backfill-from-daily,,52.0,0.0,6.8,0.5,53.7,0.0,6.94,0.5,56.1,0.0,6.93,0.5,52.0,0.0,6.89,0.5,51.0,1.0,7.03,0.0,43.5,3.5,6.89,0.5
202511240307,2025-11-24,03,07R,,backfill-from-daily,,46.0,1.0,6.94,0.5,52.1,0.0,6.93,1.0,53.9,0.0,7.0,0.5,53.2,0.0,6.97,0.5,53.8,0.0,6.95,0.5,52.0,0.0,6.99,0.0
202511240308,2025-11-24,03,08R,,backfill-from-daily,,52.0,0.0,6.93,0.5,55.1,0.0,7.01,0.5,52.5,0.0,6.96,0.5,53.1,0.0,7.06,0.0,46.5,0.5,7.05,0.0,52.0,0.0,6.85,0.5
202511240309,2025-11-24,03,09R,,backfill-from-daily,,54.2,0.0,7.03,0.5,53.2,0.0,6.94,0.0,49.8,0.0,7.25,0.5,52.3,0.0,6.93,0.5,52.7,0.0,6.98,0.5,54.0,0.0,7.14,0.0
202511240310,2025-11-24,03,10R,,backfill-from-daily,,55.2,0.0,7.15,0.5,52.0,0.0,7.13,0.5,56.4,0.0,7.14,1.0,45.0,2.0,7.03,0.0,51.5,0.5,7.08,0.5,51.0,1.0,7.06,0.0
202511240311,2025-11-24,03,11R,,backfill-from-daily,,53.2,0.0,7.03,0.5,52.0,0.0,7.12,0.5,46.5,0.5,7.15,1.0,55.9,0.0,7.05,0.5,54.2,0.0,7.11,0.5,53.8,0.0,7.04,0.0
202511240312,2025-11-24,03,12R,,backfill-from-daily,,54.1,0.0,7.09,0.5,52.5,0.0,7.19,0.0,46.0,1.0,7.1,0.5,52.0,0.0,7.16,0.5,52.7,0.0,7.12,0.5,,,,
202511240501,2025-11-24,05,01R,,backfill-from-daily,,52.4,0.0,6.76,-0.5,51.0,1.0,6.74,-0.5,53.1,0.0,6.8,-0.5,53.0,0.0,6.7,0.0,52.5,0.0,6.72,-0.5,53.0,0.0,6.79,0.0
202511240502,2025-11-24,05,02R,,backfill-from-daily,,56.2,0.0,6.73,-0.5,55.6,0.0,6.72,-0.5,52.7,0.0,6.7,-0.5,54.2,0.0,6.71,-0.5,53.9,0.0,6.71,-0.5,52.3,0.0,6.6,-0.5
202511240503,2025-11-24,05,03R,,backfill-from-daily,,53.3,0.0,6.69,-0.5,52.0,0.0,6.59,-0.5,53.8,0.0,6.7,-0.5,54.0,0.0,6.66,-0.5,52.0,0.0,6.67,-0.5,53.2,0.0,6.71,-0.5
202511240504,2025-11-24,05,04R,,backfill-from-daily,,52.5,0.0,6.82,-0.5,52.0,0.0,6.79,-0.5,57.2,0.0,6.76,-0.5,52.4,0.0,6.69,-0.5,52.0,0.0,6.68,-0.5,52.0,0.0,6.73,-0.5
202511240505,2025-11-24,05,05R,,backfill-from-daily,,52.5,0.0,6.77,-0.5,52.0,0.0,6.75,-0.5,52.3,0.0,6.77,-0.5,52.0,0.0,6.78,-0.5,54.4,0.0,6.72,-0.5,55.9,0.0,6.75,-0.5
202511240506,2025-11-24,05,06R,,backfill-from-daily,,52.1,0.0,6.64,-0.5,53.8,0.0,6.74,-0.5,53.0,0.0,6.67,0.0,52.0,0.0,6.79,-0.5,52.4,0.0,6.81,-0.5,52.0,0.0,6.69,-0.5
202511240507,2025-11-24,05,07R,,backfill-from-daily,,53.8,0.0,6.75,-0.5,53.9,0.0,6.8,-0.5,53.8,0.0,6.76,0.0,55.6,0.0,6.77,-0.5,54.0,0.0,6.76,-0.5,52.1,0.0,6.61,-0.5
202511240508,2025-11-24,05,08R,,backfill-from-daily,,52.4,0.0,6.67,-0.5,55.9,0.0,6.71,-0.5,53.0,0.0,6.68,0.0,52.7,0.0,6.7,-0.5,52.0,0.0,6.74,-0.5,56.0,0.0,6.7,-0.5
202511240509,2025-11-24,05,09R,,backfill-from-daily,,52.3,0.0,6.7,-0.5,52.0,0.0,6.7,-0.5,54.4,0.0,6.69,-0.5,51.0,1.0,6.76,-0.5,52.0,0.0,6.72,-0.5,53.3,0.0,6.81,-0.5
202511240510,2025-11-24,05,10R,,backfill-from-daily,,52.0,0.0,6.67,-0.5,52.0,0.0,6.71,-0.5,52.0,0.0,6.8,-0.5,52.3,0.0,6.75,-0.5,54.0,0.0,6.74,-0.5,52.5,0.0,6.71,-0.5
202511240511,2025-11-24,05,11R,,backfill-from-daily,,52.1,0.0,6.63,-0.5,52.0,0.0,6.68,-0.5,54.2,0.0,6.69,-0.5,53.0,0.0,6.75,0.0,52.0,0.0,6.74,-0.5,53.8,0.0,6.74,-0.5
202511240512,2025-11-24,05,12R,,backfill-from-daily,,52.0,0.0,6.66,-0.5,51.5,0.5,6.66,-0.5,57.2,0.0,6.71,-0.5,53.0,0.0,6.67,-0.5,52.2,0.0,6.76,-0.5,55.8,0.0,6.73,-0.5
202511240701,2025-11-24,07,01R,,backfill-from-daily,,54.2,0.0,6.7,-0.5,52.1,0.0,6.68,0.0,50.0,2.0,6.61,-0.5,56.1,0.0,6.65,-0.5,54.1,0.0,6.72,-0.5,53.8,0.0,6.67,0.0
202511240702,2025-11-24,07,02R,,backfill-from-daily,,54.2,0.0,6.65,-0.5,52.0,0.0,6.63,-0.5,56.3,0.0,6.68,-0.5,55.5,0.0,6.64,-0.5,52.4,0.0,6.67,-0.5,52.0,0.0,6.58,-0.5
202511240703,2025-11-24,07,03R,,backfill-from-daily,,54.2,0.0,6.67,-0.5,52.0,0.0,6.64,-0.5,52.0,0.0,6.65,0.0,52.0,0.0,6.58,0.0,58.2,0.0,6.63,-0.5,50.0,2.0,6.64,-0.5
202511240704,2025-11-24,07,04R,,backfill-from-daily,,52.0,0.0,6.65,-0.5,52.0,0.0,6.59,-0.5,55.5,0.0,6.71,0.0,52.1,0.0,6.69,-0.5,52.3,0.0,6.63,-0.5,54.6,0.0,6.74,-0.5
202511240705,2025-11-24,07,05R,,backfill-from-daily,,54.6,0.0,6.74,-0.5,59.1,0.0,6.77,-0.5,52.0,0.0,6.66,-0.5,54.8,0.0,6.68,-0.5,51.0,1.0,6.76,0.0,52.0,0.0,6.64,0.5
