レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607270101,2026-07-27,01,1R,daily,61.86,21.91,40.36,8.44,50.93,6.92,50.0,10.84,50.0,4.2,52.31,50.78,17.99,42.32,8.85,56.06,7.62,50.0,10.84,50.0,4.2,49.49,50.46,17.87,44.28,9.26,44.68,6.07,50.0,10.84,50.0,4.2,48.24,50.1,17.75,46.24,9.67,51.07,6.94,50.0,10.84,50.0,4.2,49.39,45.85,16.24,44.28,9.26,50.86,6.91,50.0,10.84,50.0,4.2,47.45,40.84,14.47,38.4,8.03,53.68,7.29,50.0,10.84,50.0,4.2,44.83
202607270102,2026-07-27,01,2R,daily,61.24,21.7,40.36,8.44,32.58,4.43,50.0,10.84,50.0,4.2,49.6,48.94,17.34,44.28,9.26,46.05,6.26,50.0,10.84,50.0,4.2,47.89,51.68,18.31,42.32,8.85,67.35,9.15,50.0,10.84,50.0,4.2,51.35,48.26,17.1,42.32,8.85,26.55,3.61,50.0,10.84,50.0,4.2,44.59,47.69,16.89,46.24,9.67,22.54,3.06,50.0,10.84,50.0,4.2,44.66,42.06,14.9,50.16,10.49,36.35,4.94,50.0,10.84,50.0,4.2,45.37
202607270103,2026-07-27,01,3R,daily,61.97,21.95,42.32,8.85,55.29,7.51,50.0,10.84,50.0,4.2,53.35,48.38,17.14,54.08,11.31,55.47,7.54,50.0,10.84,50.0,4.2,51.02,51.12,18.11,44.28,9.26,41.83,5.68,50.0,10.84,50.0,4.2,48.09,48.31,17.11,44.28,9.26,48.17,6.54,50.0,10.84,50.0,4.2,47.96,47.72,16.91,46.24,9.67,55.43,7.53,50.0,10.84,50.0,4.2,49.15,42.39,15.02,42.32,8.85,51.78,7.03,50.0,10.84,50.0,4.2,45.94
202607270104,2026-07-27,01,4R,daily,63.38,22.45,30.56,6.39,45.27,6.15,50.0,10.84,50.0,4.2,50.03,49.56,17.56,48.2,10.08,42.28,5.74,50.0,10.84,50.0,4.2,48.42,47.7,16.9,46.24,9.67,52.65,7.15,50.0,10.84,50.0,4.2,48.76,51.32,18.18,34.48,7.21,58.67,7.97,50.0,10.84,50.0,4.2,48.4,44.93,15.92,44.28,9.26,48.3,6.56,50.0,10.84,50.0,4.2,46.78,42.98,15.23,56.04,11.72,60.5,8.22,50.0,10.84,50.0,4.2,50.2
202607270105,2026-07-27,01,5R,daily,63.38,22.45,48.2,10.08,37.02,5.03,50.0,10.84,50.0,4.2,52.6,49.25,17.45,52.12,10.9,42.56,5.78,50.0,10.84,50.0,4.2,49.17,49.23,17.44,44.28,9.26,50.86,6.91,50.0,10.84,50.0,4.2,48.65,50.71,17.96,38.4,8.03,53.68,7.29,50.0,10.84,50.0,4.2,48.32,45.55,16.13,42.32,8.85,44.1,5.99,50.0,10.84,50.0,4.2,46.01,41.76,14.79,50.16,10.49,49.4,6.71,50.0,10.84,50.0,4.2,47.03
202607270106,2026-07-27,01,6R,daily,80.39,28.48,50.16,10.49,57.89,7.86,50.0,10.84,50.0,4.2,61.87,43.47,15.4,46.24,9.67,22.54,3.06,50.0,10.84,50.0,4.2,43.17,44.06,15.61,44.28,9.26,46.05,6.26,50.0,10.84,50.0,4.2,46.16,46.16,16.35,40.36,8.44,50.93,6.92,50.0,10.84,50.0,4.2,46.75,44.34,15.71,48.2,10.08,34.83,4.73,50.0,10.84,50.0,4.2,45.56,41.46,14.69,42.32,8.85,46.83,6.36,50.0,10.84,50.0,4.2,44.94
202607270107,2026-07-27,01,7R,daily,77.69,27.52,48.2,10.08,65.98,8.96,50.0,10.84,50.0,4.2,61.61,43.81,15.52,42.32,8.85,67.35,9.15,50.0,10.84,50.0,4.2,48.56,50.61,17.93,52.12,10.9,44.41,6.03,50.0,10.84,50.0,4.2,49.9,44.98,15.93,42.32,8.85,56.06,7.62,50.0,10.84,50.0,4.2,47.44,42.53,15.07,42.32,8.85,51.78,7.03,50.0,10.84,50.0,4.2,45.99,40.24,14.26,42.32,8.85,26.55,3.61,50.0,10.84,50.0,4.2,41.75
202607270108,2026-07-27,01,8R,daily,70.41,24.94,50.16,10.49,38.66,5.25,50.0,10.84,50.0,4.2,55.73,43.52,15.42,46.24,9.67,51.07,6.94,50.0,10.84,50.0,4.2,47.07,46.31,16.41,44.28,9.26,48.3,6.56,50.0,10.84,50.0,4.2,47.27,47.19,16.72,34.48,7.21,45.4,6.17,50.0,10.84,50.0,4.2,45.14,51.27,18.16,48.2,10.08,42.28,5.74,50.0,10.84,50.0,4.2,49.03,41.18,14.59,44.28,9.26,48.17,6.54,50.0,10.84,50.0,4.2,45.43
202607270109,2026-07-27,01,9R,daily,71.2,25.22,50.16,10.49,36.35,4.94,50.0,10.84,50.0,4.2,55.69,46.99,16.64,46.24,9.67,32.88,4.47,50.0,10.84,50.0,4.2,45.82,47.91,16.97,42.32,8.85,44.1,5.99,50.0,10.84,50.0,4.2,46.85,47.23,16.73,44.28,9.26,44.68,6.07,50.0,10.84,50.0,4.2,47.1,45.38,16.07,44.28,9.26,41.83,5.68,50.0,10.84,50.0,4.2,46.06,41.18,14.59,34.48,7.21,58.67,7.97,50.0,10.84,50.0,4.2,44.81
202607270110,2026-07-27,01,10R,daily,75.77,26.84,56.04,11.72,60.5,8.22,50.0,10.84,50.0,4.2,61.82,46.71,16.55,46.24,9.67,55.43,7.53,50.0,10.84,50.0,4.2,48.79,45.11,15.98,48.2,10.08,37.02,5.03,50.0,10.84,50.0,4.2,46.13,47.58,16.86,50.16,10.49,57.89,7.86,50.0,10.84,50.0,4.2,50.25,43.83,15.53,52.12,10.9,42.56,5.78,50.0,10.84,50.0,4.2,47.25,40.88,14.48,42.32,8.85,55.29,7.51,50.0,10.84,50.0,4.2,45.88
