レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607300401,2026-07-30,04,1R,daily,62.85,18.88,42.31,11.73,34.92,4.34,50.0,10.47,50.0,4.44,49.86,49.1,14.75,44.76,12.41,46.59,5.79,50.0,10.47,50.0,4.44,47.85,50.61,15.21,44.76,12.41,42.18,5.24,50.0,10.47,50.0,4.44,47.76,50.32,15.12,30.06,8.33,56.44,7.01,50.0,10.47,50.0,4.44,45.37,45.78,13.76,54.56,15.12,39.31,4.88,50.0,10.47,50.0,4.44,48.67,41.31,12.41,30.06,8.33,33.56,4.17,50.0,10.47,50.0,4.44,39.82
202607300402,2026-07-30,04,2R,daily,65.82,19.78,34.96,9.69,42.62,5.29,50.0,10.47,50.0,4.44,49.67,48.25,14.5,52.11,14.44,54.83,6.81,50.0,10.47,50.0,4.44,50.66,52.72,15.84,42.31,11.73,64.12,7.96,50.0,10.47,50.0,4.44,50.44,48.63,14.61,30.06,8.33,57.72,7.17,50.0,10.47,50.0,4.44,45.02,43.66,13.12,34.96,9.69,49.82,6.19,50.0,10.47,50.0,4.44,43.9,40.89,12.28,34.96,9.69,47.4,5.89,50.0,10.47,50.0,4.44,42.77
202607300403,2026-07-30,04,3R,daily,61.59,18.5,34.96,9.69,48.99,6.08,50.0,10.47,50.0,4.44,49.19,51.64,15.51,66.81,18.52,46.32,5.75,50.0,10.47,50.0,4.44,54.69,53.15,15.97,47.21,13.09,42.68,5.3,50.0,10.47,50.0,4.44,49.26,48.2,14.48,49.66,13.76,79.33,9.85,50.0,10.47,50.0,4.44,53.01,44.93,13.5,32.51,9.01,56.87,7.06,50.0,10.47,50.0,4.44,44.48,40.47,12.16,52.11,14.44,45.04,5.59,50.0,10.47,50.0,4.44,47.1
202607300404,2026-07-30,04,4R,daily,66.24,19.9,37.41,10.37,68.89,8.55,50.0,10.47,50.0,4.44,53.74,50.79,15.26,37.41,10.37,53.23,6.61,50.0,10.47,50.0,4.44,47.15,51.87,15.59,47.21,13.09,56.39,7.0,50.0,10.47,50.0,4.44,50.58,46.51,13.97,47.21,13.09,42.99,5.34,50.0,10.47,50.0,4.44,47.31,42.81,12.86,47.21,13.09,45.84,5.69,50.0,10.47,50.0,4.44,46.55,41.73,12.54,57.01,15.8,51.05,6.34,50.0,10.47,50.0,4.44,49.59
202607300405,2026-07-30,04,5R,daily,78.71,23.65,47.21,13.09,55.42,6.88,50.0,10.47,50.0,4.44,58.53,45.66,13.72,44.76,12.41,49.83,6.19,50.0,10.47,50.0,4.44,47.22,45.9,13.79,37.41,10.37,54.96,6.82,50.0,10.47,50.0,4.44,45.89,48.57,14.59,44.76,12.41,42.18,5.24,50.0,10.47,50.0,4.44,47.15,41.1,12.35,30.06,8.33,33.56,4.17,50.0,10.47,50.0,4.44,39.76,40.03,12.03,52.11,14.44,31.17,3.87,50.0,10.47,50.0,4.44,45.25
202607300406,2026-07-30,04,6R,daily,66.91,20.1,54.56,15.12,95.58,11.87,50.0,10.47,50.0,4.44,62.01,49.87,14.98,47.21,13.09,63.29,7.86,50.0,10.47,50.0,4.44,50.84,50.53,15.18,32.51,9.01,57.66,7.16,50.0,10.47,50.0,4.44,46.26,47.31,14.21,34.96,9.69,42.62,5.29,50.0,10.47,50.0,4.44,44.11,45.31,13.61,30.06,8.33,57.72,7.17,50.0,10.47,50.0,4.44,44.02,40.03,12.03,54.56,15.12,56.39,7.0,50.0,10.47,50.0,4.44,49.06
202607300407,2026-07-30,04,7R,daily,61.44,18.46,32.51,9.01,56.87,7.06,50.0,10.47,50.0,4.44,49.44,53.66,16.12,49.66,13.76,54.47,6.76,50.0,10.47,50.0,4.44,51.56,51.37,15.44,42.31,11.73,34.92,4.34,50.0,10.47,50.0,4.44,46.41,47.31,14.21,49.66,13.76,57.1,7.09,50.0,10.47,50.0,4.44,49.98,46.15,13.87,34.96,9.69,47.4,5.89,50.0,10.47,50.0,4.44,44.35,40.03,12.03,47.21,13.09,63.09,7.83,50.0,10.47,50.0,4.44,47.86
202607300408,2026-07-30,04,8R,daily,70.91,21.3,47.21,13.09,45.84,5.69,50.0,10.47,50.0,4.44,54.99,45.71,13.73,47.21,13.09,42.68,5.3,50.0,10.47,50.0,4.44,47.03,48.49,14.57,34.96,9.69,49.82,6.19,50.0,10.47,50.0,4.44,45.35,52.44,15.75,37.41,10.37,53.23,6.61,50.0,10.47,50.0,4.44,47.64,41.96,12.61,30.06,8.33,56.44,7.01,50.0,10.47,50.0,4.44,42.86,40.47,12.16,52.11,14.44,32.46,4.03,50.0,10.47,50.0,4.44,45.54
202607300409,2026-07-30,04,9R,daily,73.24,22.0,47.21,13.09,56.39,7.0,50.0,10.47,50.0,4.44,57.0,49.16,14.77,49.66,13.76,52.83,6.56,50.0,10.47,50.0,4.44,50.0,47.69,14.33,47.21,13.09,42.99,5.34,50.0,10.47,50.0,4.44,47.66,45.71,13.73,54.56,15.12,39.31,4.88,50.0,10.47,50.0,4.44,48.65,44.12,13.26,47.21,13.09,55.42,6.88,50.0,10.47,50.0,4.44,48.13,40.05,12.03,34.96,9.69,48.99,6.08,50.0,10.47,50.0,4.44,42.72
202607300410,2026-07-30,04,10R,daily,73.24,22.0,49.66,13.76,79.33,9.85,50.0,10.47,50.0,4.44,60.53,50.44,15.15,42.31,11.73,64.12,7.96,50.0,10.47,50.0,4.44,49.75,49.83,14.97,37.41,10.37,68.89,8.55,50.0,10.47,50.0,4.44,48.8,44.85,13.48,66.81,18.52,46.32,5.75,50.0,10.47,50.0,4.44,52.66,41.99,12.61,44.76,12.41,49.83,6.19,50.0,10.47,50.0,4.44,46.12,39.63,11.91,52.11,14.44,54.83,6.81,50.0,10.47,50.0,4.44,48.07
202607300411,2026-07-30,04,11R,daily,77.5,23.29,49.66,13.76,57.1,7.09,50.0,10.47,50.0,4.44,59.05,47.03,14.13,37.41,10.37,54.96,6.82,50.0,10.47,50.0,4.44,46.23,47.27,14.2,54.56,15.12,95.58,11.87,50.0,10.47,50.0,4.44,56.1,44.85,13.48,47.21,13.09,63.29,7.86,50.0,10.47,50.0,4.44,49.33,43.69,13.13,49.66,13.76,54.47,6.76,50.0,10.47,50.0,4.44,48.57,39.63,11.91,44.76,12.41,46.59,5.79,50.0,10.47,50.0,4.44,45.01
202607300412,2026-07-30,04,12R,daily,80.65,24.23,57.01,15.8,58.09,7.21,50.0,10.47,50.0,4.44,62.16,45.71,13.73,52.11,14.44,58.9,7.31,50.0,10.47,50.0,4.44,50.4,46.79,14.06,47.21,13.09,53.51,6.64,50.0,10.47,50.0,4.44,48.7,44.39,13.34,59.46,16.48,43.76,5.43,50.0,10.47,50.0,4.44,50.16,43.24,12.99,66.81,18.52,52.65,6.54,50.0,10.47,50.0,4.44,52.96,39.19,11.78,49.66,13.76,49.06,6.09,50.0,10.47,50.0,4.44,46.54
202607300801,2026-07-30,08,1R,daily,78.21,29.35,47.98,9.06,41.58,2.98,50.0,11.84,50.0,6.37,59.6,44.53,16.71,40.36,7.62,40.89,2.93,50.0,11.84,50.0,6.37,45.47,46.2,17.34,44.17,8.34,51.64,3.7,50.0,11.84,50.0,6.37,47.59,45.68,17.15,36.55,6.9,48.09,3.45,50.0,11.84,50.0,6.37,45.7,43.59,16.36,36.55,6.9,50.03,3.58,50.0,11.84,50.0,6.37,45.06,41.77,15.68,44.17,8.34,45.72,3.28,50.0,11.84,50.0,6.37,45.5
202607300802,2026-07-30,08,2R,daily,66.9,25.11,46.08,8.7,29.92,2.14,50.0,11.84,50.0,6.37,54.16,49.66,18.64,47.98,9.06,44.13,3.16,50.0,11.84,50.0,6.37,49.07,48.52,18.21,46.08,8.7,40.49,2.9,50.0,11.84,50.0,6.37,48.02,47.48,17.82,49.89,9.42,39.69,2.84,50.0,11.84,50.0,6.37,48.3,45.39,17.04,49.89,9.42,47.21,3.38,50.0,11.84,50.0,6.37,48.05,42.03,15.77,49.89,9.42,43.29,3.1,50.0,11.84,50.0,6.37,46.51
202607300803,2026-07-30,08,3R,daily,67.28,25.25,44.17,8.34,37.27,2.67,50.0,11.84,50.0,6.37,54.47,49.19,18.46,49.89,9.42,53.41,3.83,50.0,11.84,50.0,6.37,49.92,48.81,18.32,38.45,7.26,52.83,3.78,50.0,11.84,50.0,6.37,47.57,47.51,17.83,44.17,8.34,41.91,3.0,50.0,11.84,50.0,6.37,47.39,45.67,17.14,36.55,6.9,49.83,3.57,50.0,11.84,50.0,6.37,45.82,41.51,15.58,55.61,10.5,54.48,3.9,50.0,11.84,50.0,6.37,48.19
202607300804,2026-07-30,08,4R,daily,64.96,24.38,44.17,8.34,31.75,2.27,50.0,11.84,50.0,6.37,53.21,50.22,18.85,34.64,6.54,33.12,2.37,50.0,11.84,50.0,6.37,45.97,46.49,17.45,47.98,9.06,27.31,1.96,50.0,11.84,50.0,6.37,46.67,49.32,18.51,47.98,9.06,46.93,3.36,50.0,11.84,50.0,6.37,49.14,46.19,17.34,46.08,8.7,44.3,3.17,50.0,11.84,50.0,6.37,47.42,42.81,16.07,47.98,9.06,35.67,2.56,50.0,11.84,50.0,6.37,45.89
202607300805,2026-07-30,08,5R,daily,69.49,26.08,47.98,9.06,47.34,3.39,50.0,11.84,50.0,6.37,56.74,50.01,18.77,51.8,9.78,41.35,2.96,50.0,11.84,50.0,6.37,49.72,46.51,17.46,36.55,6.9,59.55,4.27,50.0,11.84,50.0,6.37,46.83,47.03,17.65,47.98,9.06,49.82,3.57,50.0,11.84,50.0,6.37,48.49,44.66,16.76,47.98,9.06,40.13,2.88,50.0,11.84,50.0,6.37,46.91,42.29,15.87,36.55,6.9,35.76,2.56,50.0,11.84,50.0,6.37,43.55
