レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
201912230501,四市組合設立５２周年記念ＢＴＳ市原カップ,2019-12-23,5,01R,2.0,1,2.0,1,11.5,12.5,1,1,51.0,0.0,6.78,-0.5,0.03,2,2,54.4,0.0,6.79,-0.5,0.11,3,3,53.7,0.0,6.75,-0.5,0.28,4,4,49.5,1.5,6.79,-0.5,0.23,5,5,55.4,0.0,6.81,-0.5,0.01,6,6,51.9,0.0,6.8,-0.5,-0.04
201912230502,四市組合設立５２周年記念ＢＴＳ市原カップ,2019-12-23,5,02R,2.0,1,2.0,1,7.5,11.5,1,1,51.2,0.0,6.75,-0.5,0.3,2,2,51.0,0.0,6.72,-0.5,0.14,3,3,50.7,0.0,6.69,-0.5,0.21,4,4,53.0,0.0,6.78,-0.5,0.23,5,5,49.6,0.0,6.85,-0.5,0.2,6,6,51.2,0.0,6.77,-0.5,0.07
201912230503,四市組合設立５２周年記念ＢＴＳ市原カップ,2019-12-23,5,03R,2.0,1,2.0,1,7.5,11.5,1,1,54.2,0.0,6.66,-0.5,0.11,2,2,53.4,0.0,6.65,-0.5,-0.03,3,3,56.4,0.0,6.83,-0.5,0.27,4,4,45.5,1.5,6.76,-0.5,0.03,5,5,55.6,0.0,6.78,-0.5,0.05,6,6,50.5,0.5,6.77,-0.5,-0.06
201912230504,四市組合設立５２周年記念ＢＴＳ市原カップ,2019-12-23,5,04R,2.0,1,2.0,1,8.0,12.0,1,1,53.4,0.0,6.74,-0.5,0.08,2,2,46.5,0.5,6.84,-0.5,0.11,3,3,52.8,0.0,6.8,-0.5,-0.01,4,4,52.7,0.0,6.77,0.0,0.15,5,5,55.1,0.0,6.81,-0.5,0.08,6,6,55.0,0.0,6.83,0.0,0.17
201912230505,四市組合設立５２周年記念ＢＴＳ市原カップ,2019-12-23,5,05R,0.0,1,2.0,1,9.0,12.0,1,1,46.0,1.0,6.76,-0.5,-0.07,2,2,51.9,0.0,6.83,-0.5,0.18,3,3,55.2,0.0,6.81,-0.5,0.07,4,4,51.6,0.0,6.88,-0.5,-0.08,5,5,50.0,1.0,6.86,-0.5,0.09,6,6,53.7,0.0,6.68,-0.5,0.24
201912230506,四市組合設立５２周年記念ＢＴＳ市原カップ,2019-12-23,5,06R,1.0,4,2.0,1,10.0,12.0,1,1,51.0,0.0,6.9,-0.5,0.16,2,2,51.0,0.0,6.73,-0.5,0.11,3,3,53.6,0.0,6.79,-0.5,0.13,4,4,51.1,0.0,6.79,-0.5,0.02,5,5,52.4,0.0,6.87,-0.5,-0.02,6,6,50.5,0.5,6.79,-0.5,0.02
201912230507,四市組合設立５２周年記念ＢＴＳ市原カップ,2019-12-23,5,07R,2.0,1,2.0,1,11.0,12.0,1,1,50.5,0.5,6.8,-0.5,0.14,2,2,50.5,0.5,6.81,0.0,0.09,3,3,51.0,0.0,6.79,-0.5,0.07,4,4,50.5,0.5,6.8,-0.5,0.08,5,5,52.1,0.0,6.8,-0.5,0.11,6,6,51.2,0.0,6.75,-0.5,0.09
201912230509,四市組合設立５２周年記念ＢＴＳ市原カップ,2019-12-23,5,09R,1.0,4,2.0,1,11.0,12.5,1,1,51.6,0.0,6.77,-0.5,0.04,2,2,55.4,0.0,6.87,-0.5,0.23,3,3,54.2,0.0,6.79,-0.5,0.28,4,4,51.2,0.0,6.83,-0.5,0.13,5,5,51.0,0.0,6.85,0.0,0.23,6,6,52.7,0.0,6.76,0.0,0.18
201912230510,四市組合設立５２周年記念ＢＴＳ市原カップ,2019-12-23,5,10R,2.0,,2.0,1,12.0,12.5,1,1,51.7,0.0,6.85,-0.5,0.03,2,2,46.0,1.0,6.78,-0.5,0.09,3,3,53.4,0.0,6.77,-0.5,0.14,4,4,51.0,0.0,6.82,0.0,0.21,5,5,53.4,0.0,6.78,-0.5,0.09,6,6,49.6,0.0,6.93,-0.5,0.01
201912230511,四市組合設立５２周年記念ＢＴＳ市原カップ,2019-12-23,5,11R,1.0,,2.0,1,12.5,12.5,1,1,51.1,0.0,6.78,-0.5,0.14,2,2,52.1,0.0,6.78,-0.5,0.25,3,3,50.5,0.5,6.8,-0.5,0.11,4,4,50.5,0.5,6.82,-0.5,0.06,5,5,51.0,0.0,6.79,-0.5,0.13,6,6,51.0,0.0,6.77,-0.5,0.17
201912230512,四市組合設立５２周年記念ＢＴＳ市原カップ,2019-12-23,5,12R,1.0,,2.0,1,12.0,12.5,1,1,50.5,0.5,6.74,-0.5,0.03,2,2,52.4,0.0,6.84,-0.5,0.01,3,3,51.2,0.0,6.79,-0.5,0.01,4,4,51.0,0.0,6.81,-0.5,0.15,5,5,50.5,0.5,6.76,0.0,0.06,6,6,53.6,0.0,6.86,-0.5,0.15
201912230601,ハマナ娘クルー　クリスマスカップ,2019-12-23,6,01R,3.0,1,1.0,1,13.0,14.0,1,1,51.4,0.0,6.77,-0.5,0.19,2,2,52.3,0.0,6.79,-0.5,-0.03,3,3,53.9,0.0,6.77,0.0,-0.01,4,5,51.4,0.0,6.77,-0.5,-0.01,5,6,52.8,0.0,6.79,-0.5,0.1,6,4,52.8,0.0,6.77,-0.5,-0.01
201912230602,ハマナ娘クルー　クリスマスカップ,2019-12-23,6,02R,3.0,2,2.0,1,11.0,13.0,1,1,50.5,0.5,6.78,-0.5,0.08,2,2,51.0,0.0,6.74,-0.5,0.01,3,3,51.1,0.0,6.85,-0.5,0.28,4,4,52.2,0.0,6.77,-0.5,0.25,5,5,52.9,0.0,6.71,-0.5,0.12,6,6,52.0,0.0,6.78,-0.5,0.16
201912230603,ハマナ娘クルー　クリスマスカップ,2019-12-23,6,03R,1.0,2,1.0,1,12.0,13.0,1,1,51.8,0.0,6.78,-0.5,-0.01,2,3,53.2,0.0,6.69,-0.5,0.19,3,4,51.8,0.0,6.77,-0.5,0.07,4,2,51.2,0.0,6.8,-0.5,-0.07,5,5,52.3,0.0,6.76,-0.5,0.15,6,6,55.7,0.0,6.78,-0.5,-0.01
201912230604,ハマナ娘クルー　クリスマスカップ,2019-12-23,6,04R,2.0,1,1.0,1,12.0,14.0,1,1,51.9,0.0,6.66,0.0,-0.01,2,2,53.3,0.0,6.66,-0.5,-0.01,3,3,51.7,0.0,6.72,-0.5,0.03,4,4,51.0,0.0,6.74,-0.5,0.32,5,5,49.0,2.0,6.72,-0.5,0.06,6,6,49.0,2.0,6.6,-0.5,0.16
201912230605,ハマナ娘クルー　クリスマスカップ,2019-12-23,6,05R,2.0,2,1.0,1,13.0,14.0,1,1,55.8,0.0,6.73,0.0,0.01,2,2,53.6,0.0,6.72,-0.5,0.08,3,3,54.0,0.0,6.77,-0.5,0.04,4,4,51.2,0.0,6.81,-0.5,0.08,5,5,51.9,0.0,6.66,0.0,0.0,6,6,52.3,0.0,6.74,-0.5,0.03
201912230606,ハマナ娘クルー　クリスマスカップ,2019-12-23,6,06R,3.0,1,1.0,1,13.0,14.0,1,1,55.1,0.0,6.75,-0.5,-0.01,2,2,51.5,0.0,6.71,-0.5,0.05,3,3,51.3,0.0,6.72,-0.5,0.07,4,4,52.8,0.0,6.77,-0.5,-0.02,5,5,51.1,0.0,6.79,-0.5,-0.02,6,6,51.9,0.0,6.72,0.0,-0.03
201912230607,ハマナ娘クルー　クリスマスカップ,2019-12-23,6,07R,3.0,1,1.0,1,13.0,14.0,1,1,51.9,0.0,6.7,-0.5,0.07,2,2,51.0,0.0,6.72,-0.5,0.09,3,3,52.2,0.0,6.72,-0.5,0.15,4,4,51.7,0.0,6.73,-0.5,0.15,5,5,51.8,0.0,6.79,-0.5,0.11,6,6,52.3,0.0,6.72,0.0,0.11
201912230608,ハマナ娘クルー　クリスマスカップ,2019-12-23,6,08R,3.0,1,1.0,1,13.0,14.0,1,1,49.5,1.5,6.72,-0.5,-0.01,2,2,51.4,0.0,6.72,-0.5,0.08,3,3,51.0,0.0,6.76,-0.5,0.01,4,4,52.9,0.0,6.69,-0.5,0.15,5,5,53.2,0.0,6.69,-0.5,0.11,6,6,51.4,0.0,6.65,-0.5,0.34
201912230609,ハマナ娘クルー　クリスマスカップ,2019-12-23,6,09R,3.0,1,1.0,1,14.0,14.0,1,1,51.9,0.0,6.63,-0.5,0.07,2,2,51.2,0.0,6.68,0.0,0.09,3,3,49.0,2.0,6.69,-0.5,0.21,4,4,53.9,0.0,6.71,0.0,0.3,5,5,51.0,0.0,6.76,-0.5,0.17,6,6,51.5,0.0,6.65,0.0,0.25
