レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
202109230101,第１４回マクール杯,2021-09-23,1,01R,1.0,2,1.0,2,23.0,30.0,1,1,52.0,0.0,6.81,-0.5,0.37,2,3,51.0,1.0,6.77,-0.5,0.15,3,4,54.1,0.0,6.75,-0.5,0.21,4,5,52.0,0.0,6.77,-0.5,0.19,5,2,53.0,0.0,6.77,-0.5,0.15,6,6,51.5,0.5,6.73,-0.5,0.21
202109230110,第１４回マクール杯,2021-09-23,1,10R,1.0,,1.0,1,24.0,30.0,1,1,52.1,0.0,6.8,-0.5,0.07,2,2,52.9,0.0,6.8,-0.5,0.03,3,3,52.0,0.0,6.8,-0.5,0.03,4,4,52.0,0.0,6.75,-0.5,0.06,5,5,52.4,0.0,6.79,-0.5,-0.06,6,6,55.0,0.0,6.87,-0.5,0.05
202109230111,第１４回マクール杯,2021-09-23,1,11R,2.0,3,1.0,1,24.0,30.0,1,1,52.0,0.0,6.77,-0.5,-0.02,2,2,52.8,0.0,6.87,-0.5,-0.06,3,5,49.0,3.0,6.84,-0.5,0.13,4,3,51.0,1.0,6.82,-0.5,0.04,5,4,52.4,0.0,6.9,-0.5,0.07,6,6,52.3,0.0,6.85,-0.5,0.09
202109230112,第１４回マクール杯,2021-09-23,1,12R,0.0,1,0.0,3,23.0,30.0,1,1,53.4,0.0,6.75,-0.5,0.07,2,2,53.4,0.0,6.82,-0.5,0.06,3,3,52.0,0.0,6.81,-0.5,0.08,4,4,49.5,2.5,6.83,-0.5,0.12,5,5,52.0,0.0,6.76,-0.5,-0.01,6,6,52.6,0.0,6.82,-0.5,0.04
202109230401,第６６回スポーツニッポンゴールデンカップ,2021-09-23,4,01R,3.0,4,3.0,1,30.0,24.0,1,1,52.6,0.0,6.96,-0.5,0.14,2,2,57.7,0.0,6.97,-0.5,0.19,3,3,52.0,0.0,6.87,-0.5,0.19,4,4,52.1,0.0,6.9,0.0,0.21,5,5,53.1,0.0,6.92,-0.5,0.11,6,6,51.0,1.0,6.94,-0.5,0.13
202109230402,第６６回スポーツニッポンゴールデンカップ,2021-09-23,4,02R,3.0,1,3.0,1,29.0,24.0,1,1,51.5,0.5,6.88,-0.5,0.18,2,2,51.0,1.0,6.9,-0.5,0.24,3,3,52.1,0.0,6.91,-0.5,0.14,4,4,57.7,0.0,6.9,-0.5,-0.01,5,5,53.2,0.0,6.87,0.0,0.14,6,6,55.0,0.0,7.0,0.0,0.17
202109230403,第６６回スポーツニッポンゴールデンカップ,2021-09-23,4,03R,0.0,1,3.0,1,30.0,24.0,1,1,52.0,0.0,6.81,-0.5,0.32,2,2,52.0,0.0,6.75,0.0,0.04,3,3,52.6,0.0,6.96,0.0,0.16,4,4,55.0,0.0,6.79,-0.5,-0.1,5,5,53.7,0.0,6.9,-0.5,-0.03,6,6,52.4,0.0,6.84,0.0,-0.05
202109230404,第６６回スポーツニッポンゴールデンカップ,2021-09-23,4,04R,2.0,1,3.0,1,30.0,24.0,1,1,53.7,0.0,6.94,-0.5,0.01,2,5,52.0,0.0,6.83,0.0,-0.03,3,2,52.0,0.0,6.94,0.0,-0.02,4,3,56.6,0.0,6.94,-0.5,0.05,5,4,52.9,0.0,7.07,-0.5,-0.01,6,6,52.0,0.0,6.88,-0.5,0.09
202109230405,第６６回スポーツニッポンゴールデンカップ,2021-09-23,4,05R,2.0,2,3.0,1,30.0,24.0,1,1,52.2,0.0,6.94,0.0,-0.01,2,2,52.0,0.0,6.86,-0.5,0.08,3,3,53.1,0.0,6.88,-0.5,0.03,4,4,55.4,0.0,6.86,-0.5,0.11,5,5,52.0,0.0,6.81,-0.5,0.01,6,6,53.3,0.0,6.89,0.0,-0.06
202109230406,第６６回スポーツニッポンゴールデンカップ,2021-09-23,4,06R,4.0,2,3.0,1,31.0,24.0,1,1,52.1,0.0,6.88,-0.5,0.05,2,2,52.1,0.0,6.96,0.0,0.12,3,3,53.2,0.0,6.86,-0.5,0.07,4,4,52.2,0.0,6.93,-0.5,0.06,5,5,53.3,0.0,6.86,-0.5,0.1,6,6,53.3,0.0,6.89,-0.5,0.08
