レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202603162101,2026-03-16,21,01R,,,,逃　げ,1,丹下　　　将,"1'55""4",2,中嶋　誠一郎,"1'57""4",5,北川　　幸典,"2'01""3",6,武田　　信一,"2'03""8",3,林　　　恵祐,,,,,1,0.15,,2,0.15,,3,0.15,,4,0.13,,5,0.14,,6,0.16,,1,,2.0,2.0,13.6,14.1
202603162102,2026-03-16,21,02R,,,,逃　げ,1,深井　　利寿,"1'47""5",5,小野　　勇作,"1'49""1",2,広次　　　修,"1'51""8",4,西野　　雄貴,"1'53""5",6,安武　　一也,,3,山地　　正樹,,1,0.22,,2,0.27,,3,0.25,,4,0.16,,5,0.19,,6,0.19,,1,1,0.0,1.0,7.7,12.1
202603162103,2026-03-16,21,03R,,,,逃　げ,1,宮崎　　　奨,"1'48""2",2,川尻　　泰輔,"1'49""1",5,吉島　　祥之,"1'50""7",3,田村　　隆信,"1'53""0",4,浅井　　　翼,,6,甲斐　　貴大,,1,0.24,,2,0.24,,3,0.2,,4,0.15,,5,0.22,,6,0.14,,1,1,1.0,1.0,8.5,12.1
202603162104,2026-03-16,21,04R,,,,まくり差し,5,村田　　浩司,"1'53""6",1,佐々木　完太,"2'00""9",6,雑賀　　勇貴,"2'04""8",,,,,,,,,,1,0.14,,2,0.24,,3,0.18,,4,0.02,,5,0.08,,6,0.06,,1,1,1.0,1.0,9.9,12.1
202603162105,2026-03-16,21,05R,,,,逃　げ,1,川野　　芽唯,"1'45""9",3,大橋　栄里佳,"1'49""2",2,五反田　　忍,"1'51""4",4,津田　　裕絵,"1'52""3",5,中村　かなえ,,6,山川　　波乙,,1,0.11,,3,0.16,,2,0.11,,4,0.1,,5,0.05,,6,0.1,,1,5,1.0,1.0,,
202603162106,2026-03-16,21,06R,,,,抜　き,3,北川　　幸典,"1'47""7",1,伊藤　　喜智,"1'49""7",2,中村　　辰也,"1'51""4",5,魚谷　　香織,"1'52""2",4,井上　　一輝,,6,草川　　壮良,,1,0.16,,2,0.1,,3,0.12,,4,0.08,,5,0.05,,6,0.07,,1,1,1.0,1.0,12.7,12.4
202603162107,2026-03-16,21,07R,,,,逃　げ,1,木山　　誠一,"1'47""9",3,香川　　颯太,"1'49""9",4,松井　　貫太,"1'51""5",2,淺香　　文武,"1'53""4",5,浅井　　　翼,,6,甲斐　　貴大,,1,0.09,,2,0.15,,3,0.19,,4,0.27,,5,0.21,,6,0.27,,2,1,1.0,1.0,12.7,12.7
202603162108,2026-03-16,21,08R,,,,抜　き,2,谷村　　一哉,"1'47""7",1,松本　　浩貴,"1'49""2",4,松村　　　敏,"1'51""0",6,妹尾　　忠幸,"1'51""8",3,雑賀　　勇貴,,5,小柳　　勝希,,1,0.16,,2,0.14,,3,0.16,,4,0.11,,5,0.15,,6,0.26,,1,3,1.0,1.0,,
202603162109,2026-03-16,21,09R,,,,逃　げ,1,大平　誉史明,"1'48""8",3,武田　　信一,"1'50""1",6,大橋　栄里佳,"1'51""0",2,丹下　　　将,"1'52""5",4,山地　　正樹,,5,安武　　一也,,1,0.15,,4,0.09,,2,0.1,,3,0.11,,5,0.32,,6,0.46,,1,4,2.0,2.0,,
202603162110,2026-03-16,21,10R,,,,逃　げ,1,西野　　雄貴,"1'45""9",2,川野　　芽唯,"1'47""7",3,広次　　　修,"1'49""7",4,川尻　　泰輔,"1'51""3",5,五反田　　忍,,,,,1,0.06,,2,0.11,,3,0.09,,4,0.16,,5,0.13,,,,,1,1,2.0,2.0,13.8,13.1
