記録日,級別,グレード分類,進入,μ,σ,サンプル数
2026-08-31,A1,G2_G3_一般,1,44.419,12.4787,2840
2026-08-31,A1,G2_G3_一般,2,33.3444,16.4555,2102
2026-08-31,A1,G2_G3_一般,3,32.272,17.1532,1985
2026-08-31,A1,G2_G3_一般,4,30.6028,16.3607,1974
2026-08-31,A1,G2_G3_一般,5,27.3304,16.7563,1843
2026-08-31,A1,G2_G3_一般,6,21.7388,16.2863,1478
2026-08-31,A1,SG_G1,1,85.7371,24.9732,251
2026-08-31,A1,SG_G1,2,50.9167,35.8119,240
2026-08-31,A1,SG_G1,3,48.0478,34.5802,251
2026-08-31,A1,SG_G1,4,46.6393,31.7291,244
2026-08-31,A1,SG_G1,5,42.3016,30.2283,252
2026-08-31,A1,SG_G1,6,30.3968,27.4556,252
2026-08-31,A2,G2_G3_一般,1,61.7133,20.7281,2431
2026-08-31,A2,G2_G3_一般,2,44.9664,23.9074,2234
2026-08-31,A2,G2_G3_一般,3,44.1626,24.7411,2275
2026-08-31,A2,G2_G3_一般,4,39.6191,23.728,2074
2026-08-31,A2,G2_G3_一般,5,34.3515,22.2954,2074
2026-08-31,A2,G2_G3_一般,6,26.3425,22.106,1851
2026-08-31,A2,SG_G1,1,99.1071,29.4913,28
2026-08-31,A2,SG_G1,2,53.5714,53.5,35
2026-08-31,A2,SG_G1,3,50.0,51.2348,30
2026-08-31,A2,SG_G1,4,43.1034,54.4948,29
2026-08-31,A2,SG_G1,5,48.2759,40.4346,29
2026-08-31,A2,SG_G1,6,41.4062,31.6286,32
2026-08-31,B1,全,1,69.5144,33.2282,3727
2026-08-31,B1,全,2,47.2283,32.5914,4582
2026-08-31,B1,全,3,44.7855,33.1259,4593
2026-08-31,B1,全,4,40.0675,32.3153,4742
2026-08-31,B1,全,5,35.7399,30.1177,4737
2026-08-31,B1,全,6,25.0911,25.8823,4062
2026-08-31,B2,全,1,80.2128,44.9226,235
2026-08-31,B2,全,2,45.9779,44.2871,317
2026-08-31,B2,全,3,43.0866,43.1725,358
2026-08-31,B2,全,4,33.4021,38.0284,485
2026-08-31,B2,全,5,29.6617,36.361,606
2026-08-31,B2,全,6,13.527,26.6951,1850
2026-08-31,A1,G2_G3_一般,0,32.9905,17.312,12222
2026-08-31,A1,SG_G1,0,50.6711,35.3879,1490
2026-08-31,A2,G2_G3_一般,0,42.7487,25.4366,12939
2026-08-31,A2,SG_G1,0,55.3279,48.7791,183
2026-08-31,B1,全,0,43.2024,33.851,26443
2026-08-31,B2,全,0,28.0576,38.8491,3851
