記録日,級別,グレード分類,進入,μ,σ,サンプル数
2026-08-21,A1,G2_G3_一般,1,44.5771,11.7132,2755
2026-08-21,A1,G2_G3_一般,2,33.5032,16.4607,2021
2026-08-21,A1,G2_G3_一般,3,31.9948,17.5142,1930
2026-08-21,A1,G2_G3_一般,4,30.7545,16.4513,1935
2026-08-21,A1,G2_G3_一般,5,27.5627,16.1499,1793
2026-08-21,A1,G2_G3_一般,6,21.8214,16.3809,1411
2026-08-21,A1,SG_G1,1,85.5351,24.4872,271
2026-08-21,A1,SG_G1,2,49.5057,35.1767,263
2026-08-21,A1,SG_G1,3,49.6,34.0404,275
2026-08-21,A1,SG_G1,4,44.4118,32.2847,272
2026-08-21,A1,SG_G1,5,42.3221,29.8661,267
2026-08-21,A1,SG_G1,6,31.25,26.3723,272
2026-08-21,A2,G2_G3_一般,1,61.9202,20.2446,2367
2026-08-21,A2,G2_G3_一般,2,45.1306,23.4215,2221
2026-08-21,A2,G2_G3_一般,3,43.7755,25.2498,2258
2026-08-21,A2,G2_G3_一般,4,39.3907,24.1882,2076
2026-08-21,A2,G2_G3_一般,5,34.8213,22.3624,2042
2026-08-21,A2,G2_G3_一般,6,25.866,22.0238,1813
2026-08-21,A2,SG_G1,1,99.1071,29.4913,28
2026-08-21,A2,SG_G1,2,53.5714,53.5,35
2026-08-21,A2,SG_G1,3,50.0,51.2348,30
2026-08-21,A2,SG_G1,4,43.1034,54.4948,29
2026-08-21,A2,SG_G1,5,48.2759,40.4346,29
2026-08-21,A2,SG_G1,6,41.4062,31.6286,32
2026-08-21,B1,全,1,69.5636,32.9691,3689
2026-08-21,B1,全,2,47.1626,32.4365,4490
2026-08-21,B1,全,3,44.9911,33.1961,4492
2026-08-21,B1,全,4,40.3126,32.0447,4607
2026-08-21,B1,全,5,35.6773,29.9459,4636
2026-08-21,B1,全,6,25.1338,25.9576,3962
2026-08-21,B2,全,1,80.0,46.4735,230
2026-08-21,B2,全,2,46.8553,43.0502,318
2026-08-21,B2,全,3,43.3659,45.1911,358
2026-08-21,B2,全,4,34.5766,39.6115,496
2026-08-21,B2,全,5,29.72,36.9827,625
2026-08-21,B2,全,6,13.617,27.1805,1880
2026-08-21,A1,G2_G3_一般,0,33.0933,17.1854,11845
2026-08-21,A1,SG_G1,0,50.4444,34.9539,1620
2026-08-21,A2,G2_G3_一般,0,42.6876,25.4821,12777
2026-08-21,A2,SG_G1,0,55.3279,48.7791,183
2026-08-21,B1,全,0,43.329,33.7555,25876
2026-08-21,B2,全,0,28.193,39.4186,3907
