記録日,級別,グレード分類,進入,μ,σ,サンプル数
2026-08-27,A1,G2_G3_一般,1,44.4657,12.3904,2770
2026-08-27,A1,G2_G3_一般,2,33.483,16.0354,2027
2026-08-27,A1,G2_G3_一般,3,32.0995,17.5243,1929
2026-08-27,A1,G2_G3_一般,4,30.8105,16.6538,1937
2026-08-27,A1,G2_G3_一般,5,27.4594,16.1565,1787
2026-08-27,A1,G2_G3_一般,6,21.6608,16.4148,1421
2026-08-27,A1,SG_G1,1,84.8214,24.892,224
2026-08-27,A1,SG_G1,2,50.0,36.3114,216
2026-08-27,A1,SG_G1,3,48.4716,35.2139,229
2026-08-27,A1,SG_G1,4,43.8739,32.0099,222
2026-08-27,A1,SG_G1,5,42.3009,29.3592,226
2026-08-27,A1,SG_G1,6,31.5419,26.4625,227
2026-08-27,A2,G2_G3_一般,1,61.9263,20.3393,2401
2026-08-27,A2,G2_G3_一般,2,45.2081,23.712,2211
2026-08-27,A2,G2_G3_一般,3,43.9594,25.1963,2268
2026-08-27,A2,G2_G3_一般,4,39.746,23.7345,2067
2026-08-27,A2,G2_G3_一般,5,34.4837,22.2499,2053
2026-08-27,A2,G2_G3_一般,6,26.1433,22.4383,1828
2026-08-27,A2,SG_G1,1,99.1071,29.4913,28
2026-08-27,A2,SG_G1,2,53.5714,53.5,35
2026-08-27,A2,SG_G1,3,50.0,51.2348,30
2026-08-27,A2,SG_G1,4,43.1034,54.4948,29
2026-08-27,A2,SG_G1,5,48.2759,40.4346,29
2026-08-27,A2,SG_G1,6,41.4062,31.6286,32
2026-08-27,B1,全,1,69.7268,32.968,3697
2026-08-27,B1,全,2,47.3971,32.5607,4518
2026-08-27,B1,全,3,44.8787,33.211,4534
2026-08-27,B1,全,4,40.0903,32.3631,4652
2026-08-27,B1,全,5,35.7617,30.1946,4667
2026-08-27,B1,全,6,25.1137,25.8104,4001
2026-08-27,B2,全,1,79.661,46.4239,236
2026-08-27,B2,全,2,46.7085,44.318,319
2026-08-27,B2,全,3,43.9607,44.7218,356
2026-08-27,B2,全,4,33.9286,38.7381,490
2026-08-27,B2,全,5,29.4526,37.0973,612
2026-08-27,B2,全,6,13.841,27.1291,1855
2026-08-27,A1,G2_G3_一般,0,33.0629,17.2648,11871
2026-08-27,A1,SG_G1,0,50.119,35.1441,1344
2026-08-27,A2,G2_G3_一般,0,42.8032,25.4978,12828
2026-08-27,A2,SG_G1,0,55.3279,48.7791,183
2026-08-27,B1,全,0,43.3189,33.8708,26069
2026-08-27,B2,全,0,28.3544,39.4248,3868
