記録日,級別,グレード分類,進入,μ,σ,サンプル数
2026-08-22,A1,G2_G3_一般,1,44.5833,11.7093,2736
2026-08-22,A1,G2_G3_一般,2,33.491,16.4084,2008
2026-08-22,A1,G2_G3_一般,3,32.001,17.5527,1909
2026-08-22,A1,G2_G3_一般,4,30.7781,16.4522,1915
2026-08-22,A1,G2_G3_一般,5,27.615,16.1183,1782
2026-08-22,A1,G2_G3_一般,6,21.72,16.3916,1407
2026-08-22,A1,SG_G1,1,85.5351,24.4872,271
2026-08-22,A1,SG_G1,2,49.5057,35.1767,263
2026-08-22,A1,SG_G1,3,49.6,34.0404,275
2026-08-22,A1,SG_G1,4,44.4118,32.2847,272
2026-08-22,A1,SG_G1,5,42.3221,29.8661,267
2026-08-22,A1,SG_G1,6,31.25,26.3723,272
2026-08-22,A2,G2_G3_一般,1,61.8161,20.3293,2354
2026-08-22,A2,G2_G3_一般,2,45.1786,23.4449,2212
2026-08-22,A2,G2_G3_一般,3,43.8028,25.2357,2247
2026-08-22,A2,G2_G3_一般,4,39.5206,24.1642,2065
2026-08-22,A2,G2_G3_一般,5,34.756,22.305,2029
2026-08-22,A2,G2_G3_一般,6,25.8098,21.9687,1803
2026-08-22,A2,SG_G1,1,99.1071,29.4913,28
2026-08-22,A2,SG_G1,2,53.5714,53.5,35
2026-08-22,A2,SG_G1,3,50.0,51.2348,30
2026-08-22,A2,SG_G1,4,43.1034,54.4948,29
2026-08-22,A2,SG_G1,5,48.2759,40.4346,29
2026-08-22,A2,SG_G1,6,41.4062,31.6286,32
2026-08-22,B1,全,1,69.8118,32.9057,3667
2026-08-22,B1,全,2,47.1306,32.3976,4440
2026-08-22,B1,全,3,44.8846,33.1237,4463
2026-08-22,B1,全,4,40.3539,32.0688,4577
2026-08-22,B1,全,5,35.676,29.9943,4593
2026-08-22,B1,全,6,25.0533,25.8873,3942
2026-08-22,B2,全,1,79.9342,46.5392,228
2026-08-22,B2,全,2,47.5,42.7748,320
2026-08-22,B2,全,3,43.3989,45.0729,356
2026-08-22,B2,全,4,34.5528,39.4989,492
2026-08-22,B2,全,5,29.9279,37.0804,624
2026-08-22,B2,全,6,13.5561,27.1912,1870
2026-08-22,A1,G2_G3_一般,0,33.0892,17.1867,11757
2026-08-22,A1,SG_G1,0,50.4444,34.9539,1620
2026-08-22,A2,G2_G3_一般,0,42.6861,25.4695,12710
2026-08-22,A2,SG_G1,0,55.3279,48.7791,183
2026-08-22,B1,全,0,43.3339,33.7661,25682
2026-08-22,B2,全,0,28.2519,39.421,3890
