レースコード,レース日,レース場,レース回,締切時刻,取得日時,2連単_1-2,2連単_1-3,2連単_1-4,2連単_1-5,2連単_1-6,2連単_2-1,2連単_2-3,2連単_2-4,2連単_2-5,2連単_2-6,2連単_3-1,2連単_3-2,2連単_3-4,2連単_3-5,2連単_3-6,2連単_4-1,2連単_4-2,2連単_4-3,2連単_4-5,2連単_4-6,2連単_5-1,2連単_5-2,2連単_5-3,2連単_5-4,2連単_5-6,2連単_6-1,2連単_6-2,2連単_6-3,2連単_6-4,2連単_6-5,2連複_1=2,2連複_1=3,2連複_1=4,2連複_1=5,2連複_1=6,2連複_2=3,2連複_2=4,2連複_2=5,2連複_2=6,2連複_3=4,2連複_3=5,2連複_3=6,2連複_4=5,2連複_4=6,2連複_5=6
202608112101,2026-08-11,21,01R,08:32,2026-08-11T08:22:21.600116+09:00,2.5,4.1,8.4,11.9,5.9,70.9,141.9,162.2,227.1,141.9,26.4,141.9,66.7,283.8,103.2,27.0,126.1,283.8,59.7,227.1,31.5,283.8,227.1,283.8,227.1,22.7,81.1,49.3,75.7,87.3,2.3,3.9,4.2,8.1,8.5,42.7,85.5,57.0,85.5,57.0,42.7,57.0,34.2,42.7,171.0
202608112301,2026-08-11,23,01R,08:44,2026-08-11T08:34:25.457672+09:00,1.9,5.8,3.9,31.9,11.0,22.4,150.5,61.9,263.4,210.7,29.2,105.3,117.0,210.7,175.6,23.9,81.0,175.6,210.7,55.4,55.4,526.8,351.2,526.8,1053,65.8,150.5,0.0,117.0,0.0,1.3,6.2,5.8,27.0,8.7,38.6,90.2,90.2,67.6,90.2,270.7,135.3,135.3,135.3,270.7
202608112102,2026-08-11,21,02R,08:58,2026-08-11T08:48:21.558114+09:00,8.3,12.5,2.7,27.9,30.7,25.6,87.8,47.3,205.0,41.0,123.0,123.0,615.0,307.5,615.0,4.8,8.7,47.3,25.6,10.6,43.9,123.0,87.8,153.7,0.0,68.3,76.8,205.0,51.2,307.5,5.2,47.6,1.7,31.7,23.8,47.6,5.2,95.2,47.6,31.7,95.2,47.6,31.7,8.6,95.2
202608112302,2026-08-11,23,02R,09:10,2026-08-11T09:01:04.262297+09:00,5.1,1.9,8.6,31.7,54.8,24.1,24.1,67.0,150.9,201.2,7.3,22.3,35.5,50.3,603.7,60.3,100.6,120.7,150.9,150.9,43.1,120.7,86.2,301.8,0.0,120.7,0.0,0.0,120.7,0.0,13.9,1.0,28.9,53.7,376.5,34.2,188.2,125.5,0.0,125.5,125.5,0.0,94.1,188.2,376.5
202608112103,2026-08-11,21,03R,09:24,2026-08-11T09:14:24.627785+09:00,15.5,3.7,24.9,9.3,116.5,58.2,19.4,63.5,46.6,116.5,7.5,13.9,23.3,4.5,63.5,99.8,87.3,77.6,29.1,116.5,19.9,34.9,20.5,58.2,139.8,233.0,349.5,174.7,174.7,349.5,6.1,2.9,26.2,11.6,0.0,5.8,35.0,17.5,105.0,9.5,3.7,105.0,35.0,52.5,105.0
202608112303,2026-08-11,23,03R,09:36,2026-08-11T09:26:25.994404+09:00,4.6,9.6,11.7,1.9,93.7,17.8,93.7,75.0,125.0,0.0,15.0,28.8,125.0,75.0,375.0,26.7,62.5,125.0,34.0,125.0,16.3,125.0,62.5,187.5,0.0,0.0,0.0,0.0,375.0,0.0,7.0,1.9,7.0,2.9,0.0,0.0,56.2,28.1,0.0,0.0,18.7,0.0,14.0,56.2,0.0
202608112104,2026-08-11,21,04R,09:50,2026-08-11T09:40:25.826804+09:00,10.0,3.6,2.2,11.8,8.7,75.9,132.9,106.3,531.7,265.8,18.9,88.6,88.6,106.3,88.6,25.3,59.0,88.6,23.1,88.6,106.3,132.9,177.2,88.6,177.2,132.9,531.7,265.8,177.2,265.8,15.3,1.7,5.1,6.3,10.9,9.5,76.5,38.2,38.2,0.0,76.5,0.0,38.2,25.5,76.5
202608112304,2026-08-11,23,04R,10:02,2026-08-11T09:52:22.885790+09:00,6.1,20.7,21.5,38.5,77.0,4.9,7.1,4.0,19.2,269.6,20.7,26.9,49.0,67.4,0.0,16.3,10.7,49.0,23.4,539.2,53.9,67.4,107.8,107.8,0.0,539.2,0.0,0.0,269.6,0.0,3.0,14.5,5.7,26.2,32.8,7.7,3.0,14.5,65.6,16.4,32.8,131.2,26.2,131.2,131.2
202608112105,2026-08-11,21,05R,10:16,2026-08-11T10:06:21.878331+09:00,3.2,2.8,24.6,9.8,34.0,32.5,51.1,79.5,71.5,102.2,8.2,18.3,44.7,22.3,51.1,119.2,65.0,71.5,39.7,119.2,59.6,79.5,71.5,89.4,143.1,178.8,238.5,178.8,238.5,357.7,1.3,2.0,34.4,39.3,275.2,30.5,0.0,137.6,275.2,275.2,68.8,0.0,0.0,275.2,0.0
202608110801,2026-08-11,08,01R,10:30,2026-08-11T10:20:24.366530+09:00,2.5,8.6,7.9,186.3,10.0,9.8,16.2,41.4,74.5,26.6,24.8,53.2,62.1,372.7,74.5,20.7,46.5,93.1,62.1,33.8,93.1,0.0,372.7,0.0,372.7,18.6,31.0,53.2,53.2,372.7,2.0,8.2,9.9,12.3,3.6,19.8,33.0,0.0,14.1,0.0,0.0,16.5,99.0,33.0,99.0
202608112305,2026-08-11,23,05R,10:32,2026-08-11T10:22:25.620119+09:00,3.4,4.6,9.0,81.6,285.9,8.5,54.4,5.5,71.4,103.9,42.3,54.4,1143,228.7,1143,10.0,7.3,67.2,38.1,103.9,190.6,163.3,285.9,381.2,285.9,0.0,571.8,1143,285.9,381.2,2.6,53.7,5.2,40.3,0.0,53.7,2.0,26.8,40.3,40.3,0.0,0.0,14.6,20.1,0.0
