レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202607211001,2026-07-21,10,01R,08:32,2026-07-21T08:22:20.331764+09:00,2.4,3.6,10.8,18.5,7.6,11.4,39.6,27.7,48.9,104.0,15.7,39.6,277.5,55.5,69.3,208.1,52.0,75.6,92.5,64.0,1.0,1.0,1.3,2.9,1.3,2.7,6.0,14.5,23.2,56.0,1.9,5.2,2.8,8.5,7.8,19.2,23.2,56.2,15.5,19.3,13.0,14.5,51.5,56.5,10.4,11.7,51.0,56.5,28.2,28.5,1.0,76.5,9.5,15.3,0.0,0.0,1.0,1.4,1.6,5.6,1.2,3.7,0.0,0.0,3.0,11.2,3.0,11.2
202607212301,2026-07-21,23,01R,08:44,2026-07-21T08:34:21.180670+09:00,3.9,4.9,4.1,9.6,10.4,19.3,18.0,8.7,55.3,25.0,38.7,70.5,155.1,32.3,70.5,110.7,64.6,129.2,258.5,38.7,1.0,1.2,1.8,3.2,3.2,4.6,2.4,3.5,16.8,24.1,1.2,1.7,4.4,6.5,2.5,3.7,5.3,7.3,8.2,10.5,9.7,12.8,39.5,49.5,11.4,12.8,24.0,25.1,11.8,12.8,1.0,7.7,0.0,0.0,11.6,23.2,1.0,1.3,1.1,3.3,2.2,8.2,4.1,16.5,2.2,8.2,0.0,0.0
202607211002,2026-07-21,10,02R,08:58,2026-07-21T08:48:23.442739+09:00,1.0,48.2,8.3,69.6,44.7,11.1,57.0,78.3,313.5,104.5,104.5,34.8,156.7,313.5,156.7,313.5,209.0,313.5,89.5,627.0,1.9,2.6,1.6,2.1,6.0,7.6,3.4,4.0,9.8,11.1,1.3,1.5,1.8,2.2,4.4,5.8,9.0,11.0,2.8,4.1,3.2,4.1,17.2,21.0,9.6,11.3,19.2,22.0,20.7,22.0,1.0,172.5,86.2,172.5,172.5,172.5,1.0,1.5,1.2,3.1,2.0,6.3,0.0,0.0,2.0,6.3,3.7,12.7
202607212302,2026-07-21,23,02R,09:10,2026-07-21T09:01:13.418385+09:00,2.3,6.5,5.7,16.1,14.1,31.3,43.4,43.4,70.5,94.1,12.0,16.6,26.8,24.5,43.4,37.6,35.2,56.4,51.3,62.7,1.0,1.0,1.5,2.9,2.1,3.8,6.6,11.4,25.5,43.5,1.2,2.1,1.8,3.0,8.6,15.0,13.1,22.1,11.6,14.9,9.7,11.3,12.9,14.9,13.6,15.0,20.3,22.1,21.8,22.1,1.0,5.4,27.0,27.0,54.0,54.0,1.6,2.1,1.2,1.3,2.2,3.0,2.2,3.0,2.8,3.8,2.8,3.8
202607211003,2026-07-21,10,03R,09:24,2026-07-21T09:15:06.733849+09:00,4.3,24.1,16.3,28.6,8.3,4.7,4.6,35.3,35.3,51.0,19.9,21.8,35.3,35.3,45.9,459.0,30.6,14.3,19.9,76.5,2.9,4.1,1.2,1.2,6.1,8.8,6.4,8.8,3.7,5.5,3.2,4.7,2.3,2.6,23.0,24.5,2.2,2.4,3.4,4.6,6.4,8.6,2.4,3.2,12.0,13.1,10.5,13.1,11.8,13.1,1.0,13.1,4.3,26.2,0.0,0.0,1.0,1.2,2.6,4.1,1.1,1.6,4.8,7.8,4.8,7.8,2.6,4.1
202607212303,2026-07-21,23,03R,09:36,2026-07-21T09:26:28.709106+09:00,3.1,48.2,37.5,84.4,1.6,4.4,75.0,75.0,225.2,225.2,51.9,33.7,168.9,96.5,168.9,0.0,45.0,168.9,337.8,168.9,1.2,6.9,1.0,1.2,2.3,16.4,3.0,21.8,0.0,0.0,1.7,13.1,9.7,32.8,19.2,65.6,0.0,0.0,2.3,16.4,2.4,16.4,0.0,0.0,13.7,43.7,0.0,0.0,0.0,0.0,1.0,0.0,7.2,0.0,36.0,0.0,1.0,1.5,1.0,2.7,1.5,4.7,8.6,33.0,4.5,16.5,0.0,0.0
202607211004,2026-07-21,10,04R,09:50,2026-07-21T09:40:22.218045+09:00,10.1,26.0,9.7,33.4,2.4,6.1,33.4,6.6,58.5,117.0,14.6,23.4,78.0,46.8,78.0,234.0,18.0,18.0,58.5,234.0,1.3,3.9,1.2,2.8,1.0,1.0,9.0,36.0,13.8,36.0,10.0,18.1,3.7,36.0,21.7,72.0,0.0,0.0,1.8,7.5,21.7,36.0,21.7,36.0,4.8,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.8,7.5,1.1,3.7,1.8,7.5,0.0,0.0,0.0,0.0
202607212304,2026-07-21,23,04R,10:02,2026-07-21T09:52:19.642380+09:00,3.1,7.0,24.1,7.8,15.8,22.0,13.7,63.4,42.3,63.4,12.6,29.8,7.0,31.7,10.1,63.4,169.2,33.8,56.4,56.4,2.0,5.8,4.0,15.1,13.2,45.3,0.0,0.0,26.7,45.3,1.0,1.0,1.5,4.3,3.5,10.9,1.9,4.1,3.0,11.4,4.4,15.1,3.1,7.8,0.0,0.0,13.2,22.8,27.7,45.3,3.0,1.3,7.6,0.0,15.3,15.3,2.1,5.7,1.0,2.3,2.1,5.7,9.0,28.5,0.0,0.0,1.0,1.9
202607211005,2026-07-21,10,05R,10:18,2026-07-21T10:08:27.426091+09:00,20.9,22.9,13.3,5.9,43.8,9.4,17.2,38.5,14.1,6.1,34.4,23.5,15.5,21.9,23.5,5.4,87.6,107.0,14.1,18.5,3.9,4.5,4.8,5.4,8.0,8.5,3.7,4.5,2.3,2.7,7.0,8.5,4.0,4.6,2.0,2.2,2.4,2.9,11.3,12.6,2.2,2.5,5.3,6.6,4.7,5.2,7.5,8.6,1.8,2.1,1.9,4.2,21.0,21.0,7.0,3.0,1.4,1.5,2.5,3.3,5.8,7.1,1.7,2.2,2.1,2.8,1.7,2.2
202607212305,2026-07-21,23,05R,10:30,2026-07-21T10:20:28.166420+09:00,6.0,9.9,7.2,52.6,8.3,1.7,65.7,10.9,112.7,52.6,157.8,43.8,157.8,112.7,131.5,263.0,98.6,197.2,98.6,98.6,2.0,4.0,1.0,1.2,1.8,3.3,1.4,1.9,7.5,15.0,2.7,6.4,6.8,24.3,4.5,8.3,0.0,0.0,9.2,24.5,2.5,4.4,21.2,48.3,12.1,24.3,0.0,0.0,13.7,24.3,1.0,150.7,16.7,50.2,5.0,150.7,1.0,1.0,2.0,11.5,2.0,11.5,0.0,0.0,1.1,5.7,5.2,34.5
