レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
202010150101,第６回太田双葉ＣＣカップ　ＤＳ開設７周年記念,2020-10-15,1,01R,1.0,1,1.0,2,14.0,23.0,1,1,51.2,0.0,6.68,-0.5,0.01,2,2,53.2,0.0,6.8,-0.5,0.03,3,3,51.6,0.0,6.68,-0.5,0.12,4,4,51.4,0.0,6.73,-0.5,0.05,5,5,53.6,0.0,6.77,-0.5,0.07,6,6,51.4,0.0,6.73,-0.5,0.08
202010150102,第６回太田双葉ＣＣカップ　ＤＳ開設７周年記念,2020-10-15,1,02R,3.0,1,2.0,2,16.0,24.0,1,1,51.5,0.0,6.81,-0.5,0.05,2,4,52.1,0.0,6.77,-0.5,0.18,3,2,55.1,0.0,6.8,-0.5,0.04,4,5,56.4,0.0,6.75,-0.5,0.12,5,6,52.4,0.0,6.74,0.0,-0.04,6,3,51.2,0.0,6.61,-0.5,0.09
202010150105,第６回太田双葉ＣＣカップ　ＤＳ開設７周年記念,2020-10-15,1,05R,1.0,,1.0,2,16.0,24.0,1,1,55.8,0.0,6.81,-0.5,-0.12,2,2,51.0,0.0,6.81,-0.5,0.04,3,3,51.7,0.0,6.81,-0.5,0.01,4,4,52.5,0.0,6.81,-0.5,-0.11,5,5,53.2,0.0,6.71,-0.5,-0.03,6,6,51.2,0.0,6.78,-0.5,-0.01
202010150107,第６回太田双葉ＣＣカップ　ＤＳ開設７周年記念,2020-10-15,1,07R,1.0,1,1.0,2,15.0,24.0,1,1,51.2,0.0,6.69,-0.5,0.02,2,2,52.4,0.0,6.7,0.0,-0.01,3,3,51.2,0.0,6.71,-0.5,0.04,4,4,51.4,0.0,6.76,-0.5,0.07,5,5,55.0,0.0,6.79,-0.5,0.07,6,6,51.3,0.0,6.77,-0.5,-0.04
202010150108,第６回太田双葉ＣＣカップ　ＤＳ開設７周年記念,2020-10-15,1,08R,1.0,1,1.0,2,15.0,23.0,1,1,51.0,0.0,6.62,-0.5,0.11,2,2,51.5,0.0,6.73,-0.5,0.17,3,3,53.6,0.0,6.72,-0.5,0.09,4,4,55.3,0.0,6.72,-0.5,0.01,5,5,51.2,0.0,6.69,-0.5,-0.03,6,6,52.3,0.0,6.76,-0.5,0.07
202010150111,第６回太田双葉ＣＣカップ　ＤＳ開設７周年記念,2020-10-15,1,11R,1.0,1,1.0,2,14.0,23.0,1,1,51.4,0.0,6.63,-0.5,0.04,2,2,55.0,0.0,6.71,-0.5,0.09,3,3,51.2,0.0,6.63,-0.5,0.07,4,4,51.7,0.0,6.73,-0.5,0.17,5,5,50.0,1.0,6.76,-0.5,0.15,6,6,52.6,0.0,6.78,-0.5,0.11
202010150112,第６回太田双葉ＣＣカップ　ＤＳ開設７周年記念,2020-10-15,1,12R,0.0,1,0.0,2,14.0,23.0,1,1,51.2,0.0,6.67,-0.5,-0.05,2,2,51.2,0.0,6.73,-0.5,-0.07,3,3,51.1,0.0,6.73,-0.5,-0.08,4,4,53.2,0.0,6.66,-0.5,0.0,5,5,51.4,0.0,6.76,-0.5,-0.07,6,6,51.0,0.0,6.74,-0.5,-0.05
202010150201,埼玉新聞社杯,2020-10-15,2,01R,2.0,1,1.0,2,16.0,19.0,1,1,47.9,0.0,6.7,-0.5,0.23,2,2,46.0,1.0,6.64,-0.5,0.24,3,3,49.1,0.0,6.67,-0.5,0.16,4,4,47.0,0.0,6.72,-0.5,0.33,5,5,45.0,2.0,6.72,-0.5,0.17,6,6,46.5,0.5,6.66,-0.5,0.16
202010150202,埼玉新聞社杯,2020-10-15,2,02R,0.0,1,0.0,2,19.0,20.0,1,1,52.3,0.0,6.67,-0.5,-0.08,2,2,51.0,0.0,6.68,-0.5,0.07,3,3,49.0,2.0,6.66,0.0,0.04,4,4,51.6,0.0,6.73,-0.5,0.03,5,5,55.7,0.0,6.74,-0.5,0.13,6,6,53.3,0.0,6.69,-0.5,0.03
202010150203,埼玉新聞社杯,2020-10-15,2,03R,1.0,,0.0,2,19.0,20.0,1,1,55.0,0.0,6.65,-0.5,0.21,2,2,51.4,0.0,6.68,-0.5,0.04,3,3,46.0,1.0,6.77,-0.5,0.05,4,4,51.5,0.0,6.71,-0.5,0.05,5,5,52.4,0.0,6.68,-0.5,0.08,6,6,53.2,0.0,6.75,-0.5,0.07
