レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202608091001,2026-08-09,10,01R,08:32,2026-08-09T08:22:19.935396+09:00,1,0.09,2,0.05,3,0.04,4,0.06,5,0.03,6,0.05
202608091401,2026-08-09,14,01R,08:40,2026-08-09T08:30:27.315935+09:00,1,0.05,2,0.07,3,0.07,4,0.17,5,0.05,6,0.16
202608092301,2026-08-09,23,01R,08:48,2026-08-09T08:38:19.446156+09:00,1,0.12,2,0.08,3,0.07,4,0.16,5,0.1,6,0.13
202608091002,2026-08-09,10,02R,08:58,2026-08-09T08:48:20.169945+09:00,1,0.08,2,0.09,3,0.08,4,-0.04,5,-0.03,6,0.03
202608091402,2026-08-09,14,02R,09:09,2026-08-09T09:00:44.156982+09:00,1,0.09,2,0.09,3,-0.01,4,-0.07,5,-0.07,6,-0.1
202608092302,2026-08-09,23,02R,09:14,2026-08-09T09:04:23.480862+09:00,1,0.17,2,0.07,3,0.1,4,0.2,5,0.06,6,0.04
202608091003,2026-08-09,10,03R,09:24,2026-08-09T09:14:20.987711+09:00,1,0.25,2,0.13,3,0.21,4,0.14,5,0.31,6,0.1
202608091403,2026-08-09,14,03R,09:35,2026-08-09T09:26:22.999064+09:00,1,0.17,4,-0.03,5,-0.04,2,0.12,6,0.17,3,0.08
202608092303,2026-08-09,23,03R,09:40,2026-08-09T09:30:30.673737+09:00,1,0.16,2,0.07,3,0.21,4,0.01,6,0.23,5,0.03
202608091004,2026-08-09,10,04R,09:50,2026-08-09T09:40:23.115493+09:00,1,-0.04,2,0.12,3,0.13,4,0.2,5,0.08,6,0.25
202608091404,2026-08-09,14,04R,10:01,2026-08-09T09:52:19.978096+09:00,1,0.26,2,-0.01,3,0.16,4,0.11,5,0.19,6,0.03
202608092304,2026-08-09,23,04R,10:06,2026-08-09T09:56:17.260845+09:00,1,0.17,4,-0.02,3,0.04,5,-0.01,6,-0.01,2,0.31
202608091005,2026-08-09,10,05R,10:18,2026-08-09T10:08:26.046633+09:00,1,0.08,2,0.05,3,0.07,4,0.15,5,0.12,6,0.12
202608090901,2026-08-09,09,01R,10:28,2026-08-09T10:18:28.665325+09:00,1,0.03,2,0.15,3,0.15,4,0.26,5,-0.04,6,-0.09
202608091405,2026-08-09,14,05R,10:27,2026-08-09T10:18:28.665325+09:00,1,0.02,2,0.21,3,0.39,4,0.02,5,0.15,6,0.27
202608091301,2026-08-09,13,01R,10:33,2026-08-09T10:26:17.277358+09:00,1,0.19,2,0.17,3,0.11,4,0.16,5,0.16,6,0.53
202608092305,2026-08-09,23,05R,10:35,2026-08-09T10:26:17.277358+09:00,1,0.24,3,0.11,4,0.08,2,0.17,5,-0.03,6,-0.01
202608091801,2026-08-09,18,01R,10:38,2026-08-09T10:28:24.353378+09:00,1,0.11,2,0.08,3,0.07,4,0.27,5,0.11,6,0.12
202608091601,2026-08-09,16,01R,10:46,2026-08-09T10:36:23.052702+09:00,1,0.06,2,0.06,3,0.12,4,0.05,5,0.12,6,0.03
202608090201,2026-08-09,02,01R,10:47,2026-08-09T10:38:24.262201+09:00,1,0.11,2,0.04,3,0.03,4,0.39,6,0.32,5,0.35
202608091006,2026-08-09,10,06R,10:50,2026-08-09T10:40:21.906625+09:00,1,0.06,2,0.16,3,0.26,4,0.18,5,0.16,6,0.34
202608090902,2026-08-09,09,02R,10:58,2026-08-09T10:48:23.605451+09:00,1,0.15,2,0.06,3,0.1,4,-0.03,5,-0.04,6,-0.05
202608091406,2026-08-09,14,06R,10:57,2026-08-09T10:48:23.605451+09:00,1,-0.01,2,0.02,3,0.01,4,0.05,5,0.06,6,0.02
202608091302,2026-08-09,13,02R,11:02,2026-08-09T10:52:21.506045+09:00,1,-0.06,2,-0.07,3,0.18,4,0.02,6,0.07,5,0.03
202608092306,2026-08-09,23,06R,11:05,2026-08-09T10:56:20.017967+09:00,1,0.39,2,0.16,3,0.25,4,0.12,5,0.28,6,0.26
202608091802,2026-08-09,18,02R,11:08,2026-08-09T10:58:19.341810+09:00,1,0.01,2,0.13,3,-0.02,4,0.05,5,0.13,6,0.2
202608090301,2026-08-09,03,01R,11:14,2026-08-09T11:04:21.339062+09:00,1,0.1,2,0.12,3,0.09,4,0.06,5,0.06,6,0.04
202608090202,2026-08-09,02,02R,11:16,2026-08-09T11:06:23.759642+09:00,1,0.43,2,0.11,3,0.06,5,-0.03,6,0.17,4,0.06
202608091007,2026-08-09,10,07R,11:20,2026-08-09T11:10:26.048621+09:00,1,0.02,2,-0.03,3,-0.03,4,0.15,5,0.12,6,0.06
202608091602,2026-08-09,16,02R,11:23,2026-08-09T11:14:20.209872+09:00,1,0.17,2,0.03,3,0.01,4,-0.06,5,0.01,6,0.15
202608090903,2026-08-09,09,03R,11:25,2026-08-09T11:16:19.298465+09:00,1,0.07,2,0.07,3,-0.06,4,0.11,5,0.13,6,-0.13
202608091407,2026-08-09,14,07R,11:29,2026-08-09T11:20:22.893608+09:00,1,0.01,2,0.07,3,0.11,4,0.07,5,0.18,6,0.13
202608091303,2026-08-09,13,03R,11:31,2026-08-09T11:22:24.944686+09:00,1,0.11,2,0.05,3,0.04,4,0.03,5,0.01,6,0.02
202608090501,2026-08-09,05,01R,11:33,2026-08-09T11:24:23.763649+09:00,1,0.01,2,0.05,3,0.11,4,0.09,5,-0.02,6,0.01
202608091803,2026-08-09,18,03R,11:38,2026-08-09T11:28:22.171836+09:00,1,0.3,2,0.19,3,0.04,4,0.03,5,0.27,6,0.01
202608090302,2026-08-09,03,02R,11:41,2026-08-09T11:32:25.020672+09:00,1,0.34,2,0.16,3,0.17,4,0.1,5,0.11,6,0.09
202608092307,2026-08-09,23,07R,11:43,2026-08-09T11:34:21.481017+09:00,1,0.11,2,0.21,3,0.25,4,0.09,5,0.16,6,0.16
202608090203,2026-08-09,02,03R,11:45,2026-08-09T11:36:18.855353+09:00,1,0.09,2,0.35,3,0.13,4,0.1,5,0.05,6,0.22
202608091603,2026-08-09,16,03R,11:51,2026-08-09T11:42:19.348947+09:00,1,0.1,3,0.33,4,0.3,5,0.31,6,0.47,2,0.09
202608091008,2026-08-09,10,08R,11:53,2026-08-09T11:44:29.772953+09:00,1,0.16,2,0.02,3,-0.06,4,0.11,5,0.19,6,0.29
202608090904,2026-08-09,09,04R,11:56,2026-08-09T11:46:25.656159+09:00,1,0.06,2,0.09,3,0.15,4,-0.05,5,-0.09,6,0.0
202608091304,2026-08-09,13,04R,11:59,2026-08-09T11:50:16.436219+09:00,1,0.23,2,0.05,3,0.07,4,0.11,5,0.07,6,0.25
202608090502,2026-08-09,05,02R,12:02,2026-08-09T11:52:19.348462+09:00,1,0.08,2,-0.02,3,-0.02,4,-0.13,5,-0.16,6,-0.06
202608091408,2026-08-09,14,08R,12:03,2026-08-09T11:54:21.129319+09:00,1,0.17,2,0.17,3,0.11,4,-0.08,5,-0.11,6,-0.02
202608090303,2026-08-09,03,03R,12:08,2026-08-09T11:58:25.338804+09:00,1,0.35,2,0.05,3,0.06,4,0.15,5,0.18,6,0.24
202608091804,2026-08-09,18,04R,12:09,2026-08-09T12:00:37.566646+09:00,1,0.14,2,0.06,3,0.18,4,0.15,5,0.01,6,0.11
202608090204,2026-08-09,02,04R,12:14,2026-08-09T12:04:25.029328+09:00,1,0.12,2,0.08,3,0.17,4,-0.03,5,-0.02,6,0.21
202608092308,2026-08-09,23,08R,12:17,2026-08-09T12:08:25.527337+09:00,1,-0.03,2,0.02,3,0.15,4,-0.02,5,0.07,6,0.09
202608091604,2026-08-09,16,04R,12:24,2026-08-09T12:14:27.498637+09:00,1,0.08,2,0.1,3,0.04,4,0.14,5,0.15,6,0.12
202608091009,2026-08-09,10,09R,12:25,2026-08-09T12:16:22.617670+09:00,1,0.2,2,0.17,3,0.19,4,0.13,5,0.12,6,0.15
202608091305,2026-08-09,13,05R,12:26,2026-08-09T12:16:22.617670+09:00,1,0.05,2,0.31,3,0.09,4,0.03,5,-0.01,6,-0.1
202608090905,2026-08-09,09,05R,12:28,2026-08-09T12:18:25.365365+09:00,1,0.06,2,0.06,3,0.14,4,0.07,5,0.1,6,-0.05
202608090503,2026-08-09,05,03R,12:33,2026-08-09T12:24:20.448659+09:00,1,0.06,2,0.29,3,0.12,4,-0.04,5,0.08,6,0.21
202608090304,2026-08-09,03,04R,12:35,2026-08-09T12:26:22.047069+09:00,1,0.32,2,0.16,3,0.07,4,0.11,5,0.11,6,0.09
202608091409,2026-08-09,14,09R,12:35,2026-08-09T12:26:22.047069+09:00,1,0.1,2,0.21,3,0.02,4,0.01,5,-0.1,6,0.23
202608091805,2026-08-09,18,05R,12:40,2026-08-09T12:30:23.454426+09:00,1,0.19,2,0.12,3,0.26,4,0.07,5,0.22,6,0.02
202608090205,2026-08-09,02,05R,12:44,2026-08-09T12:34:21.137858+09:00,1,-0.1,2,0.06,3,0.15,4,0.04,5,0.07,6,0.07
202608092309,2026-08-09,23,09R,12:48,2026-08-09T12:38:23.057624+09:00,1,0.21,3,0.09,2,0.04,4,0.13,5,0.11,6,0.19
202608091605,2026-08-09,16,05R,12:54,2026-08-09T12:44:22.633629+09:00,1,0.11,2,0.3,3,0.1,4,0.11,5,0.13,6,0.03
202608091306,2026-08-09,13,06R,12:55,2026-08-09T12:46:25.096650+09:00,1,0.11,2,0.07,3,0.07,4,0.22,5,0.12,6,0.24
202608091010,2026-08-09,10,10R,12:58,2026-08-09T12:48:21.869929+09:00,1,0.06,2,0.04,3,0.03,4,0.13,5,0.19,6,0.14
202608090305,2026-08-09,03,05R,13:02,2026-08-09T12:52:20.126283+09:00,1,-0.01,2,0.17,3,-0.04,4,-0.03,5,0.14,6,0.13
202608090906,2026-08-09,09,06R,13:02,2026-08-09T12:52:20.126283+09:00,1,0.08,2,0.42,3,0.16,4,0.0,5,0.12,6,0.02
202608090504,2026-08-09,05,04R,13:03,2026-08-09T12:54:17.553985+09:00,1,0.1,2,0.09,3,0.06,4,0.05,5,0.06,6,0.04
202608091410,2026-08-09,14,10R,13:07,2026-08-09T12:58:21.755047+09:00,1,0.08,2,-0.01,3,-0.03,4,0.02,5,0.03,6,0.04
202608091806,2026-08-09,18,06R,13:11,2026-08-09T13:02:25.701354+09:00,1,0.11,2,0.17,3,0.18,4,0.11,5,0.06,6,0.11
202608090206,2026-08-09,02,06R,13:14,2026-08-09T13:04:17.641051+09:00,1,0.04,2,-0.03,3,0.04,4,-0.06,5,0.12,6,0.34
202608092310,2026-08-09,23,10R,13:20,2026-08-09T13:10:23.168628+09:00,1,0.06,2,0.2,3,0.18,4,0.18,5,0.05,6,0.15
202608091606,2026-08-09,16,06R,13:26,2026-08-09T13:16:22.693007+09:00,1,-0.06,2,0.0,3,0.09,4,-0.05,5,-0.03,6,0.21
202608091307,2026-08-09,13,07R,13:27,2026-08-09T13:18:22.146777+09:00,1,0.14,2,0.29,3,0.36,4,0.05,5,-0.01,6,-0.01
202608090306,2026-08-09,03,06R,13:29,2026-08-09T13:20:20.464966+09:00,1,0.09,2,0.17,3,0.32,4,0.33,5,0.14,6,0.13
202608090907,2026-08-09,09,07R,13:29,2026-08-09T13:20:20.464966+09:00,1,0.09,2,-0.02,3,0.03,4,0.01,5,-0.03,6,-0.06
202608090505,2026-08-09,05,05R,13:33,2026-08-09T13:24:23.445442+09:00,1,0.05,2,0.16,3,0.07,4,-0.11,5,0.05,6,0.03
202608091011,2026-08-09,10,11R,13:35,2026-08-09T13:26:23.299830+09:00,1,-0.01,2,0.06,3,0.09,4,0.12,5,0.19,6,0.14
202608091807,2026-08-09,18,07R,13:42,2026-08-09T13:32:22.258459+09:00,1,0.08,2,0.03,3,0.11,4,0.13,5,0.02,6,0.07
202608090207,2026-08-09,02,07R,13:45,2026-08-09T13:36:28.127313+09:00,1,0.07,2,0.11,3,0.07,4,0.33,5,0.12,6,0.01
