レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202608232101,2026-08-23,21,01R,08:32,2026-08-23T08:22:28.410864+09:00,1,0.14,2,0.18,3,0.08,4,0.11,5,0.17,6,0.1
202608232301,2026-08-23,23,01R,08:40,2026-08-23T08:30:29.959792+09:00,1,0.01,2,0.14,3,0.13,4,0.03,5,-0.03,6,-0.03
202608231801,2026-08-23,18,01R,08:48,2026-08-23T08:38:33.093213+09:00,1,0.21,2,0.24,4,0.13,3,0.24,5,0.12,6,0.13
202608232102,2026-08-23,21,02R,08:58,2026-08-23T08:48:22.511395+09:00,1,-0.02,2,0.23,3,0.09,4,0.0,5,0.01,6,0.01
202608232302,2026-08-23,23,02R,09:06,2026-08-23T08:56:21.182616+09:00,1,0.09,2,0.14,3,-0.03,4,-0.01,5,-0.01,6,-0.02
202608231802,2026-08-23,18,02R,09:14,2026-08-23T09:04:21.820667+09:00,1,0.01,2,0.24,3,0.07,4,0.17,5,-0.01,6,0.08
202608232103,2026-08-23,21,03R,09:24,2026-08-23T09:14:27.318592+09:00,1,0.05,2,0.12,3,0.1,4,0.17,5,0.04,6,0.03
202608232303,2026-08-23,23,03R,09:32,2026-08-23T09:22:31.144481+09:00,1,0.19,2,0.09,3,0.1,4,-0.02,5,-0.01,6,0.42
202608231803,2026-08-23,18,03R,09:43,2026-08-23T09:34:26.301593+09:00,1,-0.04,2,0.06,3,-0.12,4,0.21,5,0.06,6,0.01
202608232104,2026-08-23,21,04R,09:50,2026-08-23T09:40:32.683654+09:00,1,0.02,2,0.08,3,0.07,4,0.21,5,0.18,6,0.17
202608232304,2026-08-23,23,04R,09:58,2026-08-23T09:48:34.501655+09:00,1,0.22,2,0.14,3,0.29,4,0.18,5,0.13,6,0.24
202608231804,2026-08-23,18,04R,10:09,2026-08-23T10:00:35.446534+09:00,1,0.03,2,-0.01,3,0.23,4,0.31,5,0.17,6,0.12
202608232105,2026-08-23,21,05R,10:17,2026-08-23T10:08:35.383299+09:00,1,0.02,2,0.01,3,0.02,4,0.12,5,-0.09,6,-0.02
202608232305,2026-08-23,23,05R,10:27,2026-08-23T10:18:24.238397+09:00,1,0.23,2,0.14,3,0.13,4,0.1,5,0.26,6,0.43
202608230801,2026-08-23,08,01R,10:31,2026-08-23T10:22:23.397996+09:00,1,0.13,2,0.06,3,0.08,4,0.09,5,0.05,6,0.03
202608231805,2026-08-23,18,05R,10:37,2026-08-23T10:28:21.518320+09:00,1,0.18,2,0.08,3,0.07,4,-0.05,5,-0.03,6,-0.11
202608231601,2026-08-23,16,01R,10:45,2026-08-23T10:36:22.812201+09:00,1,0.17,2,0.13,3,0.12,4,0.14,5,0.11,6,0.08
202608230201,2026-08-23,02,01R,10:47,2026-08-23T10:38:25.720146+09:00,1,-0.09,2,0.05,3,-0.05,4,-0.03,5,-0.01,6,0.07
202608232106,2026-08-23,21,06R,10:50,2026-08-23T10:40:27.366544+09:00,1,0.17,2,0.18,3,0.1,4,0.19,5,0.06,6,0.04
202608232306,2026-08-23,23,06R,10:56,2026-08-23T10:46:22.259896+09:00,1,0.1,2,0.16,3,0.01,4,0.01,5,0.46,6,0.06
202608230802,2026-08-23,08,02R,11:00,2026-08-23T10:50:24.326160+09:00,1,0.1,2,0.08,3,0.13,4,-0.06,5,-0.09,6,-0.2
202608231806,2026-08-23,18,06R,11:07,2026-08-23T10:58:21.635222+09:00,1,0.14,2,0.18,3,-0.01,4,0.42,5,-0.05,6,0.02
202608230301,2026-08-23,03,01R,11:14,2026-08-23T11:04:25.491605+09:00,1,-0.07,2,-0.02,3,-0.03,4,-0.06,5,0.01,6,0.07
202608230202,2026-08-23,02,02R,11:16,2026-08-23T11:06:20.969190+09:00,1,0.07,2,0.03,3,-0.04,4,0.04,5,-0.03,6,-0.02
202608232107,2026-08-23,21,07R,11:19,2026-08-23T11:10:27.614960+09:00,1,-0.05,2,0.16,3,0.12,4,0.25,5,0.63,6,0.16
202608231602,2026-08-23,16,02R,11:22,2026-08-23T11:12:23.074509+09:00,1,0.15,2,0.04,3,0.24,4,0.05,6,0.28,5,0.08
202608230803,2026-08-23,08,03R,11:26,2026-08-23T11:16:23.697334+09:00,1,-0.05,2,0.01,3,0.18,4,0.12,5,0.1,6,0.01
202608232307,2026-08-23,23,07R,11:29,2026-08-23T11:20:21.976260+09:00,1,0.04,2,0.07,3,-0.03,4,0.05,5,0.12,6,0.36
202608230601,2026-08-23,06,01R,11:33,2026-08-23T11:24:20.165798+09:00,1,0.19,2,0.17,3,0.08,4,0.03,5,0.1,6,0.05
202608231807,2026-08-23,18,07R,11:38,2026-08-23T11:28:21.976260+09:00,1,0.03,2,-0.1,3,-0.05,4,-0.12,5,-0.11,6,0.17
202608230302,2026-08-23,03,02R,11:41,2026-08-23T11:32:25.254510+09:00,1,0.25,2,0.32,3,0.27,4,0.2,5,0.07,6,0.07
202608230203,2026-08-23,02,03R,11:45,2026-08-23T11:36:28.176602+09:00,1,0.11,2,0.09,3,0.26,4,0.15,5,0.16,6,0.09
202608232108,2026-08-23,21,08R,11:50,2026-08-23T11:40:22.953493+09:00,1,0.1,2,0.26,3,0.36,4,0.15,6,0.3,5,0.13
202608231603,2026-08-23,16,03R,11:52,2026-08-23T11:42:24.348394+09:00,1,-0.03,2,0.07,3,0.13,6,0.07,4,0.23,5,0.12
202608230401,2026-08-23,04,01R,11:55,2026-08-23T11:46:23.333536+09:00,1,0.06,2,0.19,3,0.13,4,0.09,5,0.08,6,0.13
202608230602,2026-08-23,06,02R,12:00,2026-08-23T11:50:22.869908+09:00,1,0.18,2,0.22,3,0.17,4,0.15,5,0.06,6,0.22
202608230804,2026-08-23,08,04R,11:59,2026-08-23T11:50:22.869908+09:00,1,-0.13,2,-0.18,3,-0.06,4,0.07,5,-0.02,6,-0.01
202608232308,2026-08-23,23,08R,12:03,2026-08-23T11:54:20.454103+09:00,1,0.05,2,0.17,3,0.25,4,0.09,5,0.03,6,-0.01
202608230303,2026-08-23,03,03R,12:08,2026-08-23T11:58:21.409274+09:00,1,0.13,2,0.13,3,0.09,4,0.21,5,0.21,6,0.17
202608231808,2026-08-23,18,08R,12:11,2026-08-23T12:02:21.255708+09:00,1,0.09,2,0.06,3,0.05,4,0.06,5,0.12,6,0.15
202608230204,2026-08-23,02,04R,12:14,2026-08-23T12:04:23.500103+09:00,1,0.13,2,0.12,3,0.12,4,0.15,5,-0.05,6,0.07
202608232201,2026-08-23,22,01R,12:19,2026-08-23T12:10:25.040681+09:00,1,0.11,2,0.24,3,0.38,4,0.34,5,0.13,6,0.07
202608230402,2026-08-23,04,02R,12:24,2026-08-23T12:14:24.105183+09:00,1,0.21,2,0.07,3,0.02,4,0.18,5,0.02,6,0.05
202608231604,2026-08-23,16,04R,12:23,2026-08-23T12:14:24.105183+09:00,1,0.16,2,0.2,3,0.19,4,0.06,5,-0.04,6,-0.04
202608230805,2026-08-23,08,05R,12:26,2026-08-23T12:16:24.746471+09:00,1,0.19,3,0.15,4,0.07,5,0.11,6,0.12,2,0.11
202608232109,2026-08-23,21,09R,12:27,2026-08-23T12:18:20.811941+09:00,1,0.11,2,0.01,3,0.31,4,0.04,6,0.3,5,0.06
202608230603,2026-08-23,06,03R,12:30,2026-08-23T12:20:22.494909+09:00,2,0.07,3,0.03,1,0.04,4,0.06,5,0.2,6,0.15
