レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202606010101,2026-06-01,01,桐生,1R,第３３回桐生タイムス杯,４日目,IP,N,一般,15:28,
202606010102,2026-06-01,01,桐生,2R,第３３回桐生タイムス杯,４日目,IP,N,一般,16:02,
202606010103,2026-06-01,01,桐生,3R,第３３回桐生タイムス杯,４日目,IP,N,一般,16:34,
202606010104,2026-06-01,01,桐生,4R,第３３回桐生タイムス杯,４日目,IP,N,一般,17:13,
202606010105,2026-06-01,01,桐生,5R,第３３回桐生タイムス杯,４日目,IP,N,一般,17:37,
202606010106,2026-06-01,01,桐生,6R,第３３回桐生タイムス杯,４日目,IP,N,ドラドキ目玉,18:04,
202606010107,2026-06-01,01,桐生,7R,第３３回桐生タイムス杯,４日目,IP,N,ドラドキ３,18:28,
202606010108,2026-06-01,01,桐生,8R,第３３回桐生タイムス杯,４日目,IP,N,ドラドキ５,18:54,
202606010109,2026-06-01,01,桐生,9R,第３３回桐生タイムス杯,４日目,IP,N,準優勝戦,19:23,
202606010110,2026-06-01,01,桐生,10R,第３３回桐生タイムス杯,４日目,IP,N,準優勝戦,19:50,
202606010111,2026-06-01,01,桐生,11R,第３３回桐生タイムス杯,４日目,IP,N,準優勝戦,20:16,
202606010112,2026-06-01,01,桐生,12R,第３３回桐生タイムス杯,４日目,IP,N,一般特賞,20:45,
202606010501,2026-06-01,05,多摩川,1R,オールレディースリップルカップ,３日目,G3,S,予選,11:55,
202606010502,2026-06-01,05,多摩川,2R,オールレディースリップルカップ,３日目,G3,S,予選,12:23,
202606010503,2026-06-01,05,多摩川,3R,オールレディースリップルカップ,３日目,G3,S,予選,12:52,
202606010504,2026-06-01,05,多摩川,4R,オールレディースリップルカップ,３日目,G3,S,予選,13:21,
202606010505,2026-06-01,05,多摩川,5R,オールレディースリップルカップ,３日目,G3,S,予選,13:51,
202606010506,2026-06-01,05,多摩川,6R,オールレディースリップルカップ,３日目,G3,S,予選,14:20,
202606010507,2026-06-01,05,多摩川,7R,オールレディースリップルカップ,３日目,G3,S,予選,14:56,
202606010508,2026-06-01,05,多摩川,8R,オールレディースリップルカップ,３日目,G3,S,予選,15:26,
202606010509,2026-06-01,05,多摩川,9R,オールレディースリップルカップ,３日目,G3,S,予選,16:04,
202606010510,2026-06-01,05,多摩川,10R,オールレディースリップルカップ,３日目,G3,S,予選特賞,16:41,
202606010511,2026-06-01,05,多摩川,11R,オールレディースリップルカップ,３日目,G3,S,予選特選,17:11,
202606010512,2026-06-01,05,多摩川,12R,オールレディースリップルカップ,３日目,G3,S,記者選抜戦,17:43,
202606010801,2026-06-01,08,常滑,1R,第９回愛知・名古屋アジア・アジアパラ大会協賛競走,最終日,IP,D,朝トコ小判Ｒ,10:32,
202606010802,2026-06-01,08,常滑,2R,第９回愛知・名古屋アジア・アジアパラ大会協賛競走,最終日,IP,D,一般,10:58,
202606010803,2026-06-01,08,常滑,3R,第９回愛知・名古屋アジア・アジアパラ大会協賛競走,最終日,IP,D,一般,11:25,
202606010804,2026-06-01,08,常滑,4R,第９回愛知・名古屋アジア・アジアパラ大会協賛競走,最終日,IP,D,一般,11:52,
202606010805,2026-06-01,08,常滑,5R,第９回愛知・名古屋アジア・アジアパラ大会協賛競走,最終日,IP,D,一般特選,12:18,
202606010806,2026-06-01,08,常滑,6R,第９回愛知・名古屋アジア・アジアパラ大会協賛競走,最終日,IP,D,昼トコ小判Ｒ,12:46,
202606010807,2026-06-01,08,常滑,7R,第９回愛知・名古屋アジア・アジアパラ大会協賛競走,最終日,IP,D,一般,13:15,
202606010808,2026-06-01,08,常滑,8R,第９回愛知・名古屋アジア・アジアパラ大会協賛競走,最終日,IP,D,一般,13:42,
202606010809,2026-06-01,08,常滑,9R,第９回愛知・名古屋アジア・アジアパラ大会協賛競走,最終日,IP,D,一般,14:09,
202606010810,2026-06-01,08,常滑,10R,第９回愛知・名古屋アジア・アジアパラ大会協賛競走,最終日,IP,D,選抜戦,14:40,
202606010811,2026-06-01,08,常滑,11R,第９回愛知・名古屋アジア・アジアパラ大会協賛競走,最終日,IP,D,選抜戦,15:13,
202606010812,2026-06-01,08,常滑,12R,第９回愛知・名古屋アジア・アジアパラ大会協賛競走,最終日,IP,D,優勝戦,15:49,
202606010901,2026-06-01,09,津,1R,津マスターズリーグ第１戦,４日目,G3,D,ツッキーレース,10:31,
202606010902,2026-06-01,09,津,2R,津マスターズリーグ第１戦,４日目,G3,D,予選,11:00,
202606010903,2026-06-01,09,津,3R,津マスターズリーグ第１戦,４日目,G3,D,予選,11:29,
202606010904,2026-06-01,09,津,4R,津マスターズリーグ第１戦,４日目,G3,D,予選,11:59,
202606010905,2026-06-01,09,津,5R,津マスターズリーグ第１戦,４日目,G3,D,５ールドレース,12:28,
202606010906,2026-06-01,09,津,6R,津マスターズリーグ第１戦,４日目,G3,D,予選,12:58,
202606010907,2026-06-01,09,津,7R,津マスターズリーグ第１戦,４日目,G3,D,予選,13:29,
202606010908,2026-06-01,09,津,8R,津マスターズリーグ第１戦,４日目,G3,D,予選,14:01,
202606010909,2026-06-01,09,津,9R,津マスターズリーグ第１戦,４日目,G3,D,予選,14:33,
202606010910,2026-06-01,09,津,10R,津マスターズリーグ第１戦,４日目,G3,D,予選特賞,15:09,
202606010911,2026-06-01,09,津,11R,津マスターズリーグ第１戦,４日目,G3,D,予選特選,15:46,
202606010912,2026-06-01,09,津,12R,津マスターズリーグ第１戦,４日目,G3,D,ツッキー選抜戦,16:25,
202606011101,2026-06-01,11,びわこ,1R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,４日目,IP,D,予選,10:38,
202606011102,2026-06-01,11,びわこ,2R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,４日目,IP,D,予選,11:08,
202606011103,2026-06-01,11,びわこ,3R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,４日目,IP,D,予選,11:40,
202606011104,2026-06-01,11,びわこ,4R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,４日目,IP,D,予選,12:09,
202606011105,2026-06-01,11,びわこ,5R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,４日目,IP,D,予選,12:37,
202606011106,2026-06-01,11,びわこ,6R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,４日目,IP,D,予選,13:07,
