レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202606030301,2026-06-03,03,江戸川,1R,にっぽん未来プロジェクト競走ｉｎ江戸川,初　日,IP,D,予選,11:14,順延
202606030302,2026-06-03,03,江戸川,2R,にっぽん未来プロジェクト競走ｉｎ江戸川,初　日,IP,D,予選,11:41,順延
202606030303,2026-06-03,03,江戸川,3R,にっぽん未来プロジェクト競走ｉｎ江戸川,初　日,IP,D,予選,12:08,順延
202606030304,2026-06-03,03,江戸川,4R,にっぽん未来プロジェクト競走ｉｎ江戸川,初　日,IP,D,予選,12:35,順延
202606030305,2026-06-03,03,江戸川,5R,にっぽん未来プロジェクト競走ｉｎ江戸川,初　日,IP,D,予選,13:02,順延
202606030306,2026-06-03,03,江戸川,6R,にっぽん未来プロジェクト競走ｉｎ江戸川,初　日,IP,D,予選,13:29,順延
202606030307,2026-06-03,03,江戸川,7R,にっぽん未来プロジェクト競走ｉｎ江戸川,初　日,IP,D,予選,13:56,順延
202606030308,2026-06-03,03,江戸川,8R,にっぽん未来プロジェクト競走ｉｎ江戸川,初　日,IP,D,予選,14:24,順延
202606030309,2026-06-03,03,江戸川,9R,にっぽん未来プロジェクト競走ｉｎ江戸川,初　日,IP,D,予選特賞,14:52,順延
202606030310,2026-06-03,03,江戸川,10R,にっぽん未来プロジェクト競走ｉｎ江戸川,初　日,IP,D,予選特賞,15:22,順延
202606030311,2026-06-03,03,江戸川,11R,にっぽん未来プロジェクト競走ｉｎ江戸川,初　日,IP,D,予選特選,15:53,順延
202606030312,2026-06-03,03,江戸川,12R,にっぽん未来プロジェクト競走ｉｎ江戸川,初　日,IP,D,江戸川選抜,16:25,順延
202606030501,2026-06-03,05,多摩川,1R,オールレディースリップルカップ,５日目,G3,S,一般,11:55,
202606030502,2026-06-03,05,多摩川,2R,オールレディースリップルカップ,５日目,G3,S,一般,12:23,
202606030503,2026-06-03,05,多摩川,3R,オールレディースリップルカップ,５日目,G3,S,一般,12:52,
202606030504,2026-06-03,05,多摩川,4R,オールレディースリップルカップ,５日目,G3,S,一般,13:21,
202606030505,2026-06-03,05,多摩川,5R,オールレディースリップルカップ,５日目,G3,S,一般,13:51,
202606030506,2026-06-03,05,多摩川,6R,オールレディースリップルカップ,５日目,G3,S,一般,14:20,
202606030507,2026-06-03,05,多摩川,7R,オールレディースリップルカップ,５日目,G3,S,一般,14:56,
