レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202606050101,2026-06-05,01,桐生,1R,ＭＢＰ津幡開設１３周年記念,初　日,IP,N,予選,15:27,
202606050102,2026-06-05,01,桐生,2R,ＭＢＰ津幡開設１３周年記念,初　日,IP,N,予選,16:06,
202606050103,2026-06-05,01,桐生,3R,ＭＢＰ津幡開設１３周年記念,初　日,IP,N,予選,16:42,
202606050104,2026-06-05,01,桐生,4R,ＭＢＰ津幡開設１３周年記念,初　日,IP,N,予選,17:12,
202606050105,2026-06-05,01,桐生,5R,ＭＢＰ津幡開設１３周年記念,初　日,IP,N,予選,17:37,
202606050106,2026-06-05,01,桐生,6R,ＭＢＰ津幡開設１３周年記念,初　日,IP,N,ドラドキ目玉,18:02,
202606050107,2026-06-05,01,桐生,7R,ＭＢＰ津幡開設１３周年記念,初　日,IP,N,ドラドキ３,18:27,
202606050108,2026-06-05,01,桐生,8R,ＭＢＰ津幡開設１３周年記念,初　日,IP,N,ドラドキ５,18:52,
202606050109,2026-06-05,01,桐生,9R,ＭＢＰ津幡開設１３周年記念,初　日,IP,N,予選特賞,19:18,
202606050110,2026-06-05,01,桐生,10R,ＭＢＰ津幡開設１３周年記念,初　日,IP,N,予選特賞,19:44,
202606050111,2026-06-05,01,桐生,11R,ＭＢＰ津幡開設１３周年記念,初　日,IP,N,予選特選,20:11,
202606050112,2026-06-05,01,桐生,12R,ＭＢＰ津幡開設１３周年記念,初　日,IP,N,桐生ドリーム戦,20:41,
202606050301,2026-06-05,03,江戸川,1R,にっぽん未来プロジェクト競走ｉｎ江戸川,２日目,IP,D,予選,11:14,
202606050302,2026-06-05,03,江戸川,2R,にっぽん未来プロジェクト競走ｉｎ江戸川,２日目,IP,D,予選,11:41,
202606050303,2026-06-05,03,江戸川,3R,にっぽん未来プロジェクト競走ｉｎ江戸川,２日目,IP,D,予選,12:08,
202606050304,2026-06-05,03,江戸川,4R,にっぽん未来プロジェクト競走ｉｎ江戸川,２日目,IP,D,予選,12:35,
202606050305,2026-06-05,03,江戸川,5R,にっぽん未来プロジェクト競走ｉｎ江戸川,２日目,IP,D,予選,13:02,
202606050306,2026-06-05,03,江戸川,6R,にっぽん未来プロジェクト競走ｉｎ江戸川,２日目,IP,D,予選,13:29,
202606050307,2026-06-05,03,江戸川,7R,にっぽん未来プロジェクト競走ｉｎ江戸川,２日目,IP,D,予選,13:56,
202606050308,2026-06-05,03,江戸川,8R,にっぽん未来プロジェクト競走ｉｎ江戸川,２日目,IP,D,予選,14:24,
202606050309,2026-06-05,03,江戸川,9R,にっぽん未来プロジェクト競走ｉｎ江戸川,２日目,IP,D,予選特賞,14:52,
202606050310,2026-06-05,03,江戸川,10R,にっぽん未来プロジェクト競走ｉｎ江戸川,２日目,IP,D,予選特賞,15:22,
202606050311,2026-06-05,03,江戸川,11R,にっぽん未来プロジェクト競走ｉｎ江戸川,２日目,IP,D,予選特選,15:53,
202606050312,2026-06-05,03,江戸川,12R,にっぽん未来プロジェクト競走ｉｎ江戸川,２日目,IP,D,記者選抜戦,16:25,
202606050701,2026-06-05,07,蒲郡,1R,やしの実ＦＭ　「蒲郡ＵＰ！」杯争奪戦,２日目,IP,N,予選,15:30,
202606050702,2026-06-05,07,蒲郡,2R,やしの実ＦＭ　「蒲郡ＵＰ！」杯争奪戦,２日目,IP,N,予選,16:08,
202606050703,2026-06-05,07,蒲郡,3R,やしの実ＦＭ　「蒲郡ＵＰ！」杯争奪戦,２日目,IP,N,予選,16:38,
202606050704,2026-06-05,07,蒲郡,4R,やしの実ＦＭ　「蒲郡ＵＰ！」杯争奪戦,２日目,IP,N,予選,17:18,
202606050705,2026-06-05,07,蒲郡,5R,やしの実ＦＭ　「蒲郡ＵＰ！」杯争奪戦,２日目,IP,N,予選,17:43,
202606050706,2026-06-05,07,蒲郡,6R,やしの実ＦＭ　「蒲郡ＵＰ！」杯争奪戦,２日目,IP,N,予選,18:08,
202606050707,2026-06-05,07,蒲郡,7R,やしの実ＦＭ　「蒲郡ＵＰ！」杯争奪戦,２日目,IP,N,予選,18:33,
202606050708,2026-06-05,07,蒲郡,8R,やしの実ＦＭ　「蒲郡ＵＰ！」杯争奪戦,２日目,IP,N,予選,18:58,
202606050709,2026-06-05,07,蒲郡,9R,やしの実ＦＭ　「蒲郡ＵＰ！」杯争奪戦,２日目,IP,N,予選特賞,19:24,
202606050710,2026-06-05,07,蒲郡,10R,やしの実ＦＭ　「蒲郡ＵＰ！」杯争奪戦,２日目,IP,N,予選特賞,19:50,
202606050711,2026-06-05,07,蒲郡,11R,やしの実ＦＭ　「蒲郡ＵＰ！」杯争奪戦,２日目,IP,N,一般特選,20:17,
202606050712,2026-06-05,07,蒲郡,12R,やしの実ＦＭ　「蒲郡ＵＰ！」杯争奪戦,２日目,IP,N,一般記者特選,20:45,
202606050801,2026-06-05,08,常滑,1R,ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ,２日目,IP,D,朝トコ小判Ｒ,10:31,
202606050802,2026-06-05,08,常滑,2R,ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ,２日目,IP,D,予選,10:57,
202606050803,2026-06-05,08,常滑,3R,ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ,２日目,IP,D,予選,11:25,
202606050804,2026-06-05,08,常滑,4R,ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ,２日目,IP,D,予選,11:51,
202606050805,2026-06-05,08,常滑,5R,ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ,２日目,IP,D,予選特賞,12:17,
202606050806,2026-06-05,08,常滑,6R,ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ,２日目,IP,D,昼トコ小判Ｒ,12:49,
202606050807,2026-06-05,08,常滑,7R,ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ,２日目,IP,D,予選,13:22,
202606050808,2026-06-05,08,常滑,8R,ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ,２日目,IP,D,予選,13:54,
202606050809,2026-06-05,08,常滑,9R,ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ,２日目,IP,D,予選,14:20,
202606050810,2026-06-05,08,常滑,10R,ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ,２日目,IP,D,予選特選,14:50,
202606050811,2026-06-05,08,常滑,11R,ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ,２日目,IP,D,予選特賞,15:19,
202606050812,2026-06-05,08,常滑,12R,ＢＴＳ名古屋開設記念・第３４回４ＫソリューションＣ,２日目,IP,D,予選特選,16:00,
202606051001,2026-06-05,10,三国,1R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,３日目,IP,M,予選,08:39,
202606051002,2026-06-05,10,三国,2R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,３日目,IP,M,予選,09:05,
202606051003,2026-06-05,10,三国,3R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,３日目,IP,M,予選,09:31,
