レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202606230201,2026-06-23,02,戸田,1R,ヴィーナスシリーズ第６戦戸田中央メディックス埼玉杯,最終日,IP,D,一般戦,10:47,
202606230202,2026-06-23,02,戸田,2R,ヴィーナスシリーズ第６戦戸田中央メディックス埼玉杯,最終日,IP,D,一般戦,11:16,
202606230203,2026-06-23,02,戸田,3R,ヴィーナスシリーズ第６戦戸田中央メディックス埼玉杯,最終日,IP,D,一般戦,11:45,
202606230204,2026-06-23,02,戸田,4R,ヴィーナスシリーズ第６戦戸田中央メディックス埼玉杯,最終日,IP,D,一般戦,12:14,
202606230205,2026-06-23,02,戸田,5R,ヴィーナスシリーズ第６戦戸田中央メディックス埼玉杯,最終日,IP,D,ウインウイン５,12:44,
202606230206,2026-06-23,02,戸田,6R,ヴィーナスシリーズ第６戦戸田中央メディックス埼玉杯,最終日,IP,D,一般戦,13:14,
202606230207,2026-06-23,02,戸田,7R,ヴィーナスシリーズ第６戦戸田中央メディックス埼玉杯,最終日,IP,D,ウインウイン７,13:45,
202606230208,2026-06-23,02,戸田,8R,ヴィーナスシリーズ第６戦戸田中央メディックス埼玉杯,最終日,IP,D,一般戦,14:16,
202606230209,2026-06-23,02,戸田,9R,ヴィーナスシリーズ第６戦戸田中央メディックス埼玉杯,最終日,IP,D,戸田特選,14:48,
202606230210,2026-06-23,02,戸田,10R,ヴィーナスシリーズ第６戦戸田中央メディックス埼玉杯,最終日,IP,D,選抜戦,15:21,
202606230211,2026-06-23,02,戸田,11R,ヴィーナスシリーズ第６戦戸田中央メディックス埼玉杯,最終日,IP,D,選抜戦,15:55,
202606230212,2026-06-23,02,戸田,12R,ヴィーナスシリーズ第６戦戸田中央メディックス埼玉杯,最終日,IP,D,優勝戦,16:30,
202606230601,2026-06-23,06,浜名湖,1R,にっぽん未来プロジェクト競走ｉｎ浜名湖,４日目,IP,S,予選,11:32,
202606230602,2026-06-23,06,浜名湖,2R,にっぽん未来プロジェクト競走ｉｎ浜名湖,４日目,IP,S,予選,11:57,
202606230603,2026-06-23,06,浜名湖,3R,にっぽん未来プロジェクト競走ｉｎ浜名湖,４日目,IP,S,予選,12:22,
202606230604,2026-06-23,06,浜名湖,4R,にっぽん未来プロジェクト競走ｉｎ浜名湖,４日目,IP,S,ランチタイム戦,12:48,
202606230605,2026-06-23,06,浜名湖,5R,にっぽん未来プロジェクト競走ｉｎ浜名湖,４日目,IP,S,予選,13:19,
202606230606,2026-06-23,06,浜名湖,6R,にっぽん未来プロジェクト競走ｉｎ浜名湖,４日目,IP,S,予選,13:50,
202606230607,2026-06-23,06,浜名湖,7R,にっぽん未来プロジェクト競走ｉｎ浜名湖,４日目,IP,S,予選,14:23,
202606230608,2026-06-23,06,浜名湖,8R,にっぽん未来プロジェクト競走ｉｎ浜名湖,４日目,IP,S,ブレイクタイム,15:00,
202606230609,2026-06-23,06,浜名湖,9R,にっぽん未来プロジェクト競走ｉｎ浜名湖,４日目,IP,S,予選特賞,15:31,
202606230610,2026-06-23,06,浜名湖,10R,にっぽん未来プロジェクト競走ｉｎ浜名湖,４日目,IP,S,予選特賞,16:07,
202606230611,2026-06-23,06,浜名湖,11R,にっぽん未来プロジェクト競走ｉｎ浜名湖,４日目,IP,S,予選特選,16:39,
202606230612,2026-06-23,06,浜名湖,12R,にっぽん未来プロジェクト競走ｉｎ浜名湖,４日目,IP,S,予選特選,17:07,
202606230701,2026-06-23,07,蒲郡,1R,スポーツニッポン杯争奪　蒲郡ボート大賞,初　日,IP,N,予選,15:28,
202606230702,2026-06-23,07,蒲郡,2R,スポーツニッポン杯争奪　蒲郡ボート大賞,初　日,IP,N,予選,16:10,
202606230703,2026-06-23,07,蒲郡,3R,スポーツニッポン杯争奪　蒲郡ボート大賞,初　日,IP,N,予選,16:43,
202606230704,2026-06-23,07,蒲郡,4R,スポーツニッポン杯争奪　蒲郡ボート大賞,初　日,IP,N,予選,17:17,
202606230705,2026-06-23,07,蒲郡,5R,スポーツニッポン杯争奪　蒲郡ボート大賞,初　日,IP,N,予選,17:42,
202606230706,2026-06-23,07,蒲郡,6R,スポーツニッポン杯争奪　蒲郡ボート大賞,初　日,IP,N,予選,18:07,
202606230707,2026-06-23,07,蒲郡,7R,スポーツニッポン杯争奪　蒲郡ボート大賞,初　日,IP,N,予選,18:32,
202606230708,2026-06-23,07,蒲郡,8R,スポーツニッポン杯争奪　蒲郡ボート大賞,初　日,IP,N,予選,18:57,
202606230709,2026-06-23,07,蒲郡,9R,スポーツニッポン杯争奪　蒲郡ボート大賞,初　日,IP,N,予選特賞,19:23,
202606230710,2026-06-23,07,蒲郡,10R,スポーツニッポン杯争奪　蒲郡ボート大賞,初　日,IP,N,予選特賞,19:50,
202606230711,2026-06-23,07,蒲郡,11R,スポーツニッポン杯争奪　蒲郡ボート大賞,初　日,IP,N,予選特選,20:17,
202606230712,2026-06-23,07,蒲郡,12R,スポーツニッポン杯争奪　蒲郡ボート大賞,初　日,IP,N,ドリーム戦,20:45,
202606230801,2026-06-23,08,常滑,1R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,３日目,IP,D,朝トコ小判Ｒ,10:41,
202606230802,2026-06-23,08,常滑,2R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,３日目,IP,D,予選,11:08,
202606230803,2026-06-23,08,常滑,3R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,３日目,IP,D,予選,11:37,
202606230804,2026-06-23,08,常滑,4R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,３日目,IP,D,予選,12:07,
202606230805,2026-06-23,08,常滑,5R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,３日目,IP,D,三Ａ傑戦,12:35,
202606230806,2026-06-23,08,常滑,6R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,３日目,IP,D,昼トコ小判Ｒ,13:03,
202606230807,2026-06-23,08,常滑,7R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,３日目,IP,D,予選,13:29,
202606230808,2026-06-23,08,常滑,8R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,３日目,IP,D,予選,13:58,
202606230809,2026-06-23,08,常滑,9R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,３日目,IP,D,予選特賞,14:26,
202606230810,2026-06-23,08,常滑,10R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,３日目,IP,D,予選特賞,14:55,
202606230811,2026-06-23,08,常滑,11R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,３日目,IP,D,予選特選,15:33,
202606230812,2026-06-23,08,常滑,12R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,３日目,IP,D,予選特選,16:16,
202606231001,2026-06-23,10,三国,1R,日本トーター杯,３日目,IP,M,みくにあさイチ,08:32,
202606231002,2026-06-23,10,三国,2R,日本トーター杯,３日目,IP,M,みくにあさガチ,08:58,
202606231003,2026-06-23,10,三国,3R,日本トーター杯,３日目,IP,M,みくにあさズバ,09:24,
202606231004,2026-06-23,10,三国,4R,日本トーター杯,３日目,IP,M,みくにあさ推し,09:50,
202606231005,2026-06-23,10,三国,5R,日本トーター杯,３日目,IP,M,一般,10:18,
202606231006,2026-06-23,10,三国,6R,日本トーター杯,３日目,IP,M,一般,10:44,
202606231007,2026-06-23,10,三国,7R,日本トーター杯,３日目,IP,M,一般,11:13,
202606231008,2026-06-23,10,三国,8R,日本トーター杯,３日目,IP,M,一般,11:48,
202606231009,2026-06-23,10,三国,9R,日本トーター杯,３日目,IP,M,一般,12:18,
202606231010,2026-06-23,10,三国,10R,日本トーター杯,３日目,IP,M,準優勝戦,12:51,
202606231011,2026-06-23,10,三国,11R,日本トーター杯,３日目,IP,M,準優勝戦,13:21,
202606231012,2026-06-23,10,三国,12R,日本トーター杯,３日目,IP,M,準優勝戦,14:00,
202606231101,2026-06-23,11,びわこ,1R,大阪スポーツ杯争奪　第３１回におの湖賞,５日目,IP,D,一般,10:36,
202606231102,2026-06-23,11,びわこ,2R,大阪スポーツ杯争奪　第３１回におの湖賞,５日目,IP,D,一般,11:02,
202606231103,2026-06-23,11,びわこ,3R,大阪スポーツ杯争奪　第３１回におの湖賞,５日目,IP,D,一般,11:31,
202606231104,2026-06-23,11,びわこ,4R,大阪スポーツ杯争奪　第３１回におの湖賞,５日目,IP,D,一般,12:04,
202606231105,2026-06-23,11,びわこ,5R,大阪スポーツ杯争奪　第３１回におの湖賞,５日目,IP,D,一般,12:32,
202606231106,2026-06-23,11,びわこ,6R,大阪スポーツ杯争奪　第３１回におの湖賞,５日目,IP,D,一般,12:55,
202606231107,2026-06-23,11,びわこ,7R,大阪スポーツ杯争奪　第３１回におの湖賞,５日目,IP,D,一般,13:32,
202606231108,2026-06-23,11,びわこ,8R,大阪スポーツ杯争奪　第３１回におの湖賞,５日目,IP,D,一般,14:04,
202606231109,2026-06-23,11,びわこ,9R,大阪スポーツ杯争奪　第３１回におの湖賞,５日目,IP,D,一般,14:31,
202606231110,2026-06-23,11,びわこ,10R,大阪スポーツ杯争奪　第３１回におの湖賞,５日目,IP,D,準優勝戦,15:05,
202606231111,2026-06-23,11,びわこ,11R,大阪スポーツ杯争奪　第３１回におの湖賞,５日目,IP,D,準優勝戦,15:43,
202606231112,2026-06-23,11,びわこ,12R,大阪スポーツ杯争奪　第３１回におの湖賞,５日目,IP,D,準優勝戦,16:13,
202606231401,2026-06-23,14,鳴門,1R,第３６回グランドチャンピオン,初　日,SG,D,予選,10:50,
202606231402,2026-06-23,14,鳴門,2R,第３６回グランドチャンピオン,初　日,SG,D,予選,11:17,
202606231403,2026-06-23,14,鳴門,3R,第３６回グランドチャンピオン,初　日,SG,D,予選,11:44,
202606231404,2026-06-23,14,鳴門,4R,第３６回グランドチャンピオン,初　日,SG,D,予選,12:13,
202606231405,2026-06-23,14,鳴門,5R,第３６回グランドチャンピオン,初　日,SG,D,予選,12:42,
202606231406,2026-06-23,14,鳴門,6R,第３６回グランドチャンピオン,初　日,SG,D,予選,13:11,
202606231407,2026-06-23,14,鳴門,7R,第３６回グランドチャンピオン,初　日,SG,D,予選,13:41,
202606231408,2026-06-23,14,鳴門,8R,第３６回グランドチャンピオン,初　日,SG,D,予選,14:12,
202606231409,2026-06-23,14,鳴門,9R,第３６回グランドチャンピオン,初　日,SG,D,予選,14:44,
202606231410,2026-06-23,14,鳴門,10R,第３６回グランドチャンピオン,初　日,SG,D,予選,15:18,
202606231411,2026-06-23,14,鳴門,11R,第３６回グランドチャンピオン,初　日,SG,D,予選,15:54,
202606231412,2026-06-23,14,鳴門,12R,第３６回グランドチャンピオン,初　日,SG,D,ドリーム戦,16:35,
202606231501,2026-06-23,15,丸亀,1R,スカパー！ＪＬＣ杯争奪　ルーキーシリーズ第１４戦,４日目,IP,N,予選,15:23,
202606231502,2026-06-23,15,丸亀,2R,スカパー！ＪＬＣ杯争奪　ルーキーシリーズ第１４戦,４日目,IP,N,予選,15:48,
202606231503,2026-06-23,15,丸亀,3R,スカパー！ＪＬＣ杯争奪　ルーキーシリーズ第１４戦,４日目,IP,N,予選,16:23,
202606231504,2026-06-23,15,丸亀,4R,スカパー！ＪＬＣ杯争奪　ルーキーシリーズ第１４戦,４日目,IP,N,予選,16:58,
