レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202606020101,2026-06-02,01,桐生,1R,第３３回桐生タイムス杯,最終日,IP,N,一般,15:28,
202606020102,2026-06-02,01,桐生,2R,第３３回桐生タイムス杯,最終日,IP,N,一般,16:06,
202606020103,2026-06-02,01,桐生,3R,第３３回桐生タイムス杯,最終日,IP,N,一般,16:43,
202606020104,2026-06-02,01,桐生,4R,第３３回桐生タイムス杯,最終日,IP,N,一般,17:13,
202606020105,2026-06-02,01,桐生,5R,第３３回桐生タイムス杯,最終日,IP,N,一般,17:37,
202606020106,2026-06-02,01,桐生,6R,第３３回桐生タイムス杯,最終日,IP,N,ドラドキ目玉,18:04,
202606020107,2026-06-02,01,桐生,7R,第３３回桐生タイムス杯,最終日,IP,N,ドラドキ３,18:28,
202606020108,2026-06-02,01,桐生,8R,第３３回桐生タイムス杯,最終日,IP,N,ドラドキ５,18:54,
202606020109,2026-06-02,01,桐生,9R,第３３回桐生タイムス杯,最終日,IP,N,ＤＫ特選,19:23,
202606020110,2026-06-02,01,桐生,10R,第３３回桐生タイムス杯,最終日,IP,N,選抜戦,19:50,
202606020111,2026-06-02,01,桐生,11R,第３３回桐生タイムス杯,最終日,IP,N,選抜戦,20:16,
202606020112,2026-06-02,01,桐生,12R,第３３回桐生タイムス杯,最終日,IP,N,優勝戦,20:45,
202606020501,2026-06-02,05,多摩川,1R,オールレディースリップルカップ,４日目,G3,S,予選,11:55,
202606020502,2026-06-02,05,多摩川,2R,オールレディースリップルカップ,４日目,G3,S,予選,12:23,
202606020503,2026-06-02,05,多摩川,3R,オールレディースリップルカップ,４日目,G3,S,予選,12:52,
202606020504,2026-06-02,05,多摩川,4R,オールレディースリップルカップ,４日目,G3,S,予選,13:21,
202606020505,2026-06-02,05,多摩川,5R,オールレディースリップルカップ,４日目,G3,S,予選,13:51,
202606020506,2026-06-02,05,多摩川,6R,オールレディースリップルカップ,４日目,G3,S,予選,14:20,
202606020507,2026-06-02,05,多摩川,7R,オールレディースリップルカップ,４日目,G3,S,予選,14:56,
202606020508,2026-06-02,05,多摩川,8R,オールレディースリップルカップ,４日目,G3,S,予選,15:26,
202606020509,2026-06-02,05,多摩川,9R,オールレディースリップルカップ,４日目,G3,S,予選,16:04,
202606020510,2026-06-02,05,多摩川,10R,オールレディースリップルカップ,４日目,G3,S,予選特賞,16:41,
202606020511,2026-06-02,05,多摩川,11R,オールレディースリップルカップ,４日目,G3,S,予選特選,17:11,
202606020512,2026-06-02,05,多摩川,12R,オールレディースリップルカップ,４日目,G3,S,記者選抜戦,17:43,
202606020901,2026-06-02,09,津,1R,津マスターズリーグ第１戦,５日目,G3,D,ツッキーレース,10:31,
202606020902,2026-06-02,09,津,2R,津マスターズリーグ第１戦,５日目,G3,D,一般,11:00,
202606020903,2026-06-02,09,津,3R,津マスターズリーグ第１戦,５日目,G3,D,一般,11:29,
202606020904,2026-06-02,09,津,4R,津マスターズリーグ第１戦,５日目,G3,D,一般,11:59,
202606020905,2026-06-02,09,津,5R,津マスターズリーグ第１戦,５日目,G3,D,５ールドレース,12:28,
202606020906,2026-06-02,09,津,6R,津マスターズリーグ第１戦,５日目,G3,D,一般,12:58,
202606020907,2026-06-02,09,津,7R,津マスターズリーグ第１戦,５日目,G3,D,一般,13:29,
202606020908,2026-06-02,09,津,8R,津マスターズリーグ第１戦,５日目,G3,D,一般,14:01,
202606020909,2026-06-02,09,津,9R,津マスターズリーグ第１戦,５日目,G3,D,一般,14:33,
202606020910,2026-06-02,09,津,10R,津マスターズリーグ第１戦,５日目,G3,D,準優勝戦,15:09,
202606020911,2026-06-02,09,津,11R,津マスターズリーグ第１戦,５日目,G3,D,準優勝戦,15:46,
202606020912,2026-06-02,09,津,12R,津マスターズリーグ第１戦,５日目,G3,D,準優勝戦,16:25,
202606021001,2026-06-02,10,三国,1R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,初　日,IP,M,予選,08:32,
202606021002,2026-06-02,10,三国,2R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,初　日,IP,M,予選,08:58,
202606021003,2026-06-02,10,三国,3R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,初　日,IP,M,予選,09:24,
202606021004,2026-06-02,10,三国,4R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,初　日,IP,M,予選,09:50,
202606021005,2026-06-02,10,三国,5R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,初　日,IP,M,予選,10:16,
202606021006,2026-06-02,10,三国,6R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,初　日,IP,M,予選,10:44,
202606021007,2026-06-02,10,三国,7R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,初　日,IP,M,予選,11:13,
202606021008,2026-06-02,10,三国,8R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,初　日,IP,M,予選,11:43,
202606021009,2026-06-02,10,三国,9R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,初　日,IP,M,予選特賞,12:14,
202606021010,2026-06-02,10,三国,10R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,初　日,IP,M,予選特賞,12:47,
202606021011,2026-06-02,10,三国,11R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,初　日,IP,M,記者特選,13:18,
202606021012,2026-06-02,10,三国,12R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１２戦,初　日,IP,M,ドリーム戦,13:55,
202606021101,2026-06-02,11,びわこ,1R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,５日目,IP,D,一般,10:34,
202606021102,2026-06-02,11,びわこ,2R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,５日目,IP,D,一般,11:10,
202606021103,2026-06-02,11,びわこ,3R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,５日目,IP,D,一般,11:38,
202606021104,2026-06-02,11,びわこ,4R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,５日目,IP,D,一般,12:11,
202606021105,2026-06-02,11,びわこ,5R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,５日目,IP,D,一般,12:40,
202606021106,2026-06-02,11,びわこ,6R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,５日目,IP,D,一般,13:12,
202606021107,2026-06-02,11,びわこ,7R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,５日目,IP,D,一般,13:42,
202606021108,2026-06-02,11,びわこ,8R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,５日目,IP,D,一般,14:10,
202606021109,2026-06-02,11,びわこ,9R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,５日目,IP,D,一般,14:41,
202606021110,2026-06-02,11,びわこ,10R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,５日目,IP,D,準優勝戦,15:16,
202606021111,2026-06-02,11,びわこ,11R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,５日目,IP,D,準優勝戦,15:54,
202606021112,2026-06-02,11,びわこ,12R,デイリースポーツ杯争奪第４１回オールニッポン選抜戦,５日目,IP,D,準優勝戦,16:30,
202606021201,2026-06-02,12,住之江,1R,守口市制８０周年記念競走,４日目,IP,N,一般戦,15:22,
202606021202,2026-06-02,12,住之江,2R,守口市制８０周年記念競走,４日目,IP,N,一般戦,15:58,
202606021203,2026-06-02,12,住之江,3R,守口市制８０周年記念競走,４日目,IP,N,一般戦,16:36,
202606021204,2026-06-02,12,住之江,4R,守口市制８０周年記念競走,４日目,IP,N,一般戦,17:04,
202606021205,2026-06-02,12,住之江,5R,守口市制８０周年記念競走,４日目,IP,N,住之江ファイブ,17:28,
202606021206,2026-06-02,12,住之江,6R,守口市制８０周年記念競走,４日目,IP,N,一般戦,17:55,
202606021207,2026-06-02,12,住之江,7R,守口市制８０周年記念競走,４日目,IP,N,一般戦,18:19,
202606021208,2026-06-02,12,住之江,8R,守口市制８０周年記念競走,４日目,IP,N,一般戦,18:45,
202606021209,2026-06-02,12,住之江,9R,守口市制８０周年記念競走,４日目,IP,N,準優勝戦,19:14,
202606021210,2026-06-02,12,住之江,10R,守口市制８０周年記念競走,４日目,IP,N,準優勝戦,19:41,
202606021211,2026-06-02,12,住之江,11R,守口市制８０周年記念競走,４日目,IP,N,準優勝戦,20:07,
202606021212,2026-06-02,12,住之江,12R,守口市制８０周年記念競走,４日目,IP,N,一般戦,20:36,
202606021301,2026-06-02,13,尼崎,1R,デイリースポーツ杯争奪　第５８回琴浦賞競走,３日目,IP,D,朝からセンプル,10:41,
202606021302,2026-06-02,13,尼崎,2R,デイリースポーツ杯争奪　第５８回琴浦賞競走,３日目,IP,D,予選,11:05,
202606021303,2026-06-02,13,尼崎,3R,デイリースポーツ杯争奪　第５８回琴浦賞競走,３日目,IP,D,予選,11:28,
202606021304,2026-06-02,13,尼崎,4R,デイリースポーツ杯争奪　第５８回琴浦賞競走,３日目,IP,D,予選,12:04,
