レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202606270101,2026-06-27,01,桐生,1R,サッポロビールカップ,３日目,G3,N,予選,15:28,
202606270102,2026-06-27,01,桐生,2R,サッポロビールカップ,３日目,G3,N,予選,16:02,
202606270103,2026-06-27,01,桐生,3R,サッポロビールカップ,３日目,G3,N,予選,16:39,
202606270104,2026-06-27,01,桐生,4R,サッポロビールカップ,３日目,G3,N,予選,17:12,
202606270105,2026-06-27,01,桐生,5R,サッポロビールカップ,３日目,G3,N,予選,17:37,
202606270106,2026-06-27,01,桐生,6R,サッポロビールカップ,３日目,G3,N,ドラドキ目玉,18:02,
202606270107,2026-06-27,01,桐生,7R,サッポロビールカップ,３日目,G3,N,ドラドキ３,18:27,
202606270108,2026-06-27,01,桐生,8R,サッポロビールカップ,３日目,G3,N,ドラドキ５,18:52,
202606270109,2026-06-27,01,桐生,9R,サッポロビールカップ,３日目,G3,N,予選,19:18,
202606270110,2026-06-27,01,桐生,10R,サッポロビールカップ,３日目,G3,N,予選特賞,19:44,
202606270111,2026-06-27,01,桐生,11R,サッポロビールカップ,３日目,G3,N,予選特選,20:11,
202606270112,2026-06-27,01,桐生,12R,サッポロビールカップ,３日目,G3,N,桐生特選,20:41,
202606270201,2026-06-27,02,戸田,1R,マクール杯,初　日,IP,D,予選,10:47,
202606270202,2026-06-27,02,戸田,2R,マクール杯,初　日,IP,D,予選,11:16,
202606270203,2026-06-27,02,戸田,3R,マクール杯,初　日,IP,D,予選,11:45,
202606270204,2026-06-27,02,戸田,4R,マクール杯,初　日,IP,D,予選,12:14,
202606270205,2026-06-27,02,戸田,5R,マクール杯,初　日,IP,D,ウインウイン５,12:44,
202606270206,2026-06-27,02,戸田,6R,マクール杯,初　日,IP,D,予選,13:14,
202606270207,2026-06-27,02,戸田,7R,マクール杯,初　日,IP,D,ウインウイン７,13:45,
202606270208,2026-06-27,02,戸田,8R,マクール杯,初　日,IP,D,予選,14:16,
202606270209,2026-06-27,02,戸田,9R,マクール杯,初　日,IP,D,戸田特賞,14:48,
202606270210,2026-06-27,02,戸田,10R,マクール杯,初　日,IP,D,戸田特賞,15:21,
202606270211,2026-06-27,02,戸田,11R,マクール杯,初　日,IP,D,記者選抜戦,15:55,
202606270212,2026-06-27,02,戸田,12R,マクール杯,初　日,IP,D,戸田選抜戦,16:30,
202606270301,2026-06-27,03,江戸川,1R,９代目江戸川番長決定戦,４日目,IP,D,予選,11:14,
202606270302,2026-06-27,03,江戸川,2R,９代目江戸川番長決定戦,４日目,IP,D,予選,11:41,
202606270303,2026-06-27,03,江戸川,3R,９代目江戸川番長決定戦,４日目,IP,D,予選,12:08,
202606270304,2026-06-27,03,江戸川,4R,９代目江戸川番長決定戦,４日目,IP,D,予選,12:35,
202606270305,2026-06-27,03,江戸川,5R,９代目江戸川番長決定戦,４日目,IP,D,予選,13:02,
202606270306,2026-06-27,03,江戸川,6R,９代目江戸川番長決定戦,４日目,IP,D,予選,13:29,
202606270307,2026-06-27,03,江戸川,7R,９代目江戸川番長決定戦,４日目,IP,D,予選,13:56,
202606270308,2026-06-27,03,江戸川,8R,９代目江戸川番長決定戦,４日目,IP,D,予選,14:24,
202606270309,2026-06-27,03,江戸川,9R,９代目江戸川番長決定戦,４日目,IP,D,予選特賞,14:52,
202606270310,2026-06-27,03,江戸川,10R,９代目江戸川番長決定戦,４日目,IP,D,予選特賞,15:22,
202606270311,2026-06-27,03,江戸川,11R,９代目江戸川番長決定戦,４日目,IP,D,予選特選,15:53,
202606270312,2026-06-27,03,江戸川,12R,９代目江戸川番長決定戦,４日目,IP,D,記者選抜戦,16:25,
202606270401,2026-06-27,04,平和島,1R,第２６回日刊ゲンダイボートレースＷＥＢ杯,４日目,IP,S,一般,11:55,順延
202606270402,2026-06-27,04,平和島,2R,第２６回日刊ゲンダイボートレースＷＥＢ杯,４日目,IP,S,一般,12:24,順延
202606270403,2026-06-27,04,平和島,3R,第２６回日刊ゲンダイボートレースＷＥＢ杯,４日目,IP,S,一般,12:54,順延
202606270404,2026-06-27,04,平和島,4R,第２６回日刊ゲンダイボートレースＷＥＢ杯,４日目,IP,S,一般,13:25,順延
202606270405,2026-06-27,04,平和島,5R,第２６回日刊ゲンダイボートレースＷＥＢ杯,４日目,IP,S,一般,13:55,順延
202606270406,2026-06-27,04,平和島,6R,第２６回日刊ゲンダイボートレースＷＥＢ杯,４日目,IP,S,一般,14:28,順延
202606270407,2026-06-27,04,平和島,7R,第２６回日刊ゲンダイボートレースＷＥＢ杯,４日目,IP,S,一般,15:00,順延
202606270408,2026-06-27,04,平和島,8R,第２６回日刊ゲンダイボートレースＷＥＢ杯,４日目,IP,S,一般,15:32,順延
202606270409,2026-06-27,04,平和島,9R,第２６回日刊ゲンダイボートレースＷＥＢ杯,４日目,IP,S,一般特選,16:05,順延
202606270410,2026-06-27,04,平和島,10R,第２６回日刊ゲンダイボートレースＷＥＢ杯,４日目,IP,S,選抜,16:37,順延
202606270411,2026-06-27,04,平和島,11R,第２６回日刊ゲンダイボートレースＷＥＢ杯,４日目,IP,S,選抜,17:08,順延
202606270412,2026-06-27,04,平和島,12R,第２６回日刊ゲンダイボートレースＷＥＢ杯,４日目,IP,S,優勝戦,17:42,順延
202606270701,2026-06-27,07,蒲郡,1R,スポーツニッポン杯争奪　蒲郡ボート大賞,５日目,IP,N,一般戦,15:29,
202606270702,2026-06-27,07,蒲郡,2R,スポーツニッポン杯争奪　蒲郡ボート大賞,５日目,IP,N,一般戦,16:11,
202606270703,2026-06-27,07,蒲郡,3R,スポーツニッポン杯争奪　蒲郡ボート大賞,５日目,IP,N,一般戦,16:46,
202606270704,2026-06-27,07,蒲郡,4R,スポーツニッポン杯争奪　蒲郡ボート大賞,５日目,IP,N,一般戦,17:18,
202606270705,2026-06-27,07,蒲郡,5R,スポーツニッポン杯争奪　蒲郡ボート大賞,５日目,IP,N,一般戦,17:43,
202606270706,2026-06-27,07,蒲郡,6R,スポーツニッポン杯争奪　蒲郡ボート大賞,５日目,IP,N,一般戦,18:08,
202606270707,2026-06-27,07,蒲郡,7R,スポーツニッポン杯争奪　蒲郡ボート大賞,５日目,IP,N,一般戦,18:33,
