レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202606150101,2026-06-15,01,桐生,1R,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,２日目,IP,N,予選,15:25,
202606150102,2026-06-15,01,桐生,2R,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,２日目,IP,N,予選,15:57,
202606150103,2026-06-15,01,桐生,3R,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,２日目,IP,N,予選,16:35,
202606150104,2026-06-15,01,桐生,4R,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,２日目,IP,N,予選,17:13,
202606150105,2026-06-15,01,桐生,5R,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,２日目,IP,N,予選,17:37,
202606150106,2026-06-15,01,桐生,6R,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,２日目,IP,N,ドラドキ目玉,18:04,
202606150107,2026-06-15,01,桐生,7R,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,２日目,IP,N,ドラドキ３,18:28,
202606150108,2026-06-15,01,桐生,8R,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,２日目,IP,N,ドラドキ５,18:54,
202606150109,2026-06-15,01,桐生,9R,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,２日目,IP,N,予選特賞,19:23,
202606150110,2026-06-15,01,桐生,10R,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,２日目,IP,N,予選特賞,19:50,
202606150111,2026-06-15,01,桐生,11R,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,２日目,IP,N,予選特選,20:16,
202606150112,2026-06-15,01,桐生,12R,第２３回新東通信杯　ＢＴＳ福島開場１５周年記念,２日目,IP,N,桐生特選,20:45,
202606150301,2026-06-15,03,江戸川,1R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,５日目,IP,D,一般,11:14,
202606150302,2026-06-15,03,江戸川,2R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,５日目,IP,D,一般,11:41,
202606150303,2026-06-15,03,江戸川,3R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,５日目,IP,D,一般,12:08,
202606150304,2026-06-15,03,江戸川,4R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,５日目,IP,D,一般,12:35,
202606150305,2026-06-15,03,江戸川,5R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,５日目,IP,D,一般,13:02,
202606150306,2026-06-15,03,江戸川,6R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,５日目,IP,D,一般,13:29,
202606150307,2026-06-15,03,江戸川,7R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,５日目,IP,D,一般,13:56,
202606150308,2026-06-15,03,江戸川,8R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,５日目,IP,D,一般,14:24,
202606150309,2026-06-15,03,江戸川,9R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,５日目,IP,D,一般特賞,14:52,
202606150310,2026-06-15,03,江戸川,10R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,５日目,IP,D,一般特賞,15:22,
202606150311,2026-06-15,03,江戸川,11R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,５日目,IP,D,準優勝戦,15:53,
202606150312,2026-06-15,03,江戸川,12R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,５日目,IP,D,準優勝戦,16:25,
202606150601,2026-06-15,06,浜名湖,1R,体感型動物園　ｉＺｏｏカップ,３日目,IP,S,予選,11:37,
202606150602,2026-06-15,06,浜名湖,2R,体感型動物園　ｉＺｏｏカップ,３日目,IP,S,予選,12:12,
202606150603,2026-06-15,06,浜名湖,3R,体感型動物園　ｉＺｏｏカップ,３日目,IP,S,予選,12:42,
202606150604,2026-06-15,06,浜名湖,4R,体感型動物園　ｉＺｏｏカップ,３日目,IP,S,ランチタイム戦,13:12,
202606150605,2026-06-15,06,浜名湖,5R,体感型動物園　ｉＺｏｏカップ,３日目,IP,S,予選,13:45,
202606150606,2026-06-15,06,浜名湖,6R,体感型動物園　ｉＺｏｏカップ,３日目,IP,S,予選,14:14,
202606150607,2026-06-15,06,浜名湖,7R,体感型動物園　ｉＺｏｏカップ,３日目,IP,S,予選,14:41,
202606150608,2026-06-15,06,浜名湖,8R,体感型動物園　ｉＺｏｏカップ,３日目,IP,S,ブレイクタイム,15:13,
202606150609,2026-06-15,06,浜名湖,9R,体感型動物園　ｉＺｏｏカップ,３日目,IP,S,予選特賞,15:40,
202606150610,2026-06-15,06,浜名湖,10R,体感型動物園　ｉＺｏｏカップ,３日目,IP,S,予選特賞,16:11,
202606150611,2026-06-15,06,浜名湖,11R,体感型動物園　ｉＺｏｏカップ,３日目,IP,S,予選特選,16:43,
202606150612,2026-06-15,06,浜名湖,12R,体感型動物園　ｉＺｏｏカップ,３日目,IP,S,予選特選,17:10,
202606150801,2026-06-15,08,常滑,1R,開設７３周年記念競走トコタンキング決定戦,３日目,G1,D,予選,10:33,
202606150802,2026-06-15,08,常滑,2R,開設７３周年記念競走トコタンキング決定戦,３日目,G1,D,予選,11:03,
202606150803,2026-06-15,08,常滑,3R,開設７３周年記念競走トコタンキング決定戦,３日目,G1,D,予選,11:33,
202606150804,2026-06-15,08,常滑,4R,開設７３周年記念競走トコタンキング決定戦,３日目,G1,D,予選,12:03,
202606150805,2026-06-15,08,常滑,5R,開設７３周年記念競走トコタンキング決定戦,３日目,G1,D,予選,12:33,
202606150806,2026-06-15,08,常滑,6R,開設７３周年記念競走トコタンキング決定戦,３日目,G1,D,予選,13:05,
202606150807,2026-06-15,08,常滑,7R,開設７３周年記念競走トコタンキング決定戦,３日目,G1,D,予選,13:37,
202606150808,2026-06-15,08,常滑,8R,開設７３周年記念競走トコタンキング決定戦,３日目,G1,D,予選,14:09,
202606150809,2026-06-15,08,常滑,9R,開設７３周年記念競走トコタンキング決定戦,３日目,G1,D,予選,14:45,
202606150810,2026-06-15,08,常滑,10R,開設７３周年記念競走トコタンキング決定戦,３日目,G1,D,予選,15:22,
202606150811,2026-06-15,08,常滑,11R,開設７３周年記念競走トコタンキング決定戦,３日目,G1,D,予選,15:59,
202606150812,2026-06-15,08,常滑,12R,開設７３周年記念競走トコタンキング決定戦,３日目,G1,D,予選,16:40,
202606151001,2026-06-15,10,三国,1R,ＢＯＡＴＲＡＣＥ振興会会長賞第５０回九頭龍賞,５日目,IP,M,みくにあさイチ,08:44,
202606151002,2026-06-15,10,三国,2R,ＢＯＡＴＲＡＣＥ振興会会長賞第５０回九頭龍賞,５日目,IP,M,みくにあさガチ,09:10,
202606151003,2026-06-15,10,三国,3R,ＢＯＡＴＲＡＣＥ振興会会長賞第５０回九頭龍賞,５日目,IP,M,みくにあさズバ,09:36,
202606151004,2026-06-15,10,三国,4R,ＢＯＡＴＲＡＣＥ振興会会長賞第５０回九頭龍賞,５日目,IP,M,みくにあさ推し,10:02,
202606151005,2026-06-15,10,三国,5R,ＢＯＡＴＲＡＣＥ振興会会長賞第５０回九頭龍賞,５日目,IP,M,一般,10:30,
202606151006,2026-06-15,10,三国,6R,ＢＯＡＴＲＡＣＥ振興会会長賞第５０回九頭龍賞,５日目,IP,M,一般,10:57,
202606151007,2026-06-15,10,三国,7R,ＢＯＡＴＲＡＣＥ振興会会長賞第５０回九頭龍賞,５日目,IP,M,一般,11:26,
