レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202606130301,2026-06-13,03,江戸川,1R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,３日目,IP,D,予選,11:14,
202606130302,2026-06-13,03,江戸川,2R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,３日目,IP,D,予選,11:41,
202606130303,2026-06-13,03,江戸川,3R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,３日目,IP,D,予選,12:08,
202606130304,2026-06-13,03,江戸川,4R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,３日目,IP,D,予選,12:35,
202606130305,2026-06-13,03,江戸川,5R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,３日目,IP,D,予選,13:02,
202606130306,2026-06-13,03,江戸川,6R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,３日目,IP,D,予選,13:29,
202606130307,2026-06-13,03,江戸川,7R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,３日目,IP,D,予選,13:56,
202606130308,2026-06-13,03,江戸川,8R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,３日目,IP,D,予選,14:24,
202606130309,2026-06-13,03,江戸川,9R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,３日目,IP,D,予選特賞,14:52,
202606130310,2026-06-13,03,江戸川,10R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,３日目,IP,D,予選特賞,15:22,
202606130311,2026-06-13,03,江戸川,11R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,３日目,IP,D,予選特選,15:53,
202606130312,2026-06-13,03,江戸川,12R,スカパー！・ＪＬＣ杯ルーキーシリーズ第１３戦,３日目,IP,D,記者選抜戦,16:25,
202606130601,2026-06-13,06,浜名湖,1R,体感型動物園　ｉＺｏｏカップ,初　日,IP,S,予選,11:32,
202606130602,2026-06-13,06,浜名湖,2R,体感型動物園　ｉＺｏｏカップ,初　日,IP,S,予選,12:01,
202606130603,2026-06-13,06,浜名湖,3R,体感型動物園　ｉＺｏｏカップ,初　日,IP,S,予選,12:30,
202606130604,2026-06-13,06,浜名湖,4R,体感型動物園　ｉＺｏｏカップ,初　日,IP,S,ランチタイム戦,12:56,
202606130605,2026-06-13,06,浜名湖,5R,体感型動物園　ｉＺｏｏカップ,初　日,IP,S,予選,13:22,
202606130606,2026-06-13,06,浜名湖,6R,体感型動物園　ｉＺｏｏカップ,初　日,IP,S,予選,13:49,
202606130607,2026-06-13,06,浜名湖,7R,体感型動物園　ｉＺｏｏカップ,初　日,IP,S,予選,14:20,
202606130608,2026-06-13,06,浜名湖,8R,体感型動物園　ｉＺｏｏカップ,初　日,IP,S,ブレイクタイム,14:59,
