レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202606100101,2026-06-10,01,桐生,1R,ＭＢＰ津幡開設１３周年記念,最終日,IP,N,一般,15:23,
202606100102,2026-06-10,01,桐生,2R,ＭＢＰ津幡開設１３周年記念,最終日,IP,N,一般,16:00,
202606100103,2026-06-10,01,桐生,3R,ＭＢＰ津幡開設１３周年記念,最終日,IP,N,一般,16:37,
202606100104,2026-06-10,01,桐生,4R,ＭＢＰ津幡開設１３周年記念,最終日,IP,N,一般,17:06,
202606100105,2026-06-10,01,桐生,5R,ＭＢＰ津幡開設１３周年記念,最終日,IP,N,一般,17:30,
202606100106,2026-06-10,01,桐生,6R,ＭＢＰ津幡開設１３周年記念,最終日,IP,N,ドラドキ目玉,17:57,
202606100107,2026-06-10,01,桐生,7R,ＭＢＰ津幡開設１３周年記念,最終日,IP,N,ドラドキ３,18:21,
202606100108,2026-06-10,01,桐生,8R,ＭＢＰ津幡開設１３周年記念,最終日,IP,N,ドラドキ５,18:47,
202606100109,2026-06-10,01,桐生,9R,ＭＢＰ津幡開設１３周年記念,最終日,IP,N,ＤＫ特選,19:16,
202606100110,2026-06-10,01,桐生,10R,ＭＢＰ津幡開設１３周年記念,最終日,IP,N,選抜戦,19:43,
202606100111,2026-06-10,01,桐生,11R,ＭＢＰ津幡開設１３周年記念,最終日,IP,N,選抜戦,20:09,
202606100112,2026-06-10,01,桐生,12R,ＭＢＰ津幡開設１３周年記念,最終日,IP,N,優勝戦,20:38,
202606100501,2026-06-10,05,多摩川,1R,ボートレース多摩川バースデイカップ,４日目,IP,S,一般,11:33,
202606100502,2026-06-10,05,多摩川,2R,ボートレース多摩川バースデイカップ,４日目,IP,S,一般,12:05,
202606100503,2026-06-10,05,多摩川,3R,ボートレース多摩川バースデイカップ,４日目,IP,S,一般,12:32,
202606100504,2026-06-10,05,多摩川,4R,ボートレース多摩川バースデイカップ,４日目,IP,S,一般,13:00,
202606100505,2026-06-10,05,多摩川,5R,ボートレース多摩川バースデイカップ,４日目,IP,S,一般,13:31,
202606100506,2026-06-10,05,多摩川,6R,ボートレース多摩川バースデイカップ,４日目,IP,S,一般,14:04,
202606100507,2026-06-10,05,多摩川,7R,ボートレース多摩川バースデイカップ,４日目,IP,S,一般,14:35,
202606100508,2026-06-10,05,多摩川,8R,ボートレース多摩川バースデイカップ,４日目,IP,S,一般,15:07,
