レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202606240301,2026-06-24,03,江戸川,1R,９代目江戸川番長決定戦,初　日,IP,D,予選,11:14,
202606240302,2026-06-24,03,江戸川,2R,９代目江戸川番長決定戦,初　日,IP,D,予選,11:41,
202606240303,2026-06-24,03,江戸川,3R,９代目江戸川番長決定戦,初　日,IP,D,予選,12:08,
202606240304,2026-06-24,03,江戸川,4R,９代目江戸川番長決定戦,初　日,IP,D,予選,12:35,
202606240305,2026-06-24,03,江戸川,5R,９代目江戸川番長決定戦,初　日,IP,D,予選,13:02,
202606240306,2026-06-24,03,江戸川,6R,９代目江戸川番長決定戦,初　日,IP,D,予選,13:29,
202606240307,2026-06-24,03,江戸川,7R,９代目江戸川番長決定戦,初　日,IP,D,予選,13:56,
202606240308,2026-06-24,03,江戸川,8R,９代目江戸川番長決定戦,初　日,IP,D,予選,14:24,
202606240309,2026-06-24,03,江戸川,9R,９代目江戸川番長決定戦,初　日,IP,D,予選特賞,14:52,
202606240310,2026-06-24,03,江戸川,10R,９代目江戸川番長決定戦,初　日,IP,D,予選特賞,15:22,
202606240311,2026-06-24,03,江戸川,11R,９代目江戸川番長決定戦,初　日,IP,D,予選特選,15:53,
202606240312,2026-06-24,03,江戸川,12R,９代目江戸川番長決定戦,初　日,IP,D,江戸川選抜,16:25,
202606240401,2026-06-24,04,平和島,1R,第２６回日刊ゲンダイボートレースＷＥＢ杯,初　日,IP,S,予選,11:55,
202606240402,2026-06-24,04,平和島,2R,第２６回日刊ゲンダイボートレースＷＥＢ杯,初　日,IP,S,東京ベイランチ,12:24,
202606240403,2026-06-24,04,平和島,3R,第２６回日刊ゲンダイボートレースＷＥＢ杯,初　日,IP,S,予選,12:54,
202606240404,2026-06-24,04,平和島,4R,第２６回日刊ゲンダイボートレースＷＥＢ杯,初　日,IP,S,予選,13:25,
202606240405,2026-06-24,04,平和島,5R,第２６回日刊ゲンダイボートレースＷＥＢ杯,初　日,IP,S,予選,13:55,
202606240406,2026-06-24,04,平和島,6R,第２６回日刊ゲンダイボートレースＷＥＢ杯,初　日,IP,S,予選,14:28,
202606240407,2026-06-24,04,平和島,7R,第２６回日刊ゲンダイボートレースＷＥＢ杯,初　日,IP,S,予選,15:00,
202606240408,2026-06-24,04,平和島,8R,第２６回日刊ゲンダイボートレースＷＥＢ杯,初　日,IP,S,ベイブレイク,15:32,
202606240409,2026-06-24,04,平和島,9R,第２６回日刊ゲンダイボートレースＷＥＢ杯,初　日,IP,S,予選特賞,16:05,
202606240410,2026-06-24,04,平和島,10R,第２６回日刊ゲンダイボートレースＷＥＢ杯,初　日,IP,S,予選特賞,16:37,
202606240411,2026-06-24,04,平和島,11R,第２６回日刊ゲンダイボートレースＷＥＢ杯,初　日,IP,S,予選特選,17:08,
202606240412,2026-06-24,04,平和島,12R,第２６回日刊ゲンダイボートレースＷＥＢ杯,初　日,IP,S,平和島選抜,17:42,
202606240601,2026-06-24,06,浜名湖,1R,にっぽん未来プロジェクト競走ｉｎ浜名湖,５日目,IP,S,一般,11:32,
202606240602,2026-06-24,06,浜名湖,2R,にっぽん未来プロジェクト競走ｉｎ浜名湖,５日目,IP,S,一般,11:57,
202606240603,2026-06-24,06,浜名湖,3R,にっぽん未来プロジェクト競走ｉｎ浜名湖,５日目,IP,S,一般,12:22,
202606240604,2026-06-24,06,浜名湖,4R,にっぽん未来プロジェクト競走ｉｎ浜名湖,５日目,IP,S,ランチタイム戦,12:48,
202606240605,2026-06-24,06,浜名湖,5R,にっぽん未来プロジェクト競走ｉｎ浜名湖,５日目,IP,S,一般,13:19,
202606240606,2026-06-24,06,浜名湖,6R,にっぽん未来プロジェクト競走ｉｎ浜名湖,５日目,IP,S,一般,13:50,
202606240607,2026-06-24,06,浜名湖,7R,にっぽん未来プロジェクト競走ｉｎ浜名湖,５日目,IP,S,一般,14:21,
202606240608,2026-06-24,06,浜名湖,8R,にっぽん未来プロジェクト競走ｉｎ浜名湖,５日目,IP,S,ブレイクタイム,14:58,
202606240609,2026-06-24,06,浜名湖,9R,にっぽん未来プロジェクト競走ｉｎ浜名湖,５日目,IP,S,一般,15:29,
202606240610,2026-06-24,06,浜名湖,10R,にっぽん未来プロジェクト競走ｉｎ浜名湖,５日目,IP,S,準優勝戦,16:00,
202606240611,2026-06-24,06,浜名湖,11R,にっぽん未来プロジェクト競走ｉｎ浜名湖,５日目,IP,S,準優勝戦,16:29,
202606240612,2026-06-24,06,浜名湖,12R,にっぽん未来プロジェクト競走ｉｎ浜名湖,５日目,IP,S,準優勝戦,16:57,
202606240701,2026-06-24,07,蒲郡,1R,スポーツニッポン杯争奪　蒲郡ボート大賞,２日目,IP,N,予選,15:30,
202606240702,2026-06-24,07,蒲郡,2R,スポーツニッポン杯争奪　蒲郡ボート大賞,２日目,IP,N,予選,16:11,
202606240703,2026-06-24,07,蒲郡,3R,スポーツニッポン杯争奪　蒲郡ボート大賞,２日目,IP,N,予選,16:44,
202606240704,2026-06-24,07,蒲郡,4R,スポーツニッポン杯争奪　蒲郡ボート大賞,２日目,IP,N,予選,17:18,
202606240705,2026-06-24,07,蒲郡,5R,スポーツニッポン杯争奪　蒲郡ボート大賞,２日目,IP,N,予選,17:43,
202606240706,2026-06-24,07,蒲郡,6R,スポーツニッポン杯争奪　蒲郡ボート大賞,２日目,IP,N,予選,18:08,
202606240707,2026-06-24,07,蒲郡,7R,スポーツニッポン杯争奪　蒲郡ボート大賞,２日目,IP,N,予選,18:33,
202606240708,2026-06-24,07,蒲郡,8R,スポーツニッポン杯争奪　蒲郡ボート大賞,２日目,IP,N,予選,18:58,
202606240709,2026-06-24,07,蒲郡,9R,スポーツニッポン杯争奪　蒲郡ボート大賞,２日目,IP,N,予選特賞,19:24,
202606240710,2026-06-24,07,蒲郡,10R,スポーツニッポン杯争奪　蒲郡ボート大賞,２日目,IP,N,予選特賞,19:50,
202606240711,2026-06-24,07,蒲郡,11R,スポーツニッポン杯争奪　蒲郡ボート大賞,２日目,IP,N,予選特選,20:17,
202606240712,2026-06-24,07,蒲郡,12R,スポーツニッポン杯争奪　蒲郡ボート大賞,２日目,IP,N,予選記者特選,20:45,
202606240801,2026-06-24,08,常滑,1R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,４日目,IP,D,朝トコ小判Ｒ,10:38,
202606240802,2026-06-24,08,常滑,2R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,４日目,IP,D,一般,11:06,
202606240803,2026-06-24,08,常滑,3R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,４日目,IP,D,一般,11:34,
202606240804,2026-06-24,08,常滑,4R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,４日目,IP,D,一般,12:04,
202606240805,2026-06-24,08,常滑,5R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,４日目,IP,D,三Ａ傑戦,12:30,
202606240806,2026-06-24,08,常滑,6R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,４日目,IP,D,昼トコ小判Ｒ,13:04,
202606240807,2026-06-24,08,常滑,7R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,４日目,IP,D,一般,13:40,
202606240808,2026-06-24,08,常滑,8R,ウィンボとこなめ開設記念・ＢＯＡＴＢｏｙカップ,４日目,IP,D,一般,14:14,
