レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202607190101,2026-07-19,01,01R,渡辺 豊,6.4,0.16,3.5,5,,IP,1,,G3,2,,G3,2,,IP,5,,IP,2,,IP,3,,IP,4,,IP,3,,IP,1,,IP,梅木 敬太,4.8,0.17,3.6,3,,IP,6,,IP,2,,IP,4,,IP,4,,IP,4,,IP,6,,IP,2,,IP,4,,IP,2,,IP,堤 啓輔,6.4,0.13,3.3,2,,IP,3,,IP,4,,IP,1,,IP,1,,IP,4,,IP,2,,IP,4,4,IP,4,,IP,3,,IP,柴田 友和,2.1,0.21,4.5,5,,IP,5,,IP,6,,IP,5,,IP,5,,IP,3,,IP,5,,IP,6,,IP,6,,IP,5,,IP,杉江 浩明,3.2,0.18,4.1,6,,IP,2,,IP,6,,IP,2,,G3,6,,IP,2,,IP,6,,IP,6,6,IP,5,,IP,6,,IP,宮内 由紀英,3.1,0.19,4.4,4,,IP,5,5,IP,5,,IP,3,5,IP,6,,IP,3,,IP,4,,IP,6,,IP,4,,IP,6,,IP
202607190102,2026-07-19,01,02R,籾山 佳岳,8.9,0.12,1.9,1,,IP,6,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,2,,IP,1,,IP,原田 秀弥,6.2,0.13,2.8,1,,IP,3,,IP,2,,IP,1,,IP,3,,IP,2,,G3,1,,IP,5,,IP,6,,IP,6,,IP,坂野 さくら,4.33,0.17,3.4,3,,IP,4,,IP,転,,IP,3,,IP,1,,IP,3,,IP,5,,G3,5,,G3,5,,IP,6,,IP,若林 麗,4.1,0.18,3.8,6,,IP,3,,IP,6,,IP,3,5,IP,4,,IP,4,3,IP,3,,IP,4,,IP,6,,IP,2,,IP,後藤 孝義,2.3,0.18,4.3,4,,IP,5,,IP,6,,IP,4,,IP,6,,IP,落,,IP,6,,IP,3,,IP,5,,IP,5,,IP,佐藤 大介,5.8,0.21,4.2,3,,IP,3,,IP,3,,IP,3,,IP,3,5,IP,3,3,IP,4,,IP,3,,IP,5,,IP,1,4,IP
202607190103,2026-07-19,01,03R,西舘 健,8.2,0.17,3.5,1,,IP,1,,IP,1,,IP,5,,IP,2,,IP,3,,IP,2,,IP,1,,IP,2,,IP,1,,IP,池田 雄一,6.2,0.14,3.7,2,,IP,3,,IP,5,,IP,1,,IP,1,,IP,2,,IP,5,3,IP,4,,IP,1,,IP,5,,IP,高井 駿弥,5.7,0.13,1.9,3,,IP,4,,IP,6,,IP,3,,IP,4,,IP,1,,IP,3,,IP,3,,IP,3,,IP,2,,IP,小林 遼太,5.3,0.18,3.7,1,,IP,1,,IP,5,,IP,4,5,G3,5,,G3,2,,G3,5,5,IP,3,,IP,6,,IP,2,,IP,横井 健太,5.2,0.16,3.3,3,,IP,2,,IP,2,,IP,3,,IP,5,,IP,2,,IP,3,,IP,5,,IP,5,,IP,4,,IP,土屋 千明,5.4,0.18,3.5,1,3,IP,1,5,IP,5,,IP,4,,G3,4,,IP,3,,IP,3,4,IP,4,5,IP,3,5,IP,5,,IP
202607190104,2026-07-19,01,04R,伊藤 喜智,6.9,0.16,4.2,1,,IP,5,,IP,3,,IP,1,,IP,3,,IP,3,,IP,1,,IP,6,,IP,2,,IP,1,,IP,尾道 佳諭,3.5,0.14,2.9,3,,IP,5,,IP,6,,IP,5,,IP,6,,IP,3,,IP,4,,IP,2,,IP,6,6,IP,4,,IP,佐藤 駿介,5.7,0.15,2.9,2,,IP,5,,IP,1,,IP,2,,IP,4,,IP,2,,IP,5,,IP,6,6,IP,2,,IP,3,,IP,山田 竜一,4.8,0.14,2.9,4,,IP,2,,IP,3,,IP,1,,IP,5,,IP,5,,IP,6,,IP,6,,IP,2,,IP,3,,IP,藤森 拓海,5.3,0.17,3.8,3,,IP,5,,IP,3,6,IP,4,,IP,4,,IP,1,,IP,6,,IP,4,,IP,2,,IP,2,,IP,石倉 洋行,4.8,0.12,2.4,1,5,IP,4,,IP,5,,IP,F,,IP,3,5,IP,2,4,IP,5,,IP,2,,IP,3,,IP,5,5,IP
202607190105,2026-07-19,01,05R,一瀬 明,8.6,0.15,4.0,1,,IP,2,,IP,2,,IP,3,,IP,1,,IP,1,,IP,1,,IP,1,,IP,4,,IP,1,,IP,宮内 由紀英,4.0,0.17,3.4,5,,IP,4,,IP,2,,IP,5,,IP,3,,IP,5,,IP,3,,IP,5,,IP,5,,IP,3,,IP,三原 司,3.4,0.18,3.8,3,,IP,5,,IP,4,,IP,4,,IP,5,,IP,4,,IP,3,2,IP,5,,IP,5,,IP,5,2,IP,吉村 正明,4.2,0.13,3.1,4,,IP,6,,IP,4,,IP,6,,IP,4,,IP,3,,IP,4,,IP,5,,IP,2,,IP,2,,G3,池田 奈津美,4.8,0.16,3.0,3,2,IP,2,2,IP,4,2,IP,4,4,IP,6,3,IP,4,2,IP,6,2,G3,2,2,IP,3,2,IP,3,2,IP,前出 達吉,5.9,0.15,3.1,2,,IP,5,,IP,2,5,IP,4,,IP,4,,IP,1,5,IP,6,,IP,3,5,IP,2,5,IP,3,,IP
202607190106,2026-07-19,01,06R,石田 章央,9.7,0.16,3.3,1,,IP,1,,IP,1,,IP,3,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,若林 麗,3.3,0.17,3.8,6,3,IP,6,,IP,5,,IP,4,,IP,5,,IP,2,,IP,6,,IP,4,,IP,5,,IP,2,,IP,田中 孝明,3.5,0.18,4.3,2,4,IP,4,,IP,5,,IP,4,,IP,6,,IP,3,,IP,5,,IP,4,,IP,5,,IP,5,,IP,杉江 浩明,3.1,0.22,4.2,2,,IP,5,,IP,6,,G3,6,,G3,6,,IP,6,,IP,5,,IP,6,,IP,3,5,IP,2,,IP,梅木 敬太,3.9,0.16,3.6,4,,IP,2,6,IP,6,6,IP,2,,IP,6,,IP,4,6,IP,3,,IP,4,,IP,6,,IP,5,,IP,安藤 瑠希,3.1,0.15,2.7,6,,IP,5,,IP,2,,IP,4,,IP,4,5,IP,6,,IP,5,,IP,3,,IP,6,,IP,5,,IP
202607190107,2026-07-19,01,07R,渡邉 英児,7.8,0.16,4.1,3,,IP,4,,IP,1,,IP,1,,IP,1,,IP,1,,IP,2,,IP,2,,IP,4,,IP,2,,IP,後藤 孝義,4.1,0.16,4.1,4,,IP,6,,IP,4,,IP,3,,IP,4,,IP,3,,IP,6,,IP,6,,IP,3,,IP,2,,IP,西舘 健,4.6,0.14,2.3,6,,IP,6,,IP,2,,IP,5,,IP,4,,IP,1,,IP,3,,IP,4,,IP,5,,IP,2,,IP,横井 健太,2.7,0.14,3.8,3,,IP,6,,IP,3,5,IP,4,,IP,6,,IP,6,,IP,6,,IP,5,,IP,6,,IP,4,,IP,柴田 友和,3.7,0.17,4.1,4,,IP,6,,IP,1,,IP,3,,IP,5,,IP,5,,IP,6,6,IP,5,6,IP,6,,IP,2,,IP,渡辺 豊,1.5,0.22,5.0,6,,IP,6,,G3,6,,G3,6,,IP,5,5,IP,5,4,IP,5,,IP,6,,IP,5,5,IP,5,,IP
202607190108,2026-07-19,01,08R,山田 竜一,7.4,0.14,1.8,5,,IP,1,,IP,3,,IP,2,,IP,4,,IP,1,,IP,4,,IP,1,,IP,1,,IP,1,,IP,鳥居塚 嶺王,5.86,0.17,2.9,2,,IP,1,,IP,2,,IP,6,,IP,4,,IP,3,,IP,4,,IP,,,,,,,,,IP,尾道 佳諭,3.4,0.13,2.5,3,,IP,3,,IP,2,,IP,6,,IP,5,,IP,6,,IP,6,,IP,4,,IP,6,,IP,4,,IP,高井 駿弥,2.4,0.15,2.7,4,,IP,転,,IP,妨,,IP,3,,IP,6,,IP,5,,IP,5,,IP,5,5,IP,6,,IP,3,,IP,三浦 洋次朗,5.9,0.19,3.8,2,,IP,6,,G2,2,,G2,4,,IP,2,4,IP,1,,IP,3,,G2,6,,G2,2,,IP,6,,IP,井澤 聖奈,1.2,0.18,3.6,5,,IP,6,,IP,6,,IP,5,,IP,6,,IP,6,,IP,6,,IP,6,,IP,5,,IP,転,5,IP
202607190109,2026-07-19,01,09R,喜多 那由夏,3.7,0.2,3.3,6,,IP,3,,IP,3,,G3,6,,IP,6,,IP,6,,G3,4,,G3,6,,IP,2,,IP,2,,IP,池田 奈津美,5.4,0.15,2.5,5,,IP,2,,IP,4,,IP,5,,IP,1,,IP,3,,IP,3,,IP,4,,G3,3,,G3,3,,IP,上田 紗奈,6.2,0.16,3.3,1,,IP,6,,IP,5,,IP,4,,IP,2,,IP,1,4,IP,1,,IP,2,,IP,2,,IP,6,,IP,坂野 さくら,4.9,0.19,3.6,4,,IP,3,,IP,1,,IP,1,,IP,4,,IP,5,,G3,5,,G3,3,,IP,6,,IP,4,6,IP,黒澤 めぐみ,6.0,0.13,3.3,4,,IP,3,,IP,3,,IP,1,,IP,4,,IP,3,4,IP,1,,IP,4,,IP,4,,IP,3,,IP,志賀 美優,1.9,0.2,3.8,6,,IP,6,,IP,3,,IP,6,,IP,6,,IP,6,,IP,6,,IP,5,,IP,6,,IP,4,,IP
202607190110,2026-07-19,01,10R,石倉 洋行,9.2,0.13,2.1,1,,IP,2,,IP,1,,IP,4,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,伊藤 喜智,5.6,0.18,4.6,3,,IP,1,,IP,3,4,IP,転,,IP,1,,IP,5,,IP,5,,IP,3,,IP,3,,IP,2,,IP,小林 遼太,6.2,0.19,2.8,3,,IP,3,,IP,2,,IP,4,4,G3,4,,G3,3,,IP,3,,IP,3,,IP,2,,IP,2,,IP,籾山 佳岳,4.9,0.16,2.7,2,,IP,4,,IP,1,,IP,4,,IP,5,,IP,5,,IP,1,,IP,6,,IP,3,,IP,5,,IP,池田 雄一,6.1,0.14,3.8,6,,IP,1,,IP,1,,IP,1,,IP,4,,IP,3,,IP,5,,IP,3,,IP,3,,IP,3,,IP,一瀬 明,3.7,0.16,4.0,4,,IP,6,,IP,3,,IP,3,4,IP,5,,IP,5,,IP,4,,IP,5,,IP,3,4,IP,4,4,IP
