レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202602182301,1,4,3,逃げ,1,3,5,4,2,6,0.081,-0.03,0.008,-0.036,-0.005,0.061
202602182302,3,1,5,逃げ,3,1,2,5,6,4,-0.021,0.034,0.03,0.04,0.058,0.028
202602182303,1,2,4,逃げ,2,4,5,3,1,6,0.052,0.049,0.002,0.037,-0.008,0.004
202602182304,2,3,1,差し,3,1,2,4,5,6,0.046,0.095,0.04,0.086,0.024,0.032
202602182305,1,4,5,逃げ,2,6,5,1,3,4,0.051,0.05,-0.023,0.026,0.03,-0.01
202602182306,2,5,3,逃げ,3,1,2,5,4,6,-0.028,0.052,0.054,-0.011,0.085,0.089
202602182307,1,2,6,逃げ,4,6,2,3,5,1,0.036,0.023,0.031,0.067,0.03,0.036
202602182308,4,1,6,差し,5,6,2,1,3,4,0.028,0.03,0.039,0.065,0.043,-0.014
202602182309,4,2,1,逃げ,5,2,6,1,4,3,0.044,0.046,0.012,0.039,-0.011,-0.025
202602182310,1,3,6,逃げ,1,2,3,4,5,6,0.011,-0.005,-0.006,0.058,0.021,0.008
202602182311,3,1,4,逃げ,6,3,1,5,2,4,0.072,0.01,0.059,0.039,0.059,0.008
202602182312,1,2,3,逃げ,1,6,3,5,2,4,0.052,0.018,-0.014,0.016,0.028,0.042
202602182001,5,1,3,逃げ,4,3,5,6,1,2,0.045,0.082,0.081,0.095,0.064,0.106
202602182002,1,6,5,逃げ,2,5,3,6,4,1,0.164,0.082,0.058,0.054,0.078,0.048
202602182003,4,1,2,逃げ,4,2,6,1,5,3,0.074,0.13,0.063,0.079,0.038,0.075
202602182004,2,4,3,逃げ,6,1,3,5,4,2,0.105,0.093,0.071,0.19,0.155,0.092
202602182005,1,2,3,逃げ,3,4,2,1,6,5,0.105,0.102,0.062,0.106,0.104,0.05
202602182006,1,5,2,逃げ,1,4,5,6,3,2,0.038,0.062,0.124,0.1,0.061,0.065
202602182007,4,1,2,逃げ,3,2,4,1,6,5,0.107,0.035,0.121,0.048,0.16,0.08
202602182008,6,2,4,逃げ,6,2,5,4,3,1,0.064,0.053,0.083,0.064,0.055,0.068
202602182009,2,1,3,逃げ,5,1,3,4,6,2,0.061,0.071,0.096,0.082,0.08,0.084
202602182010,1,2,5,逃げ,4,1,2,6,3,5,0.117,0.158,0.138,0.104,0.081,0.082
202602182011,3,1,4,逃げ,5,3,1,4,2,6,0.051,0.047,0.059,0.075,0.109,0.061
202602182012,4,3,2,逃げ,6,2,3,1,4,5,0.111,0.122,0.058,0.08,0.091,0.081
202602181901,4,2,6,逃げ,5,3,6,1,4,2,0.026,0.031,0.042,0.043,0.113,0.064
202602181902,6,1,5,逃げ,2,6,3,5,4,1,0.058,0.06,0.075,0.064,0.057,0.103
202602181903,5,4,2,逃げ,3,4,6,2,1,5,0.031,-0.0,0.126,0.081,-0.003,0.076
202602181904,1,2,4,逃げ,1,4,6,3,5,2,0.072,0.057,0.006,0.018,0.021,0.068
202602181905,2,4,3,逃げ,6,2,3,1,5,4,0.056,-0.018,0.005,0.055,0.039,0.078
