レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202602242401,1,3,4,逃げ,1,6,2,5,3,4,-0.007,0.038,0.019,0.063,0.044,0.018
202602242402,1,3,6,逃げ,1,4,6,3,5,2,-0.038,0.038,0.004,0.086,-0.083,0.041
202602242403,1,2,5,逃げ,3,1,5,2,4,6,0.046,-0.0,0.016,0.01,-0.005,0.056
202602242404,1,2,5,逃げ,2,1,5,4,6,3,0.023,0.001,-0.022,-0.027,-0.0,0.101
202602242405,1,3,6,逃げ,6,5,1,2,4,3,-0.025,-0.045,0.017,0.055,0.11,0.036
202602242406,1,2,3,逃げ,3,1,5,4,2,6,0.026,-0.012,-0.083,-0.025,0.017,0.004
202602242407,1,4,3,逃げ,1,6,5,3,2,4,-0.007,0.012,0.086,0.088,0.02,0.116
202602242408,1,2,3,逃げ,5,1,3,2,4,6,0.033,-0.001,0.063,0.043,0.038,0.02
202602242409,1,4,3,逃げ,4,5,3,2,1,6,0.041,-0.017,-0.03,0.009,-0.045,0.052
202602242410,1,3,2,逃げ,6,1,3,4,2,5,0.004,-0.022,-0.007,0.032,0.057,0.009
202602242411,1,2,3,逃げ,6,1,2,5,3,4,0.005,0.015,-0.017,-0.004,-0.038,-0.007
202602242412,1,3,2,逃げ,3,6,1,2,5,4,-0.018,0.009,-0.026,0.015,0.03,0.044
202602242301,5,1,6,逃げ,6,3,4,5,1,2,0.031,0.052,0.02,0.113,0.021,0.071
202602242302,2,1,3,逃げ,5,1,4,2,6,3,0.052,0.05,0.113,0.067,0.013,0.026
202602242303,4,1,3,逃げ,3,2,6,1,5,4,0.035,0.036,0.063,0.043,0.038,0.055
202602242304,3,2,1,逃げ,4,2,1,3,6,5,0.099,0.067,0.05,0.053,0.046,0.019
202602242305,1,4,6,逃げ,3,2,5,1,4,6,0.051,0.107,0.049,0.063,0.023,0.045
202602242306,3,2,1,逃げ,6,4,1,2,5,3,0.048,0.047,0.075,0.068,0.037,0.028
202602242307,1,6,5,逃げ,1,5,4,6,3,2,0.029,0.061,0.068,0.079,0.038,0.047
202602242308,5,2,4,逃げ,6,4,1,3,2,5,0.051,0.038,0.028,0.032,0.055,0.11
202602242309,3,1,5,逃げ,5,6,1,3,4,2,0.045,0.023,0.024,0.071,0.094,0.037
202602242310,3,1,6,逃げ,5,2,1,6,4,3,0.062,0.04,0.065,0.066,0.101,0.046
202602242311,2,1,3,逃げ,5,1,3,6,2,4,0.099,0.088,0.041,0.057,0.054,0.052
202602242312,1,3,4,逃げ,6,2,1,4,3,5,0.061,0.053,0.062,0.054,0.058,0.045
202602242201,5,4,2,逃げ,6,3,5,2,1,4,0.067,0.13,0.147,0.067,0.174,0.131
202602242202,6,3,1,逃げ,4,5,2,6,3,1,0.129,0.046,0.128,0.139,0.088,0.073
202602242203,2,1,5,逃げ,2,1,3,4,5,6,0.171,0.122,0.088,0.05,0.112,0.179
