レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202602232401,1,4,6,逃げ,4,5,3,1,2,6,-0.047,-0.039,0.051,-0.028,0.019,0.002
202602232402,1,4,3,逃げ,1,5,6,2,4,3,-0.005,0.112,-0.019,0.051,0.038,0.114
202602232403,3,1,4,逃げ,6,5,1,3,2,4,0.018,-0.074,0.038,0.008,0.087,-0.028
202602232404,1,3,2,逃げ,1,2,4,5,6,3,0.01,0.02,-0.0,0.094,0.027,-0.029
202602232405,1,3,6,逃げ,2,4,3,6,1,5,0.015,0.037,0.001,0.018,0.023,0.006
202602232406,1,4,2,逃げ,6,3,4,1,2,5,-0.017,0.046,0.12,-0.017,0.029,-0.004
202602232407,1,4,3,逃げ,4,5,3,2,1,6,-0.024,0.018,0.063,0.012,-0.027,0.066
202602232408,3,1,6,逃げ,6,3,1,2,5,4,0.045,0.082,0.038,0.033,0.135,-0.01
202602232409,1,3,6,逃げ,4,2,5,6,3,1,0.009,0.018,0.027,-0.001,-0.036,-0.005
202602232410,1,2,4,逃げ,2,1,4,3,6,5,0.021,-0.047,0.015,0.036,-0.004,-0.007
202602232411,1,5,2,逃げ,4,2,6,5,1,3,-0.018,0.005,0.008,-0.018,0.005,-0.015
202602232412,1,5,3,逃げ,5,4,2,3,1,6,0.005,0.027,0.105,-0.081,0.043,0.121
202602232201,6,5,4,逃げ,5,3,6,4,1,2,0.106,0.101,0.165,0.085,0.173,0.066
202602232202,5,4,3,逃げ,5,3,4,2,1,6,0.042,0.074,0.142,0.077,0.034,0.149
202602232203,1,2,4,逃げ,2,1,5,4,3,6,0.042,0.129,0.188,0.035,0.194,0.17
202602232204,4,5,2,逃げ,5,4,6,1,2,3,0.122,0.17,0.066,0.121,0.1,0.091
202602232205,1,6,3,逃げ,1,4,5,2,6,3,0.099,0.071,0.146,0.077,0.188,0.095
202602232206,2,6,4,逃げ,3,1,2,5,6,4,0.074,0.17,0.11,0.115,0.076,0.176
202602232207,1,4,3,逃げ,4,1,3,2,6,5,0.165,0.168,0.097,0.063,0.159,0.109
202602232208,1,6,5,逃げ,1,4,5,6,2,3,0.064,0.14,0.048,0.071,0.061,0.163
202602232209,6,2,3,逃げ,5,2,3,6,4,1,0.114,0.137,0.064,0.188,0.087,0.031
202602232210,5,4,1,逃げ,1,4,6,2,3,5,0.173,0.086,0.074,0.104,0.037,0.123
202602232211,1,3,6,逃げ,1,2,4,5,6,3,0.105,0.089,0.131,0.21,0.172,0.025
202602232212,6,3,2,逃げ,6,3,2,5,4,1,0.026,0.041,0.13,0.148,0.086,0.104
202602232101,3,1,4,逃げ,3,6,1,2,5,4,0.144,0.116,0.153,0.097,0.127,0.119
202602232102,4,3,2,逃げ,6,2,3,1,4,5,0.142,0.125,0.114,0.123,0.157,0.139
202602232103,1,2,5,逃げ,1,2,5,6,3,4,0.14,0.166,0.105,0.079,0.141,0.145
202602232105,4,2,6,逃げ,6,4,2,1,5,3,0.104,0.266,0.111,0.112,0.144,0.136
202602232107,1,2,5,逃げ,3,1,6,5,2,4,0.079,0.095,0.137,0.16,0.203,0.322
202602232108,2,3,5,逃げ,6,1,2,4,3,5,0.09,0.166,0.091,0.14,0.142,0.226
202602232109,6,4,2,逃げ,2,3,6,4,5,1,0.128,0.126,0.127,0.135,0.136,0.126
202602232110,2,5,3,逃げ,6,1,2,5,3,4,0.101,0.133,0.24,0.125,0.136,0.143
202602231901,4,2,3,逃げ,6,4,3,1,2,5,0.027,0.017,0.032,0.001,-0.057,0.053
202602231902,4,3,2,逃げ,5,4,2,1,3,6,-0.016,-0.004,0.017,0.031,-0.035,-0.025
202602231903,3,4,1,逃げ,5,6,1,3,4,2,-0.015,-0.035,0.015,0.024,0.007,0.103
202602231904,1,2,4,逃げ,1,2,5,3,6,4,0.02,0.005,-0.01,0.002,0.024,0.022
202602231905,6,3,5,逃げ,5,4,2,6,3,1,0.019,0.021,0.019,0.017,0.032,0.098
202602231906,2,1,4,逃げ,4,1,2,3,6,5,0.049,0.06,0.018,-0.023,-0.004,0.01
202602231907,6,3,2,逃げ,5,4,3,2,6,1,0.053,-0.057,0.029,0.103,-0.035,0.006
202602231908,1,3,5,逃げ,1,3,2,5,4,6,0.024,-0.035,0.002,-0.016,-0.01,0.013
202602231909,2,1,5,逃げ,4,1,5,6,3,2,0.098,0.015,0.019,0.027,-0.015,0.019
202602231910,6,4,5,逃げ,6,5,4,2,3,1,0.031,0.02,0.005,0.017,0.049,0.06
202602231911,2,3,1,逃げ,2,1,3,6,4,5,-0.043,-0.034,0.057,0.052,0.046,0.065
202602231912,1,2,3,逃げ,1,2,3,6,4,5,-0.015,-0.007,0.015,0.019,0.057,-0.057
202602231801,4,1,5,逃げ,4,6,5,1,2,3,0.072,-0.032,-0.044,0.029,-0.038,-0.019
202602231802,1,4,3,逃げ,1,5,3,4,2,6,0.0,0.027,0.0,0.027,0.012,-0.022
202602231803,5,1,6,逃げ,2,4,6,5,1,3,0.059,0.059,-0.017,-0.01,0.007,0.117
202602231804,5,3,2,逃げ,6,2,4,3,1,5,0.042,0.004,0.009,0.061,0.024,-0.002
202602231805,3,1,5,逃げ,2,6,1,3,4,5,0.014,-0.018,0.024,0.009,0.014,0.019
202602231806,5,3,4,逃げ,6,5,2,4,1,3,-0.04,0.036,0.035,-0.012,-0.014,0.045
202602231807,4,2,1,逃げ,3,2,6,1,4,5,0.004,0.071,0.014,-0.02,0.05,-0.009
202602231808,3,2,5,逃げ,6,3,1,5,2,4,-0.031,0.046,-0.005,0.029,0.068,0.05
202602231809,6,2,3,逃げ,5,2,4,6,3,1,0.013,-0.013,0.003,-0.011,-0.03,0.009
202602231810,4,3,1,逃げ,5,6,3,1,4,2,0.015,0.006,0.072,0.026,0.027,-0.036
202602231811,2,1,3,逃げ,5,1,3,4,2,6,-0.005,0.016,0.057,0.056,-0.02,0.022
202602231812,2,1,4,逃げ,5,1,6,4,3,2,-0.004,-0.02,0.035,-0.005,0.04,-0.006
202602231701,6,5,2,逃げ,6,4,5,3,2,1,-0.017,-0.031,-0.026,-0.053,0.011,0.031
202602231702,1,2,4,逃げ,1,2,5,4,3,6,0.046,-0.005,0.051,-0.007,-0.077,-0.014
202602231703,2,1,6,逃げ,4,1,6,5,3,2,0.014,0.006,-0.032,-0.059,-0.035,-0.067
202602231704,5,1,3,逃げ,5,6,2,4,1,3,0.004,0.021,0.013,-0.011,0.012,-0.048
