レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202602202401,3,1,5,逃げ,6,4,3,2,1,5,0.038,-0.001,-0.033,0.067,-0.005,0.022
202602202402,1,3,2,差し,2,4,1,5,6,3,0.067,-0.013,-0.018,0.112,0.005,0.062
202602202403,1,2,5,逃げ,1,6,4,5,2,3,0.007,0.012,0.04,0.011,0.019,-0.029
202602202404,5,1,4,逃げ,6,3,4,5,1,2,0.022,0.139,-0.023,0.047,-0.021,-0.005
202602202405,1,3,2,逃げ,1,3,5,2,4,6,-0.025,0.064,-0.001,0.003,0.093,0.023
202602202406,1,4,2,逃げ,6,5,2,1,4,3,-0.019,-0.006,-0.03,-0.002,0.029,0.111
202602202407,1,4,3,逃げ,5,6,2,1,4,3,-0.044,0.007,0.011,0.001,0.031,0.094
202602202408,1,2,4,逃げ,5,6,4,1,2,3,-0.014,-0.025,0.004,0.013,0.068,0.047
202602202409,1,3,2,逃げ,5,2,1,4,6,3,-0.001,0.018,0.003,0.07,0.001,0.042
202602202410,6,1,3,逃げ,3,6,4,5,2,1,0.017,0.084,-0.001,0.08,0.029,-0.027
202602202411,1,3,2,逃げ,1,6,4,3,2,5,0.065,-0.005,0.018,0.001,0.013,0.019
202602202412,1,2,5,逃げ,5,1,2,6,3,4,0.017,0.037,0.033,0.01,0.016,0.044
202602202301,1,3,4,逃げ,1,6,3,4,5,2,0.048,0.042,-0.026,0.016,0.077,0.032
202602202302,1,3,4,逃げ,3,4,1,6,2,5,0.108,-0.003,0.039,0.054,0.061,0.04
202602202303,1,5,3,逃げ,6,2,4,5,1,3,0.021,0.02,0.058,-0.058,0.068,0.036
202602202304,1,2,6,逃げ,5,2,1,4,6,3,0.048,0.022,0.013,0.03,0.034,0.05
202602202305,1,5,4,逃げ,2,4,6,3,1,5,0.027,0.077,-0.04,0.109,0.044,0.037
202602202306,3,2,1,逃げ,5,1,2,3,6,4,0.02,0.033,0.053,0.03,0.018,-0.025
202602202307,5,4,2,逃げ,5,4,2,3,1,6,0.122,0.074,0.019,0.022,0.045,0.056
202602202308,4,1,5,逃げ,4,3,5,1,2,6,0.039,0.043,0.034,0.048,0.001,0.042
202602202309,1,3,2,逃げ,3,4,1,2,6,5,0.116,0.021,0.021,-0.034,0.035,0.02
202602202310,4,1,2,逃げ,4,2,5,1,6,3,0.07,0.059,-0.045,0.058,0.037,0.111
202602202311,2,5,1,差し,5,1,6,2,4,3,0.056,0.052,0.026,0.035,0.041,0.026
202602202312,2,1,4,逃げ,5,1,3,2,6,4,0.013,0.061,0.093,0.007,0.023,0.029
202602202201,1,3,2,逃げ,1,3,4,5,2,6,0.099,0.133,0.221,0.12,0.059,0.157
202602202202,4,1,3,逃げ,3,5,4,1,2,6,0.057,0.16,0.224,0.148,0.197,0.171
202602202203,1,5,2,逃げ,1,4,5,3,2,6,0.213,0.224,0.123,0.028,0.047,0.146
202602202204,6,2,5,逃げ,5,4,6,1,3,2,0.125,0.162,0.141,0.165,0.148,0.143
202602202205,6,3,1,逃げ,4,3,2,6,5,1,0.113,0.122,0.145,0.178,0.064,0.15
202602202206,4,1,6,逃げ,3,5,2,1,6,4,0.062,0.24,0.03,0.117,0.157,0.057
202602202207,2,4,1,逃げ,3,1,5,2,6,4,0.062,0.092,0.233,0.141,0.142,0.07
202602202208,4,2,5,逃げ,4,3,5,1,2,6,0.133,0.015,0.127,0.083,0.183,0.193
202602202209,4,1,2,逃げ,3,2,5,1,4,6,0.025,0.121,0.057,0.162,0.107,0.088
202602202210,1,4,2,逃げ,2,3,6,1,4,5,0.094,0.062,0.174,0.099,0.183,0.264
202602202211,6,4,2,逃げ,5,2,4,3,6,1,0.089,0.067,0.06,0.089,0.091,0.126
202602202212,1,3,6,逃げ,1,6,4,3,5,2,0.141,0.083,0.146,0.093,0.137,0.089
202602202001,4,1,3,逃げ,6,5,2,1,4,3,0.084,0.08,0.043,0.084,0.05,0.066
202602202002,1,3,5,逃げ,2,5,1,6,3,4,0.132,0.06,0.126,0.058,0.047,0.084
202602202003,1,4,5,逃げ,1,6,5,3,2,4,0.062,0.067,0.098,0.071,0.154,0.153
202602202004,4,1,2,逃げ,4,3,2,1,6,5,0.109,0.133,0.07,0.064,0.046,0.047
202602202005,3,6,1,逃げ,6,1,3,4,5,2,0.088,0.098,0.066,0.133,0.063,0.06
202602202006,1,6,2,逃げ,1,4,5,3,6,2,0.064,0.047,0.097,0.087,0.084,0.132
202602202007,5,2,4,逃げ,6,4,5,3,1,2,0.077,0.155,0.08,0.085,0.126,0.067
202602202008,1,2,3,逃げ,1,2,3,5,4,6,0.056,0.154,0.046,0.07,0.052,0.064
202602202009,4,1,2,逃げ,2,3,4,1,6,5,0.098,0.124,0.134,0.091,0.115,0.078
202602202010,1,2,6,逃げ,1,4,5,6,3,2,0.074,0.056,0.125,0.109,0.114,0.085
202602202011,1,3,4,逃げ,3,6,1,4,5,2,0.076,0.165,0.092,0.077,0.085,0.061
202602202012,5,1,2,逃げ,2,4,3,5,1,6,0.097,0.067,0.121,0.088,0.064,0.077
202602201901,5,1,2,逃げ,3,2,4,6,1,5,0.04,-0.006,0.088,-0.007,0.067,0.021
202602201902,5,2,1,逃げ,3,2,6,5,1,4,0.043,0.004,0.037,-0.019,0.035,0.059
202602201903,5,2,3,逃げ,4,3,2,5,1,6,0.001,0.062,0.017,-0.009,0.002,-0.019
202602201904,3,1,5,逃げ,3,5,1,6,4,2,0.005,0.041,0.03,0.033,-0.007,0.026
202602201905,5,1,6,逃げ,5,4,6,3,1,2,0.068,0.054,-0.018,0.032,0.006,0.064
202602201906,4,1,2,逃げ,3,2,5,1,6,4,-0.022,-0.018,0.07,0.072,0.113,0.021
202602201907,5,1,3,逃げ,2,3,4,5,1,6,0.066,0.008,0.09,0.07,0.024,0.058
202602201908,2,6,1,逃げ,3,1,4,5,6,2,0.001,-0.008,0.082,0.047,-0.006,-0.061
202602201909,2,6,4,逃げ,6,1,5,2,3,4,0.105,0.048,0.011,0.023,0.027,0.057
202602201910,1,2,3,逃げ,1,2,4,3,6,5,0.023,0.065,-0.006,0.035,-0.004,0.006
202602201911,3,1,2,逃げ,2,4,1,5,3,6,0.074,0.034,0.019,0.055,-0.026,-0.036
202602201912,2,1,3,逃げ,2,1,4,5,3,6,0.009,0.004,-0.027,0.014,0.065,0.02
202602201801,1,3,4,逃げ,1,5,4,3,2,6,0.012,-0.029,0.058,0.043,-0.015,-0.036
202602201802,4,1,2,逃げ,4,3,2,1,6,5,0.007,0.003,-0.024,0.033,-0.001,0.028
202602201803,1,3,2,逃げ,1,3,2,4,5,6,0.015,-0.012,-0.029,0.042,-0.005,-0.023
202602201804,2,1,5,逃げ,3,1,5,4,2,6,0.054,-0.017,0.024,-0.011,0.008,-0.0
202602201805,1,3,4,逃げ,1,4,3,5,2,6,-0.01,0.032,0.033,-0.009,-0.031,0.031
202602201806,5,1,6,逃げ,5,6,3,4,1,2,0.033,0.021,-0.014,0.025,0.016,0.005
202602201807,5,1,3,逃げ,2,6,4,5,1,3,0.022,0.021,0.047,-0.002,0.028,0.139
202602201808,2,1,5,逃げ,2,1,4,6,3,5,-0.007,0.015,0.001,0.017,-0.007,-0.0
202602201809,3,2,4,逃げ,6,3,1,2,4,5,-0.028,0.021,0.054,0.02,0.0,-0.014
202602201810,2,1,5,逃げ,2,1,5,6,3,4,0.043,-0.029,0.032,-0.008,0.014,0.048
202602201811,3,1,2,逃げ,4,2,1,3,5,6,0.055,-0.027,-0.041,0.037,-0.02,0.001
202602201812,6,4,5,逃げ,5,4,6,2,3,1,0.028,-0.01,0.001,0.0,0.016,0.007
202602201601,2,1,5,逃げ,4,1,5,2,3,6,-0.033,-0.011,0.031,-0.01,-0.019,0.007
202602201602,4,2,1,逃げ,5,2,3,1,4,6,0.041,0.048,-0.005,-0.018,-0.02,0.1
202602201603,1,3,2,逃げ,1,5,2,4,3,6,0.016,0.022,0.004,-0.026,0.021,0.056
202602201604,4,3,2,逃げ,6,3,2,1,5,4,0.039,-0.045,0.02,-0.011,0.007,0.01
202602201605,1,6,3,逃げ,4,5,2,3,6,1,0.019,0.034,0.043,0.029,-0.026,0.026
202602201606,3,2,1,逃げ,3,2,1,4,6,5,0.052,0.057,0.029,0.01,0.045,0.041
202602201607,1,2,3,逃げ,1,3,2,5,6,4,0.034,0.012,0.059,-0.027,0.055,-0.032
202602201608,1,6,4,逃げ,4,6,3,2,5,1,0.029,0.078,0.08,-0.013,0.018,0.045
202602201609,1,5,6,逃げ,1,3,6,5,2,4,-0.005,-0.01,-0.033,-0.009,0.035,-0.017
202602201610,4,3,2,逃げ,5,2,3,1,6,4,0.035,0.009,0.034,0.027,0.048,0.018
202602201611,3,1,4,逃げ,4,5,1,2,3,6,0.026,0.03,0.026,-0.001,-0.054,0.029
202602201612,3,1,2,逃げ,5,3,1,4,6,2,-0.007,-0.008,0.003,0.03,0.057,0.039
202602201301,1,2,4,逃げ,1,3,5,4,6,2,0.032,0.044,0.038,0.086,0.038,0.032
202602201302,1,3,6,逃げ,3,5,2,4,6,1,0.035,0.029,0.014,0.036,0.072,0.007
202602201303,5,3,2,逃げ,6,4,3,5,1,2,0.106,0.06,-0.008,0.079,0.058,0.029
202602201304,3,1,5,逃げ,3,5,1,6,2,4,0.042,-0.021,0.034,0.042,0.029,0.046
202602201305,2,6,3,逃げ,3,1,4,6,5,2,0.007,0.028,0.099,0.086,0.05,0.03
202602201306,1,5,4,逃げ,1,2,6,5,3,4,0.011,0.014,0.042,-0.015,0.041,0.076
202602201307,3,1,2,逃げ,5,2,1,6,3,4,0.066,0.111,0.042,0.005,0.073,0.029
202602201308,2,3,1,逃げ,5,1,4,6,3,2,0.078,0.017,0.033,0.047,0.081,0.021
202602201309,6,1,4,逃げ,3,5,4,2,6,1,-0.019,0.026,0.008,0.056,0.078,0.034
202602201310,6,3,4,逃げ,6,5,2,3,4,1,0.082,0.103,0.033,0.046,-0.002,0.022
202602201311,1,3,4,逃げ,4,5,1,2,6,3,0.037,0.016,0.0,-0.023,0.089,0.03
202602201312,2,1,3,逃げ,2,1,3,6,5,4,0.065,0.09,0.034,-0.0,0.02,0.057
202602201001,1,6,4,逃げ,4,2,6,5,3,1,-0.056,-0.05,-0.022,-0.075,-0.079,-0.036
202602201002,1,4,2,逃げ,4,3,6,1,2,5,-0.008,-0.031,-0.057,-0.062,-0.04,-0.053
202602201003,1,3,4,逃げ,4,3,5,1,6,2,-0.012,-0.071,-0.016,-0.067,-0.067,-0.04
202602201004,1,2,6,逃げ,2,3,4,5,6,1,-0.062,-0.032,-0.08,-0.004,-0.083,-0.009
202602201005,1,4,5,逃げ,2,5,3,4,1,6,-0.012,-0.086,-0.013,-0.06,-0.023,-0.054
202602201006,3,5,6,差し,6,5,2,3,1,4,-0.088,-0.09,0.016,-0.025,-0.068,-0.068
202602201007,2,1,4,逃げ,3,1,2,4,6,5,-0.061,-0.123,-0.044,-0.077,-0.03,-0.016
202602201008,4,1,5,逃げ,6,5,3,2,1,4,-0.048,-0.031,-0.035,-0.002,-0.044,-0.018
202602201009,6,3,1,逃げ,6,5,4,3,2,1,-0.074,-0.046,-0.045,-0.073,-0.065,-0.092
202602201010,4,2,6,差し,5,3,6,1,4,2,-0.061,-0.063,-0.034,-0.032,-0.014,-0.026
202602201011,2,1,6,逃げ,2,1,5,6,4,3,-0.049,-0.064,-0.038,-0.008,-0.076,-0.036
202602201012,1,3,2,逃げ,2,5,1,6,3,4,0.008,-0.059,-0.037,-0.074,-0.027,-0.103
202602200601,4,1,3,逃げ,6,3,5,1,4,2,0.043,0.009,-0.007,0.036,-0.007,-0.017
202602200602,2,1,5,逃げ,3,1,6,5,4,2,0.037,0.002,0.007,0.049,0.013,-0.037
202602200604,1,4,6,逃げ,1,6,4,5,2,3,0.022,-0.037,-0.038,0.013,0.032,0.029
202602200605,4,6,3,差し,2,6,5,1,3,4,0.006,0.002,0.018,0.048,0.024,-0.016
202602200606,1,6,2,差し,1,2,4,6,3,5,0.043,0.024,-0.028,0.008,-0.048,-0.002
202602200607,1,2,6,逃げ,1,4,3,2,6,5,0.03,-0.002,-0.001,0.017,0.042,0.006
202602200608,1,4,3,逃げ,5,2,3,4,1,6,0.003,0.025,0.053,0.014,0.046,-0.035
202602200609,1,6,3,逃げ,3,4,5,2,6,1,-0.004,-0.01,0.036,-0.04,-0.008,0.016
202602200610,1,3,6,逃げ,3,6,2,4,1,5,0.042,-0.0,0.036,0.037,0.041,-0.005
202602200611,2,1,6,逃げ,6,1,5,4,2,3,-0.001,0.014,0.007,-0.015,0.001,-0.01
202602200612,1,3,2,逃げ,4,3,2,6,1,5,0.014,-0.01,-0.001,0.004,0.009,0.027
202602200301,5,2,1,逃げ,5,3,6,4,1,2,0.031,0.005,0.025,0.024,0.021,0.025
202602200302,4,1,3,逃げ,5,6,2,1,3,4,0.031,0.021,0.035,0.003,-0.002,-0.009
202602200303,4,5,1,逃げ,6,4,5,1,3,2,0.045,0.003,0.048,0.015,0.044,0.011
202602200304,6,2,5,逃げ,5,2,6,4,3,1,0.011,0.032,0.006,0.043,0.056,0.006
202602200305,5,1,2,逃げ,5,2,4,6,1,3,0.026,0.031,0.021,0.019,-0.004,0.022
202602200306,4,3,2,逃げ,4,2,3,1,5,6,0.035,0.012,0.052,0.013,0.014,0.007
202602200307,4,1,5,逃げ,3,4,6,1,5,2,-0.005,0.014,0.026,0.012,0.039,0.056
202602200308,4,1,3,逃げ,4,5,3,1,6,2,0.013,0.03,0.071,0.062,0.003,0.033
202602200309,5,1,3,逃げ,4,6,2,5,1,3,0.011,0.026,0.028,0.051,0.029,0.049
202602200310,4,2,1,逃げ,5,3,6,1,2,4,0.058,0.008,0.02,0.005,0.005,0.001
202602200311,6,3,5,逃げ,6,4,3,5,2,1,0.015,0.035,0.021,0.03,0.024,0.006
202602200312,1,4,5,逃げ,6,4,2,1,3,5,0.044,0.017,0.041,0.028,0.068,0.069
