レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202602212401,1,2,3,差し,5,1,6,4,3,2,0.132,0.015,0.005,0.007,0.056,0.01
202602212402,1,6,2,逃げ,1,6,5,3,4,2,-0.014,0.005,0.112,0.04,0.142,-0.014
202602212403,1,5,3,逃げ,3,2,6,4,1,5,0.078,0.062,-0.001,0.005,-0.011,-0.003
202602212404,1,2,4,逃げ,6,3,5,1,2,4,-0.082,0.002,-0.031,0.002,0.011,0.017
202602212405,1,4,5,逃げ,4,6,5,3,1,2,-0.027,0.04,-0.041,0.002,-0.041,0.067
202602212406,1,2,3,逃げ,1,5,4,2,3,6,-0.046,0.025,-0.03,-0.003,0.077,-0.005
202602212407,1,3,2,逃げ,6,3,1,4,2,5,-0.017,0.029,-0.032,0.151,-0.03,0.11
202602212408,1,2,6,逃げ,6,4,3,2,5,1,0.045,0.048,0.036,0.052,0.115,-0.057
202602212409,1,6,3,逃げ,1,6,2,4,3,5,-0.016,-0.014,-0.001,0.117,0.076,-0.031
202602212410,1,2,5,逃げ,4,1,3,2,5,6,0.005,0.004,0.084,0.032,0.009,-0.005
202602212411,1,2,3,逃げ,3,1,2,5,6,4,-0.0,-0.016,0.01,0.028,0.007,0.024
202602212412,1,2,4,逃げ,1,2,5,4,3,6,0.014,0.008,0.047,0.053,0.058,0.041
202602212201,5,2,1,逃げ,4,3,2,6,5,1,0.123,0.034,0.064,0.208,0.156,0.188
202602212202,2,5,1,逃げ,1,2,4,5,3,6,0.205,0.147,0.138,0.115,0.032,0.164
202602212203,1,3,6,逃げ,1,5,2,4,6,3,0.102,0.14,0.119,0.103,0.169,0.106
202602212204,2,3,5,逃げ,4,1,2,5,3,6,0.016,0.19,0.061,0.082,0.082,0.156
202602212205,2,1,4,逃げ,4,3,2,1,6,5,0.163,0.101,0.11,0.134,0.188,0.018
202602212206,1,4,5,逃げ,3,5,6,1,2,4,0.157,0.088,0.12,0.209,0.13,0.162
202602212207,3,2,1,逃げ,2,4,1,5,6,3,0.043,0.202,0.102,0.21,0.157,0.079
202602212208,4,5,6,逃げ,5,4,6,1,3,2,0.229,0.155,0.175,0.195,0.101,0.031
202602212209,3,2,4,逃げ,4,2,1,3,5,6,0.094,0.06,0.082,0.126,0.097,0.171
