レースコード,予想1着,予想2着,予想3着,予想決まり手,艇1_予想コース,艇2_予想コース,艇3_予想コース,艇4_予想コース,艇5_予想コース,艇6_予想コース,艇1_予想ST,艇2_予想ST,艇3_予想ST,艇4_予想ST,艇5_予想ST,艇6_予想ST
202602272401,2,1,3,逃げ,3,1,2,5,6,4,0.147,-0.02,0.037,0.078,0.05,0.118
202602272402,3,1,4,逃げ,3,1,2,5,6,4,0.054,0.141,-0.004,0.096,0.124,0.111
202602272403,2,1,3,差し,4,1,2,5,6,3,0.086,0.113,0.139,0.054,-0.033,0.078
202602272404,1,2,3,逃げ,1,5,4,3,2,6,0.11,0.022,0.082,0.097,0.084,0.114
202602272405,4,1,3,逃げ,2,5,4,1,6,3,0.004,0.051,0.17,0.009,0.109,0.025
202602272406,3,1,4,逃げ,2,4,1,6,3,5,-0.007,0.112,-0.023,0.064,0.087,0.079
202602272407,1,4,3,逃げ,1,6,5,4,3,2,-0.027,0.038,0.146,0.116,-0.008,0.098
202602272408,1,4,6,逃げ,1,3,5,2,4,6,-0.018,0.047,0.054,0.106,0.099,-0.015
202602272409,2,6,1,逃げ,5,2,4,3,6,1,0.079,0.089,0.104,0.125,0.082,0.119
202602272410,1,3,2,逃げ,5,4,2,3,6,1,-0.012,0.037,0.018,0.083,0.011,0.028
202602272411,1,3,2,逃げ,6,2,1,4,3,5,0.073,0.103,0.003,0.115,0.128,0.125
202602272412,1,5,3,逃げ,1,6,4,5,3,2,0.017,-0.001,0.047,0.014,-0.006,0.051
202602272301,1,4,2,逃げ,5,4,6,1,2,3,0.049,0.047,0.047,-0.005,0.115,0.07
202602272302,1,2,3,逃げ,3,1,2,5,4,6,0.035,0.06,0.016,0.071,0.096,-0.006
202602272303,1,5,2,逃げ,6,2,3,4,1,5,0.043,0.083,0.014,-0.004,0.036,0.022
202602272304,1,5,4,逃げ,2,6,5,4,1,3,0.039,0.089,0.085,0.023,0.018,0.003
202602272305,1,4,3,逃げ,1,5,2,3,6,4,0.034,-0.002,0.059,0.087,0.066,0.126
202602272306,2,3,6,逃げ,6,2,1,3,5,4,0.12,0.021,0.037,0.126,0.013,0.069
202602272307,3,4,2,逃げ,4,6,5,2,1,3,0.049,0.023,0.033,-0.023,0.049,0.096
202602272308,4,6,1,差し,4,3,6,5,2,1,0.001,0.053,0.098,0.038,0.087,0.006
202602272309,3,1,4,逃げ,3,5,2,6,4,1,0.015,0.135,0.066,0.061,0.006,0.05
202602272310,4,2,3,差し,6,4,3,2,1,5,0.004,0.005,0.031,0.022,0.03,0.081
202602272311,4,2,5,逃げ,6,5,3,1,4,2,0.078,0.028,-0.017,0.055,0.008,0.055
202602272312,2,3,1,逃げ,6,1,5,3,4,2,0.031,0.025,0.056,0.01,0.018,0.055
202602272101,3,6,2,逃げ,4,3,2,5,6,1,0.078,0.137,0.235,0.095,0.226,0.133
202602272102,1,4,3,逃げ,3,6,2,1,5,4,0.124,0.088,0.101,0.065,0.092,0.076
202602272103,3,2,5,逃げ,6,3,1,5,2,4,0.223,0.16,0.119,0.241,0.138,0.205
202602272104,1,3,2,逃げ,1,4,2,5,3,6,0.109,0.154,0.311,0.086,0.146,0.282
