レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202604302401,2026-04-30,24,01R,,,4,450,4,210,2,210,,,4-2,1950,10,2=4,1340,5,2=4,190,2,4=5,250,5,2=5,360,7,4-2-5,6070,27,2=4=5,1200,5
202604302402,2026-04-30,24,02R,,,2,240,2,170,6,220,,,2-6,3260,10,2=6,3880,8,2=6,430,6,2=5,300,4,5=6,1470,14,2-6-5,28890,51,2=5=6,6850,15
202604302403,2026-04-30,24,03R,,,2,710,2,190,1,120,,,2-1,2380,9,1=2,570,4,1=2,150,2,2=3,210,6,1=3,130,1,2-1-3,5370,20,1=2=3,360,2
202604302404,2026-04-30,24,04R,,,1,100,1,110,2,430,,,1-2,330,1,1=2,300,1,1=2,180,2,1=4,200,3,2=4,510,8,1-2-4,1200,3,1=2=4,600,3
202604302405,2026-04-30,24,05R,,,5,380,5,300,2,520,,,5-2,5860,12,2=5,5770,8,2=5,540,7,3=5,180,3,2=3,570,8,5-2-3,37500,46,2=3=5,5470,12
202604302406,2026-04-30,24,06R,,,4,3570,4,700,3,540,,,4-3,15380,20,3=4,6270,11,3=4,420,7,1=4,250,4,1=3,200,2,4-3-1,42760,66,1=3=4,1500,5
202604302407,2026-04-30,24,07R,,,4,610,4,550,5,530,,,4-5,5790,13,4=5,2190,6,4=5,330,7,1=4,160,3,1=5,130,1,4-5-1,10850,28,1=4=5,470,3
202604302408,2026-04-30,24,08R,,,1,140,1,120,2,150,,,1-2,430,1,1=2,290,1,1=2,170,2,1=4,130,1,2=4,270,5,1-2-4,1110,1,1=2=4,340,1
202604302409,2026-04-30,24,09R,,,2,330,2,150,1,110,,,2-1,610,3,1=2,180,1,1=2,110,1,2=3,140,2,1=3,160,3,2-1-3,1260,4,1=2=3,220,1
202604302410,2026-04-30,24,10R,,,2,270,2,120,3,180,,,2-3,550,1,2=3,370,1,2=3,150,2,2=6,420,9,3=6,360,7,2-3-6,2890,12,2=3=6,1200,8
202604302411,2026-04-30,24,11R,,,4,1720,4,570,2,280,,,4-2,8360,14,2=4,4200,11,2=4,510,6,4=6,2070,14,2=6,1680,13,4-2-6,43790,60,2=4=6,15440,18
202604302412,2026-04-30,24,12R,,,1,200,1,160,2,300,,,1-2,580,3,1=2,360,2,1=2,250,3,1=6,290,5,2=6,410,8,1-2-6,2190,8,1=2=6,980,6
202604302201,2026-04-30,22,01R,,,3,220,3,100,2,170,,,3-2,850,4,2=3,610,3,2=3,170,2,1=3,120,1,1=2,200,4,3-2-1,1870,7,1=2=3,290,1
202604302202,2026-04-30,22,02R,,,2,630,2,230,1,160,,,2-1,760,2,1=2,260,1,1=2,220,3,2=5,500,8,1=5,340,6,2-1-5,2370,6,1=2=5,700,3
202604302203,2026-04-30,22,03R,,,3,900,3,490,5,250,,,3-5,5690,13,3=5,1620,6,3=5,480,7,2=3,370,5,2=5,230,4,3-5-2,9970,32,2=3=5,1050,5
202604302204,2026-04-30,22,04R,,,1,130,1,150,2,320,,,1-2,590,2,1=2,450,2,1=2,180,3,1=6,150,1,2=6,430,10,1-2-6,1400,4,1=2=6,500,3
202604302205,2026-04-30,22,05R,,,4,370,4,460,1,100,,,4-1,1310,5,1=4,380,2,1=4,150,2,2=4,190,3,1=2,110,1,4-1-2,2170,8,1=2=4,260,1
202604302206,2026-04-30,22,06R,,,6,390,6,180,3,160,,,6-3,730,3,3=6,490,3,3=6,220,3,2=6,420,7,2=3,440,8,6-3-2,3700,16,2=3=6,950,4
202604302207,2026-04-30,22,07R,,,1,140,1,100,3,100,,,1-3,290,1,1=3,130,1,1=3,110,1,1=2,110,2,2=3,250,5,1-3-2,530,1,1=2=3,190,1
202604302208,2026-04-30,22,08R,,,1,130,1,100,2,210,,,1-2,420,3,1=2,340,3,1=2,160,3,1=3,130,1,2=3,340,7,1-2-3,880,4,1=2=3,280,1
