レースコード,レース日,レース場,レース回,締切時刻,取得日時,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,複勝_3着_艇番,複勝_3着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気
202604292401,2026-04-29,24,01R,,,2,230,2,210,3,210,,,2-3,720,3,2=3,410,2,2=3,170,2,2=5,270,5,3=5,230,4,2-3-5,1820,3,2=3=5,540,2
202604292402,2026-04-29,24,02R,,,1,230,1,140,5,630,,,1-5,3170,9,1=5,3280,8,1=5,470,5,1=3,240,3,3=5,1230,13,1-5-3,8670,24,1=3=5,1330,6
202604292403,2026-04-29,24,03R,,,3,1070,3,370,4,360,,,3-4,5610,14,3=4,1950,7,3=4,490,7,2=3,940,10,2=4,510,8,3-4-2,50230,65,2=3=4,6330,10
202604292404,2026-04-29,24,04R,,,1,140,1,110,3,130,,,1-3,220,1,1=3,180,1,1=3,100,1,1=4,200,3,3=4,310,6,1-3-4,700,1,1=3=4,310,2
202604292405,2026-04-29,24,05R,,,3,510,3,270,4,180,,,3-4,2150,9,3=4,1220,5,3=4,240,5,3=5,280,7,4=5,250,6,3-4-5,3580,15,3=4=5,590,3
202604292406,2026-04-29,24,06R,,,4,200,4,320,6,1090,,,4-6,1170,6,4=6,1330,6,4=6,440,9,4=5,320,4,5=6,780,12,4-6-5,3430,12,4=5=6,1400,7
202604292407,2026-04-29,24,07R,,,1,100,1,100,2,200,,,1-2,260,1,1=2,240,2,1=2,120,1,1=4,120,2,2=4,210,4,1-2-4,650,2,1=2=4,270,1
202604292408,2026-04-29,24,08R,,,2,120,2,100,4,140,,,2-4,420,2,2=4,270,2,2=4,160,2,2=6,230,4,4=6,250,5,2-4-6,940,2,2=4=6,340,2
202604292409,2026-04-29,24,09R,,,6,230,6,150,3,180,,,6-3,990,4,3=6,470,2,3=6,240,3,4=6,240,2,3=4,310,6,6-3-4,2380,4,3=4=6,490,2
202604292410,2026-04-29,24,10R,,,6,490,6,320,5,630,,,6-5,3920,16,5=6,3070,12,5=6,540,8,2=6,540,9,2=5,780,12,6-5-2,31460,80,2=5=6,4480,18
202604292411,2026-04-29,24,11R,,,1,160,1,100,3,170,,,1-3,520,2,1=3,440,2,1=3,140,1,1=4,190,3,3=4,440,7,1-3-4,1120,2,1=3=4,510,2
202604292412,2026-04-29,24,12R,,,3,550,3,120,1,120,,,3-1,950,4,1=3,410,2,1=3,110,2,2=3,140,3,1=2,100,1,3-1-2,1530,6,1=2=3,180,1
202604292201,2026-04-29,22,01R,,,4,700,4,180,1,100,,,4-1,2820,7,1=4,400,3,1=4,230,4,3=4,350,6,1=3,210,3,4-1-3,8250,22,1=3=4,400,2
202604292202,2026-04-29,22,02R,,,1,270,1,240,3,200,,,1-3,1120,6,1=3,620,3,1=3,190,2,1=5,560,8,3=5,650,9,1-3-5,9440,31,1=3=5,3910,9
202604292203,2026-04-29,22,03R,,,3,100,3,170,4,260,,,3-4,600,4,3=4,520,2,3=4,180,2,3=5,230,4,4=5,650,9,3-4-5,1350,7,3=4=5,680,4
202604292204,2026-04-29,22,04R,,,3,230,3,150,2,160,,,3-2,600,2,2=3,300,1,2=3,100,1,3=5,260,5,2=5,350,6,3-2-5,1790,6,2=3=5,640,3
202604292205,2026-04-29,22,05R,,,1,120,1,160,4,340,,,1-4,1160,4,1=4,470,2,1=4,250,5,1=6,190,1,4=6,370,8,1-4-6,2110,7,1=4=6,680,4
202604292206,2026-04-29,22,06R,,,1,100,1,130,2,460,,,1-2,510,3,1=2,340,2,1=2,240,6,1=3,160,2,2=3,100,1,1-2-3,740,2,1=2=3,210,1
202604292207,2026-04-29,22,07R,,,1,100,1,100,5,400,,,1-5,4070,8,1=5,3510,7,1=5,640,8,1=6,310,5,5=6,2630,13,1-5-6,14230,26,1=5=6,8070,12
202604292208,2026-04-29,22,08R,,,1,100,1,110,2,330,,,1-2,520,2,1=2,640,5,1=2,310,4,1=6,310,3,2=6,1700,14,1-2-6,2650,11,1=2=6,870,5
202604292209,2026-04-29,22,09R,,,1,140,1,160,3,140,,,1-3,650,3,1=3,460,3,1=3,230,4,1=4,110,1,3=4,210,3,1-3-4,1040,3,1=3=4,290,1
