記録日,場コード,モーター番号,節数,走数,Σw,Σw2,n_eff,加重平均残差,素点
2026-08-21,02,1,2,13,11.66416,10.483767,12.977455,-0.316508,-0.178761
2026-08-21,02,2,1,8,7.379637,6.809425,7.997599,-0.116697,-0.051857
2026-08-21,02,3,2,13,11.623316,10.411457,12.976232,0.34264,0.193512
2026-08-21,02,4,2,12,10.679442,9.520558,11.97939,0.20552,0.112014
2026-08-21,02,5,1,8,7.390109,6.828411,7.998013,-0.136366,-0.060599
2026-08-21,02,23,2,11,9.849963,8.835792,10.980541,0.106719,0.055854
2026-08-21,02,25,1,3,2.552115,2.17129,2.999733,-0.194406,-0.04486
2026-08-21,02,28,1,5,4.243679,3.602032,4.999625,-1.00086,-0.333603
2026-08-21,02,30,1,5,4.253563,3.618946,4.999466,-0.00432,-0.00144
2026-08-21,02,31,1,5,4.253563,3.618946,4.999466,-0.896991,-0.298976
2026-08-21,02,32,1,5,4.263334,3.635474,4.999627,0.182506,0.060832
2026-08-21,02,33,1,6,5.10423,4.34258,5.999466,-0.053321,-0.019994
2026-08-21,02,34,1,4,3.402782,2.894925,3.999733,0.318223,0.090916
2026-08-21,02,35,1,6,5.10423,4.34258,5.999466,0.516736,0.193765
2026-08-21,02,36,1,5,4.243679,3.602032,4.999625,1.027035,0.342328
2026-08-21,02,37,1,4,3.402782,2.894925,3.999733,-0.626043,-0.178861
2026-08-21,02,38,0,0,,,,,
2026-08-21,02,39,1,4,3.402782,2.894925,3.999733,0.19684,0.056237
2026-08-21,02,40,1,6,5.10423,4.34258,5.999466,-0.374792,-0.140539
2026-08-21,02,41,1,5,4.253563,3.618946,4.999466,-0.703486,-0.234479
2026-08-21,02,42,1,3,2.53246,2.137848,2.999911,-0.41497,-0.09576
2026-08-21,02,43,1,5,4.243679,3.602032,4.999625,0.484424,0.161467
2026-08-21,02,44,1,5,4.253563,3.618946,4.999466,0.155143,0.051711
2026-08-21,02,45,1,8,7.358202,6.769648,7.997926,0.456163,0.20271
2026-08-21,02,46,3,18,9.396877,5.065447,17.432087,-0.013118,-0.008336
2026-08-21,02,47,3,19,12.482676,9.218218,16.90318,-0.238443,-0.149813
2026-08-21,02,48,1,7,6.456952,5.957395,6.998399,0.157308,0.064765
2026-08-21,02,49,6,40,25.882339,17.982134,37.253389,0.393566,0.310278
2026-08-21,02,50,6,39,25.824108,17.917596,37.219532,-0.705341,-0.555966
2026-08-21,02,51,6,38,23.851616,16.220679,35.07249,-0.296354,-0.230603
2026-08-21,02,52,3,17,11.181466,8.233478,15.184979,-0.658066,-0.396773
2026-08-21,02,53,6,37,25.044734,17.790373,35.257199,0.113913,0.088742
2026-08-21,02,54,6,38,25.0275,17.612773,35.563721,0.148564,0.115958
2026-08-21,02,55,6,39,25.842109,18.041783,37.01489,-0.039055,-0.030748
2026-08-21,02,56,1,8,7.379637,6.809425,7.997599,0.423753,0.188303
2026-08-21,02,58,6,40,26.995865,19.074893,38.20607,-0.195933,-0.155288
2026-08-21,02,59,3,20,13.063801,9.593774,17.788924,-0.313763,-0.200853
2026-08-21,02,60,4,26,17.901175,13.197657,24.28098,-0.312622,-0.221428
2026-08-21,02,61,6,39,22.237515,13.165923,37.559622,0.213565,0.16866
2026-08-21,02,62,6,41,27.010096,18.725989,38.95897,-0.013355,-0.010628
2026-08-21,02,63,5,35,20.844052,12.682747,34.257128,0.436748,0.338064
2026-08-21,02,64,6,40,26.308816,18.260984,37.903422,-0.24459,-0.193531
2026-08-21,02,65,0,0,,,,,
2026-08-21,03,10,6,35,21.211621,14.029946,32.069466,0.30803,0.234811
2026-08-21,03,11,6,37,22.555097,15.068597,33.761098,0.053178,0.041026
2026-08-21,03,12,5,32,20.215186,13.775376,29.665522,0.001069,0.0008
2026-08-21,03,13,6,37,22.27424,14.62338,33.927981,0.439815,0.339693
2026-08-21,03,14,6,41,24.818652,16.744454,36.786238,-0.257197,-0.202224
2026-08-21,03,15,6,36,22.160303,14.914632,32.925991,-0.14766,-0.113261
2026-08-21,03,16,6,39,23.675659,16.026441,34.975751,0.177565,0.138085
2026-08-21,03,17,6,38,22.299894,14.690557,33.850675,-0.166039,-0.128174
2026-08-21,03,18,6,39,23.491779,15.717121,35.112262,-0.059773,-0.046523
2026-08-21,03,19,6,39,23.504638,15.726665,35.12938,-0.08703,-0.067745
2026-08-21,03,21,4,30,17.617357,10.71342,28.970323,-0.102844,-0.076454
2026-08-21,03,23,6,39,23.453547,15.719925,34.991824,-0.367354,-0.285705
2026-08-21,03,24,5,32,17.902087,10.830202,29.591757,0.196949,0.147204
2026-08-21,03,25,6,40,23.97488,15.934403,36.07257,0.2128,0.166612
2026-08-21,03,26,6,39,24.697233,17.146024,35.574039,-0.133388,-0.10412
2026-08-21,03,27,6,41,24.674688,16.532576,36.826699,-0.052011,-0.040904
2026-08-21,03,29,5,35,19.292494,11.29103,32.964248,-0.38995,-0.299189
2026-08-21,03,30,5,35,19.562616,11.401041,33.566753,0.328047,0.252749
2026-08-21,03,31,6,37,24.050566,16.881266,34.264595,-0.067286,-0.052085
2026-08-21,03,32,6,40,23.820352,15.850164,35.798315,0.281191,0.219793
2026-08-21,03,33,6,42,24.99858,16.493831,37.888651,-0.022251,-0.017605
2026-08-21,03,34,5,28,16.880074,11.725259,24.301116,0.48592,0.344257
2026-08-21,03,35,6,42,25.749558,17.523474,37.837231,-0.014688,-0.011618
2026-08-21,03,36,6,37,24.050566,16.881266,34.264595,0.309858,0.239857
2026-08-21,03,39,6,38,24.287222,16.968598,34.762397,-0.052806,-0.041009
2026-08-21,03,40,5,31,20.621273,15.048276,28.258181,-0.306166,-0.22614
2026-08-21,03,41,5,31,17.744003,11.869068,26.526907,0.324996,0.236021
2026-08-21,03,45,4,32,17.98106,10.715,30.174384,-0.254752,-0.19134
2026-08-21,03,46,5,36,20.282057,11.930582,34.479614,0.219808,0.17039
2026-08-21,03,47,6,37,22.797158,15.834522,32.821351,-0.34686,-0.265858
2026-08-21,03,49,5,34,18.849009,11.089615,32.037645,0.162576,0.123902
2026-08-21,03,51,6,39,22.275284,14.382269,34.500001,-0.110212,-0.085445
2026-08-21,03,52,5,37,21.022606,12.478994,35.415512,0.069259,0.054009
2026-08-21,03,53,6,41,25.07733,17.124243,36.724104,-0.208104,-0.163565
2026-08-21,03,54,5,36,19.664778,11.433783,33.821131,-0.048473,-0.037411
2026-08-21,03,55,5,28,18.524556,13.210039,25.97715,0.29193,0.210787
2026-08-21,03,56,4,27,15.932148,9.755827,26.01864,0.513482,0.370922
2026-08-21,03,57,6,40,24.496473,16.572054,36.210188,0.262261,0.205507
2026-08-21,03,59,5,36,20.306271,11.963944,34.465611,0.065024,0.050401
2026-08-21,03,60,6,36,20.696675,13.224852,32.389954,-0.240526,-0.183785
2026-08-21,03,61,6,39,23.225454,15.385149,35.061194,0.276056,0.214794
2026-08-21,03,63,4,29,17.204924,10.590573,27.950274,0.115707,0.085218
2026-08-21,03,64,5,33,16.075585,8.345715,30.964921,0.416004,0.314453
2026-08-21,03,66,6,37,22.247792,14.591946,33.920371,-0.308776,-0.238472
2026-08-21,03,67,6,37,20.091031,12.425744,32.484936,0.323201,0.247127
2026-08-21,03,69,5,37,20.4151,11.945888,34.888683,-0.005384,-0.004185
2026-08-21,03,70,6,39,25.315796,17.495391,36.631909,0.146947,0.115435
2026-08-21,03,71,6,35,23.388437,16.58758,32.977624,0.018325,0.014061
2026-08-21,04,10,5,23,13.052971,7.546327,22.577876,-0.094946,-0.065801
2026-08-21,04,11,6,35,22.929257,15.456514,34.014838,0.200722,0.155119
