記録日,場コード,モーター番号,節数,走数,Σw,Σw2,n_eff,加重平均残差,素点
2026-08-24,03,10,6,35,22.810392,16.280234,31.959858,0.299366,0.228021
2026-08-24,03,11,6,36,23.706642,17.088159,32.888558,-0.122399,-0.09386
2026-08-24,03,12,6,36,23.435352,16.672757,32.940908,0.157391,0.120738
2026-08-24,03,13,6,36,23.435352,16.672757,32.940908,0.426455,0.327143
2026-08-24,03,14,6,36,24.645759,18.278781,33.230521,-0.348096,-0.267575
2026-08-24,03,15,6,36,23.726758,17.105675,32.91066,-0.102411,-0.078545
2026-08-24,03,16,6,35,23.916179,17.749014,32.226218,0.151297,0.115467
2026-08-24,03,17,6,33,22.217003,16.365487,30.160742,-0.081169,-0.060958
2026-08-24,03,18,6,35,23.738563,17.460409,32.274122,-0.125387,-0.095726
2026-08-24,03,19,6,35,23.738563,17.460409,32.274122,-0.124921,-0.095371
2026-08-24,03,21,5,34,20.926015,13.815851,31.695341,-0.152773,-0.116133
2026-08-24,03,23,6,35,23.684959,17.450988,32.145874,-0.306735,-0.233955
2026-08-24,03,24,6,36,21.234443,13.948957,32.325111,0.124119,0.094794
2026-08-24,03,25,6,37,24.558808,17.788206,33.906457,0.270661,0.209016
2026-08-24,03,26,6,37,26.245069,19.895849,34.620471,-0.019625,-0.015226
2026-08-24,03,29,6,40,23.561749,15.352953,36.159558,-0.411114,-0.32205
2026-08-24,03,30,6,40,23.793526,15.434584,36.679438,0.384134,0.301842
2026-08-24,03,31,6,37,26.144243,19.760195,34.590824,-0.075153,-0.058299
2026-08-24,03,32,6,36,24.650538,18.393885,33.035383,0.281626,0.216185
2026-08-24,03,33,6,39,26.158906,19.131551,35.767533,0.115763,0.090469
2026-08-24,03,34,6,33,21.22028,15.736294,28.615397,0.421696,0.312492
2026-08-24,03,35,6,39,26.884303,20.092242,35.97238,-0.002068,-0.001618
2026-08-24,03,36,6,37,26.133019,19.738387,34.599316,0.428295,0.332263
2026-08-24,03,39,6,38,26.361613,19.81987,35.062523,-0.034305,-0.026692
2026-08-24,03,40,6,36,24.804897,18.815765,32.700394,-0.341658,-0.261645
2026-08-24,03,41,6,36,22.059084,15.873677,30.654724,0.031204,0.023529
2026-08-24,03,45,5,37,22.292319,14.800025,33.577475,-0.087207,-0.067195
2026-08-24,03,46,6,41,24.477237,15.906854,37.665218,0.329402,0.260295
2026-08-24,03,49,6,39,23.122051,15.14308,35.305185,-0.031788,-0.024771
2026-08-24,03,51,6,35,23.166318,17.030136,31.513448,0.025816,0.019598
2026-08-24,03,52,6,42,25.19256,16.418541,38.655388,-0.003673,-0.002918
2026-08-24,03,53,6,37,25.872916,19.588488,34.17353,-0.264581,-0.204685
2026-08-24,03,54,6,41,23.914334,15.467405,36.974228,0.065483,0.051543
2026-08-24,03,55,6,33,22.779602,17.100629,30.344513,0.286179,0.215245
2026-08-24,03,56,5,32,20.275502,13.877736,29.622697,0.365324,0.273123
2026-08-24,03,57,6,36,25.311845,19.073278,33.59095,0.164383,0.126672
2026-08-24,03,59,6,41,24.500626,15.937982,37.663529,0.129162,0.102063
2026-08-24,03,61,6,36,24.433614,18.088001,33.005387,0.137452,0.10549
2026-08-24,03,63,5,34,21.504922,14.656581,31.553174,0.238309,0.180959
2026-08-24,03,64,6,38,20.440301,12.566949,33.246407,0.317579,0.244145
2026-08-24,03,66,6,35,22.43046,15.673546,32.100302,-0.451639,-0.344362
2026-08-24,03,67,6,32,20.079178,14.249282,28.294294,0.36294,0.268163
2026-08-24,03,69,6,41,23.661807,14.989865,37.350646,0.02505,0.01976
2026-08-24,03,70,6,35,24.884609,18.631558,33.236285,0.120683,0.09277
2026-08-24,03,71,6,35,24.913057,18.666591,33.2498,0.015671,0.012048
2026-08-24,06,1,6,48,32.824664,23.882028,45.115876,-0.039364,-0.032222
2026-08-24,06,2,6,41,29.871237,22.993755,38.805789,-0.00237,-0.001884
2026-08-24,06,3,6,43,26.037851,17.125469,39.588386,-0.196077,-0.156536
2026-08-24,06,4,6,41,28.600221,21.301738,38.399339,0.008965,0.007112
2026-08-24,06,5,6,41,28.764796,21.468147,38.541448,0.285018,0.226302
2026-08-24,06,6,6,41,29.619227,22.593669,38.8294,0.039817,0.031663
2026-08-24,06,7,6,41,28.412347,21.185404,38.104604,-0.203508,-0.161203
2026-08-24,06,12,5,28,16.438653,10.652192,25.368423,0.153124,0.10983
2026-08-24,06,13,6,43,31.355229,23.76986,41.361219,0.502089,0.404333
2026-08-24,06,15,6,37,20.470251,12.618774,33.206963,-0.276334,-0.212378
2026-08-24,06,16,6,43,28.753317,20.922538,39.514961,-0.314762,-0.251193
2026-08-24,06,17,6,43,31.143849,23.485936,41.29873,0.205714,0.165612
2026-08-24,06,19,6,41,29.719885,22.389479,39.450296,0.263517,0.210228
2026-08-24,06,20,6,48,32.799485,23.774687,45.250069,0.182248,0.149262
2026-08-24,06,21,4,25,13.24715,8.324037,21.081957,-0.249517,-0.16924
2026-08-24,06,22,6,45,31.372498,23.205958,42.41297,0.246446,0.199426
2026-08-24,06,23,6,45,31.883679,23.907331,42.521224,0.204947,0.165925
2026-08-24,06,25,6,34,19.222232,12.266122,30.123146,-0.299699,-0.225004
2026-08-24,06,26,6,43,31.477211,23.963694,41.346498,0.297687,0.239711
2026-08-24,06,27,5,28,15.956831,10.143727,25.101273,-0.441453,-0.315687
2026-08-24,06,28,6,42,26.14011,17.516176,39.009962,-0.036437,-0.029003
2026-08-24,06,29,6,41,27.370646,19.682332,38.062169,0.05918,0.046867
2026-08-24,06,30,5,28,15.948631,10.241092,24.837081,-0.279263,-0.1991
2026-08-24,06,31,6,38,22.683111,14.714986,34.965955,-0.130171,-0.101222
2026-08-24,06,32,6,41,30.160404,23.065837,39.437111,0.287234,0.229133
2026-08-24,06,33,6,37,20.717502,13.097498,32.770756,-0.684881,-0.524753
2026-08-24,06,34,6,42,28.357659,20.826683,38.611853,-0.469367,-0.372813
2026-08-24,06,35,5,28,16.463874,10.891784,24.886572,-0.124973,-0.08915
2026-08-24,06,37,6,42,29.039309,21.510078,39.204017,0.231719,0.184625
2026-08-24,06,38,6,42,30.634312,23.222634,40.411482,-0.190166,-0.152443
2026-08-24,06,39,5,32,17.554439,11.112857,27.729892,-0.009075,-0.00667
2026-08-24,06,40,6,38,27.266544,20.64843,36.005856,-0.246629,-0.193021
2026-08-24,06,41,6,39,22.59403,14.51806,35.162426,0.049358,0.038429
2026-08-24,06,43,5,29,17.049589,10.981023,26.471894,-0.106157,-0.077051
2026-08-24,06,44,6,41,30.427062,23.654476,39.138728,0.232674,0.185324
2026-08-24,06,47,6,38,20.681478,12.621484,33.888528,-0.284014,-0.219301
2026-08-24,06,48,6,43,32.091996,24.920458,41.32734,-0.107679,-0.0867
2026-08-24,06,49,6,40,29.355486,22.395614,38.478274,-0.07743,-0.061458
2026-08-24,06,50,6,37,20.882893,13.038511,33.446704,-0.05856,-0.045082
2026-08-24,06,53,6,40,23.35343,15.160802,35.973209,-0.22257,-0.174157
2026-08-24,06,60,5,30,17.835989,11.993064,26.525542,-0.478411,-0.347431
2026-08-24,06,61,6,43,32.077442,24.813389,41.468027,0.297803,0.239941
2026-08-24,06,65,5,29,17.272893,11.462817,26.027882,0.088282,0.063778
2026-08-24,07,23,2,14,12.823344,11.777234,13.962375,-0.260417,-0.15174
2026-08-24,07,24,2,12,10.955155,10.028182,11.967815,-0.6302,-0.343326
2026-08-24,07,25,2,13,12.018588,11.144251,12.961522,0.009934,0.005608
2026-08-24,07,26,2,12,11.031195,10.171281,11.963809,-0.267922,-0.145939
2026-08-24,07,27,1,6,5.863221,5.730069,5.999466,0.333212,0.124947
2026-08-24,07,28,2,13,11.942445,11.000843,12.964641,0.121954,0.068849
2026-08-24,07,29,2,13,11.921091,10.961215,12.965024,0.447451,0.252611
2026-08-24,07,30,2,13,11.943669,11.005342,12.961999,0.412231,0.232704
2026-08-24,07,31,2,16,14.671055,13.489934,15.95559,0.665237,0.408939
2026-08-24,07,32,2,13,11.953668,11.022652,12.963322,0.351497,0.198428
2026-08-24,07,33,2,15,13.790389,12.714361,14.957481,0.498138,0.298544
2026-08-24,07,34,6,43,23.370015,14.135966,38.63603,0.156871,0.124617
2026-08-24,07,35,6,38,21.879746,13.696489,34.952265,0.093081,0.072374
2026-08-24,07,36,6,36,19.503908,11.759124,32.349554,-0.281751,-0.215221
2026-08-24,07,37,5,28,16.639881,10.739523,25.781931,-0.378394,-0.272644
2026-08-24,07,38,6,45,24.182048,14.428826,40.527999,-0.333754,-0.267701
2026-08-24,07,39,6,41,22.3609,13.566448,36.856356,0.020394,0.016042
2026-08-24,07,40,6,44,24.748952,15.45843,39.623083,0.231775,0.185068
2026-08-24,07,41,5,29,17.013466,10.861611,26.64964,0.091456,0.066502
2026-08-24,07,43,5,30,16.094407,9.954259,26.022023,-0.34751,-0.251039
2026-08-24,07,45,5,31,18.29754,11.8807,28.180155,-0.512863,-0.378536
2026-08-24,07,57,2,13,11.953902,11.02347,12.962866,-0.254565,-0.143706
2026-08-24,07,58,2,13,12.018588,11.144251,12.961522,-1.183176,-0.667889
2026-08-24,07,59,2,13,12.018588,11.144251,12.961522,-0.093968,-0.053044
2026-08-24,07,60,2,14,12.716604,11.579741,13.965082,0.19255,0.112204
2026-08-24,07,61,2,11,10.053905,9.21593,10.968074,-0.463926,-0.242672
2026-08-24,07,62,2,13,11.963901,11.04078,12.964205,0.247341,0.139634
2026-08-24,07,63,2,13,12.018588,11.144251,12.961522,-0.182099,-0.102793
2026-08-24,07,64,2,13,11.931091,10.978525,12.966307,0.022827,0.012888
2026-08-24,07,65,2,14,12.833343,11.794543,13.963635,-0.287876,-0.167746
2026-08-24,07,66,2,14,12.919838,11.956503,13.960789,0.235533,0.137233
2026-08-24,07,67,2,14,12.889138,11.902109,13.958021,-0.062357,-0.036329
2026-08-24,07,68,3,16,8.390942,5.497452,12.807371,-0.50471,-0.283417
2026-08-24,07,69,1,4,3.897547,3.798068,3.999631,-0.363888,-0.103961
2026-08-24,07,70,6,37,21.182013,13.507846,33.21608,0.380084,0.292135
2026-08-24,07,71,3,14,8.806222,6.493693,11.942287,0.079025,0.04301
2026-08-24,07,72,6,44,23.995592,14.474215,39.780289,0.111649,0.089221
2026-08-24,07,73,3,14,8.789447,6.466287,11.947254,-0.469111,-0.255366
2026-08-24,07,74,3,15,9.128038,6.586032,12.65118,-0.30399,-0.169785
2026-08-24,07,75,5,29,17.44951,11.540927,26.383096,-0.404177,-0.293088
2026-08-24,07,76,6,45,24.903164,15.414401,40.232999,-0.362846,-0.290614
2026-08-24,07,77,6,43,23.779684,14.760881,38.308917,0.1429,0.11332
2026-08-24,08,1,6,45,31.702385,23.336383,43.067567,0.065184,0.052901
2026-08-24,08,3,6,44,30.098352,21.478917,42.176744,0.274865,0.222186
2026-08-24,08,4,6,44,30.584739,22.196642,42.142692,-0.070346,-0.056855
2026-08-24,08,5,6,44,32.22476,24.223958,42.868105,-0.025133,-0.020379
2026-08-24,08,7,6,40,28.726432,21.331789,38.684421,-0.033984,-0.027003
2026-08-24,08,8,6,40,27.25512,19.800879,37.515585,0.079629,0.062871
2026-08-24,08,9,6,42,29.897378,22.107207,40.432662,0.145306,0.116494
2026-08-24,08,10,6,46,33.426463,25.101397,44.5126,-0.046612,-0.038061
2026-08-24,08,11,6,36,22.52472,14.856364,34.151222,-0.189822,-0.146828
2026-08-24,08,12,6,42,29.141586,21.071523,40.302356,0.084287,0.067531
2026-08-24,08,13,6,47,33.011914,24.386914,44.687345,0.012158,0.009934
2026-08-24,08,14,6,43,28.244646,19.637473,40.624373,0.230578,0.185031
2026-08-24,08,16,6,43,31.689062,24.083203,41.696972,-0.154426,-0.124554
2026-08-24,08,17,6,39,23.248985,14.64371,36.911092,-0.003614,-0.002844
