レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202609171401,2026-09-17,14,01R,08:32,2026-09-17T08:22:19.609654+09:00,3.5,7.8,3.1,71.7,15.2,4.6,55.8,10.2,125.6,50.2,50.2,15.2,167.5,50.2,62.8,502.5,50.2,83.7,251.2,167.5,1.0,1.0,1.4,2.9,3.4,7.3,1.4,2.9,24.0,53.7,5.0,14.3,22.2,55.5,4.1,11.6,24.0,55.5,8.5,9.6,4.2,5.0,17.2,18.8,49.0,55.2,14.0,14.4,17.2,18.8,1.0,142.5,142.5,0.0,71.2,142.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.7
202609172301,2026-09-17,23,01R,08:44,2026-09-17T08:34:21.082233+09:00,3.3,3.0,9.0,6.3,10.0,21.0,24.2,25.1,15.2,59.4,34.4,81.7,130.8,72.6,40.8,218.0,130.8,81.7,218.0,93.4,1.0,1.1,1.9,2.8,1.5,2.2,3.5,7.2,2.2,4.7,3.5,5.9,2.9,5.3,8.1,19.2,2.9,6.9,8.1,10.2,9.0,15.1,16.8,29.6,16.7,30.0,16.1,30.0,0.0,0.0,1.0,11.5,17.2,6.9,34.5,17.2,1.0,1.0,1.5,7.5,1.5,7.5,0.0,0.0,1.5,7.5,0.0,0.0
202609171402,2026-09-17,14,02R,08:58,2026-09-17T08:48:24.285767+09:00,9.9,5.3,2.4,69.7,20.9,19.0,0.0,14.9,209.2,23.2,16.0,13.0,209.2,7.2,41.8,34.8,26.1,209.2,104.6,52.3,2.0,2.7,2.0,3.2,2.3,3.7,1.6,1.9,6.2,9.7,5.6,10.6,5.8,10.6,1.5,1.8,11.7,20.6,5.8,21.0,2.5,4.5,0.0,0.0,3.9,7.2,0.0,0.0,11.7,20.2,1.0,9.7,9.7,0.0,9.7,0.0,1.0,1.0,1.8,26.2,1.8,26.2,0.0,0.0,1.1,13.1,0.0,0.0
202609172302,2026-09-17,23,02R,09:10,2026-09-17T09:00:59.549017+09:00,4.2,3.4,2.6,49.3,11.3,12.3,74.0,14.8,74.0,42.3,37.0,37.0,296.2,59.2,148.1,59.2,98.7,98.7,296.2,0.0,1.0,1.0,3.1,10.1,1.6,2.9,1.5,2.9,7.0,19.6,1.7,4.3,4.4,10.3,2.2,4.8,19.5,54.7,12.0,20.2,17.5,30.0,0.0,0.0,32.5,39.7,35.7,59.2,18.1,30.0,1.0,10.2,10.2,30.7,30.7,0.0,1.0,1.8,1.1,2.5,2.6,7.5,2.6,7.5,2.6,7.5,0.0,0.0
202609171403,2026-09-17,14,03R,09:24,2026-09-17T09:14:30.242598+09:00,7.6,2.1,27.6,46.0,3.6,37.6,69.0,29.5,27.6,103.5,7.6,103.5,138.0,41.4,41.4,207.0,23.0,46.0,207.0,69.0,2.2,2.9,2.0,2.7,1.2,1.3,4.1,5.4,4.9,6.5,3.4,4.0,2.8,3.9,7.9,8.7,8.0,8.7,2.1,2.9,7.8,8.8,11.6,12.8,4.9,6.5,4.1,5.4,12.3,12.8,6.7,20.2,2.5,1.3,0.0,0.0,0.0,0.0,1.0,3.7,1.0,1.0,1.5,7.5,0.0,0.0,0.0,0.0
202609172303,2026-09-17,23,03R,09:36,2026-09-17T09:26:26.667302+09:00,4.1,20.2,22.2,31.7,3.5,10.3,4.1,34.2,16.4,40.4,40.4,148.2,29.6,111.1,55.5,74.1,55.5,17.1,34.2,44.4,1.9,3.9,1.0,1.1,2.1,3.1,2.8,4.1,3.1,6.3,3.6,9.0,4.6,7.6,30.2,52.8,0.0,0.0,2.6,4.1,4.5,7.3,5.5,13.1,5.5,6.0,5.5,8.8,16.1,26.8,1.0,0.0,3.8,30.7,10.2,0.0,1.4,1.8,4.5,6.3,1.1,1.3,2.4,3.3,1.7,2.3,4.5,6.3
202609171404,2026-09-17,14,04R,09:50,2026-09-17T09:40:24.890551+09:00,5.1,17.2,4.4,7.0,17.2,10.7,12.4,51.7,23.8,6.2,62.1,31.0,34.5,155.2,28.2,19.4,77.6,34.5,51.7,34.5,2.6,3.2,1.7,2.0,5.6,6.5,1.4,1.5,4.3,5.1,4.4,5.4,6.2,6.9,2.9,3.7,9.0,10.1,8.8,10.3,13.5,20.0,8.7,10.3,5.6,7.1,2.0,2.1,5.5,7.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,4.5,0.0,0.0,0.0,0.0,1.1,4.5,0.0,0.0
202609172304,2026-09-17,23,04R,10:02,2026-09-17T09:52:25.125279+09:00,13.1,6.5,26.2,14.5,8.2,32.8,18.7,32.8,11.9,65.6,5.2,65.6,13.1,131.2,5.4,43.7,43.7,7.7,131.2,131.2,2.8,3.5,4.1,6.5,1.7,3.0,11.7,17.2,2.4,4.0,8.2,12.5,2.2,4.0,11.7,18.0,3.8,6.5,1.2,1.6,12.2,18.7,8.2,18.7,0.0,0.0,2.2,7.5,0.0,0.0,1.3,5.2,0.0,5.2,5.2,0.0,0.0,0.0,1.1,3.0,0.0,0.0,1.0,1.5,0.0,0.0,1.1,3.0
202609171405,2026-09-17,14,05R,10:19,2026-09-17T10:10:27.799882+09:00,3.4,35.6,9.7,55.0,16.8,8.4,37.8,86.4,100.8,86.4,12.8,3.9,9.1,50.4,75.6,40.3,24.2,46.5,12.1,86.4,1.7,2.5,1.8,2.7,9.6,10.7,5.6,6.6,19.2,21.2,1.1,1.2,4.0,5.5,2.9,4.3,7.8,10.6,3.3,4.4,2.6,3.7,6.4,8.5,10.0,10.7,3.8,4.0,20.1,21.2,4.2,4.2,1.5,6.3,0.0,12.7,1.5,4.5,1.5,4.5,1.0,1.5,1.5,4.5,0.0,0.0,0.0,0.0
202609172305,2026-09-17,23,05R,10:28,2026-09-17T10:18:24.886679+09:00,12.5,5.5,6.7,12.5,8.3,8.3,50.2,4.0,16.7,20.1,50.2,50.2,0.0,33.5,0.0,25.1,33.5,25.1,100.5,25.1,1.6,2.8,3.8,5.2,1.1,1.2,2.2,3.5,7.2,13.1,8.5,15.0,6.0,15.0,8.2,14.6,0.0,0.0,7.0,10.0,8.5,10.0,9.7,15.0,1.3,1.8,7.2,15.0,4.5,7.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,0.0,0.0,0.0,0.0,1.0,1.8,1.5,3.7,0.0,0.0
