レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202609251001,2026-09-25,10,01R,08:32,2026-09-25T08:22:22.443982+09:00,1.1,24.4,5.9,61.2,24.4,12.6,61.2,77.9,214.3,122.4,53.5,42.8,214.3,857.2,214.3,285.7,428.6,0.0,857.2,857.2,1.7,2.4,1.3,1.6,8.1,11.9,1.2,2.0,4.3,5.2,1.5,1.9,33.0,55.8,3.0,6.2,33.0,39.5,15.5,27.5,2.2,4.8,15.0,19.8,0.0,0.0,37.0,59.2,29.2,59.2,1.0,18.2,27.3,54.7,0.0,0.0,1.0,1.1,1.6,8.2,0.0,0.0,0.0,0.0,1.0,3.3,0.0,0.0
202609251801,2026-09-25,18,01R,08:40,2026-09-25T08:30:21.368287+09:00,2.8,17.2,17.7,10.9,6.7,8.7,4.1,22.4,20.6,57.3,43.0,51.6,34.4,86.0,86.0,103.2,129.0,46.9,64.5,103.2,1.7,2.4,1.0,1.1,2.0,2.6,1.7,2.3,3.0,4.2,2.7,4.6,15.5,19.1,7.7,9.9,16.3,19.1,11.0,19.2,7.1,13.0,3.3,5.1,30.0,37.7,6.9,8.1,31.7,37.5,1.0,30.7,10.2,0.0,0.0,0.0,1.0,1.8,0.0,0.0,1.5,3.7,0.0,0.0,1.0,2.2,3.7,11.2
202609252101,2026-09-25,21,01R,08:48,2026-09-25T08:38:24.573885+09:00,1.9,16.9,15.2,4.9,20.9,29.8,5.4,22.3,48.2,48.2,33.0,44.7,25.0,125.4,125.4,89.5,313.5,156.7,209.0,156.7,1.0,1.1,1.2,2.9,8.0,14.5,9.1,16.1,4.0,11.0,1.0,1.8,8.0,22.0,0.0,0.0,2.9,14.5,8.4,11.2,38.7,65.2,30.7,65.2,42.2,65.2,41.0,65.2,0.0,0.0,1.0,5.2,13.1,52.5,26.2,26.2,1.0,1.0,1.5,136.8,2.6,273.7,1.5,136.8,2.6,273.7,0.0,0.0
202609251002,2026-09-25,10,02R,08:58,2026-09-25T08:48:24.122350+09:00,9.0,3.0,2.6,49.5,9.4,24.7,198.0,9.4,198.0,198.0,16.5,28.2,198.0,14.1,198.0,99.0,39.6,198.0,0.0,99.0,1.0,1.0,2.7,14.7,3.2,22.5,1.9,11.4,11.2,44.2,3.7,22.5,1.4,12.7,1.5,14.8,0.0,0.0,28.0,44.6,0.0,0.0,29.2,89.2,13.7,44.6,0.0,0.0,0.0,0.0,2.6,5.2,5.2,2.6,5.2,0.0,1.5,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5,0.0,0.0
202609251802,2026-09-25,18,02R,09:06,2026-09-25T08:56:26.316966+09:00,3.2,7.9,15.8,7.9,8.9,12.1,5.5,12.1,18.7,25.7,68.7,34.3,34.3,0.0,103.1,68.7,103.1,34.3,68.7,103.1,1.2,1.9,1.6,2.2,1.5,2.5,12.7,19.5,1.8,3.0,1.8,3.4,4.8,22.1,0.0,0.0,9.7,44.2,10.7,21.7,6.7,11.2,3.1,5.7,0.0,0.0,10.7,44.2,0.0,0.0,1.2,9.7,9.7,0.0,0.0,3.2,1.1,2.2,1.5,3.3,1.1,2.2,0.0,0.0,0.0,0.0,2.6,6.7
202609252102,2026-09-25,21,02R,09:14,2026-09-25T09:04:26.800777+09:00,22.5,11.1,74.8,49.9,1.1,74.8,23.9,47.9,6.8,108.8,70.4,239.5,199.6,299.4,99.8,92.1,239.5,42.7,399.2,399.2,4.1,13.7,1.0,2.4,1.0,1.0,19.3,39.6,2.9,8.2,21.9,80.7,2.2,12.1,0.0,0.0,0.0,0.0,1.2,7.5,0.0,0.0,9.4,17.6,0.0,0.0,7.3,24.5,76.7,242.2,1.2,22.0,3.8,5.0,33.0,66.0,1.0,1.0,1.8,33.0,1.5,26.9,2.7,53.4,3.5,71.0,2.7,53.4
202609251003,2026-09-25,10,03R,09:24,2026-09-25T09:14:24.789679+09:00,2.3,2.8,25.6,56.4,13.1,13.7,47.0,35.2,112.8,51.2,9.0,28.2,80.5,70.5,80.5,56.4,51.2,70.5,51.2,80.5,2.7,4.5,2.0,2.8,3.0,5.1,1.4,2.4,17.5,27.3,2.6,4.4,3.1,9.7,7.3,29.2,0.0,0.0,2.6,4.4,1.3,2.1,9.1,13.6,7.3,29.2,0.0,0.0,0.0,0.0,2.6,2.6,4.0,3.4,0.0,24.0,1.1,2.0,2.2,6.0,2.2,6.0,1.3,3.0,2.2,6.0,0.0,0.0
202609251803,2026-09-25,18,03R,09:32,2026-09-25T09:22:23.660042+09:00,8.3,7.4,23.5,6.1,8.1,25.9,16.2,28.8,2.9,19.9,43.2,64.8,32.4,86.5,16.2,64.8,259.5,28.8,64.8,64.8,2.1,2.6,10.2,17.4,1.2,2.1,3.5,6.3,1.3,2.2,21.5,36.0,8.7,18.3,3.3,5.5,2.6,4.5,0.0,0.0,0.0,0.0,19.7,72.7,6.4,24.2,1.3,2.3,0.0,0.0,1.5,4.7,4.7,0.0,0.0,3.5,1.0,1.8,1.5,3.7,2.6,7.5,0.0,0.0,0.0,0.0,1.1,2.5
202609252103,2026-09-25,21,03R,09:40,2026-09-25T09:30:26.987794+09:00,6.8,33.6,27.5,86.5,5.0,1.5,28.1,39.0,110.1,63.7,86.5,52.6,121.2,303.0,242.4,242.4,15.7,75.7,31.0,134.6,5.6,9.0,1.0,1.1,3.4,5.6,1.8,3.5,8.5,13.2,3.7,5.6,12.1,13.5,10.3,13.5,25.0,26.3,2.4,3.7,1.1,1.6,5.9,8.8,5.8,7.9,48.0,52.0,20.6,26.2,1.4,38.2,2.3,38.2,7.6,38.2,1.1,1.3,5.0,7.3,1.2,1.6,5.0,7.3,1.5,2.1,5.0,7.3
202609251004,2026-09-25,10,04R,09:50,2026-09-25T09:40:25.612285+09:00,14.1,14.1,12.3,20.5,10.8,9.7,30.7,4.1,14.1,10.2,14.1,30.7,30.7,46.1,26.3,30.7,18.4,26.3,61.5,11.5,2.1,4.8,5.6,9.0,2.0,4.8,1.0,1.1,2.0,4.8,0.0,0.0,3.1,9.3,3.5,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.3,0.0,0.0,2.0,9.3,5.6,2.2,1.6,11.2,0.0,0.0,1.0,1.5,1.5,4.5,0.0,0.0,0.0,0.0,1.0,2.2,0.0,0.0
