レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202609041001,2026-09-04,10,01R,08:32,2026-09-04T08:22:23.117806+09:00,5.4,4.4,11.9,83.8,3.9,6.9,45.7,5.1,23.9,83.8,20.9,41.9,251.6,55.9,251.6,503.2,21.8,125.8,167.7,251.6,1.9,2.5,1.4,1.8,1.2,1.4,2.6,3.5,9.5,11.7,4.2,5.7,5.1,7.8,6.5,7.7,16.7,18.3,2.8,4.5,6.1,7.8,30.7,36.0,2.9,4.1,9.5,12.5,9.0,9.5,1.0,27.5,36.7,55.1,55.1,55.1,1.0,1.0,1.8,4.3,3.3,8.2,3.3,8.2,1.3,3.0,3.3,8.2
202609041801,2026-09-04,18,01R,08:44,2026-09-04T08:34:23.495034+09:00,2.3,5.8,10.1,23.9,6.6,6.5,39.4,14.5,35.3,55.9,11.9,51.6,335.6,95.8,167.8,223.7,83.9,223.7,0.0,223.7,1.4,1.8,1.1,1.3,3.2,4.4,1.8,3.3,8.9,16.3,3.2,5.5,2.6,3.1,3.6,7.0,7.8,13.3,5.2,7.6,7.5,18.3,13.0,27.1,10.4,18.3,16.6,27.1,0.0,0.0,1.0,8.2,8.2,0.0,8.2,0.0,1.0,1.0,1.3,10.8,1.7,16.3,3.1,32.6,2.2,21.7,0.0,0.0
202609041002,2026-09-04,10,02R,08:58,2026-09-04T08:48:28.866152+09:00,4.7,5.7,3.4,5.0,24.4,27.1,48.8,22.1,97.6,48.8,32.5,18.0,28.7,18.0,48.8,20.3,61.0,162.7,244.1,81.3,1.0,1.1,4.0,6.5,1.4,2.1,2.3,3.7,10.0,15.1,3.0,4.8,2.9,5.4,2.3,3.7,19.2,29.2,25.7,30.0,7.2,7.9,14.8,15.3,6.5,7.9,7.0,8.0,6.1,6.4,1.8,1.6,0.0,14.6,14.6,29.2,1.3,7.6,1.0,1.0,2.2,15.3,2.2,15.3,0.0,0.0,2.2,15.3
202609041802,2026-09-04,18,02R,09:10,2026-09-04T09:01:01.591157+09:00,6.9,10.6,37.8,10.8,5.0,20.8,3.0,28.8,9.1,46.6,33.6,75.7,31.8,101.0,26.3,121.2,121.2,14.7,67.3,67.3,1.3,1.6,1.3,1.6,17.3,21.6,5.3,6.7,2.4,3.7,2.8,4.3,6.2,7.6,7.2,9.0,6.9,9.0,7.3,9.1,11.5,14.7,1.3,1.6,21.3,21.8,7.3,9.2,17.7,21.8,1.2,12.7,2.5,0.0,0.0,12.7,1.0,1.2,0.0,0.0,1.0,3.3,0.0,0.0,0.0,0.0,1.2,4.1
202609041003,2026-09-04,10,03R,09:24,2026-09-04T09:14:26.661347+09:00,2.6,72.3,31.6,14.8,12.9,6.4,3.0,101.2,50.6,18.0,29.7,42.1,28.1,168.7,126.5,126.5,63.2,38.9,29.7,126.5,2.7,3.6,1.3,2.0,9.4,12.7,4.9,6.7,1.0,1.3,3.5,4.4,9.9,10.5,9.7,10.5,11.5,17.0,41.5,50.0,7.3,8.9,1.2,1.7,10.3,10.6,6.5,8.8,6.3,8.8,1.0,0.0,0.0,0.0,12.7,25.5,1.0,1.0,4.5,29.2,1.0,4.8,0.0,0.0,4.5,29.2,1.7,9.7
202609041803,2026-09-04,18,03R,09:36,2026-09-04T09:26:24.938525+09:00,11.5,6.2,7.8,7.0,19.7,21.2,30.6,6.9,9.2,6.1,27.6,55.2,69.0,46.0,55.2,27.6,92.0,69.0,69.0,11.5,1.8,2.0,3.4,5.3,1.9,2.1,3.4,4.0,2.0,3.0,3.1,5.1,5.2,6.8,11.0,12.8,4.3,7.8,4.7,7.8,12.1,18.5,0.0,0.0,5.8,6.8,2.9,5.1,2.6,4.3,1.1,0.0,0.0,0.0,13.5,2.7,1.0,1.3,2.0,7.8,0.0,0.0,0.0,0.0,1.2,3.9,1.5,5.2
202609041004,2026-09-04,10,04R,09:50,2026-09-04T09:40:22.875706+09:00,15.5,22.0,37.7,20.3,9.9,35.2,6.9,18.2,4.0,9.6,25.1,44.0,18.8,37.7,18.8,44.0,26.4,12.8,26.4,10.1,5.7,7.0,4.1,4.9,1.9,2.3,3.5,4.3,1.4,1.6,5.6,5.9,5.2,5.8,6.7,7.2,3.2,3.7,6.4,7.0,13.2,13.7,4.8,5.8,3.4,3.9,2.0,2.5,3.5,4.3,1.8,0.0,4.5,4.5,4.5,9.0,0.0,0.0,0.0,0.0,1.8,5.6,1.1,2.8,1.8,5.6,1.0,1.6
202609041804,2026-09-04,18,04R,10:02,2026-09-04T09:52:27.875688+09:00,1.9,7.2,8.2,34.2,14.1,6.1,24.0,30.0,30.0,240.0,34.2,48.0,34.2,80.0,80.0,120.0,60.0,48.0,0.0,40.0,1.0,2.1,1.0,1.5,6.2,35.2,2.0,8.8,0.0,0.0,1.7,6.0,9.6,17.4,6.0,11.7,9.7,11.8,4.4,23.5,10.7,70.5,0.0,0.0,11.0,35.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.2,0.0,0.0,1.0,1.0,1.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,5.0
202609041005,2026-09-04,10,05R,10:18,2026-09-04T10:08:22.936482+09:00,5.7,44.4,28.8,8.6,38.5,96.2,7.5,82.5,24.0,36.0,38.5,13.4,2.6,96.2,13.1,14.4,82.5,23.1,38.5,48.1,2.3,2.8,6.4,13.1,8.5,16.2,38.5,42.7,2.5,3.1,1.3,1.8,1.7,2.1,8.8,10.1,1.6,2.1,0.0,0.0,17.0,32.8,1.6,3.0,36.0,64.8,8.0,14.4,9.5,11.0,5.4,7.2,7.2,10.8,5.4,1.6,2.6,3.5,1.5,1.9,1.2,1.4,4.8,6.3,1.8,2.5,2.6,3.5
202609041805,2026-09-04,18,05R,10:29,2026-09-04T10:20:23.681550+09:00,7.7,25.6,16.2,34.2,13.9,3.1,3.8,43.9,32.4,9.7,102.6,68.4,32.4,123.1,38.4,123.1,61.5,36.2,10.0,41.0,1.3,1.7,1.2,1.5,5.5,6.5,3.4,4.6,2.1,2.6,1.8,2.7,30.2,38.5,10.1,13.3,9.5,13.3,15.0,19.0,2.1,2.7,4.2,5.9,34.7,38.5,33.7,38.5,5.1,6.0,1.0,16.5,16.5,0.0,16.5,8.2,1.0,1.4,2.6,9.3,1.1,3.1,0.0,0.0,0.0,0.0,1.5,4.6
202609041101,2026-09-04,11,01R,10:33,2026-09-04T10:24:22.562259+09:00,6.8,16.7,10.5,36.7,7.9,2.8,26.2,6.3,33.4,33.4,18.3,28.2,61.2,26.2,73.5,122.5,17.5,52.5,91.8,40.8,2.7,4.9,1.1,1.6,0.0,0.0,1.5,2.0,9.6,33.0,14.5,66.0,4.2,16.5,7.7,16.6,0.0,0.0,14.7,66.0,2.9,6.9,0.0,0.0,1.2,1.6,0.0,0.0,18.5,32.6,1.0,17.2,0.0,0.0,34.5,0.0,1.0,1.1,1.7,2.8,1.7,2.8,4.5,7.8,1.7,2.8,4.5,7.8
202609041301,2026-09-04,13,01R,10:36,2026-09-04T10:26:19.057023+09:00,1.9,14.7,24.5,110.2,5.3,15.7,31.5,55.1,110.2,0.0,6.1,13.7,24.5,110.2,73.5,220.5,24.5,55.1,36.7,220.5,1.1,1.9,1.3,2.6,9.7,38.2,10.0,19.1,0.0,0.0,1.0,1.4,4.6,9.7,9.5,18.7,9.5,18.7,2.3,4.0,5.1,9.0,5.1,9.0,0.0,0.0,0.0,0.0,4.4,12.7,1.1,13.1,2.6,0.0,0.0,0.0,1.7,2.3,1.4,1.8,1.1,1.3,2.4,3.3,4.5,6.3,4.5,6.3
202609040901,2026-09-04,09,01R,10:42,2026-09-04T10:32:26.595826+09:00,10.5,6.2,23.7,24.2,6.4,11.5,21.6,13.0,14.0,36.0,8.9,25.0,35.4,25.0,20.1,46.6,12.0,17.3,35.4,13.9,2.0,2.4,3.6,4.3,1.7,1.9,3.8,4.5,5.0,5.6,2.4,2.7,2.1,2.6,8.5,9.7,6.5,7.3,2.9,3.4,4.9,5.4,8.0,8.6,3.2,3.6,5.0,5.5,10.4,11.0,1.7,10.6,7.1,2.6,21.3,10.6,1.0,1.0,2.2,4.0,3.8,7.0,1.3,2.2,2.1,3.7,4.6,8.6
202609040201,2026-09-04,02,01R,10:47,2026-09-04T10:38:28.060871+09:00,5.4,15.4,8.3,15.8,17.5,4.7,18.5,12.4,16.6,14.4,22.3,22.3,27.0,24.0,34.1,24.9,38.1,49.9,21.6,24.0,3.2,3.7,2.1,2.5,2.0,2.3,1.5,1.6,2.8,3.4,3.8,4.5,3.8,4.5,4.7,5.8,12.8,14.0,4.9,6.1,3.3,4.3,24.0,27.7,3.7,4.9,12.1,14.2,3.5,4.3,5.4,2.0,3.8,4.7,12.7,9.5,3.7,5.6,1.1,1.2,1.5,2.1,3.7,5.6,1.5,2.1,3.7,5.6
