レースコード,レース日,レース場コード,レース回,状態,1着コース,1着艇番,買い目1,買い目2,買い目3,買い目4,買い目5,決まり手1,決まり手2,決まり手3,決まり手4,決まり手5
202608120304,2026-08-12,03,4R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120304,2026-08-12,03,4R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120305,2026-08-12,03,5R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120305,2026-08-12,03,5R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120306,2026-08-12,03,6R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120306,2026-08-12,03,6R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120307,2026-08-12,03,7R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120307,2026-08-12,03,7R,realtime,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608120308,2026-08-12,03,8R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120308,2026-08-12,03,8R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120309,2026-08-12,03,9R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120310,2026-08-12,03,10R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608120311,2026-08-12,03,11R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608120312,2026-08-12,03,12R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120401,2026-08-12,04,1R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120401,2026-08-12,04,1R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120402,2026-08-12,04,2R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120402,2026-08-12,04,2R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120403,2026-08-12,04,3R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120403,2026-08-12,04,3R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120404,2026-08-12,04,4R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120404,2026-08-12,04,4R,realtime,3,3,3-1-6,3-1-2,3-1-4,3-2-6,3-1-5,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120405,2026-08-12,04,5R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120405,2026-08-12,04,5R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120406,2026-08-12,04,6R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120406,2026-08-12,04,6R,realtime,2,2,2-1-3,2-1-4,2-1-6,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120407,2026-08-12,04,7R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120408,2026-08-12,04,8R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608120409,2026-08-12,04,9R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120410,2026-08-12,04,10R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120411,2026-08-12,04,11R,daily,6,6,6-1-2,6-1-4,6-1-3,6-2-1,6-3-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608120412,2026-08-12,04,12R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120601,2026-08-12,06,1R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120601,2026-08-12,06,1R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120602,2026-08-12,06,2R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120602,2026-08-12,06,2R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120603,2026-08-12,06,3R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120603,2026-08-12,06,3R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120604,2026-08-12,06,4R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120604,2026-08-12,06,4R,realtime,3,3,3-1-4,3-1-2,3-1-6,3-2-4,3-1-5,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120605,2026-08-12,06,5R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120605,2026-08-12,06,5R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120606,2026-08-12,06,6R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120606,2026-08-12,06,6R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120607,2026-08-12,06,7R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120607,2026-08-12,06,7R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120608,2026-08-12,06,8R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608120609,2026-08-12,06,9R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120610,2026-08-12,06,10R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120611,2026-08-12,06,11R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120612,2026-08-12,06,12R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120701,2026-08-12,07,1R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120702,2026-08-12,07,2R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120703,2026-08-12,07,3R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120704,2026-08-12,07,4R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120705,2026-08-12,07,5R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120706,2026-08-12,07,6R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120707,2026-08-12,07,7R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120708,2026-08-12,07,8R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608120709,2026-08-12,07,9R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120710,2026-08-12,07,10R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120711,2026-08-12,07,11R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120712,2026-08-12,07,12R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120801,2026-08-12,08,1R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120801,2026-08-12,08,1R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120802,2026-08-12,08,2R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120802,2026-08-12,08,2R,realtime,4,4,4-1-6,4-1-2,4-6-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608120803,2026-08-12,08,3R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120803,2026-08-12,08,3R,realtime,4,5,5-1-6,5-1-2,5-6-1,5-2-1,5-1-3,まくり,まくり,まくり,まくり,差し
202608120804,2026-08-12,08,4R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120804,2026-08-12,08,4R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120805,2026-08-12,08,5R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120805,2026-08-12,08,5R,realtime,4,5,5-1-4,5-1-2,5-4-1,5-2-1,5-1-3,まくり,まくり,まくり,まくり,差し
202608120806,2026-08-12,08,6R,daily,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608120806,2026-08-12,08,6R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120807,2026-08-12,08,7R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120807,2026-08-12,08,7R,realtime,3,3,3-1-4,3-1-2,3-1-6,3-2-4,3-1-5,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120808,2026-08-12,08,8R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608120808,2026-08-12,08,8R,realtime,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608120809,2026-08-12,08,9R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608120809,2026-08-12,08,9R,realtime,4,5,5-1-6,5-1-2,5-6-1,5-2-1,5-1-3,まくり,まくり,まくり,まくり,差し
202608120810,2026-08-12,08,10R,daily,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608120811,2026-08-12,08,11R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608120812,2026-08-12,08,12R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121301,2026-08-12,13,1R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608121301,2026-08-12,13,1R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121302,2026-08-12,13,2R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608121302,2026-08-12,13,2R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121303,2026-08-12,13,3R,daily,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608121303,2026-08-12,13,3R,realtime,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608121304,2026-08-12,13,4R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121304,2026-08-12,13,4R,realtime,3,3,3-1-4,3-1-2,3-1-6,3-2-4,3-1-5,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121305,2026-08-12,13,5R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121305,2026-08-12,13,5R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121306,2026-08-12,13,6R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121306,2026-08-12,13,6R,realtime,3,3,3-1-6,3-1-2,3-1-5,3-2-6,3-1-4,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121307,2026-08-12,13,7R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121307,2026-08-12,13,7R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121308,2026-08-12,13,8R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121308,2026-08-12,13,8R,realtime,2,2,2-1-5,2-1-3,2-1-4,2-5-1,2-5-3,差し,差し,差し,差し,まくり
202608121309,2026-08-12,13,9R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121309,2026-08-12,13,9R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121310,2026-08-12,13,10R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121311,2026-08-12,13,11R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121312,2026-08-12,13,12R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121601,2026-08-12,16,1R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121601,2026-08-12,16,1R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121602,2026-08-12,16,2R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121602,2026-08-12,16,2R,realtime,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121603,2026-08-12,16,3R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121603,2026-08-12,16,3R,realtime,3,2,2-1-3,2-1-6,2-1-4,2-6-3,2-1-5,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121604,2026-08-12,16,4R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608121604,2026-08-12,16,4R,realtime,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608121605,2026-08-12,16,5R,daily,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608121605,2026-08-12,16,5R,realtime,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608121606,2026-08-12,16,6R,daily,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608121606,2026-08-12,16,6R,realtime,5,5,5-1-2,5-1-4,5-1-3,5-1-6,5-2-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608121607,2026-08-12,16,7R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121607,2026-08-12,16,7R,realtime,6,6,6-1-2,6-1-4,6-1-3,6-2-1,6-3-1,まくり差し,まくり差し,まくり差し,まくり差し,まくり差し
202608121608,2026-08-12,16,8R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121608,2026-08-12,16,8R,realtime,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121609,2026-08-12,16,9R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121610,2026-08-12,16,10R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121611,2026-08-12,16,11R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121612,2026-08-12,16,12R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121901,2026-08-12,19,1R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121902,2026-08-12,19,2R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121903,2026-08-12,19,3R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121904,2026-08-12,19,4R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121905,2026-08-12,19,5R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121906,2026-08-12,19,6R,daily,4,4,4-1-5,4-1-2,4-5-1,4-2-1,4-1-3,まくり,まくり,まくり,まくり,差し
202608121907,2026-08-12,19,7R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121908,2026-08-12,19,8R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121909,2026-08-12,19,9R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121910,2026-08-12,19,10R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608121911,2026-08-12,19,11R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608121912,2026-08-12,19,12R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608122001,2026-08-12,20,1R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608122002,2026-08-12,20,2R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608122003,2026-08-12,20,3R,daily,3,3,3-1-4,3-1-2,3-1-5,3-2-4,3-1-6,まくり差し,まくり差し,まくり差し,まくり,まくり差し
202608122004,2026-08-12,20,4R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
202608122005,2026-08-12,20,5R,daily,2,2,2-1-3,2-1-4,2-1-5,2-3-1,2-3-4,差し,差し,差し,差し,まくり
